Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Titanic,1997,3h 14m,PG-13,7.9,1.3M,75,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://www.imdb.com/title/tt0120338/?ref_=sr_i_1
2. Men in Black,1997,1h 38m,PG-13,7.3,636K,72,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",https://www.imdb.com/title/tt0119654/?ref_=sr_i_2
3. The Lost World: Jurassic Park,1997,2h 9m,PG-13,6.6,457K,59,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",https://www.imdb.com/title/tt0119567/?ref_=sr_i_3
4. Liar Liar,1997,1h 26m,PG-13,6.9,348K,70,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,https://www.imdb.com/title/tt0119528/?ref_=sr_i_4
5. Air Force One,1997,2h 4m,R,6.5,217K,62,"Communist radicals led by Ivan Korshunov hijack Air Force One with US President James Marshall and his family on board. Vice President Kathryn Bennett negotiates from Washington D.C., while Marshall fights to rescue the hostages on board.",https://www.imdb.com/title/tt0118571/?ref_=sr_i_5
6. As Good as It Gets,1997,2h 19m,PG-13,7.7,327K,67,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",https://www.imdb.com/title/tt0119822/?ref_=sr_i_6
7. Good Will Hunting,1997,2h 6m,R,8.3,1.1M,71,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",https://www.imdb.com/title/tt0119217/?ref_=sr_i_7
8. My Best Friend's Wedding,1997,1h 45m,PG-13,6.4,161K,51,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",https://www.imdb.com/title/tt0119738/?ref_=sr_i_8
9. Tomorrow Never Dies,1997,1h 59m,PG-13,6.5,209K,52,James Bond sets out to stop a media mogul's plan to induce a war between China and the United Kingdom.,https://www.imdb.com/title/tt0120347/?ref_=sr_i_9
10. Face/Off,1997,2h 18m,R,7.3,413K,82,"To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge.",https://www.imdb.com/title/tt0119094/?ref_=sr_i_10
11. Batman & Robin,1997,2h 5m,PG-13,3.8,275K,29,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,https://www.imdb.com/title/tt0118688/?ref_=sr_i_11
12. George of the Jungle,1997,1h 32m,PG,5.6,87K,53,A man raised in the jungle by apes falls in love with a wealthy American heiress.,https://www.imdb.com/title/tt0119190/?ref_=sr_i_12
13. Scream 2,1997,2h,R,6.3,221K,62,"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",https://www.imdb.com/title/tt0120082/?ref_=sr_i_13
14. Con Air,1997,1h 55m,R,6.9,329K,52,Newly-paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner-transport plane when the passengers seize control.,https://www.imdb.com/title/tt0118880/?ref_=sr_i_14
15. Contact,1997,2h 30m,PG,7.5,302K,62,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",https://www.imdb.com/title/tt0118884/?ref_=sr_i_15
16. Hercules,1997,1h 33m,G,7.3,266K,74,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,https://www.imdb.com/title/tt0119282/?ref_=sr_i_16
17. Flubber,1997,1h 33m,PG,5.3,97K,38,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",https://www.imdb.com/title/tt0119137/?ref_=sr_i_17
18. Conspiracy Theory,1997,2h 15m,R,6.7,110K,50,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",https://www.imdb.com/title/tt0118883/?ref_=sr_i_18
19. I Know What You Did Last Summer,1997,1h 41m,R,5.8,165K,52,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,https://www.imdb.com/title/tt0119345/?ref_=sr_i_19
20. Dante's Peak,1997,1h 48m,PG-13,6.1,103K,43,"A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that a nearby long-dormant volcano may awaken at any moment.",https://www.imdb.com/title/tt0118928/?ref_=sr_i_20
21. Anaconda,1997,1h 29m,PG-13,4.9,116K,37,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",https://www.imdb.com/title/tt0118615/?ref_=sr_i_21
22. L.A. Confidential,1997,2h 18m,R,8.2,638K,91,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",https://www.imdb.com/title/tt0119488/?ref_=sr_i_22
23. In & Out,1997,1h 30m,PG-13,6.4,45K,70,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,https://www.imdb.com/title/tt0119360/?ref_=sr_i_23
24. The Fifth Element,1997,2h 6m,PG-13,7.6,524K,52,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",https://www.imdb.com/title/tt0119116/?ref_=sr_i_24
25. Mousehunt,1997,1h 38m,PG,6.5,62K,53,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,https://www.imdb.com/title/tt0119715/?ref_=sr_i_25
26. The Saint,1997,1h 56m,PG-13,6.2,74K,50,"Simon ""The Saint"" Templar (Val Kilmer), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",https://www.imdb.com/title/tt0120053/?ref_=sr_i_26
27. The Devil's Advocate,1997,2h 24m,R,7.5,420K,60,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,https://www.imdb.com/title/tt0118971/?ref_=sr_i_27
28. Kiss the Girls,1997,1h 55m,R,6.6,94K,46,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,https://www.imdb.com/title/tt0119468/?ref_=sr_i_28
29. Jungle 2 Jungle,1997,1h 45m,PG,5.2,27K,42,"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",https://www.imdb.com/title/tt0119432/?ref_=sr_i_29
30. Anastasia,1997,1h 34m,G,7.1,141K,61,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",https://www.imdb.com/title/tt0118617/?ref_=sr_i_30
31. Life Is Beautiful,1997,1h 56m,PG-13,8.6,774K,58,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",https://www.imdb.com/title/tt0118799/?ref_=sr_i_31
32. The Jackal,1997,2h 4m,R,6.4,128K,36,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",https://www.imdb.com/title/tt0119395/?ref_=sr_i_32
33. Spawn,1997,1h 36m,PG-13,5.2,74K,34,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",https://www.imdb.com/title/tt0120177/?ref_=sr_i_33
34. Starship Troopers,1997,2h 9m,R,7.3,333K,52,"Humans, in a fascist militaristic future, wage war with giant alien bugs.",https://www.imdb.com/title/tt0120201/?ref_=sr_i_34
35. Austin Powers: International Man of Mystery,1997,1h 29m,PG-13,7.0,265K,51,A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,https://www.imdb.com/title/tt0118655/?ref_=sr_i_35
36. Breakdown,1997,1h 33m,R,7.0,65K,74,A man searches for his missing wife after his car breaks down in the middle of the desert.,https://www.imdb.com/title/tt0118771/?ref_=sr_i_36
37. Absolute Power,1997,2h 1m,R,6.7,62K,52,Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,https://www.imdb.com/title/tt0118548/?ref_=sr_i_37
38. Volcano,1997,1h 44m,PG-13,5.5,84K,54,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,https://www.imdb.com/title/tt0120461/?ref_=sr_i_38
39. Speed 2: Cruise Control,1997,2h 1m,PG-13,4.0,88K,24,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,https://www.imdb.com/title/tt0120179/?ref_=sr_i_39
40. The Game,1997,2h 9m,R,7.7,450K,63,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",https://www.imdb.com/title/tt0119174/?ref_=sr_i_40
41. G.I. Jane,1997,2h 5m,R,6.0,90K,62,"Lt. Jordan, a US Navy topographic analyst, joins the US Navy Special Warfare Group and struggles to prove her worth in a unit dominated by men. But a cynical woman Texan senator has sold her out.",https://www.imdb.com/title/tt0119173/?ref_=sr_i_41
42. Alien Resurrection,1997,1h 49m,R,6.2,281K,62,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",https://www.imdb.com/title/tt0118583/?ref_=sr_i_42
43. The Full Monty,1997,1h 31m,R,7.2,117K,75,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",https://www.imdb.com/title/tt0119164/?ref_=sr_i_43
