link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
https://www.imdb.com/title/tt3748528/?ref_=sr_i_1,"['Chris Weitz', 'Tony Gilroy', 'John Knoll']",['Gareth Edwards'],"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen', 'Wen Jiang', 'Ben Mendelsohn', 'Guy Henry', 'Forest Whitaker', 'Riz Ahmed', 'Mads Mikkelsen']","$200,000,000 (estimated)","$155,081,681","$1,058,684,742","$533,539,991","December 16, 2016",['United States'],"[""Reynisfjara, Iceland (Planet Lah'mu - opening scene)""]","['Lucasfilm', 'Allison Shearmur Productions']","Nominated for 2 Oscars, 24 wins & 85 nominations total","['Action Epic', 'Adventure Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Action', 'Adventure', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt2277860/?ref_=sr_i_2,"['Andrew Stanton', 'Victoria Strouse']","['Andrew Stanton', 'Angus MacLane']","['Ellen DeGeneres', 'Albert Brooks', ""Ed O'Neill"", 'Kaitlin Olson', 'Hayden Rolence', 'Ty Burrell', 'Diane Keaton', 'Eugene Levy', 'Sloane Murray', 'Idris Elba']","$200,000,000 (estimated)","$135,060,273","$1,029,266,989","$486,295,561","June 17, 2016",['United States'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Pixar Animation Studios', 'Walt Disney Pictures']","Nominated for 1 BAFTA Award, 17 wins & 48 nominations total","['Animal Adventure', 'Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']","['English', 'Indonesian']"
https://www.imdb.com/title/tt3498820/?ref_=sr_i_3,"['Christopher Markus', 'Stephen McFeely', 'Joe Simon']","['Anthony Russo', 'Joe Russo']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Don Cheadle', 'Jeremy Renner', 'Chadwick Boseman', 'Paul Bettany', 'Elizabeth Olsen']","$250,000,000 (estimated)","$179,139,142","$1,155,046,416","$408,084,349","May 6, 2016","['United States', 'Germany', 'Puerto Rico']",['Puerto Rico (as Lagos)'],"['Marvel Studios', 'Vita-Ray Dutch Productions (III)', 'Studio Babelsberg']","Awards, 16 wins & 73 nominations total","['Superhero', 'Action', 'Sci-Fi']","['English', 'German', 'Xhosa', 'Russian', 'Romanian']"
https://www.imdb.com/title/tt2709768/?ref_=sr_i_4,"['Cinco Paul', 'Ken Daurio', 'Brian Lynch']",['Chris Renaud'],"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart', 'Lake Bell', 'Jenny Slate', 'Ellie Kemper', 'Albert Brooks', 'Dana Carvey', 'Hannibal Buress', 'Bobby Moynihan']","$75,000,000 (estimated)","$104,352,905","$875,698,161","$368,623,860","July 8, 2016","['United States', 'France', 'Japan']","['New York City, New York, USA (All the action of the film)']","['Universal Pictures', 'Illumination Entertainment', 'Dentsu']","Awards, 4 wins & 15 nominations total","['Animal Adventure', 'Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']",['English']
https://www.imdb.com/title/tt3040964/?ref_=sr_i_5,"['Justin Marks', 'Rudyard Kipling']",['Jon Favreau'],"['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba', ""Lupita Nyong'o"", 'Scarlett Johansson', 'Giancarlo Esposito', 'Christopher Walken', 'Garry Shandling', 'Brighton Rose Favreau']","$175,000,000 (estimated)","$103,261,464","$967,724,775","$364,001,123","April 15, 2016","['United Kingdom', 'United States', 'New Zealand', 'France', 'Canada', 'India']","['Los Angeles, California, USA']","['Walt Disney Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']","Won 1 Oscar, 33 wins & 56 nominations total","['Animal Adventure', 'Computer Animation', 'Jungle Adventure', 'Quest', 'Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",['English']
https://www.imdb.com/title/tt1431045/?ref_=sr_i_6,"['Rhett Reese', 'Paul Wernick']",['Tim Miller'],"['Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller', 'Ed Skrein', 'Karan Soni', 'Michael Benyaer', 'Stefan Kapicic', 'Brianna Hildebrand', 'Style Dayne', 'Kyle Cassie']","$58,000,000 (estimated)","$132,434,639","$782,837,347","$363,070,709","February 12, 2016",['United States'],"['Vancouver, British Columbia, Canada']","['Twentieth Century Fox', 'Marvel Entertainment', 'Kinberg Genre']","Awards, 29 wins & 78 nominations total","['Dark Comedy', 'Gun Fu', 'Raunchy Comedy', 'Superhero', 'Action', 'Comedy', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt2948356/?ref_=sr_i_7,"['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunt', 'Don Lake', 'Tommy Chong', 'J.K. Simmons', 'Octavia Spencer']","$150,000,000 (estimated)","$75,063,401","$1,025,521,689","$341,268,248","March 4, 2016",['United States'],"['Walt Disney Animation Studios - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios']","Won 1 Oscar, 49 wins & 75 nominations total","['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",['English']
https://www.imdb.com/title/tt2975590/?ref_=sr_i_8,"['Bob Kane', 'Bill Finger', 'Jerry Siegel']",['Zack Snyder'],"['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Jesse Eisenberg', 'Diane Lane', 'Laurence Fishburne', 'Jeremy Irons', 'Holly Hunter', 'Gal Gadot', 'Scoot McNairy']","$250,000,000 (estimated)","$166,007,347","$874,362,803","$330,360,194","March 25, 2016","['United States', 'Morocco']","['Detroit, Michigan, USA (Metropolis)']","['Warner Bros.', 'Atlas Entertainment', 'RatPac-Dune Entertainment']","Awards, 14 wins & 33 nominations total","['Superhero', 'Action', 'Adventure', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt1386697/?ref_=sr_i_9,"['David Ayer', 'John Ostrander']",['David Ayer'],"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Viola Davis', 'Jaime FitzSimons', 'Ike Barinholtz', 'Christopher Dyson', 'Bambadjan Bamba', 'Ted Whittall', 'David Harbour']","$175,000,000 (estimated)","$133,682,248","$749,200,054","$325,100,054","August 5, 2016",['United States'],"['Toronto, Ontario, Canada']","['Atlas Entertainment', 'DC Comics', 'DC Entertainment']","Won 1 Oscar, 18 wins & 41 nominations total","['Dark Comedy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['English', 'Japanese', 'Spanish']"
https://www.imdb.com/title/tt3470600/?ref_=sr_i_10,['Garth Jennings'],"['Garth Jennings', 'Christophe Lourdelet']","['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane', 'Scarlett Johansson', 'John C. Reilly', 'Taron Egerton', 'Tori Kelly', 'Jennifer Saunders', 'Jennifer Hudson', 'Garth Jennings']","$75,000,000 (estimated)","$35,258,145","$634,338,409","$270,578,425","December 21, 2016","['Japan', 'United States', 'France']","['Illumination Entertainment - 1805 Colorado Avenue, Santa Monica, California, USA']","['Universal Pictures', 'Illumination Entertainment', 'Dentsu']","Awards, 3 wins & 25 nominations total","['Animal Adventure', 'Computer Animation', 'Jukebox Musical', 'Animation', 'Comedy', 'Family', 'Musical']","['English', 'Japanese']"
https://www.imdb.com/title/tt3521164/?ref_=sr_i_11,"['Jared Bush', 'Ron Clements', 'John Musker']","['Ron Clements', 'John Musker', 'Don Hall']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk', 'Oscar Kightley', 'Troy Polamalu', 'Puanani Cravalho']","$150,000,000 (estimated)","$56,631,401","$643,332,467","$248,757,044","November 23, 2016",['United States'],['Polynesia'],"['Hurwitz Creative', 'Walt Disney Animation Studios', 'Walt Disney Pictures']","Nominated for 2 Oscars, 22 wins & 90 nominations total","['Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","['English', 'French']"
https://www.imdb.com/title/tt3183660/?ref_=sr_i_12,['J.K. Rowling'],['David Yates'],"['Eddie Redmayne', 'Katherine Waterston', 'Alison Sudol', 'Dan Fogler', 'Sam Redford', 'Scott Goldman', 'Tim Bentinck', 'Tristan Tait', 'Colin Farrell', 'Tom Clarke Hill']","$180,000,000 (estimated)","$74,403,387","$816,037,575","$234,037,575","November 18, 2016","['United Kingdom', 'United States', 'Canada']","[""St George's Hall, St George's Place, Liverpool, Merseyside, England, UK (City Hall of New York interior scene)""]","['Warner Bros.', 'Heyday Films']","Won 1 Oscar, 15 wins & 54 nominations total","['Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Family', 'Fantasy']","['English', 'Central Khmer']"
https://www.imdb.com/title/tt1211837/?ref_=sr_i_13,"['Jon Spaihts', 'Scott Derrickson', 'C. Robert Cargill']",['Scott Derrickson'],"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Zara Phythian']","$165,000,000 (estimated)","$85,058,311","$677,796,833","$232,641,920","November 4, 2016","['United States', 'Hong Kong', 'Nepal']","['Kathmandu, Nepal (on location)']",['Marvel Studios'],"Nominated for 1 Oscar, 21 wins & 68 nominations total","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt4846340/?ref_=sr_i_14,"['Allison Schroeder', 'Theodore Melfi', 'Margot Lee Shetterly']",['Theodore Melfi'],"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner', 'Kirsten Dunst', 'Jim Parsons', 'Mahershala Ali', 'Aldis Hodge', 'Glen Powell', 'Kimberly Quinn']","$25,000,000 (estimated)","$515,499","$235,957,472","$169,607,287","January 6, 2017",['United States'],"[""East Point, Georgia, USA (Katherine's home)""]","['Fox 2000 Pictures', 'Chernin Entertainment', 'Levantine Films']","Nominated for 3 Oscars, 37 wins & 94 nominations total","['Docudrama', 'Biography', 'Drama', 'History']",['English']
https://www.imdb.com/title/tt4196776/?ref_=sr_i_15,"['Paul Greengrass', 'Christopher Rouse', 'Robert Ludlum']",['Paul Greengrass'],"['Matt Damon', 'Tommy Lee Jones', 'Alicia Vikander', 'Vincent Cassel', 'Julia Stiles', 'Riz Ahmed', 'Ato Essandoh', 'Scott Shepherd', 'Bill Camp', 'Vinzenz Kiefer']","$120,000,000 (estimated)","$59,215,365","$415,484,914","$162,434,410","July 29, 2016","['United States', 'China', 'Spain', 'Japan', 'Iceland', 'Germany', 'Italy']","['Berlin, Germany']","['Universal Pictures', 'Perfect World Pictures', 'The Kennedy/Marshall Company']","Awards, 3 wins & 20 nominations total","['Action', 'Thriller']","['English', 'Greek', 'German', 'Japanese']"
https://www.imdb.com/title/tt2660888/?ref_=sr_i_16,"['Simon Pegg', 'Doug Jung', 'Gene Roddenberry']",['Justin Lin'],"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Zoe Saldaña', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Idris Elba', 'Sofia Boutella', 'Joe Taslim']","$185,000,000 (estimated)","$59,253,211","$343,471,816","$158,848,340","July 22, 2016","['United States', 'China']","['Dubai, United Arab Emirates']","['Paramount Pictures', 'Skydance Media', 'Alibaba Pictures Group']","Nominated for 1 Oscar, 3 wins & 29 nominations total","['Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['English']
https://www.imdb.com/title/tt3385516/?ref_=sr_i_17,"['Simon Kinberg', 'Bryan Singer', 'Michael Dougherty']",['Bryan Singer'],"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac', 'Rose Byrne', 'Evan Peters', 'Josh Helman', 'Sophie Turner', 'Tye Sheridan']","$178,000,000 (estimated)","$65,769,562","$543,934,105","$155,442,489","May 27, 2016",['United States'],"['Greenfield Park, Quebec, Canada']","['Twentieth Century Fox', 'Marvel Entertainment', 'TSG Entertainment']","Awards, 1 win & 19 nominations total","['Superhero', 'Action', 'Adventure', 'Sci-Fi']","['English', 'Polish', 'German', 'Arabic', 'Egyptian (Ancient)']"
https://www.imdb.com/title/tt1679335/?ref_=sr_i_18,"['Jonathan Aibel', 'Glenn Berger', 'Erica Rivinoja']","['Mike Mitchell', 'Walt Dohrn']","['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse', 'Christine Baranski', 'Russell Brand', 'Gwen Stefani', 'John Cleese', 'James Corden', 'Jeffrey Tambor']","$125,000,000 (estimated)","$46,581,142","$347,337,803","$154,174,089","November 4, 2016","['United States', 'India', 'United Kingdom', 'Germany']","['Glendale, California, USA (DreamWorks Animation)']",['DreamWorks Animation'],"Nominated for 1 Oscar, 4 wins & 37 nominations total","['Computer Animation', 'Jukebox Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",['English']
https://www.imdb.com/title/tt3783958/?ref_=sr_i_19,['Damien Chazelle'],['Damien Chazelle'],"['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiee Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe']","$30,000,000 (estimated)","$881,104","$509,183,536","$151,101,803","December 25, 2016","['United States', 'Hong Kong']","['Griffith Observatory - 2800 E. Observatory Rd, Los Angeles, California, USA (love dance in the planetarium)']","['Summit Entertainment', 'Black Label Media', 'TIK Films']","Won 6 Oscars, 242 wins & 307 nominations total","['Pop Musical', 'Showbiz Drama', 'Comedy', 'Drama', 'Music', 'Musical', 'Romance']","['English', 'Cantonese']"
https://www.imdb.com/title/tt2267968/?ref_=sr_i_20,"['Jonathan Aibel', 'Glenn Berger', 'Ethan Reiff']","['Alessandro Carloni', 'Jennifer Yuh Nelson']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'Kate Hudson']","$145,000,000 (estimated)","$41,282,042","$521,170,825","$143,528,619","January 29, 2016","['United States', 'China']",,"['DreamWorks Animation', 'Oriental DreamWorks', 'China Film Group Corporation (CFGC)']","Awards, 1 win & 10 nominations total","['Animal Adventure', 'Computer Animation', 'Kung Fu', 'Martial Arts', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['English']
https://www.imdb.com/title/tt4972582/?ref_=sr_i_21,['M. Night Shyamalan'],['M. Night Shyamalan'],"['James McAvoy', 'Anya Taylor-Joy', 'Haley Lu Richardson', 'Jessica Sula', 'Betty Buckley', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington']","$9,000,000 (estimated)","$40,010,975","$278,454,417","$138,291,365","January 20, 2017","['United States', 'Japan']","['Philadelphia Zoo - 3400 W. Girard Avenue, Philadelphia, Pennsylvania, USA']","['Universal Pictures', 'Blinding Edge Pictures', 'Blumhouse Productions']","Awards, 10 wins & 27 nominations total","['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']",['English']
https://www.imdb.com/title/tt1289401/?ref_=sr_i_22,"['Katie Dippold', 'Paul Feig', 'Ivan Reitman']",['Paul Feig'],"['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones', 'Zach Woods', 'Ed Begley Jr.', 'Charles Dance', 'John Milhiser', 'Ben Harris', 'Karan Soni']","$144,000,000 (estimated)","$46,018,755","$229,147,509","$128,350,574","July 15, 2016","['United States', 'Australia']","['Boston, Massachusetts, USA']","['Columbia Pictures', 'LStar Capital', 'Village Roadshow Pictures']","Awards, 5 wins & 24 nominations total","['Slapstick', 'Supernatural Fantasy', 'Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['English']
https://www.imdb.com/title/tt1489889/?ref_=sr_i_23,"['Ike Barinholtz', 'David Stassen', 'Rawson Marshall Thurber']",['Rawson Marshall Thurber'],"['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet', 'Amy Ryan', 'Jason Bateman', 'Aaron Paul', 'Ryan Hansen', 'Tim Griffin', 'Timothy John Smith', 'Sione Kelepi']","$50,000,000 (estimated)","$35,535,250","$216,940,871","$127,440,871","June 17, 2016","['United States', 'China']","['Boston, Massachusetts, USA (Boston Common)']","['New Line Cinema', 'Universal Pictures', 'RatPac-Dune Entertainment']","Awards, 2 wins & 8 nominations total","['Buddy Cop', 'Action', 'Comedy', 'Crime']",['English']
