Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. Dracula's Daughter,1936,1h 11m,Approved,6.3,8.6K,,"When Countess Marya Zaleska appears in London, mysterious events occur that lead Dr. Von Helsing to believe that the Countess must be a vampire.",https://www.imdb.com/title/tt0027545/?ref_=sr_i_11,"['Garrett Fort', 'John L. Balderston', 'Bram Stoker']",['Lambert Hillyer'],"['Otto Kruger', 'Gloria Holden', 'Marguerite Churchill', 'Edward Van Sloan', 'Gilbert Emery', 'Irving Pichel', 'Halliwell Hobbes', 'Billy Bevan', 'Nan Grey', 'Hedda Hopper']",,,,,"May 11, 1936",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA']",['Universal Pictures'],"Awards, 1 win & 1 nomination total","['Dark Fantasy', 'Supernatural Horror', 'Vampire Horror', 'Drama', 'Fantasy', 'Horror']","['English', 'German']"
12. Craig's Wife,1936,1h 13m,Approved,7.2,1.1K,,"A domineering woman marries a wealthy man for his money, and then uses her position to further her own ambitions for money and power.",https://www.imdb.com/title/tt0027474/?ref_=sr_i_12,"['Mary C. McCall Jr.', 'George Kelly']",['Dorothy Arzner'],"['Rosalind Russell', 'John Boles', 'Billie Burke', 'Jane Darwell', 'Dorothy Wilson', 'Alma Kruger', 'Thomas Mitchell', 'Raymond Walburn', 'Elisabeth Risdon', 'Robert Allen']","$300,000 (estimated)",,,,"September 25, 1936",['United States'],,['Columbia Pictures'],"Awards, 4 wins total",['Drama'],['English']
13. Fury,1936,1h 32m,Approved,7.8,14K,,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",https://www.imdb.com/title/tt0027652/?ref_=sr_i_13,"['Bartlett Cormack', 'Fritz Lang', 'Norman Krasna']",['Fritz Lang'],"['Sylvia Sidney', 'Spencer Tracy', 'Walter Abel', 'Bruce Cabot', 'Edward Ellis', 'Walter Brennan', 'Frank Albertson', 'George Walcott', 'Arthur Stone', 'Morgan Wallace']",,,"$11,774",,"June 5, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 1 Oscar, 5 wins & 4 nominations total","['Film Noir', 'Crime', 'Drama', 'Thriller']","['English', 'Latin']"
14. The Great Ziegfeld,1936,2h 56m,Approved,6.6,9.4K,69.0,"The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.",https://www.imdb.com/title/tt0027698/?ref_=sr_i_14,['William Anthony McGuire'],['Robert Z. Leonard'],"['William Powell', 'Myrna Loy', 'Luise Rainer', 'Frank Morgan', 'Fanny Brice', 'Virginia Bruce', 'Reginald Owen', 'Ray Bolger', 'Ernest Cossart', 'Joseph Cawthorn']",,,,,"September 23, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Won 3 Oscars, 8 wins & 5 nominations total","['Classic Musical', 'Drama', 'Musical']",['English']
15. Sabotage,1936,1h 16m,Approved,7.0,20K,85.0,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",https://www.imdb.com/title/tt0028212/?ref_=sr_i_15,"['Joseph Conrad', 'Charles Bennett', 'Ian Hay']",['Alfred Hitchcock'],"['Sylvia Sidney', 'Oscar Homolka', 'Desmond Tester', 'John Loder', 'Joyce Barbour', 'Matthew Boulton', 'S.J. Warmington', 'William Dewhurst', 'Pamela Bevan', 'Peter Bull']",,,$721,,"January 11, 1937",['United Kingdom'],"[""Gainsborough Studios, Shepherd's Bush, London, England, UK (Studio)""]",['Gaumont British Picture Corporation'],,"['Psychological Thriller', 'Spy', 'Crime', 'Thriller']",['English']
16. The Bride Walks Out,1936,1h 15m,Approved,5.7,757,,The ups and downs of newlyweds on a tight budget.,https://www.imdb.com/title/tt0027395/?ref_=sr_i_16,"['P.J. Wolfson', 'Philip G. Epstein', 'Howard Emmett Rogers']",['Leigh Jason'],"['Barbara Stanwyck', 'Gene Raymond', 'Robert Young', 'Ned Sparks', 'Helen Broderick', 'Willie Best', 'Robert Warwick', 'Billy Gilbert', 'Wade Boteler', 'Hattie McDaniel']","$289,000 (estimated)",,,,"July 10, 1936",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],,"['Comedy', 'Romance']",['English']
17. After the Thin Man,1936,1h 52m,Approved,7.6,13K,76.0,"Private detective Nick Charles and his wealthy wife Nora are back home at last and hoping for a quiet New Year when there is a murder. The obvious suspect is his wife, Nora's cousin, Selma.",https://www.imdb.com/title/tt0027260/?ref_=sr_i_17,"['Frances Goodrich', 'Albert Hackett', 'Dashiell Hammett']",['W.S. Van Dyke'],"['William Powell', 'Myrna Loy', 'James Stewart', 'Elissa Landi', 'Joseph Calleia', 'Jessie Ralph', 'Alan Marshal', 'Teddy Hart', 'Sam Levene', 'Penny Singleton']","$683,000 (estimated)",,,,"December 25, 1936",['United States'],"[""Coit Tower, San Francisco, California, USA (base used as exterior of the Charles' home)""]",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 1 Oscar, 4 wins & 1 nomination total","['Screwball Comedy', 'Comedy', 'Crime', 'Mystery']",['English']
18. Camille,1936,1h 49m,Approved,7.3,9.1K,,"A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail.",https://www.imdb.com/title/tt0028683/?ref_=sr_i_18,"['Zoe Akins', 'Frances Marion', 'James Hilton']",['George Cukor'],"['Greta Garbo', 'Robert Taylor', 'Lionel Barrymore', 'Elizabeth Allan', 'Jessie Ralph', 'Henry Daniell', 'Lenore Ulric', 'Laura Hope Crews', ""Rex O'Malley"", 'Mariska Aldrich']","$1,486,000 (estimated)",,,,"February 24, 1937",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 1 Oscar, 6 wins & 1 nomination total","['Tragedy', 'Drama', 'Romance']","['English', 'French', 'Latin']"
19. San Francisco,1936,1h 55m,Approved,7.1,6.4K,,"A Barbary Coast saloonkeeper and a Nob Hill impresario are rivals for the affections of a beautiful singer, both personally and professionally, in 1906 San Francisco.",https://www.imdb.com/title/tt0028216/?ref_=sr_i_19,"['Anita Loos', 'Robert E. Hopkins', 'Herman J. Mankiewicz']",['W.S. Van Dyke'],"['Clark Gable', 'Jeanette MacDonald', 'Spencer Tracy', 'Jack Holt', 'Jessie Ralph', 'Ted Healy', 'Shirley Ross', 'Margaret Irving', 'Harold Huber', 'Edgar Kennedy']","$1,300,000 (estimated)",,,,"June 26, 1936",['United States'],"['San Francisco, California, USA (background footage)']",['Metro-Goldwyn-Mayer (MGM)'],"Won 1 Oscar, 5 wins & 6 nominations total","['Drama', 'Music', 'Romance']",['English']
20. Dodsworth,1936,1h 41m,Approved,7.7,11K,,A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,https://www.imdb.com/title/tt0027532/?ref_=sr_i_20,"['Sinclair Lewis', 'Sidney Howard', 'Robert Wyler']",['William Wyler'],"['Walter Huston', 'Ruth Chatterton', 'Paul Lukas', 'Mary Astor', 'David Niven', 'Gregory Gaye', 'Maria Ouspenskaya', 'Odette Myrtil', 'Spring Byington', 'Harlan Briggs']",,,,,"September 23, 1936",['United States'],"['New York City, New York, USA (Exterior)']",['The Samuel Goldwyn Company'],"Won 1 Oscar, 6 wins & 9 nominations total","['Drama', 'Romance']","['English', 'French', 'German', 'Italian']"
21. These Three,1936,1h 33m,Approved,7.4,3.2K,,Two schoolteachers and the man they both love face ruin when a malicious student cooks up a lie.,https://www.imdb.com/title/tt0028356/?ref_=sr_i_21,['Lillian Hellman'],['William Wyler'],"['Miriam Hopkins', 'Merle Oberon', 'Joel McCrea', 'Catherine Doucet', 'Alma Kruger', 'Bonita Granville', 'Marcia Mae Jones', 'Carmencita Johnson', 'Mary Anne Durkin', 'Margaret Hamilton']",,,,,"March 18, 1936",['United States'],"['Franklin Canyon Reservoir, Santa Monica Mountains, Los Angeles, California, USA']",['The Samuel Goldwyn Company'],"Nominated for 1 Oscar, 3 wins & 2 nominations total","['Drama', 'Romance']","['English', 'German', 'French', 'Latin']"
22. The Petrified Forest,1936,1h 22m,Approved,7.5,15K,,"A waitress, a hobo and a bank robber get mixed up at a lonely diner in the desert.",https://www.imdb.com/title/tt0028096/?ref_=sr_i_22,"['Charles Kenyon', 'Delmer Daves', 'Robert E. Sherwood']",['Archie Mayo'],"['Leslie Howard', 'Humphrey Bogart', 'Bette Davis', 'Genevieve Tobin', 'Dick Foran', 'Joe Sawyer', 'Porter Hall', 'Charley Grapewin', 'Paul Harvey', 'Eddie Acuff']","$500,000 (estimated)",,,,"February 8, 1936",['United States'],"['Red Rock Canyon State Park - Highway 14, Cantil, California, USA']",['Warner Bros.'],"Awards, 4 wins total","['Drama', 'Thriller']",['English']
23. Secret Agent,1936,1h 26m,Not Rated,6.4,9.3K,,"After three British Agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.",https://www.imdb.com/title/tt0028231/?ref_=sr_i_23,"['Campbell Dixon', 'W. Somerset Maugham', 'Charles Bennett']",['Alfred Hitchcock'],"['John Gielgud', 'Madeleine Carroll', 'Robert Young', 'Peter Lorre', 'Percy Marmont', 'Florence Kahn', 'Charles Carson', 'Lilli Palmer', 'Denys Blakelock', 'Sebastian Cabot']",,,$605,,"June 15, 1936",['United Kingdom'],"['Frutigen, Kanton Bern, Switzerland']",['Gaumont British Picture Corporation'],"Awards, 4 wins total","['Spy', 'Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'French', 'German', 'Italian']"
24. Romeo and Juliet,1936,2h 5m,Approved,6.4,2.3K,,Young love is poisoned by a generations long feud between two noble families.,https://www.imdb.com/title/tt0028203/?ref_=sr_i_24,"['William Shakespeare', 'Talbot Jennings']",['George Cukor'],"['Norma Shearer', 'Leslie Howard', 'John Barrymore', 'Conway Tearle', 'Ralph Forbes', 'Henry Kolker', 'Robert Warwick', 'Virginia Hammond', 'Reginald Denny', 'C. Aubrey Smith']",,,,,"September 3, 1936",['United States'],"[""Stage 15/Gary Martin Soundstage, Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA (Juliet's garden)""]",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 4 Oscars, 4 wins & 5 nominations total","['Tragedy', 'Drama', 'Romance']",['English']
25. Desire,1936,1h 35m,Approved,7.1,3.1K,86.0,An automotive engineer bound for a holiday in Spain meets a sultry jewel thief.,https://www.imdb.com/title/tt0027515/?ref_=sr_i_25,"['Hans Székely', 'Robert A. Stemmle', 'Edwin Justus Mayer']",['Frank Borzage'],"['Marlene Dietrich', 'Gary Cooper', 'John Halliday', 'William Frawley', 'Ernest Cossart', 'Akim Tamiroff', 'Alan Mowbray', 'Zeffie Tilbury', 'George MacQuarrie', 'Enrique Acosta']","$1,200,000 (estimated)",,$81,,"February 28, 1936",['United States'],"['Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 1 win total","['Comedy', 'Crime', 'Romance']","['English', 'Spanish']"
26. Libeled Lady,1936,1h 38m,Approved,7.8,9.3K,,"When a socialite sues a big paper for libel, the editor responsible calls in the help of his ignored fiancée and a former employee to frame her and make the false story seem true.",https://www.imdb.com/title/tt0027884/?ref_=sr_i_26,"['Maurine Dallas Watkins', 'Howard Emmett Rogers', 'George Oppenheimer']",['Jack Conway'],"['Jean Harlow', 'William Powell', 'Myrna Loy', 'Spencer Tracy', 'Walter Connolly', 'Charley Grapewin', 'Cora Witherspoon', 'E.E. Clive', 'Bunny Beatty', 'Otto Yamaoka']",,,,,"October 9, 1936",['United States'],"['Sonora, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 1 Oscar, 3 wins & 1 nomination total","['Screwball Comedy', 'Comedy', 'Romance']",['English']
27. The Story of Louis Pasteur,1936,1h 26m,Approved,7.3,3.3K,82.0,The biography of the pioneering French microbiologist who helped revolutionize agriculture and medicine.,https://www.imdb.com/title/tt0028313/?ref_=sr_i_27,"['Sheridan Gibney', 'Pierre Collings', 'Edward Chodorov']",['William Dieterle'],"['Paul Muni', 'Josephine Hutchinson', 'Anita Louise', 'Donald Woods', 'Fritz Leiber', ""Henry O'Neill"", 'Porter Hall', 'Raymond Brown', 'Akim Tamiroff', 'Halliwell Hobbes']",,,,,February 1936,['United States'],"['Stage 12, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']","['Cosmopolitan Productions', 'Warner Bros.']","Won 3 Oscars, 7 wins & 2 nominations total","['Medical Drama', 'Political Drama', 'Biography', 'Drama', 'History']","['English', 'French', 'Russian']"
28. The Gorgeous Hussy,1936,1h 43m,Approved,5.6,1.4K,,President Andrew Jackson's friendship with an innkeeper's daughter spells trouble for them both.,https://www.imdb.com/title/tt0027690/?ref_=sr_i_28,"['Ainsworth Morgan', 'Stephen Morehouse Avery', 'Samuel Hopkins Adams']",['Clarence Brown'],"['Joan Crawford', 'Robert Taylor', 'Lionel Barrymore', 'Franchot Tone', 'Melvyn Douglas', 'James Stewart', 'Alison Skipworth', 'Beulah Bondi', 'Louis Calhern', 'Melville Cooper']","$1,119,000 (estimated)",,,,"August 28, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 2 Oscars, 4 wins & 2 nominations total","['Drama', 'History']",['English']
29. Show Boat,1936,1h 53m,Approved,7.4,3.8K,88.0,"Despite her mother's objections, the naive young daughter of a show boat captain is thrust into the limelight as the company's new leading lady.",https://www.imdb.com/title/tt0028249/?ref_=sr_i_29,"['Edna Ferber', 'Oscar Hammerstein II', 'Zoe Akins']",['James Whale'],"['Irene Dunne', 'Allan Jones', 'Charles Winninger', 'Paul Robeson', 'Helen Morgan', 'Helen Westley', 'Queenie Smith', 'Sammy White', 'Donald Cook', 'Hattie McDaniel']",,,,,"May 17, 1936",['United States'],"['Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],"Awards, 3 wins & 1 nomination total","['Classic Musical', 'Comedy', 'Drama', 'Musical', 'Romance']",['English']
30. Hideout in the Alps,1936,1h 15m,,6.3,196,,"A former forger gets entangled in a counterfeiting scheme after his nephew unwittingly assists criminals. Caught between the gang and Scotland Yard, he races to the Swiss Alps to resolve the situation.",https://www.imdb.com/title/tt0027558/?ref_=sr_i_30,"['Neil Grant', 'L. du Garde Peach', 'Michael Hankinson']",['Bernard Vorhaus'],"['Ronald Squire', 'Jane Baxter', 'Anthony Bushell', 'Arthur Macrae', 'Athole Stewart', 'Katie Johnson', 'Margaret Rutherford', 'Davina Craig', 'Austin Trevor', 'Felix Aylmer']",,,,,"July 23, 1937",['United Kingdom'],"['Kitzbühel, Tyrol, Austria']",['Julius Hagen Productions'],,"['Crime', 'Drama']","['French', 'German', 'English']"
31. Our Relations,1936,1h 11m,Approved,7.3,3.6K,,"Two pairs of long-lost twin brothers experience high jinks involving a valuable ring, cases of mistaken identity, and gangsters.",https://www.imdb.com/title/tt0028070/?ref_=sr_i_31,"['W.W. Jacobs', 'Richard Connell', 'Felix Adler']",['Harry Lachman'],"['Stan Laurel', 'Oliver Hardy', 'Alan Hale', 'Sidney Toler', 'Daphne Pollard', 'Betty Brown', 'James Finlayson', 'Iris Adrian', 'Lona Andre', 'Ralf Harolde']","$400,000 (estimated)",,,,"October 30, 1936",['United States'],"['San Pedro, California, USA (arrival of the S.S. Periwinkle - note the Henry Ford bascule bridge)']",['Hal Roach Studios'],,"['Comedy', 'Family']","['English', 'Arabic']"
32. The Devil-Doll,1936,1h 18m,Approved,7.0,5.2K,,An escaped convict uses miniaturized humans to wreak vengeance on those who framed him.,https://www.imdb.com/title/tt0027521/?ref_=sr_i_32,"['Garrett Fort', 'Guy Endore', 'Erich von Stroheim']",['Tod Browning'],"['Lionel Barrymore', ""Maureen O'Sullivan"", 'Frank Lawton', 'Rafaela Ottiano', 'Robert Greig', 'Lucy Beaumont', 'Henry B. Walthall', 'Grace Ford', 'Pedro de Cordoba', 'Arthur Hohl']",,,,,"July 10, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 1 win & 1 nomination total","['Drama', 'Horror', 'Sci-Fi']","['English', 'French']"
33. The Charge of the Light Brigade,1936,1h 55m,Approved,7.0,5.6K,,"A major countermands orders and attacks to avenge a previous massacre of men, women, and children.",https://www.imdb.com/title/tt0027438/?ref_=sr_i_33,"['Michael Jacoby', 'Rowland Leigh', 'Alfred Lord Tennyson']",['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce', 'Donald Crisp', 'David Niven', 'C. Henry Gordon', 'G.P. Huntley', 'Robert Barrat']","$1,200,000 (estimated)",,,,"October 20, 1936",['United States'],"['Lake Sherwood, California, USA (massacre at the boats)']",['Warner Bros.'],"Won 1 Oscar, 4 wins & 3 nominations total","['Action', 'Adventure', 'Romance', 'War']",['English']
34. Anthony Adverse,1936,2h 21m,Approved,6.3,2.1K,,"In 18th-century Italy, an orphan's debt to the man who raised him threatens to separate him forever from the woman he loves.",https://www.imdb.com/title/tt0027300/?ref_=sr_i_34,"['Hervey Allen', 'Sheridan Gibney', 'Milton Krims']","['Mervyn LeRoy', 'Michael Curtiz']","['Fredric March', 'Olivia de Havilland', 'Donald Woods', 'Anita Louise', 'Edmund Gwenn', 'Claude Rains', 'Louis Hayward', 'Gale Sondergaard', 'Steffi Duna', 'Billy Mauch']","$1,050,500 (estimated)",,,,"August 29, 1936",['United States'],"['Stage 15, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['Warner Bros.'],"Won 4 Oscars, 8 wins & 3 nominations total","['Adventure', 'Drama', 'Romance']","['English', 'Italian']"
35. Come and Get It,1936,1h 39m,Approved,6.8,2.5K,,"An ambitious lumberjack abandons his saloon girl lover so that he can marry into wealth, but years later becomes infatuated with the woman's daughter.",https://www.imdb.com/title/tt0027459/?ref_=sr_i_35,"['Edna Ferber', 'Jane Murfin', 'Jules Furthman']","['Howard Hawks', 'William Wyler', 'Richard Rosson']","['Edward Arnold', 'Joel McCrea', 'Frances Farmer', 'Walter Brennan', 'Mady Christians', 'Mary Nash', 'Andrea Leeds', 'Frank Shields Sr.', 'Edwin Maxwell', 'Cecil Cunningham']",,,,,"December 23, 1936",['United States'],"['Clearwater River, Idaho, USA (logging sequences)']",['The Samuel Goldwyn Company'],"Won 1 Oscar, 4 wins & 1 nomination total","['Drama', 'Romance']",['English']
