Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Who's Afraid of Virginia Woolf?,1966,2h 11m,Approved,8.0,82K,75,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",https://www.imdb.com/title/tt0061184/?ref_=sr_i_1
"2. The Good, the Bad and the Ugly",1966,2h 58m,R,8.8,848K,90,A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://www.imdb.com/title/tt0060196/?ref_=sr_i_2
3. The Battle of Algiers,1966,2h 1m,Not Rated,8.1,70K,96,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",https://www.imdb.com/title/tt0058946/?ref_=sr_i_3
4. Masculine Feminine,1966,1h 43m,Not Rated,7.4,18K,93,"A romance between young Parisians, shown through a series of vignettes.",https://www.imdb.com/title/tt0060675/?ref_=sr_i_4
5. Andrei Rublev,1966,3h 9m,R,8.0,59K,,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",https://www.imdb.com/title/tt0060107/?ref_=sr_i_5
6. Made in U.S.A,1966,1h 30m,Not Rated,6.2,4.8K,,"In the near future, leftist writer Paula goes from Paris to the French town of Atlantic-Cité when she learns of the death of a former colleague and lover, Richard P. Is she there to investigate? On the surface, faces are beautiful, colors bright, clothes trendy. Beneath, little is clear: some talk to Paula as if she's Alice in Wonderland, corpses pile up, and ideological struggles insert themselves. A murder victim's nephew and a political party's hired hands hover around Paula. Is obscuring things her goal or is it life that's obscure?",https://www.imdb.com/title/tt0060647/?ref_=sr_i_6
7. Au hasard Balthazar,1966,1h 35m,Not Rated,7.7,24K,98,The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.,https://www.imdb.com/title/tt0060138/?ref_=sr_i_7
8. The Nun,1966,2h 14m,GP,7.5,3.4K,,Suzanne is forced against her will to take vows as a nun and three mothers superior treat her in radically different ways. Suzanne's virtue brings disaster to everyone in this faithful adaptation of a bitter attack on religious abuses.,https://www.imdb.com/title/tt0060891/?ref_=sr_i_8
9. Django,1966,1h 31m,R,7.2,32K,75,A coffin-dragging gunslinger and a prostitute become embroiled in a bitter feud between a Klan of Southern racists and a band of Mexican Revolutionaries.,https://www.imdb.com/title/tt0060315/?ref_=sr_i_9
10. King of Hearts,1966,1h 42m,Not Rated,7.3,4.6K,,"During World War I, a British private, sent ahead to a French town to scout for enemy presence, is mistaken for a King by the colorful patients of an insane asylum.",https://www.imdb.com/title/tt0060908/?ref_=sr_i_10
