Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. How the Grinch Stole Christmas,2000,1h 44m,PG,6.4,311K,46,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",https://www.imdb.com/title/tt0170016/?ref_=sr_i_1
2. Cast Away,2000,2h 23m,PG-13,7.8,662K,74,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,https://www.imdb.com/title/tt0162222/?ref_=sr_i_2
3. Mission: Impossible II,2000,2h 3m,PG-13,6.1,390K,59,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",https://www.imdb.com/title/tt0120755/?ref_=sr_i_3
4. Gladiator,2000,2h 35m,R,8.5,1.7M,67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,https://www.imdb.com/title/tt0172495/?ref_=sr_i_4
5. What Women Want,2000,2h 7m,PG-13,6.5,230K,47,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",https://www.imdb.com/title/tt0207201/?ref_=sr_i_5
6. The Perfect Storm,2000,2h 10m,PG-13,6.5,183K,59,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,https://www.imdb.com/title/tt0177971/?ref_=sr_i_6
7. Meet the Parents,2000,1h 48m,PG-13,7.0,367K,73,"Chicago male nurse and chronic under-achiever Greg Focker meets his charming teacher girlfriend Pam Byrnes' parents Jack and Dina before proposing, but suspicious Jack is an overprotective former CIA agent - every date's worst nightmare.",https://www.imdb.com/title/tt0212338/?ref_=sr_i_7
8. X-Men,2000,1h 44m,PG-13,7.3,670K,64,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",https://www.imdb.com/title/tt0120903/?ref_=sr_i_8
9. Scary Movie,2000,1h 28m,R,6.3,301K,48,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",https://www.imdb.com/title/tt0175142/?ref_=sr_i_9
10. What Lies Beneath,2000,2h 10m,PG-13,6.6,140K,51,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,https://www.imdb.com/title/tt0161081/?ref_=sr_i_10
11. Dinosaur,2000,1h 22m,PG,6.4,70K,56,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,https://www.imdb.com/title/tt0130623/?ref_=sr_i_11
"12. Crouching Tiger, Hidden Dragon",2000,2h,PG-13,7.9,287K,94,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,https://www.imdb.com/title/tt0190332/?ref_=sr_i_12
13. Erin Brockovich,2000,2h 11m,R,7.5,233K,73,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,https://www.imdb.com/title/tt0195685/?ref_=sr_i_13
14. Charlie's Angels,2000,1h 38m,PG-13,5.6,201K,52,"Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems.",https://www.imdb.com/title/tt0160127/?ref_=sr_i_14
15. Traffic,2000,2h 27m,R,7.6,224K,86,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",https://www.imdb.com/title/tt0181865/?ref_=sr_i_15
16. Nutty Professor II: The Klumps,2000,1h 46m,PG-13,4.5,54K,38,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines, and his reputation, are threatened by his evil clone Buddy Love.",https://www.imdb.com/title/tt0144528/?ref_=sr_i_16
