Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Three Men and a Baby,1987,1h 42m,PG,6.1,60K,61,"Jack Holden and his friends, Peter and Michael, spend most of their time having flings with several women in their apartment. Their life changes when a mysterious baby appears at their doorstep.",https://www.imdb.com/title/tt0094137/?ref_=sr_i_1
2. Fatal Attraction,1987,1h 59m,R,6.9,105K,67,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,https://www.imdb.com/title/tt0093010/?ref_=sr_i_2
3. Beverly Hills Cop II,1987,1h 43m,R,6.6,143K,46,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",https://www.imdb.com/title/tt0092644/?ref_=sr_i_3
"4. Good Morning, Vietnam",1987,2h 1m,R,7.3,159K,67,"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",https://www.imdb.com/title/tt0093105/?ref_=sr_i_4
5. Moonstruck,1987,1h 42m,PG,7.2,73K,83,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",https://www.imdb.com/title/tt0093565/?ref_=sr_i_5
6. The Untouchables,1987,1h 59m,R,7.8,342K,79,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",https://www.imdb.com/title/tt0094226/?ref_=sr_i_6
7. The Secret of My Success,1987,1h 51m,PG-13,6.5,38K,36,"A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life.",https://www.imdb.com/title/tt0093936/?ref_=sr_i_7
8. Stakeout,1987,1h 57m,R,6.7,29K,69,"Two detectives observe an escaped convict's ex-girlfriend, but complications set in when one of them falls for her.",https://www.imdb.com/title/tt0094025/?ref_=sr_i_8
9. Lethal Weapon,1987,1h 49m,R,7.6,285K,68,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,https://www.imdb.com/title/tt0093409/?ref_=sr_i_9
10. Dirty Dancing,1987,1h 40m,PG-13,7.1,268K,65,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",https://www.imdb.com/title/tt0092890/?ref_=sr_i_10
11. The Witches of Eastwick,1987,1h 58m,R,6.5,81K,67,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",https://www.imdb.com/title/tt0094332/?ref_=sr_i_11
