Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Star Wars: Episode VI - Return of the Jedi,1983,2h 11m,PG,8.3,1.2M,58,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",https://www.imdb.com/title/tt0086190/?ref_=sr_i_1
2. Terms of Endearment,1983,2h 12m,PG,7.4,68K,79,Widow Aurora Greenway juggles her own struggles with a new romantic interest while trying to sort out the emotional problems of her daughter who's married to a philandering husband.,https://www.imdb.com/title/tt0086425/?ref_=sr_i_2
3. Flashdance,1983,1h 35m,R,6.2,62K,39,"An 18-year-old female amateur dancer who performs nightly at a dancing bar, and works as a welder during the day, dreams of joining the Pittsburgh ballet school.",https://www.imdb.com/title/tt0085549/?ref_=sr_i_3
4. Trading Places,1983,1h 56m,R,7.5,174K,69,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,https://www.imdb.com/title/tt0086465/?ref_=sr_i_4
5. WarGames,1983,1h 54m,PG,7.1,116K,77,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",https://www.imdb.com/title/tt0086567/?ref_=sr_i_5
6. Octopussy,1983,2h 11m,PG,6.5,116K,63,"A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base.",https://www.imdb.com/title/tt0086034/?ref_=sr_i_6
7. Sudden Impact,1983,1h 57m,R,6.6,50K,52,"When a woman exacts deadly revenge on the aggressors who raped her and her sister ten years earlier, Inspector ""Dirty"" Harry Callahan is assigned to the case.",https://www.imdb.com/title/tt0086383/?ref_=sr_i_7
8. Staying Alive,1983,1h 33m,PG,4.8,18K,24,"Five years later, Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet: succeeding as a dancer on the Broadway stage.",https://www.imdb.com/title/tt0086361/?ref_=sr_i_8
9. Mr. Mom,1983,1h 31m,PG,6.6,29K,50,"After he's suddenly laid off, a husband switches roles with his wife. She returns to the workforce, and he becomes a stay-at-home dad, and he has to take care of three young children, a job he has no clue how to do.",https://www.imdb.com/title/tt0085970/?ref_=sr_i_9
10. Risky Business,1983,1h 39m,R,6.8,104K,75,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",https://www.imdb.com/title/tt0086200/?ref_=sr_i_10
11. National Lampoon's Vacation,1983,1h 38m,R,7.3,124K,55,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,https://www.imdb.com/title/tt0085995/?ref_=sr_i_11
12. Superman III,1983,2h 5m,PG,5.0,77K,44,"Entrepreneur Ross Webster teams up with a computer genius in order to realise his own evil intentions. When Superman obstructs his plans, he decides to destroy him.",https://www.imdb.com/title/tt0086393/?ref_=sr_i_12
13. The Big Chill,1983,1h 45m,R,7.1,44K,61,A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,https://www.imdb.com/title/tt0085244/?ref_=sr_i_13
14. Never Say Never Again,1983,2h 14m,PG,6.1,75K,68,"James Bond is called upon to try to recover nuclear bombs stolen by Spectre, but he will have to get rid of a professional assassin, hired especially to eliminate him.",https://www.imdb.com/title/tt0086006/?ref_=sr_i_14
15. Scarface,1983,2h 50m,R,8.3,958K,65,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",https://www.imdb.com/title/tt0086250/?ref_=sr_i_15
16. Jaws 3-D,1983,1h 39m,PG,3.7,50K,27,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,https://www.imdb.com/title/tt0085750/?ref_=sr_i_16
17. Blue Thunder,1983,1h 49m,R,6.4,24K,66,The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.,https://www.imdb.com/title/tt0085255/?ref_=sr_i_17
18. Yentl,1983,2h 13m,PG,6.6,17K,68,A Jewish girl disguises herself as a boy to enter religious training.,https://www.imdb.com/title/tt0086619/?ref_=sr_i_18
19. Silkwood,1983,2h 11m,R,7.1,23K,65,"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",https://www.imdb.com/title/tt0086312/?ref_=sr_i_19
20. Psycho II,1983,1h 53m,R,6.6,33K,54,"After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.",https://www.imdb.com/title/tt0086154/?ref_=sr_i_20
21. Porky's II: The Next Day,1983,1h 38m,R,5.0,13K,38,The naughty high schoolers of Angel Beach High now seek revenge on a group of KKK religious fanatics and corrupt politicians who want to shut down their Shakespeare production after they cast a Seminole transfer student in the lead.,https://www.imdb.com/title/tt0086129/?ref_=sr_i_21
22. Uncommon Valor,1983,1h 45m,R,6.3,12K,38,"Ten years after his son went M.I.A. in Vietnam, U.S. Marine retired Colonel Jason Rhodes assembles a private rescue team to find Americans held in P.O.W. camps in Laos.",https://www.imdb.com/title/tt0086508/?ref_=sr_i_22
23. Never Cry Wolf,1983,1h 45m,PG,7.5,9.1K,,"A government researcher, sent to research the ""menace"" of wolves in the north, learns about the true beneficial and positive nature of the species.",https://www.imdb.com/title/tt0086005/?ref_=sr_i_23
24. Twilight Zone: The Movie,1983,1h 41m,PG,6.4,43K,44,"Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series.",https://www.imdb.com/title/tt0086491/?ref_=sr_i_24
25. Easy Money,1983,1h 35m,R,6.2,11K,48,"To inherit his mother-in-law's colossal fortune, a hard-living gambling addict must change his unhealthy ways before they get the best of him.",https://www.imdb.com/title/tt0085470/?ref_=sr_i_25
26. High Road to China,1983,1h 45m,PG,6.0,6.2K,42,"Just after WW1, alcoholic American biplane pilot Patrick O'Malley is hired by Eve Tozer, the spoiled daughter of an industrialist, to locate her father, who disappeared somewhere in Asia.",https://www.imdb.com/title/tt0085678/?ref_=sr_i_26
27. The Outsiders,1983,1h 31m,PG,7.0,103K,45,"In a small Oklahoma town in 1964, the rivalry between two gangs, the poor Greasers and the rich Socs, heats up when one gang member accidentally kills a member of the other.",https://www.imdb.com/title/tt0086066/?ref_=sr_i_27
28. Spring Break,1983,1h 42m,R,4.9,3.7K,17,"Two sets of two college guys spend a spring break together in Fort Lauderdale, Florida. There they have lots of fun in and out of the sun.",https://www.imdb.com/title/tt0086352/?ref_=sr_i_28
29. Two of a Kind,1983,1h 28m,PG,4.7,4.8K,5,"When God decides to destroy Earth, four angels aim to redeem mankind through a young man and woman with their own troubles.",https://www.imdb.com/title/tt0086494/?ref_=sr_i_29
30. My Tutor,1983,1h 37m,R,5.2,4.3K,17,A rich father hires a tutor for his son. The son is a horny teenager and the tutor is a gorgeous blonde. Complications ensue.,https://www.imdb.com/title/tt0085980/?ref_=sr_i_30
31. Class,1983,1h 38m,R,6.0,13K,33,"A young man in private school spends one crazy night out, and only later does he learn more about the woman who enlivened his night.",https://www.imdb.com/title/tt0085346/?ref_=sr_i_31
32. The Right Stuff,1983,3h 13m,PG,7.8,67K,91,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",https://www.imdb.com/title/tt0086197/?ref_=sr_i_32
33. Cujo,1983,1h 33m,R,6.1,53K,57,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.",https://www.imdb.com/title/tt0085382/?ref_=sr_i_33
34. Christine,1983,1h 50m,R,6.8,97K,57,A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.,https://www.imdb.com/title/tt0085333/?ref_=sr_i_34
35. A Christmas Story,1983,1h 33m,PG,7.9,175K,77,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",https://www.imdb.com/title/tt0085334/?ref_=sr_i_35
36. The Dead Zone,1983,1h 43m,R,7.2,81K,69,A man awakens from a coma to discover he has a psychic ability to foresee future events.,https://www.imdb.com/title/tt0085407/?ref_=sr_i_36
37. Hot Dog... The Movie,1983,1h 36m,R,5.1,4.2K,39,Harkin Banks heads to skiing championships in California. A teen runaway tags along as he parties and competes with friends and foes.,https://www.imdb.com/title/tt0087425/?ref_=sr_i_37
38. Breathless,1983,1h 40m,R,6.0,11K,52,"When Jesse Lujack steals a car in Las Vegas and drives down to LA, his criminal ways only escalate - but when will it end?",https://www.imdb.com/title/tt0085276/?ref_=sr_i_38
39. Max Dugan Returns,1983,1h 38m,PG,6.7,4.1K,,Struggling single mother Nora McPhee's life is disrupted when her long-lost father Max Dugan returns in hopes of spending some time with her and her son Michael to make up for lost time because Max is dying.,https://www.imdb.com/title/tt0085919/?ref_=sr_i_39
40. Angel,1983,1h 34m,R,5.8,5K,,"High-schooler Molly secretly earns her living as Angel, a street prostitute whose only family and friends are the ones she works with on the streets. She must survive against a serial killer who is targeting people of her profession.",https://www.imdb.com/title/tt0086896/?ref_=sr_i_40
41. Valley Girl,1983,1h 39m,R,6.4,20K,66,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",https://www.imdb.com/title/tt0086525/?ref_=sr_i_41
42. All the Right Moves,1983,1h 31m,R,6.0,21K,62,An ambitious young football star is trapped in a dying mill town--unless his gridiron skills can win him a way out.,https://www.imdb.com/title/tt0085154/?ref_=sr_i_42
43. Krull,1983,2h 1m,PG,6.1,38K,45,"A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet, Krull.",https://www.imdb.com/title/tt0085811/?ref_=sr_i_43
44. Spacehunter: Adventures in the Forbidden Zone,1983,1h 30m,PG,5.5,6.9K,,"On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord.",https://www.imdb.com/title/tt0086346/?ref_=sr_i_44
45. D.C. Cab,1983,1h 40m,R,5.5,5.4K,46,"The misadventures of a group of unfortunate but streetwise cabbies working for a Washington, D.C., decrepit taxicab company.",https://www.imdb.com/title/tt0085387/?ref_=sr_i_45
46. Gorky Park,1983,2h 8m,R,6.7,17K,60,A Moscow police officer investigates a vicious triple homicide and stumbles upon a high-level international political conspiracy.,https://www.imdb.com/title/tt0085615/?ref_=sr_i_46
47. Still Smokin,1983,1h 31m,R,5.4,8.2K,4,"Cheech and Chong fly to the marijuana capital of the world, Amsterdam, for a film festival where they take Dolly Parton and Burt Reynolds' place in a limo, suite, press conference and performance. They throw in some sketches as well.",https://www.imdb.com/title/tt0086366/?ref_=sr_i_47
48. Monty Python's the Meaning of Life,1983,1h 47m,R,7.5,127K,72,The comedy team takes a look at life in all of its stages in their own uniquely silly way.,https://www.imdb.com/title/tt0085959/?ref_=sr_i_48
49. Educating Rita,1983,1h 50m,PG,7.2,15K,54,An alcoholic professor has been hired by a working-class girl for higher education.,https://www.imdb.com/title/tt0085478/?ref_=sr_i_49
50. Private School,1983,1h 29m,R,5.3,7.6K,25,Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and two friends visit the girls' school posing as girls.,https://www.imdb.com/title/tt0086143/?ref_=sr_i_50
51. The Survivors,1983,1h 43m,R,5.8,5.9K,,"Having both lost their jobs, two strangers become unlikely friends after a run in with a would be robber, who is actually a hitman with a grudge against the two.",https://www.imdb.com/title/tt0086397/?ref_=sr_i_51
52. Revenge of the Ninja,1983,1h 30m,R,6.0,6.1K,32,"After ninjas killed his family, Cho and his son Kane come to America to start a new life. He opens a doll shop but is unwittingly importing heroin in the dolls. When his friend betrays him, Cho must prepare for the ultimate battle.",https://www.imdb.com/title/tt0086192/?ref_=sr_i_52
53. To Be or Not to Be,1983,1h 47m,PG,6.9,12K,61,"At the onset of WW2, a Polish actor's family and the Polish Resistance help the troupe of a theatre escape Poland and the invading Nazis.",https://www.imdb.com/title/tt0086450/?ref_=sr_i_53
54. Stroker Ace,1983,1h 36m,PG,4.9,4.5K,30,"The title character, a popular NASCAR driver, clashes with the fried-chicken mogul that sponsors his racing team.",https://www.imdb.com/title/tt0086379/?ref_=sr_i_54
