Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Jaws,1975,2h 4m,PG,8.1,690K,87,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",https://www.imdb.com/title/tt0073195/?ref_=sr_i_1
2. The Rocky Horror Picture Show,1975,1h 40m,R,7.4,174K,65,A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.,https://www.imdb.com/title/tt0073629/?ref_=sr_i_2
3. One Flew Over the Cuckoo's Nest,1975,2h 13m,R,8.7,1.1M,84,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",https://www.imdb.com/title/tt0073486/?ref_=sr_i_3
4. Dog Day Afternoon,1975,2h 5m,R,8.0,281K,86,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",https://www.imdb.com/title/tt0072890/?ref_=sr_i_4
5. Shampoo,1975,1h 50m,R,6.4,15K,65,"On Election Day, 1968, irresponsible hairdresser and ladies' man George Roundy is too busy cutting hair and dealing with his girlfriends and mistress Felicia Karpf, whose husband Lester is having an affair with his ex-girlfriend Jackie.",https://www.imdb.com/title/tt0073692/?ref_=sr_i_5
6. The Return of the Pink Panther,1975,1h 53m,G,7.0,31K,61,"Inspector Jacques Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.",https://www.imdb.com/title/tt0072081/?ref_=sr_i_6
7. Funny Lady,1975,2h 16m,PG,6.2,6.1K,,Story of singer Fanny Brice's stormy relationship with showman Billy Rose.,https://www.imdb.com/title/tt0073026/?ref_=sr_i_7
8. The Apple Dumpling Gang,1975,1h 40m,G,6.4,6.8K,59,Three orphan children strike gold in 1878 California.,https://www.imdb.com/title/tt0072653/?ref_=sr_i_8
9. Tommy,1975,1h 51m,PG,6.6,23K,66,"A psychosomatically blind, deaf, and mute boy becomes a master pinball player and, subsequently, the figurehead of a cult.",https://www.imdb.com/title/tt0073812/?ref_=sr_i_9
10. Three Days of the Condor,1975,1h 57m,R,7.4,65K,63,"A bookish CIA researcher in Manhattan finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",https://www.imdb.com/title/tt0073802/?ref_=sr_i_10
11. Lucky Lady,1975,1h 58m,PG,5.2,1.4K,,A trio of rum-runners during prohibition in the 1930s engage in a menage-a-trois after business hours.,https://www.imdb.com/title/tt0073317/?ref_=sr_i_11
12. The Great Waldo Pepper,1975,1h 47m,PG,6.7,6.9K,60,"After WW1, an ex-pilot takes up barn-storming and chance-meets a former German ace fighter pilot with whom he co-stars in Hollywood war movies depicting aerial dog-fights.",https://www.imdb.com/title/tt0073075/?ref_=sr_i_12
