Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. Metropolis,1927,2h 33m,Not Rated,8.3,193K,98.0,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",https://www.imdb.com/title/tt0017136/?ref_=sr_i_1,"['Thea von Harbou', 'Fritz Lang']",['Fritz Lang'],"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp', 'Theodor Loos', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger']","DEM6,000,000 (estimated)","$19,386","$1,350,322","$1,236,166","March 13, 1927",['Germany'],"['Berlin, Germany']",['Universum Film (UFA)'],"Awards, 7 wins & 6 nominations total","['Dystopian Sci-Fi', 'Epic', 'Sci-Fi Epic', 'Steampunk', 'Drama', 'Sci-Fi']","['German', 'English']"
2. Sunrise,1927,1h 34m,Passed,8.1,55K,95.0,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.",https://www.imdb.com/title/tt0018455/?ref_=sr_i_2,"['Carl Mayer', 'Hermann Sudermann', 'Katherine Hilliker']",['F.W. Murnau'],"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing']","$200,000 (estimated)",,"$121,848",,"November 4, 1927",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Fox Film Corporation'],"Won 3 Oscars, 9 wins & 2 nominations total","['Dark Romance', 'Psychological Drama', 'Drama', 'Romance']","['None', 'English']"
3. Wings,1927,2h 24m,PG-13,7.5,15K,78.0,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",https://www.imdb.com/title/tt0018578/?ref_=sr_i_3,"['John Monk Saunders', 'Hope Loring', 'Louis D. Lighton']","['William A. Wellman', ""Harry d'Abbadie d'Arrast""]","['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen', 'Jobyna Ralston', 'El Brendel', 'Richard Tucker', 'Gary Cooper', 'Gunboat Smith', 'Henry B. Walthall', 'Roscoe Karns']","$2,000,000 (estimated)",,"$1,684",,"January 5, 1929",['United States'],"['Camp Stanley, San Antonio, Texas, USA (battle of St. Mihiel)']",['Paramount Famous Lasky Corporation'],"Won 2 Oscars, 9 wins & 1 nomination total","['Coming-of-Age', 'War Epic', 'Action', 'Drama', 'Romance', 'War']",['English']
4. Napoleon,1927,5h 30m,,8.2,9.3K,,A film about the French general's youth and early military career.,https://www.imdb.com/title/tt0018192/?ref_=sr_i_4,['Abel Gance'],['Abel Gance'],"['Albert Dieudonné', 'Nicolas Roudenko', 'Edmond Van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné']","FRF20,000,000 (estimated)",,"$39,448",,"February 17, 1929",['France'],"[""Environs d'Ajaccio, Corse, France""]","['Ciné France', 'Films Abel Gance', 'Isepa-Wengeroff Film GmbH']","Awards, 4 wins total","['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'History', 'War']",[]
5. The Jazz Singer,1927,1h 28m,Passed,6.4,11K,66.0,The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,https://www.imdb.com/title/tt0018037/?ref_=sr_i_5,"['Samson Raphaelson', 'Alfred A. Cohn', 'Jack Jarmuth']",['Alan Crosland'],"['Al Jolson', 'May McAvoy', 'Warner Oland', 'Eugenie Besserer', 'Otto Lederer', 'Robert Gordon', 'Richard Tucker', 'Yossele Rosenblatt', 'Charlene Aber', 'Arline Abers']","$422,000 (estimated)",,,,"February 4, 1928",['United States'],"['Los Angeles, California, USA']",['Warner Bros.'],"Nominated for 1 Oscar, 3 wins & 1 nomination total","['Drama', 'Music', 'Musical', 'Romance']",['English']
6. The Lodger: A Story of the London Fog,1927,1h 32m,Not Rated,7.3,14K,,A landlady suspects that her new lodger is the madman killing women in London.,https://www.imdb.com/title/tt0017075/?ref_=sr_i_6,"['Marie Belloc Lowndes', 'Eliot Stannard', 'Alfred Hitchcock']",['Alfred Hitchcock'],"['June Tripp', 'Ivor Novello', 'Marie Ault', 'Arthur Chesney', 'Malcolm Keen', 'Wallace Bosco', 'Daisy Campbell', 'Maudie Dunham', 'Reginald Gardiner', 'Eve Gray']","£12,000 (estimated)",,"$83,568",,"February 14, 1927",['United Kingdom'],"['Victoria Embankment, Westminster, London, England, UK (opening scenes)']","['Gainsborough Pictures', 'Carlyle Blackwell Productions']",,"['Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['None']
7. London After Midnight,1927,1h 9m,Passed,6.7,1.5K,,The abandoned home of a wealthy man who supposedly committed suicide five years earlier is taken over by ghoulish figures - could they be vampires?,https://www.imdb.com/title/tt0018097/?ref_=sr_i_7,"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']",['Tod Browning'],"['Lon Chaney', 'Marceline Day', 'Henry B. Walthall', 'Percy Williams', 'Conrad Nagel', 'Polly Moran', 'Edna Tichenor', 'Claude King', 'Andy MacLennan', 'Allan Cavan']","$152,000 (estimated)",,,,"December 3, 1927",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Supernatural Horror', 'Vampire Horror', 'Horror', 'Mystery', 'Thriller']",['None']
8. The King of Kings,1927,2h 40m,Not Rated,7.3,2.5K,,Jesus Christ faces religious and political oppression during his ministry and in the days before his death and resurrection.,https://www.imdb.com/title/tt0018054/?ref_=sr_i_8,['Jeanie Macpherson'],['Cecil B. DeMille'],"['H.B. Warner', 'Dorothy Cumming', 'Ernest Torrence', 'Joseph Schildkraut', 'James Neill', 'Joseph Striker', 'Robert Edeson', ""Sidney D'Albrook"", 'David Imboden', 'Charles Belcher']","$2,500,000 (estimated)",,,,2004,['United States'],"['Santa Catalina Island, Channel Islands, California, USA (Sea of Galilee scene)']",['DeMille Pictures Corporation'],"Awards, 5 wins total","['Biography', 'Drama', 'Family', 'History']",['English']
9. The Unknown,1927,1h 8m,Unrated,7.7,9.8K,,A criminal on the run hides in a circus and seeks to possess the daughter of the ringmaster at any cost.,https://www.imdb.com/title/tt0018528/?ref_=sr_i_9,"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']",['Tod Browning'],"['Lon Chaney', 'Norman Kerry', 'Joan Crawford', 'Nick De Ruiz', 'John George', 'Frank Lanning', 'Tom Amandares', 'Margaret Bert', 'Louise Emmons', 'Italia Frandi']","$217,000 (estimated)",,"$4,841",,"June 4, 1927",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 2 wins & 2 nominations total","['Body Horror', 'Dark Romance', 'Psychological Thriller', 'Drama', 'Horror', 'Romance', 'Thriller']","['None', 'English']"
10. The Cat and the Canary,1927,1h 48m,Passed,7.0,3.6K,,Relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.,https://www.imdb.com/title/tt0017739/?ref_=sr_i_10,"['John Willard', 'Robert F. Hill', 'Alfred A. Cohn']",['Paul Leni'],"['Laura La Plante', 'Creighton Hale', 'Forrest Stanley', 'Tully Marshall', 'Gertrude Astor', 'Flora Finch', 'Arthur Edmund Carewe', 'Martha Mattox', 'George Siegmann', 'Lucien Littlefield']",,,,"$709,699","September 9, 1927",['United States'],"['Universal Studios Hollywood - 1000 Universal Studios Blvd, Universal City, California, USA (Studio)']",['Universal Pictures'],"Awards, 1 win total","['Comedy', 'Horror', 'Mystery']","['None', 'English']"
