Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Metropolis,1927,2h 33m,Not Rated,8.3,193K,98,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",https://www.imdb.com/title/tt0017136/?ref_=sr_i_1
2. Sunrise,1927,1h 34m,Passed,8.1,55K,95,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.",https://www.imdb.com/title/tt0018455/?ref_=sr_i_2
3. Wings,1927,2h 24m,PG-13,7.5,15K,78,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",https://www.imdb.com/title/tt0018578/?ref_=sr_i_3
4. Napoleon,1927,5h 30m,,8.2,9.3K,,A film about the French general's youth and early military career.,https://www.imdb.com/title/tt0018192/?ref_=sr_i_4
5. The Jazz Singer,1927,1h 28m,Passed,6.4,11K,66,The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,https://www.imdb.com/title/tt0018037/?ref_=sr_i_5
6. The Lodger: A Story of the London Fog,1927,1h 32m,Not Rated,7.3,14K,,A landlady suspects that her new lodger is the madman killing women in London.,https://www.imdb.com/title/tt0017075/?ref_=sr_i_6
7. London After Midnight,1927,1h 9m,Passed,6.7,1.5K,,The abandoned home of a wealthy man who supposedly committed suicide five years earlier is taken over by ghoulish figures - could they be vampires?,https://www.imdb.com/title/tt0018097/?ref_=sr_i_7
8. The King of Kings,1927,2h 40m,Not Rated,7.3,2.5K,,Jesus Christ faces religious and political oppression during his ministry and in the days before his death and resurrection.,https://www.imdb.com/title/tt0018054/?ref_=sr_i_8
9. The Unknown,1927,1h 8m,Unrated,7.7,9.8K,,A criminal on the run hides in a circus and seeks to possess the daughter of the ringmaster at any cost.,https://www.imdb.com/title/tt0018528/?ref_=sr_i_9
10. The Cat and the Canary,1927,1h 48m,Passed,7.0,3.6K,,Relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.,https://www.imdb.com/title/tt0017739/?ref_=sr_i_10
11. Downhill,1927,1h 50m,Not Rated,6.0,3.3K,,"Bound by honor, a successful schoolboy takes the blame for his roommate's indiscretion, and it's all downhill from there.",https://www.imdb.com/title/tt0017825/?ref_=sr_i_11
12. Underworld,1927,1h 20m,Not Rated,7.5,3.7K,,"Boisterous gangster kingpin Bull Weed rehabilitates his former lawyer from his alcoholic haze, but complications arise when he falls for Weed's girlfriend.",https://www.imdb.com/title/tt0018526/?ref_=sr_i_12
13. Two Arabian Knights,1927,1h 32m,TV-G,6.6,1.2K,,Two American soldiers are captured by the Germans on the Western Front during World War One and escape a POW camp only to stumble into further life-threatening adventures when they come across an Arabian king's daughter while on the lam.,https://www.imdb.com/title/tt0018515/?ref_=sr_i_13
14. The Student Prince in Old Heidelberg,1927,1h 46m,Passed,7.5,1.7K,,"A cloistered, overprotected Austrian prince falls in love with a down-to-earth barmaid in this ""Viennese fairy tale.""",https://www.imdb.com/title/tt0018451/?ref_=sr_i_14
15. 7th Heaven,1927,1h 50m,,7.5,4.4K,,"A street cleaner saves a young woman's life, and the pair slowly fall in love until war intervenes.",https://www.imdb.com/title/tt0018379/?ref_=sr_i_15
