Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
14. From Morning to Midnight,1920,1h 5m,,6.9,663,,"A Cashier in a bank in a small German town is alerted to the power of money by the visit of a rich Italian lady. He embezzles 60, 000 Marks and leaves for the capital city, where he attempts to find satisfaction in politics, sport, love and religion.",https://www.imdb.com/title/tt0011833/?ref_=sr_i_14,"['Herbert Juttke', 'Georg Kaiser', 'Karl Heinz Martin']",['Karl Heinz Martin'],"['Ernst Deutsch', 'Erna Morena', 'Roma Bahn', 'Adolf E. Licho', 'Hans Heinrich von Twardowski', 'Elsa Wagner', 'Frida Richard', 'Eberhard Wrede', 'Lo Heym', 'Hugo Döblin']",,,,,1920,['Germany'],,['Ilag-Film'],,"['Drama', 'Horror', 'Thriller']","['None', 'German']"
15. Outside the Law,1920,1h 15m,Passed,6.5,794,,"In this early collaboration with director Tod Browning (Dracula, Freaks), Chaney delivers a dual performance of dramatic intensity, starring as Ah Wing, a kind-hearted student of Confucian philosophy, and Black Mike Sylva, a murderous rake of the San Francisco underworld.",https://www.imdb.com/title/tt0012538/?ref_=sr_i_15,"['Gardner Bradford', 'Tod Browning', 'Lucien Hubbard']",['Tod Browning'],"['Priscilla Dean', 'Wheeler Oakman', 'Lon Chaney', 'Ralph Lewis', 'E. Alyn Warren', 'Stanley Goethals', 'Melbourne MacDowell', 'Wilton Taylor', 'John George', 'Stanton Heck']",,,,,"January 6, 1921",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Film Manufacturing Company'],,"['Crime', 'Romance', 'Thriller']",['English']
16. The Mark of Zorro,1920,1h 19m,Passed,7.0,2.9K,,"A seemingly idiotic fop is really the courageous vigilante Zorro, who seeks to protect the oppressed.",https://www.imdb.com/title/tt0011439/?ref_=sr_i_16,"['Johnston McCulley', 'Douglas Fairbanks', 'Eugene Miller']",['Fred Niblo'],"['Douglas Fairbanks', 'Marguerite De La Motte', 'Noah Beery', 'Charles Hill Mailes', 'Claire McDowell', 'Robert McKim', 'George Periolat', 'Walt Whitman', 'Sidney De Gray', 'Tote Du Crow']",,,,,"December 5, 1920",['United States'],"['Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio, interiors)']",['Douglas Fairbanks Pictures'],"Awards, 1 win total","['Swashbuckler', 'Adventure', 'Romance', 'Western']",['English']
17. The Parson's Widow,1920,1h 34m,TV-14,7.1,1.6K,,"A newly elected village parson is required to marry the previous parson's widow. However he's already married, and the woman is old enough to be his grandmother.",https://www.imdb.com/title/tt0011607/?ref_=sr_i_17,"['Carl Theodor Dreyer', 'Kristofer Janson']",['Carl Theodor Dreyer'],"['Hildur Carlberg', 'Einar Röd', 'Greta Almroth', 'Olav Aukrust', 'Emil Helsengreen', 'William Ivarson', 'Mathilde Nielsen', 'Lorentz Thyholt', 'Kurt Welin']",,,,,"October 4, 1920",['Sweden'],"['Maihauge, De Sandvigske samlinger outdoor Museum, Lillehammer, Norway']",['Svensk Filmindustri (SF)'],,"['Comedy', 'Drama', 'Horror']","['None', 'Swedish', 'Danish']"
18. Just Pals,1920,50m,Not Rated,6.5,537,,Small-town tramp befriends runaway boy.,https://www.imdb.com/title/tt0011358/?ref_=sr_i_18,"['John McDermott', 'Paul Schofield']",['John Ford'],"['Buck Jones', 'Helen Ferguson', 'Georgie Stone', 'Duke R. Lee', 'William Buckley', 'Edwin B. Tilton', 'Eunice Murdock Moore', 'Bert Appling', 'Slim Padgett', 'John B. Cooke']",,,,,"November 18, 1920",['United States'],,['Fox Film Corporation'],,"['Comedy', 'Drama', 'Western']","['None', 'English']"
19. Kohlhiesel's Daughters,1920,1h 4m,,6.5,500,,"In Southern Bavaria, Xaver wants to marry Gretel, but her father Kohlhiesel insists his elder daughter Liesel marry first. Liesel is shunned as too brutal. Seppel suggests marrying Liesel first, ridding her, then wedding Gretel.",https://www.imdb.com/title/tt0011371/?ref_=sr_i_19,"['Hanns Kräly', 'Ernst Lubitsch']",['Ernst Lubitsch'],"['Henny Porten', 'Emil Jannings', 'Jakob Tiedtke', 'Gustav von Wangenheim', 'Willy Prager']",,,,,"July 5, 1920",['Germany'],"['Garmisch-Partenkirchen, Bavaria, Germany']",['Messters Projektion GmbH'],,"['Comedy', 'Romance']",['German']
20. The Life of the Party,1920,50m,,6.2,187,,An attractive young woman thrusts an attorney into wild adventures.,https://www.imdb.com/title/tt0011401/?ref_=sr_i_20,"['Irvin S. Cobb', 'Walter Woods']",['Joseph Henabery'],"[""Roscoe 'Fatty' Arbuckle"", 'Winifred Greenwood', 'Roscoe Karns', 'Julia Faye', 'Frank Campeau', 'Allen Connor', 'Fred Starr', 'Ben Lewis', 'Viora Daniel', 'Jean Acker']",,,,,"November 21, 1920",['United States'],"[""Bartlett Building - 215 W 7th St, Los Angeles, California, USA (Leary's office building and where the hanging out of the office window was done on the building's roof)""]",['Paramount Pictures'],,"['Comedy', 'Drama']","['None', 'English']"
21. The Symbol of the Unconquered,1920,54m,TV-PG,5.8,596,,"Racists learn that the land a negro owns lies over a vast oil field, and threaten his life when he refuses to sell.",https://www.imdb.com/title/tt0139632/?ref_=sr_i_21,['Oscar Micheaux'],['Oscar Micheaux'],"['Iris Hall', 'Walker Thompson', 'Lawrence Chenault', 'Mattie Wilkes', 'Louis Dean', 'Leigh Whipper', 'Jim Burris', 'E.G. Tatum', 'James Burrough', 'George Catlin']",,,,,"November 29, 1920",['United States'],"['Fort Lee, New Jersey, USA']",['Micheaux Film'],,"['Drama', 'Romance']",['None']
22. The Round-up,1920,1h 10m,,6.1,232,,An overweight sheriff does his best to assist a man accused of theft.,https://www.imdb.com/title/tt0011647/?ref_=sr_i_22,"['Edmund Day', 'Tom Forman']",['George Melford'],"[""Roscoe 'Fatty' Arbuckle"", 'Mabel Julienne Scott', 'Irving Cummings', 'Tom Forman', 'Jean Acker', 'A. Edward Sutherland', 'Wallace Beery', 'Guy Oliver', 'Jane Wolfe', 'George Kuwa']",,,,,"October 10, 1920",['United States'],"['Alabama Hills, Lone Pine, California, USA']",['Paramount Pictures'],,"['Comedy', 'Western']","['None', 'English']"
23. The Mollycoddle,1920,1h 26m,Not Rated,6.6,225,,An American who has lived much of his life outside the country returns to Arizona for the first time in years and encounters villainy.,https://www.imdb.com/title/tt0011474/?ref_=sr_i_23,"['Douglas Fairbanks', 'Thomas J. Geraghty', 'Harold McGrath']",['Victor Fleming'],"['Douglas Fairbanks', 'Ruth Renick', 'Wallace Beery', 'Paul Burns', 'Morris Hughes', 'George Stewart', 'Charles Stevens', 'Lewis Hippe', 'Betty Bouton', 'Adele Farrington']",,,,,"June 13, 1920",['United States'],"['Hopi Indian Reservation, Arizona, USA']",['Douglas Fairbanks Pictures'],,"['Adventure', 'Comedy', 'Romance']",['English']
24. Leaves From Satan's Book,1920,2h 47m,TV-14,6.6,1.4K,,"In 4 episodic tales of human suffering: the temptation of Jesus, the Spanish Inquisition, the French Revolution and the Russo-Finnish war of 1918, Satan attempts to win God's favor.",https://www.imdb.com/title/tt0011000/?ref_=sr_i_24,"['Edgar Høyer', 'Marie Corelli', 'Carl Theodor Dreyer']",['Carl Theodor Dreyer'],"['Helge Nissen', 'Halvard Hoff', 'Jacob Texiere', 'Hallander Helleman', 'Ebon Strandin', 'Johannes Meyer', 'Nalle Halden', 'Tenna Kraft', 'Viggo Wiehe', 'Emma Wiehe']",,,,,"January 24, 1921",['Denmark'],"['Kagerup, Denmark (Finland scenes)']",['Nordisk Film'],,['Drama'],['None']
25. The Head of Janus,1920,1h 47m,,7.3,176,,Two opposing characters are hidden in the person of the inconspicuous London gentleman Dr. Warren and Janus.,https://www.imdb.com/title/tt0011348/?ref_=sr_i_25,"['Robert Louis Stevenson', 'Hans Janowitz']",['F.W. Murnau'],"['Conrad Veidt', 'Magnus Stifter', 'Margarete Schlegel', 'Willy Kaiser-Heyl', 'Bela Lugosi', 'Margarete Kupfer', 'Danny Guertler', 'Gustav Botz', 'Jaro Fürth', 'Hans Lanser-Ludolff']",,,,,"December 26, 1920",['Germany'],"['Cserépy-Atelier, Berlin, Germany (Studio)']","['Lipow-Film', 'Decla-Bioscop AG']",,['Horror'],"['None', 'German']"
26. Algol: Tragedy of Power,1920,1h 39m,,6.4,312,,An alien from the planet Algol gives a man a device that gives him superpowers.,https://www.imdb.com/title/tt0010953/?ref_=sr_i_26,"['Hans Brennert', 'Friedel Köhne']",['Hans Werckmeister'],"['Emil Jannings', 'John Gottowt', 'Hans Adalbert Schlettow', 'Hanna Ralph', 'Erna Morena', 'Ernst Hofmann', 'Gertrude Welcker', 'Käthe Haack', 'Sebastian Droste']",,,,,"November 7, 1921",['Germany'],,['Deutsche Lichtbild-Gesellschaft e.V. (DLG)'],,"['Fantasy', 'Sci-Fi']",['None']
27. Huckleberry Finn,1920,1h 10m,,6.5,123,,"Huckleberry Finn, a rebellious boy, escapes his humdrum world with slave Jim, forming a bond that leads to thrilling adventures and harrowing events.",https://www.imdb.com/title/tt0011313/?ref_=sr_i_27,"['Julia Crawford Ivers', 'Mark Twain']",['William Desmond Taylor'],"['Lewis Sargent', 'Katherine Griffith', 'Martha Mattox', 'Frank Lanning', 'Orral Humphrey', 'Tom Bates', 'Gordon Griffith', 'Edythe Chapman', 'Thelma Salter', 'George Reed']",,,,,"February 29, 1920",['United States'],,['Paramount Pictures'],,"['Comedy', 'Drama']","['None', 'English']"
28. Sumurun,1920,1h 25m,Not Rated,6.0,861,,"The favorite slave girl of a tyrannical sheik falls in love with a cloth merchant. Meanwhile, a hunchback clown suffers unrequited love for a traveling dancer who wants to join the harem.",https://www.imdb.com/title/tt0011742/?ref_=sr_i_28,"['Friedrich Freksa', 'Hanns Kräly', 'Ernst Lubitsch']",['Ernst Lubitsch'],"['Ernst Lubitsch', 'Pola Negri', 'Paul Wegener', 'Jenny Hasselqvist', 'Aud Egede-Nissen', 'Harry Liedtke', 'Carl Clewing', 'Margarete Kupfer', 'Jakob Tiedtke', 'Max Kronert']",,,,,"September 25, 1921",['Germany'],,['Projektions-AG Union (PAGU)'],"Awards, 1 win total","['Adventure', 'Drama', 'Romance']","['None', 'German']"
29. The Son of Tarzan,1920,4h 8m,,5.3,147,,"Tarzan's son, Jack, escapes captivity and retreats into the jungle with an ape, where he finds love in unexpected places.",https://www.imdb.com/title/tt0011717/?ref_=sr_i_29,"['Edgar Rice Burroughs', 'Roy Somerville']","['Arthur J. Flaven', 'Harry Revier']","['Kamuela C. Searle', 'P. Dempsey Tabler', 'Nita Martan', 'Karla Schramm', 'Gordon Griffith', 'Mae Giraci', 'Eugene Burr', 'Frank Morrell', 'Ray Thompson', 'Saville De Sacia']","$106,000 (estimated)",,,,May 1920,['United States'],"['Pico Rivera, California, USA']",['National Film Corporation of America'],,"['Jungle Adventure', 'Action', 'Adventure']",['English']
30. Headin' Home,1920,1h 11m,Not Rated,5.2,340,,"The ""true story"" of baseball great Babe Ruth; Ruth plays himself.",https://www.imdb.com/title/tt0011267/?ref_=sr_i_30,"[""Arthur 'Bugs' Baer"", 'Earle Browne']",['Lawrence C. Windom'],"['Babe Ruth', 'Ruth Taylor', 'William Sheer', 'Margaret Seddon', 'Frances Victory', 'James A. Marcus', 'Ralf Harolde', 'Charles Byer', 'George Halpin', 'William J. Gross']",,,,,"September 19, 1920",['United States'],"['Polo Grounds, Manhattan, New York City, New York, USA']","['Kessel & Baumann', 'Yankee Photo Corporation']",,"['Biography', 'Comedy', 'Drama', 'Sport']","['None', 'English']"
31. Sex,1920,1h 27m,Not Rated,5.7,356,,A broadway actress uses her sex appeal to ruin a marriage only to dump her lover for a richer prospect.,https://www.imdb.com/title/tt0011679/?ref_=sr_i_31,['C. Gardner Sullivan'],['Fred Niblo'],"['Louise Glaum', 'Irving Cummings', 'Peggy Pearce', 'Myrtle Stedman', 'William Conklin', 'Robert Gorham', 'Jean Murat']",,,,,"September 14, 1920",['United States'],,['J. Parker Read Jr. Productions'],,['Drama'],['None']
32. Daredevil Jack,1920,5h 30m,Passed,6.7,45,,"Jack Derry accidentally becomes involved in a mystery surrounding Glory Billings, when fate makes him her rescuer in a kidnapping episode.",https://www.imdb.com/title/tt0011093/?ref_=sr_i_32,"['Jack Cunningham', 'Frederick Chapin', 'Harry O. Hoyt']",['W.S. Van Dyke'],"['Jack Dempsey', 'Josie Sedgwick', 'Herschel Mayall', 'Albert R. Cody', 'Ruth Langdon', 'Edward Hearn', 'Lon Chaney', 'Clyde Benson', 'Frank Lanning', 'Aggie Herring']",,,,,"February 15, 1920",['United States'],,['Robert Brunton Productions'],,"['Action', 'Adventure', 'Mystery', 'Romance', 'Western']","['None', 'English']"
33. The Love Flower,1920,1h 35m,Not Rated,6.1,200,,"A man murders his wife's lovers, escapes with his daughter to the South Pacific. A detective pursues him, joined by a young man who eventually falls in love with the daughter.",https://www.imdb.com/title/tt0011415/?ref_=sr_i_33,"['D.W. Griffith', 'Ralph Stock']",['D.W. Griffith'],"['Carol Dempster', 'Richard Barthelmess', 'George MacQuarrie', 'Anders Randolf', 'Florence Short', 'Crauford Kent', 'Adolph Lestina', 'William James', 'Jack Manning']","$300,000 (estimated)",,,,"August 22, 1920",['United States'],"['Nassau, New Providence Island, Bahamas']",['D.W. Griffith Productions'],,['Drama'],['English']
34. Nomads of the North,1920,1h 49m,,5.8,309,,A Canadian Mountie allows an innocent fugitive to escape with the women he loves.,https://www.imdb.com/title/tt0011513/?ref_=sr_i_34,"['James Oliver Curwood', 'David Hartford']",['David Hartford'],"['Lon Chaney', 'Lewis Stone', 'Melbourne MacDowell', 'Spottiswoode Aitken', 'Betty Blythe', 'Francis McDonald', 'Gordon Mullen', 'Charles Smiley']",,,,,"September 26, 1920",['United States'],,['James Oliver Curwood Productions Inc.'],,['Drama'],['None']
35. The Revenge of Tarzan,1920,1h 30m,,5.5,72,,Tarzan and Jane are sailing for France in answer to a call for help from Countess de Coude who is being persecuted by her brother Rokoff.,https://www.imdb.com/title/tt0011624/?ref_=sr_i_35,"['Edgar Rice Burroughs', 'Robert Saxmar']","['Harry Revier', 'George M. Merrick']","['Gene Pollar', 'Karla Schramm', 'Estelle Taylor', 'Armand Cortes', 'Franklin B. Coates', 'George Romain', 'Walter Miller', 'Louis Stern', 'Betty Turner', 'Estelle Evans']",,,,,"September 22, 1921",['United States'],"['L-KO Zoo, Los Angeles, California, USA']",['Weiss Brothers Artclass Pictures'],,"['Action', 'Adventure']",['None']
36. The Restless Sex,1920,1h 25m,,5.8,202,,A young woman is torn between two men: her childhood sweetheart and a handsome art student.,https://www.imdb.com/title/tt0011623/?ref_=sr_i_36,"['Robert W. Chambers', 'Frances Marion']","[""Leon D'Usseau"", 'Robert Z. Leonard']","['Marion Davies', 'Ralph Kellard', 'Carlyle Blackwell', 'Charles Lane', 'Robert Vivian', 'Etna Ross', 'Stephen Carr', 'Vivienne Osborne', 'Corinne Barker', 'Jane Darwell']",,,,,"September 12, 1920",['United States'],,"['Cosmopolitan Productions', 'International Film Service']",,['Drama'],['English']
37. Terror Island,1920,55m,Not Rated,5.4,266,,"An inventor travels to the South Seas, where there is buried treasure belonging to a girl. The girl's father is being held captive by cannibals until she returns a pearl that belongs to one of their idols.",https://www.imdb.com/title/tt0011753/?ref_=sr_i_37,"['Arthur B. Reeve', 'John Grey', 'Walter Woods']",['James Cruze'],"['Harry Houdini', 'Jack Brammall', 'Lila Lee', 'Wilton Taylor', 'Eugene Pallette', 'Ed Brady', 'Frank Bonner', 'Taylor N. Duncan', 'F.A. Turner', 'Rosemary Theby']",,,,,April 1920,['United States'],"['Santa Catalina Island, Channel Islands, California, USA']",['Paramount Pictures'],,"['Action', 'Adventure', 'Horror', 'Mystery']",['English']
38. Nurse Marjorie,1920,1h 28m,Approved,6.5,92,,"Lady Marjorie Donegal becomes a nurse in hospital, much to the dismay of her aristocratic family. She falls in love with one of her patients, a commoner labor leader.",https://www.imdb.com/title/tt0011522/?ref_=sr_i_38,"['Julia Crawford Ivers', 'Israel Zangwill']",['William Desmond Taylor'],"['Mary Miles Minter', 'Clyde Fillmore', 'George Periolat', 'Mollie McConnell', 'Frank Leigh', 'Vera Lewis', 'Arthur Hoyt', 'Frankie Lee', 'Lydia Yeamans Titus', 'Al Flosso']",,,,,"April 4, 1920",['United States'],"['Morosco Studios, Los Angeles, California, USA (Studio)']",['Realart Pictures Corporation'],,"['Comedy', 'Drama']","['None', 'English']"
39. The Idol Dancer,1920,1h 32m,,5.1,155,,"A religious zealot and his nephew are thrown together on a South Seas Island with an alcoholic beach comber and a native dancer. A battle to see who will ""civilize"" whom ensues.",https://www.imdb.com/title/tt0011324/?ref_=sr_i_39,"['Stanner E.V. Taylor', 'Gordon Ray Young']",['D.W. Griffith'],"['Richard Barthelmess', 'Clarine Seymour', 'Creighton Hale', 'George MacQuarrie', 'Kate Bruce', 'Porter Strong', 'Anders Randolf', 'Walter James', 'Thomas Carr', 'Herbert Sutch']",,,,,"March 21, 1920",['United States'],"['Nassau, New Providence Island, Bahamas']",['D.W. Griffith Productions'],,['Drama'],['English']
40. Treasure Island,1920,1h 16m,,7.1,63,,"Young Jim Hawkins is caught up with the pirate Long John Silver in search of the buried treasure of the buccaneer Captain Flint, in this adaptation of the classic novel by Robert Louis Stevenson.",https://www.imdb.com/title/tt0011785/?ref_=sr_i_40,"['Jules Furthman', 'Robert Louis Stevenson']",['Maurice Tourneur'],"['Shirley Mason', 'Josie Melville', 'Al W. Filson', 'Wilton Taylor', 'Lon Chaney', 'Charles Ogle', 'Joseph Singleton', 'Bull Montana', 'Harry Holden', 'Sydney Deane']",,,,,"April 4, 1920",['United States'],,['Maurice Tourneur Productions'],,"['Adventure', 'Drama']","['None', 'English']"
