Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Love Story,1970,1h 40m,PG,6.9,39K,84,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,https://www.imdb.com/title/tt0066011/?ref_=sr_i_1
2. Airport,1970,2h 17m,G,6.6,23K,42,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",https://www.imdb.com/title/tt0065377/?ref_=sr_i_2
3. M*A*S*H,1970,1h 56m,R,7.3,80K,80,The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.,https://www.imdb.com/title/tt0066026/?ref_=sr_i_3
4. Patton,1970,2h 52m,PG,7.9,111K,86,The World War II phase of the career of controversial American general George S. Patton.,https://www.imdb.com/title/tt0066206/?ref_=sr_i_4
5. The Aristocats,1970,1h 18m,G,7.1,119K,66,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",https://www.imdb.com/title/tt0065421/?ref_=sr_i_5
6. Little Big Man,1970,2h 19m,PG-13,7.5,39K,63,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",https://www.imdb.com/title/tt0065988/?ref_=sr_i_6
7. Joe,1970,1h 47m,R,6.8,4.6K,,Two men - a wealthy ad executive and a far-right factory worker - form a dangerous bond after the former confesses to the latter about murdering his daughter's drug-dealer boyfriend.,https://www.imdb.com/title/tt0065916/?ref_=sr_i_7
8. Beneath the Planet of the Apes,1970,1h 35m,G,6.0,56K,46,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,https://www.imdb.com/title/tt0065462/?ref_=sr_i_8
9. On a Clear Day You Can See Forever,1970,2h 9m,G,6.4,4.5K,,A troubled young woman who visits a psychotherapist to help her quit smoking undergoes hypnosis and finds herself reliving a tragic Victorian romance from a past life.,https://www.imdb.com/title/tt0066181/?ref_=sr_i_9
10. Getting Straight,1970,2h 4m,R,6.3,1.7K,58,A Vietnam vet and former social radical is conflicted by his desire to become a teacher and his sympathy with anti-establishment student protests.,https://www.imdb.com/title/tt0065775/?ref_=sr_i_10
11. Kelly's Heroes,1970,2h 24m,GP,7.6,56K,50,A group of U.S. soldiers sneaks across enemy lines in WWII France to get their hands on a secret stash of Nazi treasure.,https://www.imdb.com/title/tt0065938/?ref_=sr_i_11
12. Two Mules for Sister Sara,1970,1h 56m,GP,7.0,32K,62,"When a former Civil War soldier saves a nun from a gang of bandits, they team up to help the Mexicans in their war against the French.",https://www.imdb.com/title/tt0065134/?ref_=sr_i_12
13. Le cercle rouge,1970,2h 20m,Not Rated,7.9,30K,92,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",https://www.imdb.com/title/tt0065531/?ref_=sr_i_13
14. The Conformist,1970,1h 53m,R,7.9,37K,100,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",https://www.imdb.com/title/tt0065571/?ref_=sr_i_14
15. Woodstock,1970,3h 4m,R,8.1,19K,95,Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,https://www.imdb.com/title/tt0066580/?ref_=sr_i_15
16. El Topo,1970,2h 5m,Not Rated,7.2,32K,65,A mysterious black-clad gunfighter wanders a mystical Western landscape encountering multiple bizarre characters.,https://www.imdb.com/title/tt0067866/?ref_=sr_i_16
17. The Wild Child,1970,1h 23m,G,7.5,9.2K,94,"In a French forest in 1798, a child is found who cannot walk, speak, read or write. A doctor becomes interested in the child and patiently attempts to civilize him.",https://www.imdb.com/title/tt0064285/?ref_=sr_i_17
18. Wanda,1970,1h 42m,GP,7.1,6.2K,,"Wanda, a lonely housewife, drifts through mining country until she meets a petty thief who takes her in.",https://www.imdb.com/title/tt0067961/?ref_=sr_i_18
