Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Star Wars: Episode IV - A New Hope,1977,2h 1m,PG,8.6,1.5M,90,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",https://www.imdb.com/title/tt0076759/?ref_=sr_i_1
2. Close Encounters of the Third Kind,1977,2h 18m,PG,7.6,225K,90,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",https://www.imdb.com/title/tt0075860/?ref_=sr_i_2
3. Smokey and the Bandit,1977,1h 36m,PG,7.0,59K,50,"The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff.",https://www.imdb.com/title/tt0076729/?ref_=sr_i_3
4. Saturday Night Fever,1977,1h 58m,R,6.8,91K,77,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",https://www.imdb.com/title/tt0076666/?ref_=sr_i_4
5. The Rescuers,1977,1h 17m,G,6.9,72K,74,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,https://www.imdb.com/title/tt0076618/?ref_=sr_i_5
6. A Bridge Too Far,1977,2h 55m,PG,7.4,64K,63,"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",https://www.imdb.com/title/tt0075784/?ref_=sr_i_6
7. The Deep,1977,2h 3m,PG,6.2,14K,41,"In Bermuda, two amateur treasure-hunting divers have a run-in with local criminals when they inadvertently discover the secret cargo of a World War II shipwreck.",https://www.imdb.com/title/tt0075925/?ref_=sr_i_7
8. The Spy Who Loved Me,1977,2h 5m,PG,7.0,120K,55,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",https://www.imdb.com/title/tt0076752/?ref_=sr_i_8
"9. Oh, God!",1977,1h 38m,PG,6.6,11K,56,"When God appears to an assistant grocery manager as a good-natured old man, the Almighty selects him as His messenger to the modern world.",https://www.imdb.com/title/tt0076489/?ref_=sr_i_9
10. Pete's Dragon,1977,2h 8m,G,6.3,27K,46,An orphaned boy and his magical dragon come to the New England town of Passamaquoddy with his abusive adoptive parents in pursuit.,https://www.imdb.com/title/tt0076538/?ref_=sr_i_10
11. Annie Hall,1977,1h 33m,PG,7.9,283K,92,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",https://www.imdb.com/title/tt0075686/?ref_=sr_i_11
12. Semi-Tough,1977,1h 48m,R,5.9,3.7K,68,A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,https://www.imdb.com/title/tt0078227/?ref_=sr_i_12
13. Heroes,1977,1h 52m,PG,6.1,2.2K,35,A Vietnam veteran suffering from post traumatic stress disorder breaks out of a VA hospital and goes on a road trip with a sympathetic traveler to start a worm farm in California with his fellow veterans.,https://www.imdb.com/title/tt0076138/?ref_=sr_i_13
14. High Anxiety,1977,1h 34m,PG,6.6,25K,55,"A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep.",https://www.imdb.com/title/tt0076141/?ref_=sr_i_14
15. Exorcist II: The Heretic,1977,1h 57m,R,3.8,30K,39,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",https://www.imdb.com/title/tt0076009/?ref_=sr_i_15
