Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Bambi,1942,1h 9m,Approved,7.3,159K,91,The story of a young deer growing up in the forest.,https://www.imdb.com/title/tt0034492/?ref_=sr_i_1
2. Casablanca,1942,1h 42m,PG,8.5,628K,100,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,https://www.imdb.com/title/tt0034583/?ref_=sr_i_2
3. Went the Day Well?,1942,1h 32m,Approved,7.5,4.6K,,An English village is occupied by disguised German paratroopers as an advance post for a planned invasion.,https://www.imdb.com/title/tt0035429/?ref_=sr_i_3
4. To Be or Not to Be,1942,1h 39m,Approved,8.1,46K,86,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://www.imdb.com/title/tt0035446/?ref_=sr_i_4
5. The Black Swan,1942,1h 27m,Approved,6.7,5.3K,,An ex-pirate contends with rowdy buccaneers and a love/hate relationship with an aristocratic woman who's tougher than she seems.,https://www.imdb.com/title/tt0034522/?ref_=sr_i_5
"6. Now, Voyager",1942,1h 57m,Approved,7.8,20K,70,"A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.",https://www.imdb.com/title/tt0035140/?ref_=sr_i_6
7. Mrs. Miniver,1942,2h 14m,Approved,7.6,20K,77,A British family struggles to survive the first months of World War II.,https://www.imdb.com/title/tt0035093/?ref_=sr_i_7
8. The Gay Sisters,1942,1h 50m,Approved,6.6,961,,"Three wealthy orphans attempt to defend their ownership of their family's property, but financial and romantic problems set in.",https://www.imdb.com/title/tt0034770/?ref_=sr_i_8
9. Cat People,1942,1h 13m,Approved,7.2,27K,85,An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,https://www.imdb.com/title/tt0034587/?ref_=sr_i_9
10. Random Harvest,1942,2h 6m,Approved,7.9,8.7K,62,"An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",https://www.imdb.com/title/tt0035238/?ref_=sr_i_10
11. Saboteur,1942,1h 49m,PG,7.1,29K,64,A young man accused of sabotage goes on the run to prove his innocence.,https://www.imdb.com/title/tt0035279/?ref_=sr_i_11
12. The Pride of the Yankees,1942,2h 8m,Approved,7.6,12K,,The story of the life and career of famed baseball player Lou Gehrig.,https://www.imdb.com/title/tt0035211/?ref_=sr_i_12
13. I Married a Witch,1942,1h 17m,Approved,7.1,10K,,"A beautiful 17th-century witch returns to life to plague politician Wallace Wooley, descendant of her persecutor.",https://www.imdb.com/title/tt0034881/?ref_=sr_i_13
14. The Jungle Book,1942,1h 48m,Approved,6.7,4.8K,,A boy raised by wild animals tries to adapt to human village life.,https://www.imdb.com/title/tt0034928/?ref_=sr_i_14
