Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. Robin Hood,1922,2h 23m,Not Rated,7.0,2.6K,,A nobleman becomes the vigilante Robin Hood who protects the oppressed English people from the tyrannical Prince John.,https://www.imdb.com/title/tt0013556/?ref_=sr_i_11,"['Douglas Fairbanks', 'Kenneth Davenport', 'Allan Dwan']",['Allan Dwan'],"['Douglas Fairbanks', 'Wallace Beery', 'Sam De Grasse', 'Enid Bennett', 'Paul Dickey', 'William Lowery', 'Roy Coulson', 'Billie Bennett', 'Merrill McCormick', 'Wilson Benge']","$1,500,000 (estimated)",,,,"October 18, 1922",['United States'],"['Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA']",['Douglas Fairbanks Pictures'],"Awards, 3 wins total","['Adventure', 'Family', 'Romance']",['English']
12. The Toll of the Sea,1922,54m,Unrated,6.6,963,,"While visiting China, an American man falls in love with a young Chinese woman, but he then has second thoughts about the relationship.",https://www.imdb.com/title/tt0013688/?ref_=sr_i_12,['Frances Marion'],['Chester M. Franklin'],"['Anna May Wong', 'Kenneth Harlan', 'Beatrice Bentley', 'Priscilla Moran', 'Etta Lee', 'Ming Young']",,,,,"January 22, 1923",['United States'],,['Technicolor'],"Awards, 1 win total","['Tragedy', 'Tragic Romance', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Romance']",['English']
13. Beyond the Rocks,1922,1h 20m,Passed,6.7,2.4K,,A young woman marries an older millionaire and then falls in love with a handsome nobleman on her honeymoon.,https://www.imdb.com/title/tt0012938/?ref_=sr_i_13,"['Elinor Glyn', 'Jack Cunningham']",['Sam Wood'],"['Gloria Swanson', 'Rudolph Valentino', 'Edythe Chapman', 'Alec B. Francis', 'Robert Bolder', 'Gertrude Astor', 'June Elvidge', 'Mabel Van Buren', 'Helen Dunbar', 'Raymond Blathwayt']",,,,"$265,150","May 7, 1922",['United States'],"['Santa Catalina Island, Channel Islands, California, USA']",['Paramount Pictures'],,"['Drama', 'Romance']",['None']
14. Sherlock Holmes,1922,1h 25m,Not Rated,5.7,769,,A young Sherlock Holmes seeks to bring down the criminal mastermind Moriarty as he solves a crime involving a blackmailed prince.,https://www.imdb.com/title/tt0013597/?ref_=sr_i_14,"['Earle Browne', 'Arthur Conan Doyle', 'Marion Fairfax']",['Albert Parker'],"['John Barrymore', 'Roland Young', 'Carol Dempster', 'Gustav von Seyffertitz', 'Louis Wolheim', 'Percy Knight', 'William Powell', 'Hedda Hopper', 'Peggy Bayfield', 'Margaret Kemp']",,,,"$384,770","March 7, 1922",['United States'],['Switzerland (Exterior)'],['Goldwyn Pictures Corporation'],"Awards, 1 win total","['Drama', 'Mystery']","['None', 'English']"
15. Number 13,1922,,,,,,"The story was about low-income residents of a building, financed by The Peabody Trust, founded by American banker-philanthropist George Foster Peabody, to offer affordable housing to needy Londoners.",https://www.imdb.com/title/tt0013444/?ref_=sr_i_15,['Anita Ross'],['Alfred Hitchcock'],"['Clare Greet', 'Ernest Thesiger']",,,,,,['United Kingdom'],"['The Angel - 101 Bermondsey Wall East, Rotherhithe, London, England, UK']",['Gainsborough Pictures'],,['Comedy'],['None']
16. When Knighthood Was in Flower,1922,2h,,6.5,1.2K,,"Mary Tudor, sister of England's Henry VIII, causes a stir by falling in love with a guardsman below her class.",https://www.imdb.com/title/tt0013750/?ref_=sr_i_16,"['Luther Reed', 'Charles Major', 'William LeBaron']",['Robert G. Vignola'],"['Marion Davies', 'Lyn Harding', 'William Norris', 'Forrest Stanley', 'Pedro de Cordoba', 'Ernest Glendinning', 'William Powell', 'Arthur Forrest', 'Macey Harlam', 'Johnny Dooley']","$1,500,000 (estimated)",,,,"September 15, 1922",['United States'],"['Paramount Studios, Astoria, Queens, New York City, New York, USA (Studio)']",['Cosmopolitan Productions'],"Awards, 1 win total","['Drama', 'Romance']","['None', 'English']"
17. The Loves of Pharaoh,1922,1h 40m,,6.5,725,,The Ethiopian King offers his daughter to a powerful Pharaoh to secure peace between the two countries.,https://www.imdb.com/title/tt0013741/?ref_=sr_i_17,"['Norbert Falk', 'Hanns Kräly']",['Ernst Lubitsch'],"['Emil Jannings', 'Harry Liedtke', 'Paul Biensfeldt', 'Friedrich Kühne', 'Albert Bassermann', 'Paul Wegener', 'Lyda Salmonova', 'Dagny Servaes', 'Mady Christians', 'Tina Dietrich']","$75,000 (estimated)",,,,"August 11, 1922",['Germany'],"['Efa-Atelier am Zoo, Berlin, Germany']","['Ernst Lubitsch-Film', 'Europäische Film-Allianz']","Awards, 1 win total","['Drama', 'History']","['None', 'German']"
18. The Prisoner of Zenda,1922,2h 5m,Passed,6.8,577,,"When the king is drugged and abducted by his ambitious brother, a lookalike relative must take his place to keep the evil sibling off the throne.",https://www.imdb.com/title/tt0013515/?ref_=sr_i_18,"['Anthony Hope', ""Mary O'Hara"", 'Edward E. Rose']",['Rex Ingram'],"['Lewis Stone', 'Alice Terry', 'Robert Edeson', 'Stuart Holmes', 'Ramon Novarro', 'Barbara La Marr', 'Malcolm McGregor', 'Edward Connelly', 'Lois Lee', 'John George']","$323,062 (estimated)",,,,"September 11, 1922",['United States'],,['Metro Pictures Corporation'],"Awards, 1 win total","['Swashbuckler', 'Adventure', 'Romance']",['None']
19. The Burning Soil,1922,1h 38m,,6.9,814,,"When farmer Rog dies, his son Peter stays, but Johannes can not be satisfied with such a condition (and servant Maria's love) and finds a job as old Count Rudenberg's secretary. His ambition leads him to charm Gerda, the Count's unique daughter. But when he discovers that Count's second wife Helga will soon inherit a field that only he knows his underground is full with petroleum, he changes his allegiance... Greed and death.",https://www.imdb.com/title/tt0012973/?ref_=sr_i_19,"['Willy Haas', 'Arthur Rosen', 'Thea von Harbou']",['F.W. Murnau'],"['Werner Krauss', 'Eugen Klöpfer', 'Vladimir Gajdarov', 'Eduard von Winterstein', 'Lya De Putti', 'Stella Arbenina', 'Alfred Abel', 'Grete Diercks', 'Elsa Wagner', 'Emilia Unda']",,,,,"April 24, 1922",['Germany'],"['Bornstedter Feld, Potsdam, Brandenburg, Germany']","['Deulig Film', 'Goron Film', 'ARTE']",,['Drama'],['None']
20. Monte Cristo,1922,1h 40m,Passed,6.8,458,,"A film adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.",https://www.imdb.com/title/tt0013402/?ref_=sr_i_20,"['Alexandre Dumas', 'Bernard McConville', 'Sandro Salvini']",['Emmett J. Flynn'],"['John Gilbert', 'Estelle Taylor', 'Robert McKim', 'William V. Mong', 'Virginia Brown Faire', 'George Siegmann', 'Spottiswoode Aitken', 'Ralph Cloninger', 'Albert Prisco', 'Al W. Filson']",,,,"$177,686","September 3, 1922",['United States'],,['Fox Film Corporation'],,"['Drama', 'Romance']",['English']
21. The Young Rajah,1922,54m,Passed,6.1,432,,A young man raised in the American South discovers he is an Indian prince whose throne was taken by usurpers.,https://www.imdb.com/title/tt0013802/?ref_=sr_i_21,"['Alethea Luce', 'John Ames Mitchell', 'June Mathis']",['Phil Rosen'],"['Rudolph Valentino', 'Wanda Hawley', 'Pat Moore', 'Charles Ogle', 'Fanny Midgley', 'Robert Ober', 'Jack Giddings', 'Edward Jobson', 'Josef Swickard', 'Bertram Grassby']",,,,"$242,900","November 12, 1922",['United States'],,['Paramount Pictures'],,"['Drama', 'Romance']",['None']
22. Down to the Sea in Ships,1922,1h 23m,Unrated,6.1,411,,Story of the lives of the people in a small Quaker community and the adventures of a whaling ship.,https://www.imdb.com/title/tt0013085/?ref_=sr_i_22,['John L.E. Pell'],['Elmer Clifton'],"['Marguerite Courtot', 'Raymond McKee', 'William Walcott', 'Clara Bow', 'James Turfler', 'Leigh Smith', 'Pat Hartigan', 'Jack Baston', 'Curtis Pierce', 'Ada Laycock']",,,,,"March 4, 1923",['United States'],"[""Seaman's Bethel, New Bedford, Massachusetts, USA (location)""]",['Whaling Film Corp.'],"Awards, 1 win total","['Adventure', 'Drama', 'Romance']",['English']
23. The Three Must-Get-Theres,1922,58m,Not Rated,6.9,668,,"This delightful burlesque of Alexandre Dumas' famous adventure narrative (and then-leading screen swashbuckler Douglas Fairbanks' hit films) represented one of writer/director/star Max Linder's attempts to conquer Hollywood on its own turf. He'd been an enormous star in early silent cinema, influencing the style of such subsequent silent comedy luminaries as Charles Chaplin and Buster Keaton. But his health suffered after he was gassed fighting for France in World War I. Despite the support of Chaplin himself (among others), his subsequent career in America never reached the popular heights he had at home. The commercial failure of this final U.S. effort seems particularly bewildering now, since THE THREE MUST-GET-THERES holds up so well. This spoof has the antic star as Dart-in-Again, a rapier-wielding dandy with a lovelorn horse (pining for the cow it left behind in the country) and a tendency to make an idiot of himself whilst attempting to conquer the forces of tyranny. Making scant effort to hide its incongruous modern Southern California backdrops, the movie is full of gags both slapstick and absurdist. Critics gratefully received it at the time. Audiences? Not so much. - Dennis Harvey",https://www.imdb.com/title/tt0013674/?ref_=sr_i_23,"['Alexandre Dumas', 'Max Linder', 'Tom Miranda']",['Max Linder'],"['Max Linder', 'Bull Montana', 'Frank Cooke', 'Caroline Rankin', 'Jobyna Ralston', 'John J. Richardson', 'Charles Mezzetti', 'Clarence Wertz', 'Fred Cavens', 'Harry Mann']",,,,,"August 27, 1922",['United States'],,['Max Linder Productions'],,"['Action', 'Adventure', 'Comedy']",['English']
24. Moran of the Lady Letty,1922,1h 8m,Passed,6.4,382,,A milquetoast young man of society toughens up once he's shanghaied and falls for the captain's tomboy daughter.,https://www.imdb.com/title/tt0013404/?ref_=sr_i_24,"['Monte M. Katterjohn', 'Frank Norris']",['George Melford'],"['Dorothy Dalton', 'Rudolph Valentino', 'Charles Brinley', 'Walter Long', 'Emilius Jorgensen', 'Maude Wayne', 'Cecil Holland', 'George Kuwa', 'William Boyd', 'Charles K. French']",,,,,"February 5, 1922",['United States'],"['San Francisco, California, USA']",['Famous Players-Lasky Corporation'],,['Adventure'],['None']
25. Othello,1922,1h 19m,TV-PG,6.3,312,,Based on Shakespeare's play: The treacherous Iago plans to ruin the life of Othello by provoking him to jealousy.,https://www.imdb.com/title/tt0013469/?ref_=sr_i_25,"['Dmitriy Bukhovetskiy', 'Karl Mueller-Hagens', 'William Shakespeare']",['Dmitriy Bukhovetskiy'],"['Emil Jannings', 'Werner Krauss', 'Ica von Lenkeffy', 'Theodor Loos', 'Ferdinand von Alten', 'Friedrich Kühne', 'Magnus Stifter', 'Lya De Putti', 'Ludwig Rex']",,,,,"September 17, 1922",['Germany'],,['Wörner-Filmgesellschaft'],"Awards, 1 win total","['Drama', 'Romance']","['None', 'German']"
26. A Blind Bargain,1922,57m,,6.5,78,,"In return for money and medical aid for his invalid mother, struggling author Robert Sandell agrees to subject himself to experiments by Dr. Lamb, who claims he is trying to extend the human lifespan. Despite warnings from the doctor's wife and a hunchbacked assistant, Robert allows himself to be strapped to an operating table, whereupon he learns the true nature of the surgeon's experiments: To prove the theory of evolution by devolving his human subjects into an approximation of their simian ancestors. However, before Dr. Lamb can proceed, the hunchback un-cages another victim, an ape-man, who crushes Dr. Lamb to death.",https://www.imdb.com/title/tt0012949/?ref_=sr_i_26,"['J.G. Hawks', 'Barry Pain']",['Wallace Worsley'],"['Lon Chaney', 'Raymond McKee', 'Virginia True Boardman', 'Fontaine La Rue', 'Jacqueline Logan', 'Aggie Herring', 'Virginia Madison', 'Wallace Beery', 'Betsy Ann Hisle']",,,,,"December 3, 1922",['United States'],,['Goldwyn Pictures Corporation'],,"['Drama', 'Horror', 'Mystery', 'Sci-Fi']","['None', 'English']"
27. Trifling Women,1922,1h 30m,,7.5,29,,"To teach his fickle daughter, Jacqueline, the dangers of faithlessness, novelist Léon de Séverac reads her his latest story: In maneuvering for the favors of Zareda, a captivating Parisian adventuress, Baron de Maupin sends his son, Ivan, to war and takes the poison he intended for the Marquis Ferroni. Zareda marries the marquis, but she causes him to duel with Ivan, her true love, when Ivan returns. Ferroni is vanquished but lives long enough to imprison Zareda and kill Ivan. Jacqueline is impressed by this story and accepts her faithful suitor, Henri.",https://www.imdb.com/title/tt0013710/?ref_=sr_i_27,['Rex Ingram'],['Rex Ingram'],"['Barbara La Marr', 'Ramon Novarro', 'Pomeroy Cannon', 'Edward Connelly', 'Lewis Stone', 'Hughie Mack', 'Eugene Pouyet', 'John George', 'Jess Weldon', 'Bynunsky Hyman']","$273,449 (estimated)",,,,"November 6, 1922",['United States'],,['Metro Pictures Corporation'],"Awards, 1 win total","['Drama', 'Romance']",['None']
28. The Man from Beyond,1922,1h 14m,Not Rated,5.3,353,,A man who has been frozen in the Arctic ice for 100 years returns to civilization to find his lost love.,https://www.imdb.com/title/tt0013367/?ref_=sr_i_28,"['Harry Houdini', 'Coolidge Streeter']",['Burton L. King'],"['Harry Houdini', 'Arthur Maude', 'Albert Tavernier', 'Erwin Connelly', 'Frank Montgomery', 'Luis Alberni', 'Yale Benner', 'Jane Connelly', 'Nita Naldi']",,,,,"April 2, 1922",['United States'],"['Niagara Falls, New York, USA']",['Houdini Picture Corporation'],,"['Mystery', 'Sci-Fi']",['English']
29. Lorna Doone,1922,1h 10m,Passed,6.6,338,,"In 17th-century England, an outlaw clan kidnaps a young girl, who grows up among them. The farm boy who met her just before the kidnapping eventually rescues her, and they fall in love.",https://www.imdb.com/title/tt0013332/?ref_=sr_i_29,"['R.D. Blackmore', 'Katherine S. Reed', 'Cecil G. Mumford']",['Maurice Tourneur'],"['Madge Bellamy', 'Mae Giraci', 'John Bowers', 'Charles Hatton', 'Frank Keenan', 'Jack McDonald', 'Donald MacDonald', 'Norris Johnson', 'Gertrude Astor', 'James Robert Chandler']",,,,,"September 17, 1923",['United States'],,['Thomas H. Ince Corporation'],,"['Drama', 'Romance']",['English']
30. My American Wife,1922,1h,,4.8,21,,"A horse-race brings together Kentuckian Natalie Chester and Argentinean Manuel La Tassa. At a party, Pedro De Grossa insults Natalie and Manuel challenges him to a duel. To assure his son's success, Carlos De Grossa hires Gomez to ambush Manuel. While Manuel is recuperating, Natalie discovers the perfidy. She bribes Gomez to expose the De Grossas, Pedro leaves the country, and Manuel finally accepts his duty to participate in his government with the help of Natalie, his new wife.",https://www.imdb.com/title/tt0013417/?ref_=sr_i_30,"['Monte M. Katterjohn', 'Hector Turnbull']",['Sam Wood'],"['Gloria Swanson', 'Antonio Moreno', 'Josef Swickard', 'Eric Mayne', 'Gino Corrado', 'Edythe Chapman', 'Aileen Pringle', 'Walter Long', 'Frank Butler', ""Jacques D'Auray""]",,,,"£196,750","December 31, 1922",['United States'],,['Famous Players-Lasky Corporation'],,['Drama'],['None']
31. The Bride's Play,1922,1h 10m,,6.1,335,,An Irish lass is torn between the poet who seduced her and noble man who truly loves.,https://www.imdb.com/title/tt0012975/?ref_=sr_i_31,"['Brian Oswald Donn-Byrne', 'Mildred Considine']",['George Terwilliger'],"['Marion Davies', ""John B. O'Brien"", 'Frank Shannon', 'Wyndham Standing', 'Carl Miller', 'Richard Cummings', 'Eleanor Middleton', 'Thea Talbot', 'John P. Wade', 'Julia Hurley']",,,,,"January 22, 1922",['United States'],"['Santa Barbara, California, USA']",['Cosmopolitan Productions'],,"['Drama', 'Romance']",['English']
32. Penrod,1922,1h 20m,,6.7,19,,"Young rapscallion Penrod Schofield causes a good deal of trouble in his community, all in the name of protecting kids from too-strict parents and nasty neighbors. He heads the ABPA (American Boys' Protective Association) and through it disrupts a number of local social events. The townspeople are pretty fed up with Penrod and his gang, but when a couple of outlaws come to town, Penrod shows his mettle.",https://www.imdb.com/title/tt0013490/?ref_=sr_i_32,"['Lucita Squier', 'Booth Tarkington']",['Marshall Neilan'],"['Wesley Barry', 'Tully Marshall', 'Claire McDowell', 'John Harron', 'Gordon Griffith', 'Newton Hall', 'Harry Griffith', 'Cecil Holland', 'Ernest Morrison', 'Florence Morrison']",,,,"$139,450","February 20, 1922",['United States'],"['Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Marshall Neilan Productions'],"Awards, 1 win total","['Comedy', 'Drama']","['None', 'English']"
33. Beyond the Rainbow,1922,1h 5m,,6.3,20,,"Marion Taylor is secretary to Edward Mallory, a wealth Wall Street businessman. She supports her invalid brother Tommy, who has been told by his doctors that he has to go to the mountains for his health. Marion doesn't have the money for that, but Mallory, who has made no secret of his intentions towards her, does. She resigns herself to submitting to his advances in order to get the money in order to keep her brother alive. However, circumstances arise in which she may possibly get the money without having to debase herself with her boss.",https://www.imdb.com/title/tt0012937/?ref_=sr_i_33,"['Loila Brooks', 'Christy Cabanne', 'Eustace Hale Ball']",['Christy Cabanne'],"['Harry T. Morey', 'Billie Dove', 'Virginia Lee', 'Diana Allen', 'James Harrison', 'Macey Harlam', 'Rose Coghlan', 'William H. Tooker', 'George Fawcett', 'Marguerite Courtot']",,,,,"February 19, 1922",['United States'],"['New York City, New York, USA']",['Robertson-Cole Pictures Corporation'],,['Drama'],"['None', 'English']"
34. One Exciting Night,1922,2h 8m,Not Rated,5.3,209,,"A young orphan girl, courted by an unpleasant older wealthy man who has a hold over her adoptive mother, falls in love with a young stranger at a party. Odd noises begin to be heard as a group of bootleggers clandestinely try to get away with their hidden loot. One of them is killed and the young man is suspected of being the killer.",https://www.imdb.com/title/tt0013458/?ref_=sr_i_34,['D.W. Griffith'],['D.W. Griffith'],"['Carol Dempster', 'Henry Hull', 'Porter Strong', 'Morgan Wallace', 'Charles Croker-King', 'Margaret Dale', 'Frank Sheridan', 'Frank Wunderlee', 'Grace Griswold', 'Irma Harrison']","$267,000 (estimated)",,,,"October 2, 1922",['United States'],"['Westchester, Bronx, New York City, New York, USA']",['D.W. Griffith Productions'],,"['Comedy', 'Horror', 'Mystery']",['English']
35. Manslaughter,1922,1h 40m,TV-PG,6.3,529,,"Thrill-seeking society girl Lydia causes a motorcycle policeman's death and is prosecuted by her fiancé Daniel, who describes in lurid detail the downfall of Rome. While she's in prison, she reforms and Daniel becomes a wasted alcoholic.",https://www.imdb.com/title/tt0013372/?ref_=sr_i_35,"['Jeanie Macpherson', 'Alice Duer Miller']",['Cecil B. DeMille'],"['Leatrice Joy', 'Thomas Meighan', 'Lois Wilson', 'John Miltern', 'George Fawcett', 'Julia Faye', 'Edythe Chapman', 'Jack Mower', 'Dorothy Cumming', 'Casson Ferguson']","$385,000 (estimated)",,,,"September 24, 1922",['United States'],"['Queens County Courthouse, Kew Gardens, Queens, New York City, New York, USA (trial scene)']",['Paramount Pictures'],"Awards, 1 win total",['Drama'],['None']
36. Lucrezia Borgia,1922,1h 15m,,6.7,123,,"Rodrigo Borgia, Pope Alexander VI, has three adult children: Juan, who is virtuous and has a sweetheart who is a woman of the people, Lucrezia, who is virtuous and wants to marry Alfonso, and Cesare, who is wicked and lusts after Lucrezia, Juan's girlfriend, and probably others. Cesare has vowed to kill any suitor for Lucrezia's love, and he has three thugs to carry out his wishes. Bodies fall into the Tiber, into the Colosseum (with lions prowling), and onto the Vatican floors.",https://www.imdb.com/title/tt0013342/?ref_=sr_i_36,"['Richard Oswald', 'Harry Scheff']",['Richard Oswald'],"['Conrad Veidt', 'Liane Haid', 'Albert Bassermann', 'Paul Wegener', 'Heinrich George', 'Adolf E. Licho', 'William Dieterle', 'Lothar Müthel', 'Alphons Fryland', 'Kathe Oswald']",,,,,"December 21, 1928",['Germany'],"['Bamberg, Bavaria, Germany']",['Richard-Oswald-Produktion'],,"['Drama', 'History', 'War']","['None', 'German']"
