Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Le Corbeau,1943,1h 32m,Not Rated,7.8,11K,,"A French village doctor becomes the target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion.",https://www.imdb.com/title/tt0035753/?ref_=sr_i_1
2. Shadow of a Doubt,1943,1h 48m,PG,7.8,73K,94,"A teenage girl, overjoyed when her uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is the ""Merry Widow"" killer sought by the authorities.",https://www.imdb.com/title/tt0036342/?ref_=sr_i_2
3. Lady of Burlesque,1943,1h 31m,Approved,6.3,2.9K,,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before he strikes again.",https://www.imdb.com/title/tt0036094/?ref_=sr_i_3
4. Happy Land,1943,1h 13m,Approved,6.7,422,,"When his son is killed in WWII, druggist Lew Marsh is convinced that his boy died far too soon, never getting to appreciate the good things in life. Bitter and depressed Lew nearly gives up on life himself until a special visitor shows up.",https://www.imdb.com/title/tt0035970/?ref_=sr_i_4
5. The Outlaw,1943,1h 56m,Approved,5.4,5.2K,,"Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.",https://www.imdb.com/title/tt0036241/?ref_=sr_i_5
6. The Song of Bernadette,1943,2h 36m,Approved,7.6,7.9K,,"14-year-old Bernadette Soubirous, living in a small town in the south of 1850s France, claims to have seen a divine vision, prompting extreme skepticism, concern from her family, and religious and political turmoil.",https://www.imdb.com/title/tt0036377/?ref_=sr_i_6
7. Millions Like Us,1943,1h 43m,Not Rated,6.8,1.2K,,A young woman called into service at a factory during World War II falls in love with a member of the RAF.,https://www.imdb.com/title/tt0036160/?ref_=sr_i_7
8. Appointment in Berlin,1943,1h 17m,,6.3,275,,"A former RAF officer is enlisted in the British secret service. Germany recruits him for propaganda broadcasts to England. He uses codes in his broadcasts. When his cover is blown, he and his German girlfriend must try to escape.",https://www.imdb.com/title/tt0035643/?ref_=sr_i_8
9. Heaven Can Wait,1943,1h 52m,Approved,7.3,13K,,"An old roué arrives in Hades to review his life with Satan, who will rule on his eligibility to enter the Underworld.",https://www.imdb.com/title/tt0035979/?ref_=sr_i_9
10. For Whom the Bell Tolls,1943,2h 50m,Approved,6.8,11K,68,"During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.",https://www.imdb.com/title/tt0035896/?ref_=sr_i_10
11. Batman,1943,4h 20m,Approved,6.0,2.6K,,"The very first serial to adapt the comic book character of the Batman. In it, the Batman is a secret U.S. government agent, attempting to defeat the schemes of Japanese agent Dr. Daka operating in Los Angeles at the height of World War II.",https://www.imdb.com/title/tt0035665/?ref_=sr_i_11
12. The Life and Death of Colonel Blimp,1943,2h 43m,Approved,8.0,17K,93,"From the Boer War through World War II, a soldier rises through the ranks in the British military.",https://www.imdb.com/title/tt0036112/?ref_=sr_i_12
13. Jane Eyre,1943,1h 37m,Approved,7.5,9.9K,,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house, to care for his young daughter.",https://www.imdb.com/title/tt0036969/?ref_=sr_i_13
14. Phantom of the Opera,1943,1h 32m,Approved,6.4,8.8K,63,An acid-scarred composer rises from the Paris sewers to boost his favorite opera understudy's career.,https://www.imdb.com/title/tt0036261/?ref_=sr_i_14
15. Destination Tokyo,1943,2h 15m,Approved,7.1,5.9K,,"In order to provide information for the first air raid over Tokyo, a U.S. submarine sneaks into Tokyo Bay and places a spy team ashore.",https://www.imdb.com/title/tt0035799/?ref_=sr_i_15
16. Sahara,1943,1h 37m,Approved,7.5,10K,,"After the fall of Tobruk in 1942, during the Allied retreat in the Libyan desert, an American tank picks-up a motley group of survivors but they face advancing Germans and a lack of water.",https://www.imdb.com/title/tt0036323/?ref_=sr_i_16
17. I Walked with a Zombie,1943,1h 9m,Approved,7.0,15K,,"A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.",https://www.imdb.com/title/tt0036027/?ref_=sr_i_17
18. The More the Merrier,1943,1h 44m,Approved,7.6,7.9K,,"During the World War II housing shortage in Washington, two men and a woman share a single apartment and the older man plays Cupid to the other two.",https://www.imdb.com/title/tt0036172/?ref_=sr_i_18
19. Obsession,1943,2h 20m,TV-14,7.6,8.7K,,"Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband.",https://www.imdb.com/title/tt0035160/?ref_=sr_i_19
20. The Fallen Sparrow,1943,1h 34m,Approved,6.6,2.1K,,"In 1940, an American former Republican prisoner during the Spanish Civil War, John McKittrick, is determined to find the killer of NYPD Lieutenant Louie Lepetino, who had helped him escape.",https://www.imdb.com/title/tt0035860/?ref_=sr_i_20
21. The Seventh Victim,1943,1h 11m,Approved,6.7,8.2K,,A woman in search of her missing sister uncovers a Satanic cult in New York's Greenwich Village and finds that they could have something to do with her sibling's random disappearance.,https://www.imdb.com/title/tt0036341/?ref_=sr_i_21
22. Frankenstein Meets the Wolf Man,1943,1h 14m,Approved,6.4,10K,51,"The resurrected Wolf Man, seeking a cure for his malady, enlists the aid of a mad scientist, who claims he will not only rid the Wolf Man of his nocturnal metamorphosis, but also revive the frozen body of Frankenstein's inhuman creation.",https://www.imdb.com/title/tt0035899/?ref_=sr_i_22
23. Watch on the Rhine,1943,1h 54m,Approved,7.1,5.2K,68,"A German-born engineer, his American wife and their children travel from Mexico to the United States to visit her family, but a Romanian count complicates their plans.",https://www.imdb.com/title/tt0036515/?ref_=sr_i_23
24. Hangmen Also Die!,1943,2h 14m,Approved,7.4,6.8K,,"After the German administrator of Czechia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed.",https://www.imdb.com/title/tt0035966/?ref_=sr_i_24
25. Cabin in the Sky,1943,1h 38m,Approved,7.1,3.6K,,"A compulsive gambler dies during a shooting, but he'll receive a second chance to reform himself and to make up with his worried wife.",https://www.imdb.com/title/tt0035703/?ref_=sr_i_25
26. Five Graves to Cairo,1943,1h 36m,Approved,7.3,7.3K,,"During the 1942 North African campaign, a British straggler manages to pass himself off as a waiter at the hotel commandeered as Rommel's headquarters. He has thoughts of assassinating Rommel but his cover may have an even better use.",https://www.imdb.com/title/tt0035884/?ref_=sr_i_26
27. Titanic,1943,1h 25m,TV-PG,6.1,1.9K,,"Third Reich's Nazi propaganda epic about a heroic fictional German officer on board of the RMS Titanic. On its maiden voyage in April 1912, the supposedly unsinkable ship hits an iceberg in the Atlantic Ocean and starts to go down.",https://www.imdb.com/title/tt0036443/?ref_=sr_i_27
28. Day of Wrath,1943,1h 50m,Not Rated,8.1,12K,,The young wife of an aging priest falls in love with his son amidst the horror of a merciless witch hunt in 17th-century Denmark.,https://www.imdb.com/title/tt0036506/?ref_=sr_i_28
29. Lassie Come Home,1943,1h 29m,Approved,7.1,6.1K,78,"After her destitute family is forced to sell her, a collie named Lassie escapes from her new owner and begins the long trek from Scotland to her Yorkshire home.",https://www.imdb.com/title/tt0036098/?ref_=sr_i_29
30. A Guy Named Joe,1943,2h,Approved,6.9,3K,,"A dead World War II bomber pilot, Pete Sandidge becomes the guardian angel of another pilot, Ted Randall. He guides Ted through battle and helping him to romance his old girlfriend, despite her excessive devotion to Sandidge's memory.",https://www.imdb.com/title/tt0035959/?ref_=sr_i_30
31. Action in the North Atlantic,1943,2h 6m,Approved,7.0,4.7K,,"An American tanker is sunk by a German U-boat, and the survivors spend 11 days at sea on a raft. Their next assignment - bound for Murmansk through the sub-stalked N. Atlantic.",https://www.imdb.com/title/tt0035608/?ref_=sr_i_31
32. Girl Crazy,1943,1h 39m,Approved,6.8,2.3K,84,"A philandering young playboy is sent to college somewhere in the American West, and organizes a show, together with his sweetheart, to save the college from closure due to falling enrollments.",https://www.imdb.com/title/tt0035942/?ref_=sr_i_32
33. The Miracle of Morgan's Creek,1943,1h 38m,Approved,7.5,8.1K,86,"After an all-night send-off party for the troops, a small-town girl with an awkward boyfriend wakes up to find herself married and pregnant, but with no memory of her husband's identity.",https://www.imdb.com/title/tt0037077/?ref_=sr_i_33
34. The Kansan,1943,1h 19m,Approved,5.6,452,,A cowboy injured fighting bank robbers awakens to find he's the new marshal. He faces off against the corrupt town banker who's exploiting the locals.,https://www.imdb.com/title/tt0036065/?ref_=sr_i_34
35. Stormy Weather,1943,1h 18m,Approved,7.3,3K,,The relationship between an aspiring dancer and a popular songstress provides a retrospective of the great African-American entertainers of the early 1900s.,https://www.imdb.com/title/tt0036391/?ref_=sr_i_35
36. Journey Into Fear,1943,1h 8m,Approved,6.5,4.9K,,"An American ballistics expert in Turkey finds himself targeted by German agents. Safe passage home by ship is arranged for him, but he soon discovers that his pursuers are also on board.",https://www.imdb.com/title/tt0034922/?ref_=sr_i_36
37. Immortal Sergeant,1943,1h 31m,Approved,6.6,1.1K,,"During a WW2 patrol in the North-African desert, a Canadian corporal reminisces about his sweetheart and must lead his platoon when the sergeant gets wounded.",https://www.imdb.com/title/tt0036037/?ref_=sr_i_37
38. The Adventures of Baron Munchausen,1943,1h 50m,Not Rated,7.0,2.3K,,"This lavish, impudent, adult fairy tale takes the viewer from 18th-century Braunschweig to St. Petersburg, Constantinople, Venice, and then to the moon using ingenious special effects, stunning location shooting.",https://www.imdb.com/title/tt0036191/?ref_=sr_i_38
39. Sherlock Holmes Faces Death,1943,1h 8m,Approved,6.9,5.4K,,"During WWII, several murders occur at a convalescent home where Dr. Watson has volunteered his services. He summons Holmes for help and the master detective proceeds to solve the crime from a long list of suspects including the owners of the home, the staff, and the patients recovering there.",https://www.imdb.com/title/tt0036348/?ref_=sr_i_39
40. Son of Dracula,1943,1h 20m,Approved,6.1,6.6K,47,"When Katherine, a beautiful Southern girl obsessed with thoughts of eternal life, invites Count Alucard to come to her mansion in the U.S., she unleashes a Pandora's box of horror on unsuspecting relatives and neighbors.",https://www.imdb.com/title/tt0036376/?ref_=sr_i_40
41. Du Barry Was a Lady,1943,1h 41m,Approved,6.1,1.8K,,"A nightclub's coatroom attendant who's in love with the club's singer accidentally sips a drugged drink that makes him dream he's French King Louis XV, courting the infamous Madame Du Barry.",https://www.imdb.com/title/tt0035829/?ref_=sr_i_41
42. The Return of the Vampire,1943,1h 9m,Approved,6.2,2.9K,,"When an errant bomb unearths the coffin of a vampire during the London Blitz, a gravedigger unknowingly reanimates the monster by removing the stake from his heart",https://www.imdb.com/title/tt0037219/?ref_=sr_i_42
43. The Human Comedy,1943,1h 57m,Approved,7.0,2.6K,,Teenager Homer Macauley stays at home in small-town Ithaca to support his family while his older brother Marcus prepares to go to war.,https://www.imdb.com/title/tt0036022/?ref_=sr_i_43
44. This Land Is Mine,1943,1h 43m,Approved,7.5,3.9K,,A mild-mannered school teacher in a German-occupied town during World War II finds himself torn between collaboration and resistance.,https://www.imdb.com/title/tt0036431/?ref_=sr_i_44
45. A Lady Takes a Chance,1943,1h 26m,Approved,6.3,1.5K,,"Facing forty, a NYC spinster on a bus tour of the West encounters a handsome rodeo cowboy who helps her forget her unsuitable city suitors.",https://www.imdb.com/title/tt0036092/?ref_=sr_i_45
46. The North Star,1943,1h 48m,Approved,5.9,1.9K,,A Ukrainian village must suddenly contend with the German invasion of June 1941.,https://www.imdb.com/title/tt0036217/?ref_=sr_i_46
47. The Crystal Ball,1943,1h 21m,Approved,6.5,879,,A woman becomes a fortune teller after losing a beauty contest.,https://www.imdb.com/title/tt0035771/?ref_=sr_i_47
48. Forever and a Day,1943,1h 44m,Approved,6.9,841,,"During World War II, an American travels to Britain to sell an old house near London that belongs to his family. However, he meets Leslie Trimble who lives in the house and who is resolutely against the sale. While they spend the night in an air-raid shelter she tells him the story of the building from its construction in 1804 until the present.",https://www.imdb.com/title/tt0035897/?ref_=sr_i_48
49. Edge of Darkness,1943,1h 59m,Approved,7.2,3.2K,,"After two years under German rule, a small Norwegian fishing village rises up and revolts against the occupying Nazis.",https://www.imdb.com/title/tt0034694/?ref_=sr_i_49
50. Crash Dive,1943,1h 46m,Approved,6.4,1.9K,,A submarine lieutenant and his commander fall in love with the same girl.,https://www.imdb.com/title/tt0035763/?ref_=sr_i_50
51. The Spider Woman,1943,1h 3m,Approved,7.0,5.4K,,"Sherlock Holmes investigates a series of so-called ""pajama suicides"". He knows the female villain behind them is as cunning as Moriarty and as venomous as a spider.",https://www.imdb.com/title/tt0037303/?ref_=sr_i_51
52. The Gentle Sex,1943,1h 32m,Not Rated,6.2,542,,This film tells the stories of seven gentle British girls who decide to do their bit and help out during World War II.,https://www.imdb.com/title/tt0035931/?ref_=sr_i_52
53. This Is the Army,1943,2h 1m,Approved,5.8,1.4K,,A soldier wounded in the War (WWI) becomes a producer and stages a show for the forces.,https://www.imdb.com/title/tt0036430/?ref_=sr_i_53
54. Paris After Dark,1943,1h 25m,Approved,6.3,189,,"Members of the French underground resistance, live their ""normal"" lives during the day, and fight the occupying Nazis in the war-torn Paris after dark. Some will end their lives fighting, and some will find purpose in life once again.",https://www.imdb.com/title/tt0036251/?ref_=sr_i_54
55. The Leopard Man,1943,1h 6m,Approved,6.7,6.3K,,"A seemingly-tame leopard used for a publicity stunt escapes and kills a young girl, spreading panic throughout a sleepy New Mexico town.",https://www.imdb.com/title/tt0036104/?ref_=sr_i_55
56. Adventure in Iraq,1943,1h 5m,Approved,5.1,205,,"Five Allied soldiers in an airplane flying to Egypt crash-land in Iraq. They are taken in by a local sheik, but soon begin to suspect that he may not be quite as friendly as he appears to be.",https://www.imdb.com/title/tt0035610/?ref_=sr_i_56
57. Madame Curie,1943,2h 4m,Approved,7.2,3.4K,,"Despite himself, accomplished physicist and avowed bachelor Pierre Curie falls for brilliant student Marie, and together they embark on the discovery of radium.",https://www.imdb.com/title/tt0036126/?ref_=sr_i_57
58. The Ghost Ship,1943,1h 9m,Approved,6.6,4K,,"Third Officer Tom Merriam accuses Captain Will Stone of being a homicidal maniac, but no one believes him.",https://www.imdb.com/title/tt0035937/?ref_=sr_i_58
59. So Proudly We Hail!,1943,2h 6m,Approved,7.4,2.2K,,A group of nurses returning from the war in the Philippines recall their experiences in combat and in love.,https://www.imdb.com/title/tt0036367/?ref_=sr_i_59
60. Sherlock Holmes in Washington,1943,1h 11m,Approved,6.7,5K,,Sherlock Holmes and Doctor Watson travel to Washington D.C. in order to prevent a secret document from falling into enemy hands.,https://www.imdb.com/title/tt0036349/?ref_=sr_i_60
61. Ali Baba and the Forty Thieves,1943,1h 27m,Approved,6.3,1.4K,,"A boy prince, raised by forty thieves, takes revenge on the Mongol invaders who murdered his father and stole his kingdom.",https://www.imdb.com/title/tt0036591/?ref_=sr_i_61
62. No Time for Love,1943,1h 23m,Approved,6.8,1.1K,,An upper-class female reporter is (despite herself) attracted to a hulking laborer digging a tunnel under the Hudson River.,https://www.imdb.com/title/tt0036208/?ref_=sr_i_62
63. The Constant Nymph,1943,1h 52m,Approved,6.7,1.6K,,"The daughter (Joan Fontaine) of a musical mentor (Montagu Love) is hopelessly in love with her cousin's husband (Charles Boyer), a handsome composer.",https://www.imdb.com/title/tt0035751/?ref_=sr_i_63
64. Captive Wild Woman,1943,1h 1m,Approved,5.4,1.1K,,An insane scientist doing experimentation in glandular research becomes obsessed with transforming a female gorilla into a human...even though it costs human life.,https://www.imdb.com/title/tt0035713/?ref_=sr_i_64
65. Stage Door Canteen,1943,2h 12m,Approved,6.2,1.9K,,"A young soldier arrives in NYC and, before heading overseas to WWII, visits Stage Door Canteen, where famous actresses and entertainers volunteer to entertain soldiers.",https://www.imdb.com/title/tt0036384/?ref_=sr_i_65
66. Air Force,1943,2h 4m,Approved,7.0,4K,,"The crew of an Air Force bomber arrives in Pearl Harbor in the aftermath of the Japanese attack on December 7, 1941, and is sent on to Manila to help with the defense of the Philippines.",https://www.imdb.com/title/tt0035616/?ref_=sr_i_66
67. Flesh and Fantasy,1943,1h 34m,Approved,6.9,1.3K,,"An anthology of three loosely connected occult tales, with ironic and romantic twists.",https://www.imdb.com/title/tt0035885/?ref_=sr_i_67
68. Tarzan Triumphs,1943,1h 16m,Approved,6.2,2.5K,,"As World War II rages, a formation of German paratroopers land in the hidden city of Palandria to exploit its wealth and they start taking hostages. Can Tarzan, the king of the jungle, and his animal companions Cheeta and Buli save them?",https://www.imdb.com/title/tt0036414/?ref_=sr_i_68
69. The Shipbuilders,1943,1h 30m,Not Rated,6.2,93,,"A generation of shipbuilders is nearly wiped out by the Great Depression, but a second Great War gets them back to work.",https://www.imdb.com/title/tt0036350/?ref_=sr_i_69
70. Bataan,1943,1h 54m,Approved,6.9,2.8K,,"In 1942, in the Bataan peninsula of the Philippines, a ragtag American unit commanded by Sergeant Bill Dane attempts to blow-up a bridge in order to slow the Japanese advance.",https://www.imdb.com/title/tt0035664/?ref_=sr_i_70
71. The Desperadoes,1943,1h 27m,Approved,6.4,1.7K,,A wanted outlaw arrives in town to rob a bank that has already been held up! His past and his friendship with the sheriff land them both in trouble.,https://www.imdb.com/title/tt0035798/?ref_=sr_i_71
72. Calling Dr. Death,1943,1h 3m,Approved,6.1,1.3K,,"A doctor is not sure if he murdered his beautiful but wicked wife, and has his attractive nurse try to find the truth by hypnotizing him.",https://www.imdb.com/title/tt0035706/?ref_=sr_i_72
73. The Moon Is Down,1943,1h 30m,,7.0,586,,"During the Nazi occupation of Norway, a small Norwegian village struggles to cope with the invaders and some locals choose collaboration while others prefer armed resistance.",https://www.imdb.com/title/tt0036170/?ref_=sr_i_73
74. In Old Oklahoma,1943,1h 42m,Approved,6.3,1.6K,,"In 1906, on Oklahoma's Indian lands, a cowboy fights for oil lease rights against a greedy oilman while a pretty schoolteacher steals both men's hearts.",https://www.imdb.com/title/tt0036038/?ref_=sr_i_74
75. The Falcon Strikes Back,1943,1h 6m,Approved,6.4,847,,"Tom Lawrence, who has inherited his brother's sobriquet of ""The Falcon,"" is framed for the theft of war bonds and murder.",https://www.imdb.com/title/tt0035854/?ref_=sr_i_75
76. Presenting Lily Mars,1943,1h 44m,Approved,6.8,1.3K,,"Small-town Indiana girl Lily Mars dreams to be a stage actress. She begs visiting Broadway producer John Thornway for a role but he dismisses her as an amateur. She follows him to New York and worms her way into his show, and his heart.",https://www.imdb.com/title/tt0036275/?ref_=sr_i_76
77. The Hard Way,1943,1h 49m,Approved,7.1,1.6K,,"Embittered, ambitious Helen Chernen sees an opportunity to escape her drab small-town life by becoming a 'stage mother' to her musically-talented younger sister.",https://www.imdb.com/title/tt0034828/?ref_=sr_i_77
78. Sanshiro Sugata,1943,1h 19m,Not Rated,6.7,5.9K,,"Sugata, a young man, struggles to learn the nuance and meaning of judo, and in doing so comes to learn something of the meaning of life.",https://www.imdb.com/title/tt0036400/?ref_=sr_i_78
79. Old Acquaintance,1943,1h 50m,Approved,7.4,4K,,"Old friends Kit Marlowe and Millie Drake adopt contrasting lifestyles: Kit is a single, critically acclaimed author while married Millie writes popular pulp novels.",https://www.imdb.com/title/tt0036230/?ref_=sr_i_79
80. The Man in Grey,1943,1h 30m,Approved,6.5,1.7K,,"After a brutish, hedonistic Marquis marries a pretty young Clarissa to act as a 'brood sow,' he begins an affair with her friend who plots to take her place.",https://www.imdb.com/title/tt0036135/?ref_=sr_i_80
81. Mr. Lucky,1943,1h 40m,Approved,7.1,3.7K,,"A gambler has plans to swindle money from a charity program, but starts to have second thoughts when he falls for a rich society girl.",https://www.imdb.com/title/tt0036174/?ref_=sr_i_81
82. Thousands Cheer,1943,2h 5m,Approved,6.2,1.2K,,"Acrobat Eddie Marsh is in the army now. His first act is to become friendly with Kathryn Jones, the colonel's pretty daughter. Their romance hits a few snags, including disapproval from her father. Eddie's also plagued by fear of having an accident during his family's trapeze act in the army variety show, which also features a gallery of MGM stars.",https://www.imdb.com/title/tt0036432/?ref_=sr_i_82
83. 'Gung Ho!': The Story of Carlson's Makin Island Raiders,1943,1h 28m,Approved,6.0,1.7K,,The true story of Carlson's Raiders and their World War II attack on Makin Island.,https://www.imdb.com/title/tt0035958/?ref_=sr_i_83
84. The Battle of Russia,1943,1h 23m,Not Rated,7.1,1.7K,,Documentary revealing the nature and process of the fight between the Soviet Union and Germany in the Second World War.,https://www.imdb.com/title/tt0036629/?ref_=sr_i_84
85. We Dive at Dawn,1943,1h 38m,Not Rated,6.7,1.8K,,All leave is cancelled so that a British submarine can be sent after a new German warship. They chase it so far that they have no fuel to get home.,https://www.imdb.com/title/tt0036516/?ref_=sr_i_85
86. The Children Are Watching Us,1943,1h 24m,Not Rated,7.7,3.2K,,Four-year-old Pricò becomes the subject of emotional folly by his capricious parents and negligent relatives.,https://www.imdb.com/title/tt0034493/?ref_=sr_i_86
87. The Mad Ghoul,1943,1h 5m,Approved,5.8,972,,"A university chemistry professor experiments with an ancient Mayan gas on a medical student, turning the would-be surgeon into a murdering ghoul.",https://www.imdb.com/title/tt0036125/?ref_=sr_i_87
88. Power of the Press,1943,1h 4m,Approved,6.0,528,,"During WWII, the publisher of the isolationist New York Gazette is murdered just as he was about to change the paper's policy and support the US war effort. His friend, a small town patriotic editor, is brought in to find the culprits.",https://www.imdb.com/title/tt0036272/?ref_=sr_i_88
89. Angels of Sin,1943,1h 20m,,7.2,1.9K,,"Anne-Marie joins a Dominican convent as a novice where she knows Therese. After shooting a man for which she was imprisoned, Therese protests her innocence, reluctant to tell her secret.",https://www.imdb.com/title/tt0035636/?ref_=sr_i_89
90. Victory Through Air Power,1943,1h 10m,Approved,6.4,1.3K,,An animated documentary promoting of the soundness of strategic aerial bombing in World War II.,https://www.imdb.com/title/tt0036497/?ref_=sr_i_90
91. Best Foot Forward,1943,1h 34m,Approved,6.4,1K,,Lucille Ball accepts a cadet's invitation to a military academy's senior prom in order to boost her career.,https://www.imdb.com/title/tt0035675/?ref_=sr_i_91
92. Revenge of the Zombies,1943,1h 1m,Approved,4.7,903,,"After the death of Max's spouse, Lila, Max holds a funeral for her, but he has also reanimates her as a zombie. He is amazed when Lila show signs of free will and challenges him for control.",https://www.imdb.com/title/tt0036307/?ref_=sr_i_92
93. The Falcon in Danger,1943,1h 9m,Approved,6.2,863,,"After a passenger plane crash lands at a local airport, the rescue crew is shocked to find there is no one aboard.",https://www.imdb.com/title/tt0035856/?ref_=sr_i_93
94. Mission to Moscow,1943,2h 4m,Approved,5.4,1.1K,,Ambassador Joseph Davies is sent by FDR to Russia to learn about the Soviet system and returns to America as an advocate of Stalinism.,https://www.imdb.com/title/tt0036166/?ref_=sr_i_94
95. Above Suspicion,1943,1h 30m,Approved,6.5,2.6K,,Oxford Professor Richard Myles and his new bride Frances are off on a European honeymoon. It isn't the typical honeymoon: they are on a spying mission for British Intelligence on the eve of World War II.,https://www.imdb.com/title/tt0035605/?ref_=sr_i_95
96. The Mystery of the 13th Guest,1943,1h,Approved,5.4,889,,"A woman of twenty-one opens her grandfather's will left to her thirteen years earlier, per his instructions. Murder soon follows.",https://www.imdb.com/title/tt0036189/?ref_=sr_i_96
97. It Ain't Hay,1943,1h 20m,Approved,6.5,1.1K,,The horse of a street vendor is replaced by a racehorse.,https://www.imdb.com/title/tt0036047/?ref_=sr_i_97
98. The Chance of a Lifetime,1943,1h 5m,Approved,6.0,317,,Sleuth Boston Blackie (Chester Morris) helps a wartime convict (Erik Rolf) who was framed for a murder while out on parole.,https://www.imdb.com/title/tt0035726/?ref_=sr_i_98
99. Background to Danger,1943,1h 20m,Approved,6.4,1.7K,,"A German spy ring plans to publicize a false rumor that Russia, who is fighting Germany, plans to invade neutral Turkey in order to ally them with the Nazis.",https://www.imdb.com/title/tt0035659/?ref_=sr_i_99
100. They Got Me Covered,1943,1h 35m,Approved,6.5,844,,"Fired by his editor for incompetence, idiotic reporter Robert Kittredge sees a chance at redeeming himself when he accidentally uncovers a network of German spies in Washington, D.C.",https://www.imdb.com/title/tt0036427/?ref_=sr_i_100
101. The Ape Man,1943,1h 4m,Approved,4.4,1.6K,,"A crazed scientist accidentally turns himself into a half ape, half human creature, and scrambles to find a cure.",https://www.imdb.com/title/tt0035640/?ref_=sr_i_101
102. Destroyer,1943,1h 39m,Approved,6.3,1.3K,,"A new World War 2 destroyer fails its sea trials so it is assigned to mail runs, but the crew ends up having to engage Japanese planes and a submarine anyway.",https://www.imdb.com/title/tt0035800/?ref_=sr_i_102
103. Tender Comrade,1943,1h 42m,Approved,6.2,1.1K,,"Jo Jones, a young defense plant worker whose husband is in the military during World War II, shares a house with three other women in the same situation.",https://www.imdb.com/title/tt0036418/?ref_=sr_i_103
104. The Gang's All Here,1943,1h 43m,Approved,6.6,2.1K,,A soldier falls for a chorus girl and then experiences trouble when he is posted to the Pacific.,https://www.imdb.com/title/tt0035916/?ref_=sr_i_104
105. Summer Light,1943,1h 52m,,6.8,695,,A shimmering glass hotel at the top of a remote Provençal mountain provides the setting for a tragicomic tapestry about an obsessive love pentangle.,https://www.imdb.com/title/tt0035001/?ref_=sr_i_105
106. China,1943,1h 19m,Approved,6.6,682,,"During the Japanese invasion of China, a cynical, macho profiteer meets a compassionate, beautiful schoolteacher.",https://www.imdb.com/title/tt0035735/?ref_=sr_i_106
107. A Stranger in Town,1943,1h 7m,Approved,7.1,1.1K,,"In a small corrupt town, an honest crusading lawyer running for mayor gets unexpected help from a tourist who happens to be a Supreme Court judge.",https://www.imdb.com/title/tt0036395/?ref_=sr_i_107
108. Hitler's Madman,1943,1h 24m,Approved,6.5,940,,"Story of the assassination of Reinhard Heydrich, Nazi SS commander, by Czech partisans and the reprisals inflicted by the Nazis on the Czechs.",https://www.imdb.com/title/tt0036005/?ref_=sr_i_108
109. The Phantom,1943,4h 59m,Approved,7.0,491,,The Phantom's clan has ruled the jungle tribes for centuries. He battles Dr. Bremmer who plans to build an airfield and gets greedy when Professor Davidson and his niece Diana arrive to search for the treasure of the lost city of Zoloz.,https://www.imdb.com/title/tt0036262/?ref_=sr_i_109
110. Jitterbugs,1943,1h 15m,Approved,6.2,1.5K,,The boys team up with a likable con man to help a pretty singer's mother who's been taken in by swindlers.,https://www.imdb.com/title/tt0036055/?ref_=sr_i_110
111. The Flemish Farm,1943,1h 22m,Approved,5.9,267,,Wartime commando story based on fact. Allied airman risks return (on the ground) to occupied Belgium for the honour of his regiment.,https://www.imdb.com/title/tt0036392/?ref_=sr_i_111
