Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. The Pleasure Garden,1925,1h 15m,,5.8,3K,,Two couples' romances are fancifully intertwined.,https://www.imdb.com/title/tt0016230/?ref_=sr_i_11,"['Eliot Stannard', 'Oliver Sandys']",['Alfred Hitchcock'],"['Virginia Valli', 'Carmelita Geraghty', 'Miles Mander', 'John Stuart', 'Ferdinand Martini', 'Florence Helminger', 'Georg H. Schnell', 'Karl Falkenberg', 'Louis Brody', 'Elizabeth Pappritz']",,,,,1926,"['United Kingdom', 'Germany']","['Alassio, Savona, Liguria, Italy']","['Bavaria Film', 'Gainsborough Pictures', 'Münchner Lichtspielkunst AG (Emelka)']",,"['Drama', 'Romance']",['None']
12. The Monster,1925,1h 26m,Passed,6.2,1.4K,,A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.,https://www.imdb.com/title/tt0016123/?ref_=sr_i_12,"['Roland West', 'Crane Wilbur', 'Willard Mack']",['Roland West'],"['Lon Chaney', 'Gertrude Olmstead', 'Hallam Cooley', 'Johnny Arthur', 'Charles Sellon', 'Walter James', 'Knute Erickson', 'Frank Austin', 'Edward McWade', 'Ethel Wales']",,,,,"March 16, 1925",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn Pictures Corporation'],,"['Comedy', 'Horror', 'Mystery', 'Romance', 'Sci-Fi']","['None', 'English']"
13. The Unholy Three,1925,1h 26m,Passed,7.1,2.4K,,"A sideshow ventriloquist, a midget, and a strongman form a conspiracy known as ""The Unholy Three"" and commit a series of robberies.",https://www.imdb.com/title/tt0016473/?ref_=sr_i_13,"[""Clarence Aaron 'Tod' Robbins"", 'Waldemar Young']",['Tod Browning'],"['Lon Chaney', 'Mae Busch', 'Matt Moore', 'Victor McLaglen', 'Harry Earles', 'Matthew Betz', 'Edward Connelly', 'William Humphrey', 'E. Alyn Warren', 'Margie Angus']","$103,000 (estimated)",,,,"August 16, 1925",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 3 wins total","['Crime', 'Drama', 'Romance']","['None', 'English']"
14. Variety,1925,1h 12m,Passed,7.4,1.5K,,"Prologue: The murderer ""Boss"" Huller - after having spent ten years in prison - breaks his silence to tell the warden his story. ""Boss"", a former trapeze artist, and his wife own a cheap side-show that displays ''erotic sensations''. But he longs for his former glamorous life in the circus. When he meets the orphan Berta-Marie, he falls under her spell and leaves his wife and young son behind. He makes Berta-Marie his partner in a new trapeze number. One day, the famous trapeze artist Artinelli takes note of them and engages them for his trapeze show in Berlin. Their salto mortale becomes an immediate sensation. Calculatedly and cold, Artinelli seduces Berta-Marie and destroys ""Boss'"" happiness.",https://www.imdb.com/title/tt0016481/?ref_=sr_i_14,"['Felix Hollaender', 'Ewald André Dupont']",['Ewald André Dupont'],"['Emil Jannings', 'Maly Delschaft', 'Lya De Putti', 'Warwick Ward', 'Alice Hechy', 'Georg John', 'Kurt Gerron', 'Paul Rehkopf', 'Charles Lincoln', 'Georg Baselt']",,,,"$709,613","January 27, 1926",['Germany'],,['Universum Film (UFA)'],"Awards, 3 wins total","['Crime', 'Drama', 'Romance']","['German', 'English']"
15. Tartuffe,1925,1h 10m,Not Rated,7.1,2.8K,,"A young man shows his millionaire grandfather a film based on Molière's Tartuffe, in order to expose the old man's hypocritical governess who covets his own inheritance.",https://www.imdb.com/title/tt0017448/?ref_=sr_i_15,"['Molière', 'Carl Mayer']",['F.W. Murnau'],"['Hermann Picha', 'Rosa Valetti', 'André Mattoni', 'Werner Krauss', 'Lil Dagover', 'Lucie Höflich', 'Emil Jannings', 'Camilla Horn']",,,,,"July 24, 1927",['Germany'],"['Ufa-Atelier, Berlin-Tempelhof, Berlin, Germany']",['Universum Film (UFA)'],,"['Comedy', 'Drama']","['None', 'German']"
16. Maciste in Hell,1925,1h 35m,,6.8,665,,The devil takes Maciste down to hell in an attempt to corrupt and ruin his morality.,https://www.imdb.com/title/tt0017096/?ref_=sr_i_16,"['Riccardo Artuffo', 'Stefano Pittaluga', 'Dante Alighieri']",['Guido Brignone'],"['Bartolomeo Pagano', 'Umberto Guarracino', 'Mario Saio', 'Franz Sala', 'Elena Sangro', 'Lucia Zanussi', 'Pauline Polaire', 'Domenico Serra', 'Sergio Amidei', 'Andrea Miano']",,,,,"June 26, 1931",['Italy'],"['FERT Studios, Turin, Piedmont, Italy (Studio)']","['Fert Studios', 'Società Anonima Stefano Pittaluga (SASP)', 'Itala Film']",,"['Action', 'Drama', 'Fantasy', 'Horror']","['None', 'Italian']"
17. Tumbleweeds,1925,1h 18m,Approved,6.5,695,,The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will iniciate the run for the best fields and claims.,https://www.imdb.com/title/tt0016461/?ref_=sr_i_17,"['Hal G. Evarts', 'C. Gardner Sullivan']","['King Baggot', 'William S. Hart']","['William S. Hart', 'Barbara Bedford', 'Lucien Littlefield', 'J. Gordon Russell', 'Richard Neill', 'Jack Murphy', 'James Gordon', 'George F. Marion', 'Gertrude Claire', 'Lillian Leighton']","$312,000 (estimated)",,,,"December 27, 1925",['United States'],"['Santa Clarita, California, USA']",['William S. Hart Productions'],,['Western'],['English']
18. Stella Dallas,1925,1h 50m,Passed,7.3,440,,"Small-town girl Stella marries socialite Stephen Dallas, a man with whom she has nothing in common. The whole thing is a failure; after the birth of their daughter Laurel, the Dallases separate and Stephen returns to New York. As Laurel grows into a young woman, Stella realizes that she cannot provide for her properly and sends her to live with Stephen and his new family. Laurel later marries a pleasant upper-class young man as Stella stands in the rain watching the ceremony through a window.",https://www.imdb.com/title/tt0016395/?ref_=sr_i_18,"['Frances Marion', 'Olive Higgins Prouty']",['Henry King'],"['Ronald Colman', 'Belle Bennett', 'Alice Joyce', 'Jean Hersholt', 'Beatrix Pryor', 'Lois Moran', 'Douglas Fairbanks Jr.', 'Vera Lewis', 'Maurice Murphy', 'Jack Murphy']","$700,000 (estimated)",,,,"November 16, 1925",['United States'],"['Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA (Studio)']",['Samuel Goldwyn Productions'],"Awards, 3 wins total",['Drama'],['English']
19. Strike,1925,1h 22m,Not Rated,7.6,9K,,A group of oppressed factory workers go on strike in pre-revolutionary Russia.,https://www.imdb.com/title/tt0015361/?ref_=sr_i_19,"['Grigoriy Aleksandrov', 'Sergei Eisenstein', 'Ilya Kravchunovsky']",['Sergei Eisenstein'],"['Grigoriy Aleksandrov', 'Maksim Shtraukh', 'Mikhail Gomorov', 'I. Ivanov', 'Ivan Klyukvin', 'Aleksandr Antonov', 'Yudif Glizer', 'Anatoliy Kuznetsov', 'Vera Yanukova', 'Vladimir Uralskiy']",,,,,1961,['Soviet Union'],,"['Kinostudiya imeni M. Gorkogo', '1-ya Goskino Fabrika', 'Goskino']",,"['Political Drama', 'Drama']",['None']
20. Grass: A Nation's Battle for Life,1925,1h 11m,Passed,7.7,1.2K,,The struggles of a hardscrabble Iranian nomadic tribe as they journey through bleak country to reach the grasslands that will save their livestock.,https://www.imdb.com/title/tt0015873/?ref_=sr_i_20,"['Richard Carver', 'Terry Ramsaye']","['Merian C. Cooper', 'Ernest B. Schoedsack']","['Merian C. Cooper', 'Ernest B. Schoedsack', 'Marguerite Harrison', 'Haidar Khan', 'Lufta']","$12,000 (estimated)",,,,"February 18, 1926",['United States'],"['Karun River, Iran']",['Merian C. Cooper and Ernest Schoedsack'],"Awards, 1 win total",['Documentary'],"['None', 'English']"
21. The Plastic Age,1925,1h 13m,Not Rated,5.9,401,,"Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please her and still keep up with his studies and his athletic training, and soon the two face some difficult decisions.",https://www.imdb.com/title/tt0016226/?ref_=sr_i_21,"['Frederica Sagor Maas', 'Percy Marks', 'Eve Unsell']",['Wesley Ruggles'],"['Donald Keith', 'Clara Bow', 'Mary Alden', 'Henry B. Walthall', 'Gilbert Roland', 'David Butler', 'J. Gordon Edwards Jr.', 'Jack Egan', 'Bill Elliott', 'Clark Gable']",,,,,"December 15, 1925",['United States'],"['Pomona College - 333 N. College Way, Claremont, California, USA']",['B.P. Schulberg Productions'],,"['Comedy', 'Romance', 'Sport']",['English']
22. Little Annie Rooney,1925,1h 34m,Unrated,6.8,1.1K,,"The tenements are home to an international community, including the friends and family of a tough young ragamuffin named Annie Rooney, but their neighborhood is threatened by a dangerous street gang.",https://www.imdb.com/title/tt0016028/?ref_=sr_i_22,"['Mary Pickford', 'Hope Loring', 'Louis D. Lighton']",['William Beaudine'],"['Mary Pickford', 'William Haines', 'Walter James', 'Gordon Griffith', 'Carlo Schipa', ""Spec O'Donnell"", 'Hugh Fay', 'Vola Vale', 'Joe Butterworth', 'Oscar Rudolph']",,,,"$1,100,000","October 18, 1925",['United States'],"['Alameda Street and East 2nd Street, Los Angeles, California, USA (Anne and Joe drive by Haas, Baruch & Co. warehouse in his new truck at the end of the film, where Tim is directing traffic)']",['Mary Pickford Company'],"Awards, 2 wins total","['Comedy', 'Drama']","['English', 'Greek']"
"23. Sally, Irene and Mary",1925,1h 15m,,5.7,307,,"Three women performing in a Broadway show face temptation, love, money, betrayal and tragedy as the cost of fame.",https://www.imdb.com/title/tt0016309/?ref_=sr_i_23,"['Eddie Dowling', 'Joseph Farnham', 'Edmund Goulding']",['Edmund Goulding'],"['Constance Bennett', 'Joan Crawford', ""Sally O'Neil"", 'William Haines', 'Henry Kolker', 'Douglas Gilmore', 'Ray Howard', 'Kate Price', 'Aggie Herring', 'Sam De Grasse']",,,,,"December 27, 1925",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 2 wins total","['Comedy', 'Drama', 'Romance']",['English']
24. Sally of the Sawdust,1925,1h 44m,Not Rated,6.6,610,,"Judge Foster throws his daughter out because she married a circus man. She leaves her baby girl with Prof. McGargle before she dies. Years later Sally is a dancer with whom Peyton, a son of Judge Foster's friend, falls in love. When Sally is arrested McGargle proves her real parentage.",https://www.imdb.com/title/tt0016308/?ref_=sr_i_24,"['Dorothy Donnelly', 'Forrest Halsey']",['D.W. Griffith'],"['Carol Dempster', 'W.C. Fields', 'Alfred Lunt', 'Erville Alderson', 'Effie Shannon', 'Charles Hammond', 'Roy Applegate', 'Florence Fair', 'Marie Shotwell', 'Glenn Anders']",,,,"$304,081","August 2, 1925",['United States'],"['Long Island, New York, USA']",['D.W. Griffith Productions'],"Awards, 3 wins total",['Comedy'],['English']
25. Lady of the Night,1925,1h 10m,TV-G,6.7,823,,A world-weary prostitute yearns after respectability and the love of an inventor.,https://www.imdb.com/title/tt0016005/?ref_=sr_i_25,"['Adela Rogers St. Johns', 'Alice D.G. Miller']",['Monta Bell'],"['Norma Shearer', 'Malcolm McGregor', 'George K. Arthur', 'Fred Esmelton', 'Dale Fuller', 'Lew Harvey', 'Betty Morrissey', 'Gwen Lee', 'Joan Crawford', 'Carlton Griffin']",,,,"$205,550","February 23, 1925",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn Pictures Corporation'],"Awards, 2 wins total","['Drama', 'Romance']","['None', 'English']"
26. Body and Soul,1925,1h 42m,Not Rated,6.2,1.3K,,A malevolent phony preacher plots to take advantage of a woman from his congregation who happens to be in love with his long-estranged identical twin brother.,https://www.imdb.com/title/tt0015634/?ref_=sr_i_26,['Oscar Micheaux'],['Oscar Micheaux'],"['Paul Robeson', 'Marshall Rogers', 'Lawrence Chenault', 'Chester A. Alexander', 'Walter Cornick', 'Lillian Johnson', 'Madame Robinson', 'Tom Fletcher', 'Mercedes Gilbert', 'Julia Theresa Russell']",,,,,"November 9, 1925",['United States'],"['Bronx, New York City, New York, USA']",['Micheaux Film'],"Awards, 1 win total","['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']",['English']
27. Master of the House,1925,1h 51m,Not Rated,7.0,2.5K,,"When a man becomes tyrannical towards his family, the women of the house decide to teach him a lesson in gratitude.",https://www.imdb.com/title/tt0015768/?ref_=sr_i_27,"['Carl Theodor Dreyer', 'Svend Rindom']",['Carl Theodor Dreyer'],"['Johannes Meyer', 'Astrid Holm', 'Karin Nellemose', 'Mathilde Nielsen', 'Petrine Sonne', 'Clara Schønfeld', 'Johannes Nielsen', 'Aage Hoffman', 'Viggo Lindstrøm', 'Vilhelm Petersen']",,,,,"October 5, 1925",['Denmark'],,['Palladium Film'],,"['Comedy', 'Drama']",['Danish']
28. The Mystic,1925,1h 14m,,6.7,532,,"An American criminal imports a gang of Hungarian gypsies to gain control over a fortune. The victim, Doris Merrick, is persuaded by fake medium Zara to hand over her jewels to Nash.",https://www.imdb.com/title/tt0016142/?ref_=sr_i_28,"['Tod Browning', 'Waldemar Young']",['Tod Browning'],"['Aileen Pringle', 'Conway Tearle', 'Mitchell Lewis', 'Robert Ober', 'Stanton Heck', 'David Torrence', 'Gladys Hulette', 'DeWitt Jennings', 'Carrie Daumery', 'Joseph Hazelton']",,,,,"September 27, 1925",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,['Drama'],"['None', 'English']"
29. The Late Mathias Pascal,1925,2h 50m,Not Rated,7.0,462,,"Mathias Pascal, only son of a once rich family, marries beautiful Romilde, who has a terrible mother-in-law. She controls her daughter, and soon his home life becomes a nightmare, as well as his job as assistant librarian in his home town. His only moments of lights are his mother and his baby, but both die on the same day. Shocked he leaves his hometown and gets to Monte Carlo, where he wins a fortune at the Casino. Returning home, he reads his own obituary in a paper. They have found a corpse in a creek and connected it with his disappearance. Mathias, noticing that he now is free from all ties to his old live, decides to start a new one, and goes to Rome, where he rents a room in a pension full of fake spiritualists who are controlling the owner. The chief of the gang, Terence, wants to marry the owner's daughter Adrienne, and has convinced her father to give her to him, with no regards of Adrienne's feelings, who is in love with and loved by Mathias. When Terence steals Mathias 50,000 Lira, and Mathias, being officially dead can neither marry Adrienne nor denounce Terence to the police, he decides to do something about his state and travels home, just to notice that Romalinda has remarried.",https://www.imdb.com/title/tt0015801/?ref_=sr_i_29,"[""Marcel L'Herbier"", 'Luigi Pirandello']","[""Marcel L'Herbier""]","['Ivan Mozzhukhin', 'Marcelle Pradot', 'Lois Moran', 'Marthe Mellot', 'Pauline Carton', 'Irma Perrot', 'Mireille Barsac', 'Michel Simon', 'Isaure Douvan', 'Pierre Batcheff']",,,,,"February 12, 1926",['France'],"['Studios de Montreuil, Montreuil, Seine-Saint-Denis, France']","['Cinégraphic', 'Films Albatros']",,"['Comedy', 'Drama', 'Romance']","['None', 'French']"
30. The Merry Widow,1925,2h 17m,Passed,7.2,2.7K,,"A prince must woo the now-wealthy dancer he once abandoned, to keep her money in the country in order to keep it from crashing economically.",https://www.imdb.com/title/tt0016104/?ref_=sr_i_30,"['Erich von Stroheim', 'Benjamin Glazer', 'Viktor Léon']",['Erich von Stroheim'],"['Mae Murray', 'John Gilbert', ""Roy D'Arcy"", 'Josephine Crowell', 'George Fawcett', 'Tully Marshall', 'Edward Connelly', 'Gertrude Bennett', 'Bernard Berger', 'Sidney Bracey']","$592,000 (estimated)",,,,"January 25, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","['An Erich von Stroheim Production', 'Metro-Goldwyn-Mayer (MGM)']","Awards, 3 wins total","['Drama', 'Romance']",['None']
31. Mother,1925,1h 54m,Not Rated,7.6,973,,"A man whose wife has died remarries, and his new wife has a daughter of her own from a previous marriage. The man's young son, however, who loved his mother deeply and misses her terribly, resents his father's new wife, not wanting her to take the place of his beloved mother, and makes life miserable for his new stepsister..",https://www.imdb.com/title/tt0016491/?ref_=sr_i_31,"['Dimitri De Zoubaloff', 'Jacques Feyder', 'Françoise Rosay']",['Jacques Feyder'],"['Jean Forest', 'Victor Vina', 'Pierrette Houyez', 'Jeanne Marie-Laurent', 'Rachel Devirys', 'Henri Duval', 'Arlette Peyran', 'Suzy Vernon', 'Charles Barrois', 'F. Greffin']",,,,,"January 24, 1925","['Switzerland', 'France']","['Saint-Luc, Canton du Valais, Switzerland']","['Mundus-Film', 'Société Zoubaloff & Porchet', 'Société des Grands Films Indépendants']",,"['Drama', 'Mystery', 'Romance']","['None', 'French']"
32. The Salvation Hunters,1925,1h 10m,,6.5,458,,"A cowardly young man, a bitter young woman, and a helpless child live on the docks, spend their days full of ennui watching a dredge dig the same hole day in and day out, chased around by the dredge workers. One day they finally decide to leave for the city together after they see a black cat.",https://www.imdb.com/title/tt0016310/?ref_=sr_i_32,['Josef von Sternberg'],['Josef von Sternberg'],"['George K. Arthur', 'Georgia Hale', 'Bruce Guerin', 'Otto Matieson', 'Nellie Bly Baker', 'Olaf Hytten', 'Stuart Holmes']","$20,000 (estimated)",,,,"February 15, 1925",['United States'],"['Los Angeles Harbor, San Pedro, Los Angeles, California, USA']",['Academy Photoplays'],,['Drama'],['English']
33. Too Many Kisses,1925,1h,,6.3,264,,"Richard Gaylord, Jr. is a modern Lothario who has so many sweethearts that his father does not know what to do with him. Tired of paying to get his son out of one romantic entanglement after another, the elder Gaylord sends his son to the Basque region of France, believing that the women there will accept attentions only from their own people. Almost immediately, a local girl, Yvonne Hurja becomes infatuated with Richard, whom she sees as being able to help her break free from the unwanted attention of local guardsman Julio. A rivalry grows between Richard and Julio.",https://www.imdb.com/title/tt0016439/?ref_=sr_i_33,"['Gerald C. Duffy', 'John Monk Saunders']",['Paul Sloane'],"['Richard Dix', 'Frank Currier', 'Albert Tavernier', 'Frances Howard', 'William Powell', 'Paul Panzer', 'Arthur Ludwig', 'Joseph Burke', 'Harpo Marx', 'Alyce Mills']",,,,,"January 11, 1925",['United States'],"['Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA (studio - then Paramount Studios)']",['Famous Players-Lasky Corporation'],"Awards, 2 wins total","['Adventure', 'Comedy', 'Drama', 'Romance']","['None', 'English']"
34. Paris Asleep,1925,59m,Unrated,7.1,2K,,A scientist's invisible ray freezes Paris into immobility.,https://www.imdb.com/title/tt0015214/?ref_=sr_i_34,['René Clair'],['René Clair'],"['Charles Martinelli', 'Louis Pré Fils', 'Albert Préjean', 'Madeleine Rodrigue', 'Henri Rollan', 'Myla Seller', 'Antoine Stacquet', 'Marcel Vallée']",,,,,1927,['France'],"['Place de la Concorde, Paris 8, Paris, France']","['Films Diamant', ""Centre national du cinéma et de l'image animée (CNC)"", 'Fondation Jérôme Seydoux-Pathé']",,['Sci-Fi'],"['None', 'French']"
