Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Bells of St. Mary's,1945,2h 6m,Approved,7.2,9.9K,,"At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building.",https://www.imdb.com/title/tt0037536/?ref_=sr_i_1
2. Children of Paradise,1945,3h 9m,Not Rated,8.3,22K,96,The theatrical life of a beautiful courtesan in 1830s Paris and the four men who love her.,https://www.imdb.com/title/tt0037674/?ref_=sr_i_2
3. Detour,1945,1h 6m,Approved,7.3,21K,,"The life of Al Roberts, a pianist in a New York nightclub, turns into a nightmare when he decides to hitchhike to Los Angeles to visit his girlfriend.",https://www.imdb.com/title/tt0037638/?ref_=sr_i_3
4. The Picture of Dorian Gray,1945,1h 50m,Approved,7.5,15K,65,"Londoner Dorian Gray stays young, but his portrait ages.",https://www.imdb.com/title/tt0037988/?ref_=sr_i_4
5. Mildred Pierce,1945,1h 51m,Approved,7.9,30K,88,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,https://www.imdb.com/title/tt0037913/?ref_=sr_i_5
6. Spellbound,1945,1h 51m,Approved,7.5,54K,78,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,https://www.imdb.com/title/tt0038109/?ref_=sr_i_6
7. Brief Encounter,1945,1h 26m,Approved,8.0,46K,92,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",https://www.imdb.com/title/tt0037558/?ref_=sr_i_7
8. The Lost Weekend,1945,1h 41m,Approved,7.9,42K,,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,https://www.imdb.com/title/tt0037884/?ref_=sr_i_8
"9. Rome, Open City",1945,1h 43m,Not Rated,8.0,32K,,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.",https://www.imdb.com/title/tt0038890/?ref_=sr_i_9
10. And Then There Were None,1945,1h 37m,Approved,7.4,17K,,"Seven guests, a newly hired secretary and two staff are gathered at a manor house on an isolated island by an unknown absentee host and are killed off one-by-one. They work together to determine who the killer is before it's too late.",https://www.imdb.com/title/tt0037515/?ref_=sr_i_10
11. Leave Her to Heaven,1945,1h 50m,Approved,7.6,16K,,"A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.",https://www.imdb.com/title/tt0037865/?ref_=sr_i_11
12. They Were Expendable,1945,2h 15m,Approved,7.2,9.7K,86,A Navy commander fights to prove the battle-worthiness of the PT boat at the start of World War II.,https://www.imdb.com/title/tt0038160/?ref_=sr_i_12
13. Scarlet Street,1945,1h 42m,Approved,7.7,20K,,"A man in mid-life crisis befriends a young woman, though her fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.",https://www.imdb.com/title/tt0038057/?ref_=sr_i_13
14. Dead of Night,1945,1h 17m,Approved,7.5,15K,,Guests at an English estate recall nightmares.,https://www.imdb.com/title/tt0037635/?ref_=sr_i_14
