Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Sherlock Jr.,1924,45m,Passed,8.2,61K,,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",https://www.imdb.com/title/tt0015324/?ref_=sr_i_1
2. The Navigator,1924,59m,Unrated,7.5,12K,,Two spoiled rich people find themselves trapped on an empty passenger ship.,https://www.imdb.com/title/tt0015163/?ref_=sr_i_2
3. Peter Pan,1924,1h 45m,,7.1,1.4K,,"Peter Pan enters the nursery of the Darling children and, with the help of fairy dust, leads them off to Never Never Land, where they meet the nefarious Captain Hook.",https://www.imdb.com/title/tt0015224/?ref_=sr_i_3
4. The Thief of Bagdad,1924,2h 35m,Not Rated,7.7,7.3K,,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,https://www.imdb.com/title/tt0015400/?ref_=sr_i_4
5. Greed,1924,2h 20m,Not Rated,8.0,11K,,The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.,https://www.imdb.com/title/tt0015881/?ref_=sr_i_5
6. Die Nibelungen: Siegfried,1924,1h 40m,Not Rated,8.1,6.9K,,"Siegfried, son of King Siegmund of Xanten, sets off on a treacherous journey to the Kingdom of Burgundy to ask King Gunther for the hand of his sister, the beautiful Princess Kriemhild.",https://www.imdb.com/title/tt0015175/?ref_=sr_i_6
7. The Last Laugh,1924,1h 30m,Not Rated,8.0,16K,,"An aging doorman is forced to face the scorn of his friends, neighbors and society after being fired from his prestigious job at a luxurious hotel.",https://www.imdb.com/title/tt0015064/?ref_=sr_i_7
8. He Who Gets Slapped,1924,1h 35m,,7.7,4.6K,,A bitter clown endeavors to rescue the young woman he loves from the lecherous baron who once betrayed him.,https://www.imdb.com/title/tt0014972/?ref_=sr_i_8
9. The Hands of Orlac,1924,1h 32m,Not Rated,7.0,3.6K,,"A world-famous pianist loses both hands in an accident. When new hands are grafted on, he doesn't know they once belonged to a murderer.",https://www.imdb.com/title/tt0015202/?ref_=sr_i_9
10. The Saga of Gösta Berling,1924,3h 3m,Not Rated,7.0,1.5K,,A drunkard priest who has been cast out by his community struggles to atone and regain his honour and dignity.,https://www.imdb.com/title/tt0014109/?ref_=sr_i_10
11. The Last Man on Earth,1924,1h 10m,,6.2,98,,"In 1940, a man becomes a hermit after rejection. By 1950, a plague kills all post-pubescent males except him. Now desired by millions of women, he still yearns for his initial love interest, making him a treasured last man.",https://www.imdb.com/title/tt0015051/?ref_=sr_i_11
12. Hot Water,1924,53m,Passed,7.1,1.7K,,"Episodic look at married life and in-law problems. Adventures include a ride on a crowded trolley with a live turkey, a wild spin in a new auto with the in-laws in tow, and a sequence in which Hubby accidentally chloroforms his mother-in-law and is convinced that he has killed her. When she begins sleep-walking, he thinks that she has returned to haunt him.",https://www.imdb.com/title/tt0015002/?ref_=sr_i_12
13. Girl Shy,1924,1h 27m,Not Rated,7.7,3.8K,,"A shy young man who can't talk to women ventures out to publish a book full of fictional conquests, but finds true love along the way.",https://www.imdb.com/title/tt0014945/?ref_=sr_i_13
14. Die Nibelungen: Kriemhild's Revenge,1924,2h 9m,Not Rated,7.9,5.3K,,"Princess Kriemhild vows to avenge her husband's murder but must overcome her brothers who swore allegiance to Hagen. She marries Etzel, King of the Huns, and persuades his army to attack Hagen, but she loses more than she bargained for.",https://www.imdb.com/title/tt0015174/?ref_=sr_i_14
15. Forbidden Paradise,1924,1h 16m,,6.1,241,,"Alexei saves the Czarina from conspirators and is rewarded with her love. He deserts his sweetheart Anna, but discovers that his Queen is unfaithful too. Enraged, Alexei becomes a leader in the ongoing revolution against the royals.",https://www.imdb.com/title/tt0014925/?ref_=sr_i_15
16. A Sainted Devil,1924,1h 30m,,7.4,38,,"A nobleman seeks to rescue his bride, who has been kidnapped by his former lover and a bandit.",https://www.imdb.com/title/tt0015299/?ref_=sr_i_16
17. Dante's Inferno,1924,1h,Passed,5.8,230,,"The tactics of a vicious slumlord and greedy businessman finally drive a distraught man to commit suicide. The businessman is tried for murder, executed, and afterward swiftly taken by demons to the Hell where he will spend the rest of eternity.",https://www.imdb.com/title/tt0014826/?ref_=sr_i_17
18. Isn't Life Wonderful,1924,1h 55m,,6.8,430,,"A family of Polish refugees tries to survive in post-World War I Germany. For a while it seems that they are making it, but soon the economic and political deterioration in the country begins to take their toll.",https://www.imdb.com/title/tt0015018/?ref_=sr_i_18
19. Leap Year,1924,56m,Passed,6.1,371,,"A young man, heir to his misogynistic and millionaire uncle and in love with a nurse, gets in trouble when he gives marriage advice to his girlfriends.",https://www.imdb.com/title/tt0012382/?ref_=sr_i_19
20. The Marriage Circle,1924,1h 25m,Not Rated,7.0,1.6K,,"Professor Stock and his wife Mizzi are always bickering. Mizzi tries to seduce Dr. Franz Braun, the new husband of her good friend Charlotte.",https://www.imdb.com/title/tt0015119/?ref_=sr_i_20
21. The Iron Horse,1924,2h 30m,Passed,7.2,2.6K,,"After witnessing the murder of his father by a renegade as a boy, the grown-up Brandon helps to realize his father's dream of a transcontinental railway.",https://www.imdb.com/title/tt0015016/?ref_=sr_i_21
22. The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924,1h 34m,Not Rated,6.4,1.2K,,"Experience the chronicle adventures of Mr. West and his faithful bodyguard and servant Jeddie, as they visit the land of the horrible and evil Bolsheviks.",https://www.imdb.com/title/tt0015167/?ref_=sr_i_22
23. Beau Brummel,1924,2h 15m,,6.6,548,,"George Bryan Brummel, a British military officer, loves Lady Margery, the betrothed of Lord Alvanley. Despite her own desperate love for Brummel, she submits to family pressure and marries Lord Alvanley. Brummel, broken-hearted, embarks upon a life of revelry. He befriends the Prince of Wales and leaves the army, becoming subsequently the best-known rake and decider of fashion in Europe. As his affairs flourish, so does his disdain for his benefactor, the Prince. Eventually Brummel falls into disfavor, and it is only Lady Margery who has any chance of helping him.",https://www.imdb.com/title/tt0014702/?ref_=sr_i_23
24. Michael,1924,1h 33m,Not Rated,7.1,2.1K,,"Triangle story: painter, his young male model, unscrupulous princess.",https://www.imdb.com/title/tt0015136/?ref_=sr_i_24
25. Captain Blood,1924,1h 50m,,6.5,92,,"Peter Blood, a young Irish physician, treats a rebel soldier wounded in battle, and he is arrested, tried for treason and sent into slavery to Barbados. He and his friend Jeremy are bought by the vicious Col. Bishop, who purchases them for his niece Arabella. Blood rallies the other slaves to rebel against their slavery; they escape and take over a Spanish galleon. Blood and his crew become pirates and the scourge of the Caribbean. England, at war with France and losing, offers him a commission in the Royal Navy if he will fight for them. Blood, who has no love for the French but even less for the English, has to decide whether it's better for he and his men to fight with the English or against them.",https://www.imdb.com/title/tt0014759/?ref_=sr_i_25
26. The Great White Silence,1924,1h 20m,,7.9,1.9K,,"In 1910 the British Antarctic Expedition, led by Capt. Robert F. Scott, embarks from Lyttleton, NZ on a quest to become the first to reach the South Pole.",https://www.imdb.com/title/tt1764657/?ref_=sr_i_26
27. America,1924,2h 21m,Passed,6.3,497,,The story of a family caught up in the American Revolutionary War.,https://www.imdb.com/title/tt0014672/?ref_=sr_i_27
