Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Sergeant York,1941,2h 14m,Approved,7.7,20K,,"A Tennessee farmer and marksman is drafted in World War I, and struggles with his pacifist inclinations before becoming one of the most celebrated war heroes.",https://www.imdb.com/title/tt0034167/?ref_=sr_i_1
2. Citizen Kane,1941,1h 59m,PG,8.3,479K,100,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",https://www.imdb.com/title/tt0033467/?ref_=sr_i_2
3. Darshan,1941,,,7.4,12,,,https://www.imdb.com/title/tt0033516/?ref_=sr_i_3
4. The Maltese Falcon,1941,1h 40m,Approved,7.9,170K,97,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",https://www.imdb.com/title/tt0033870/?ref_=sr_i_4
5. Suspicion,1941,1h 39m,Approved,7.3,44K,83,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",https://www.imdb.com/title/tt0034248/?ref_=sr_i_5
6. The Lady Eve,1941,1h 34m,Approved,7.7,24K,96,"A trio of classy card sharks targets a socially awkward brewery heir, until one of them falls in love with him.",https://www.imdb.com/title/tt0033804/?ref_=sr_i_6
7. The Gay Falcon,1941,1h 7m,Approved,6.5,1.3K,,The Falcon investigates jewel thieves who are working with hard up socialites to defraud insurance companies. First of the Falcon series.,https://www.imdb.com/title/tt0033650/?ref_=sr_i_7
8. Dumbo,1941,1h 4m,G,7.2,146K,96,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",https://www.imdb.com/title/tt0033563/?ref_=sr_i_8
9. How Green Was My Valley,1941,1h 58m,Approved,7.7,28K,88,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",https://www.imdb.com/title/tt0033729/?ref_=sr_i_9
10. Ball of Fire,1941,1h 51m,Approved,7.7,15K,78,A group of professors working on a new encyclopedia while living in a Manhattan mansion take in a mouthy nightclub singer who is wanted by the police to help bring down her mob boss lover.,https://www.imdb.com/title/tt0033373/?ref_=sr_i_10
11. The Wolf Man,1941,1h 10m,Approved,7.2,33K,72,"Upon his return to his father's estate, aristocrat Larry Talbot meets a beautiful woman, attends a mystical carnival and uncovers a horrifying curse.",https://www.imdb.com/title/tt0034398/?ref_=sr_i_11
12. Meet John Doe,1941,2h 2m,Approved,7.6,16K,63,"A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.",https://www.imdb.com/title/tt0033891/?ref_=sr_i_12
13. The Shepherd of the Hills,1941,1h 38m,Approved,6.9,2.7K,,"A mysterious but pleasant stranger arrives in the Missouri hills and befriends a young backwoods girl, which doesn't sit well with her moonshiner fiancé who has vowed to find and kill his own father.",https://www.imdb.com/title/tt0034182/?ref_=sr_i_13
14. Mr. & Mrs. Smith,1941,1h 35m,Approved,6.3,12K,,A couple who have been married for three years are shocked to learn that their marriage is not legally valid.,https://www.imdb.com/title/tt0033922/?ref_=sr_i_14
15. Sullivan's Travels,1941,1h 30m,Approved,7.9,30K,89,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,https://www.imdb.com/title/tt0034240/?ref_=sr_i_15
16. High Sierra,1941,1h 40m,Approved,7.5,20K,,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",https://www.imdb.com/title/tt0033717/?ref_=sr_i_16
17. 49th Parallel,1941,2h 3m,Not Rated,7.3,8.1K,,"A World War II U-boat crew are stranded in northern Canada. To avoid internment, they must make their way to the border and get into the still-neutral U.S.",https://www.imdb.com/title/tt0033627/?ref_=sr_i_17
18. Dr. Jekyll and Mr. Hyde,1941,1h 53m,Approved,6.8,10K,,Dr. Jekyll allows his dark side to run wild after he drinks a potion that turns him into the evil Mr. Hyde.,https://www.imdb.com/title/tt0033553/?ref_=sr_i_18
19. Nice Girl?,1941,1h 31m,Approved,6.6,424,,A young girl finds herself attracted to one of her father's business partners.,https://www.imdb.com/title/tt0033950/?ref_=sr_i_19
20. I Wake Up Screaming,1941,1h 22m,Approved,7.2,5.6K,,Why is Inspector Ed Cornell trying to railroad Frankie Christopher for the murder of model Vicky Lynn?,https://www.imdb.com/title/tt0033740/?ref_=sr_i_20
21. The Little Foxes,1941,1h 56m,Approved,7.9,14K,,"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the Deep South at the turn of the twentieth century.",https://www.imdb.com/title/tt0033836/?ref_=sr_i_21
22. A Woman's Face,1941,1h 46m,Approved,7.2,4K,,A female blackmailer with a disfiguring facial scar meets a plastic surgeon who offers her the possibility of looking like a normal woman.,https://www.imdb.com/title/tt0034399/?ref_=sr_i_22
23. Ziegfeld Girl,1941,2h 12m,Approved,6.7,3.6K,,"In the 1920s, three women become performers in the renowned Broadway show the Ziegfeld Follies, where they find fame, love, and tragedy.",https://www.imdb.com/title/tt0034415/?ref_=sr_i_23
24. Blood and Sand,1941,2h 5m,Approved,6.7,3.3K,,Illiterate peasant Juan Gallardo rises meteorically to fame and fortune in the bullfight arena only to sow the seeds of his own fall.,https://www.imdb.com/title/tt0033405/?ref_=sr_i_24
25. The Devil and Daniel Webster,1941,1h 47m,Approved,7.6,6.1K,,"A struggling farmer in 1840 New Hampshire makes a pact with Satan for economic success, then enlists famed orator Daniel Webster to extract him from the consequences of his contract.",https://www.imdb.com/title/tt0033532/?ref_=sr_i_25
26. Penny Serenade,1941,1h 59m,Approved,7.1,8.4K,,A couple's big dreams give way to a life full of unforeseen sadness and unexpected joy.,https://www.imdb.com/title/tt0034012/?ref_=sr_i_26
27. Sun Valley Serenade,1941,1h 26m,Approved,7.1,2.1K,,"After Phil Corey's band arrives at the Idaho ski resort, its pianist Ted Scott is smitten with a Norwegian refugee he has sponsored, Karen Benson. Later, soloist Vivian Dawn quits and Karen stages an ice show as a substitute.",https://www.imdb.com/title/tt0034241/?ref_=sr_i_27
28. They Died with Their Boots On,1941,2h 20m,Approved,7.2,7.2K,75,A highly fictionalized account of the life of George Armstrong Custer from his arrival at West Point in 1857 to his death at the battle of the Little Big Horn in 1876.,https://www.imdb.com/title/tt0034277/?ref_=sr_i_28
29. Dangerously They Live,1941,1h 17m,Approved,6.4,606,,"After a traffic accident involving a taxi in New York City, the Jane Doe passenger is brought into the hospital She is physically all right but is suffering from retrograde amnesia from the accident. She is assigned under the care of Dr. Michael Lewis, an intern at the hospital, as he is doing research on such amnesia cases. It isn't until a Mr. Goodwin comes to the hospital, claiming that she is his daughter Jane, that she remembers who she is and the situation: Jane Greystone working for British Intelligence. She was in the process of being kidnapped by the taxi driver as she has information on the location of British war ships that the Nazis are trying to obtain. She figures the taxi driver and Mr. Goodwin are working for the Nazis. She has to try and convince Mike of who she is and that both their lives are in danger, especially as she requires his help in getting out of this predicament. Mike is torn in believing her and thinking she has an overactive imagination due to the trauma, which is only complicated when Goodwin brings in his own medical specialist, Dr. Ingersoll, who just happens to be Mike's former mentor, but who is working for the Nazis. Mike's primary concern is Jane's well-being, especially as he starts to fall for her, as they get into greater danger at the hands of, among others, Dr. Ingersoll.",https://www.imdb.com/title/tt0033512/?ref_=sr_i_29
30. The Shanghai Gesture,1941,1h 35m,Approved,6.5,3.1K,,"In Shanghai, dragon lady 'Mother' Gin Sling operates a gambling house for wealthy patrons but she clashes with influential land developer Sir Guy Charteris who wants to put her out of business.",https://www.imdb.com/title/tt0034175/?ref_=sr_i_30
31. Here Comes Mr. Jordan,1941,1h 34m,Approved,7.5,7.6K,63,"Boxer Joe Pendleton dies 50 years too soon due to a heavenly mistake, and is given a new life as a millionaire playboy.",https://www.imdb.com/title/tt0033712/?ref_=sr_i_31
32. When Ladies Meet,1941,1h 45m,Approved,6.5,1.4K,,"A successful novelist falls in love with her married publisher, to the consternation of her boyfriend, who arranges for her to meet the publisher's wife.",https://www.imdb.com/title/tt0034386/?ref_=sr_i_32
33. Hellzapoppin',1941,1h 24m,Approved,7.4,3.7K,,"Olsen and Johnson, a pair of stage comedians, try to turn their play into a movie and bring together a young couple in love, while breaking the fourth wall every step of the way.",https://www.imdb.com/title/tt0033704/?ref_=sr_i_33
34. The Reluctant Dragon,1941,1h 14m,G,6.7,4K,,Humorist Robert Benchley learns about the animation process at Walt Disney Studios while trying to find the great man himself to pitch him the idea of making a cartoon about a shy dragon.,https://www.imdb.com/title/tt0034091/?ref_=sr_i_34
35. The Man Who Came to Dinner,1941,1h 52m,Approved,7.5,9.4K,71,An acerbic critic wreaks havoc when a hip injury forces him to move in with a Midwestern family.,https://www.imdb.com/title/tt0033874/?ref_=sr_i_35
36. Pot o' Gold,1941,1h 26m,Approved,6.0,2.2K,,"Jimmy goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices.",https://www.imdb.com/title/tt0034055/?ref_=sr_i_36
37. Johnny Eager,1941,1h 47m,Approved,7.0,3.6K,,The step-daughter of a district attorney falls in love with a gangster on parole who her father originally imprisoned.,https://www.imdb.com/title/tt0033774/?ref_=sr_i_37
38. Topper Returns,1941,1h 28m,Approved,6.8,3.6K,,A fun-loving young woman is murdered after trading bedrooms with her wealthy friend. Her ghost seeks aid from Topper to find the murderer.,https://www.imdb.com/title/tt0034303/?ref_=sr_i_38
39. The Devil and Miss Jones,1941,1h 32m,Approved,7.6,5K,,"A tycoon goes undercover to ferret out agitators at a department store, but gets involved in their lives instead.",https://www.imdb.com/title/tt0033533/?ref_=sr_i_39
40. Hold That Ghost,1941,1h 26m,Approved,7.2,4.4K,,"After inheriting a fortune from a gangster, two dim-witted service station attendants find themselves stranded in a haunted house.",https://www.imdb.com/title/tt0033723/?ref_=sr_i_40
41. It Started with Eve,1941,1h 30m,Approved,7.6,2K,,"In order to please his dying father, a man convinces a hat-check girl to impersonate his fiancée, but complications arise when the father's health suddenly improves.",https://www.imdb.com/title/tt0033766/?ref_=sr_i_41
42. Man Hunt,1941,1h 45m,Approved,7.2,6.7K,,"In July 1939, British hunter Thorndike, vacationing in Bavaria, has Hitler in his gun sight. He is captured, beaten, left for dead, and escapes back to London where he is hounded by German agents and aided by a young woman.",https://www.imdb.com/title/tt0033873/?ref_=sr_i_42
43. Lady Be Good,1941,1h 52m,Approved,6.4,1.2K,,"A composer and his songwriter wife clash while they succeed in working together, writing hit Broadway shows, but fail in their marriage to the point of getting divorced twice.",https://www.imdb.com/title/tt0033803/?ref_=sr_i_43
44. That Hamilton Woman,1941,2h 5m,Approved,7.2,5.3K,,"The story of courtesan and dance-hall girl Emma Hamilton, including her relationships with Sir William Hamilton and Admiral Horatio Nelson, and her rise and fall, set during the Napoleonic Wars.",https://www.imdb.com/title/tt0034272/?ref_=sr_i_44
45. The Great Lie,1941,1h 48m,Approved,7.0,4.5K,,"After a newlywed's husband apparently dies in a plane crash, she discovers that her rival for his affections is pregnant with his child.",https://www.imdb.com/title/tt0033677/?ref_=sr_i_45
46. The Sea Wolf,1941,1h 40m,Approved,7.5,4.7K,73,"After being fished out of the sea by a sailing ship, three fugitives find themselves prisoners of the ship's brutal skipper who refuses to put them ashore, and they hatch an escape plan during a crew mutiny.",https://www.imdb.com/title/tt0034162/?ref_=sr_i_46
47. The Ghost Train,1941,1h 25m,Not Rated,6.1,1.8K,,High jinks and chills ensue after a group of people become stranded at an isolated station and a legendary phantom train approaches.,https://www.imdb.com/title/tt0033660/?ref_=sr_i_47
48. Shadow of the Thin Man,1941,1h 37m,Approved,7.2,7.2K,63,A jockey has been shot dead at the race track. Famous detective Nick Charles and his wife Nora happen to be on the scene and Lt. Abrahams asks for Nick's expert help.,https://www.imdb.com/title/tt0034172/?ref_=sr_i_48
49. The Flame of New Orleans,1941,1h 19m,Approved,6.5,1.4K,,"In old New Orleans, a beautiful adventuress juggles the attentions of a rich banker and a dashing sea captain.",https://www.imdb.com/title/tt0033606/?ref_=sr_i_49
50. Adventures of Captain Marvel,1941,3h 36m,Approved,7.1,1.6K,,"To protect a magic talisman from being used for evil, a teenage boy named Billy Batson is given the power to become an adult superhero, Captain Marvel, with a single magic word: ""Shazam!""",https://www.imdb.com/title/tt0033317/?ref_=sr_i_50
51. That Uncertain Feeling,1941,1h 24m,Approved,6.6,3.2K,,A psychoanalyst causes a woman to doubt her happy marriage.,https://www.imdb.com/title/tt0034274/?ref_=sr_i_51
52. The 47 Ronin,1941,4h 1m,,7.2,2.8K,,"The legendary Forty-seven ronin plot to avenge the death of their lord, Asano Naganori, by killing Kira Yoshinaka, a shogunate official responsible for Asano being forced to commit seppuku.",https://www.imdb.com/title/tt0033654/?ref_=sr_i_52
53. All-American Co-Ed,1941,49m,Approved,4.9,451,,"All-girl school Mar Brynn tries to get more pupils and publicity by making fun of the Quincton college. For revenge, the boys there sent Bob Sheppard to Mar Brynn, dressed as a girl, to give them a slight scandal.",https://www.imdb.com/title/tt0033323/?ref_=sr_i_53
