Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Top Gun: Maverick,2022,2h 10m,PG-13,8.2,764K,78,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://www.imdb.com/title/tt1745960/?ref_=sr_i_1
2. Avatar: The Way of Water,2022,3h 12m,PG-13,7.5,530K,67,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",https://www.imdb.com/title/tt1630029/?ref_=sr_i_2
3. Black Panther: Wakanda Forever,2022,2h 41m,PG-13,6.6,327K,67,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,https://www.imdb.com/title/tt9114286/?ref_=sr_i_3
4. Doctor Strange in the Multiverse of Madness,2022,2h 6m,PG-13,6.9,510K,60,"Doctor Strange teams up with a mysterious teenage girl who can travel across multiverses, to battle other-universe versions of himself which threaten to wipe out the multiverse. They seek help from the Scarlet Witch, Wong and others.",https://www.imdb.com/title/tt9419884/?ref_=sr_i_4
5. Jurassic World: Dominion,2022,2h 27m,PG-13,5.6,221K,38,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",https://www.imdb.com/title/tt8041270/?ref_=sr_i_5
6. Minions: The Rise of Gru,2022,1h 27m,PG,6.5,97K,56,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,https://www.imdb.com/title/tt5113044/?ref_=sr_i_6
7. The Batman,2022,2h 56m,PG-13,7.8,864K,72,"When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",https://www.imdb.com/title/tt1877830/?ref_=sr_i_7
8. Thor: Love and Thunder,2022,1h 58m,PG-13,6.2,429K,57,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",https://www.imdb.com/title/tt10648342/?ref_=sr_i_8
9. Sonic the Hedgehog 2,2022,2h 2m,PG,6.5,105K,47,"When Dr. Robotnik returns with a new partner, Knuckles, in search of an emerald that has the power to destroy civilizations, Sonic teams up with his own sidekick, Tails, on a journey across the world to find the emerald first.",https://www.imdb.com/title/tt12412888/?ref_=sr_i_9
10. Puss in Boots: The Last Wish,2022,1h 42m,PG,7.8,201K,73,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",https://www.imdb.com/title/tt3915174/?ref_=sr_i_10
11. Black Adam,2022,2h 5m,PG-13,6.2,290K,41,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",https://www.imdb.com/title/tt6443346/?ref_=sr_i_11
12. Elvis,2022,2h 39m,PG-13,7.3,249K,64,"The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",https://www.imdb.com/title/tt3704428/?ref_=sr_i_12
13. Uncharted,2022,1h 56m,PG-13,6.3,280K,45,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",https://www.imdb.com/title/tt1464335/?ref_=sr_i_13
14. Nope,2022,2h 10m,R,6.8,296K,77,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,https://www.imdb.com/title/tt10954984/?ref_=sr_i_14
15. Lightyear,2022,1h 45m,PG,6.1,130K,60,"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal the fuel source of his ship.",https://www.imdb.com/title/tt10298810/?ref_=sr_i_15
16. Smile,2022,1h 55m,R,6.5,212K,68,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",https://www.imdb.com/title/tt15474916/?ref_=sr_i_16
