Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The 39 Steps,1935,1h 26m,Approved,7.6,64K,93,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",https://www.imdb.com/title/tt0026029/?ref_=sr_i_1
2. The Irish in Us,1935,1h 24m,Approved,6.2,812,,"Two brothers, a police officer and a boxing promoter, vie for the affections of a lovely young woman.",https://www.imdb.com/title/tt0026534/?ref_=sr_i_2
3. Triumph of the Will,1935,1h 50m,Approved,7.1,19K,,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",https://www.imdb.com/title/tt0025913/?ref_=sr_i_3
4. Bride of Frankenstein,1935,1h 15m,Approved,7.8,56K,95,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.",https://www.imdb.com/title/tt0026138/?ref_=sr_i_4
5. Going Highbrow,1935,1h 7m,Approved,6.1,313,,A social-climbing couple throw a lavish party for a stranger they persuaded to pose as their daughter.,https://www.imdb.com/title/tt0026420/?ref_=sr_i_5
6. In Caliente,1935,1h 24m,Approved,5.9,421,,"A magazine editor at a resort falls for a Spanish dancer he once criticized, unaware of her identity. Her uncle plots to exploit this, while she seeks revenge. A rival pursues the editor as romance blooms.",https://www.imdb.com/title/tt0026523/?ref_=sr_i_6
7. Top Hat,1935,1h 41m,Approved,7.7,21K,93,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",https://www.imdb.com/title/tt0027125/?ref_=sr_i_7
8. Call of the Wild,1935,1h 35m,Approved,6.8,2.7K,,"During the Klondike Gold Rush, a traveler purchases a dog to lead the way toward the treasure, but reconsiders his journey when he finds a stranded widow.",https://www.imdb.com/title/tt0026164/?ref_=sr_i_8
9. The Informer,1935,1h 31m,Approved,7.4,7.5K,65,"In 1922, an Irish rebel informs on his friend, then feels doom closing in.",https://www.imdb.com/title/tt0026529/?ref_=sr_i_9
10. Mutiny on the Bounty,1935,2h 12m,Approved,7.6,26K,87,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.",https://www.imdb.com/title/tt0026752/?ref_=sr_i_10
11. A Night at the Opera,1935,1h 36m,Approved,7.8,36K,,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,https://www.imdb.com/title/tt0026778/?ref_=sr_i_11
12. A Tale of Two Cities,1935,2h 8m,Approved,7.8,6.6K,87,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amidst the turmoil of the French Revolution.",https://www.imdb.com/title/tt0027075/?ref_=sr_i_12
13. Captain Blood,1935,1h 59m,Approved,7.7,17K,89,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",https://www.imdb.com/title/tt0026174/?ref_=sr_i_13
14. Mad Love,1935,1h 8m,Approved,7.2,6.1K,,"In Paris, a demented surgeon's obsession with a British actress leads him to secretly replace her concert-pianist husband's mangled hands with those of a guillotined murderer with a gift for knife-throwing.",https://www.imdb.com/title/tt0026663/?ref_=sr_i_14
15. A Midsummer Night's Dream,1935,2h 13m,Approved,6.8,4K,,Two couples and a troupe of actors have an encounter with some mischievous fairies in the forest.,https://www.imdb.com/title/tt0026714/?ref_=sr_i_15
16. The Woman in Red,1935,1h 8m,Approved,6.1,918,,A polo player's wife becomes the mystery woman in a Long Island horsy-set murder trial.,https://www.imdb.com/title/tt0027228/?ref_=sr_i_16
17. The Devil Is a Woman,1935,1h 19m,Approved,6.9,4.1K,,"A young man is warned by a captain about a temptress; nonetheless, he finds himself falling in love with her.",https://www.imdb.com/title/tt0026276/?ref_=sr_i_17
18. Les Misérables,1935,1h 48m,Approved,7.6,4.1K,,"In early 19th century France, an ex-convict who failed to report for parole is relentlessly pursued over a 20-year period by an obsessive police inspector.",https://www.imdb.com/title/tt0026725/?ref_=sr_i_18
19. Murder on a Honeymoon,1935,1h 14m,Approved,6.7,1K,,A schoolteacher and amateur sleuth suspects foul play when a fellow passenger on a sea-plane gets sick and dies.,https://www.imdb.com/title/tt0026744/?ref_=sr_i_19
20. Anna Karenina,1935,1h 35m,Approved,7.0,5.9K,,"The married Anna Karenina falls in love with Count Vronsky despite her husband's refusal to grant a divorce, and both must contend with the social repercussions.",https://www.imdb.com/title/tt0026071/?ref_=sr_i_20
21. Werewolf of London,1935,1h 15m,Approved,6.3,6.9K,,"After botanist Wilfred Glendon travels to Tibet in search of a rare flower, the Mariphasa, he returns to a London haunted by murders that can only be the work of bloodthirsty werewolves.",https://www.imdb.com/title/tt0027194/?ref_=sr_i_21
22. The Dark Angel,1935,1h 46m,Approved,6.6,1K,,"The close relationship between a woman and her two male childhood friends is tested when she accepts a marriage proposal from one of them, while the burgeoning First World War threatens to change their lives forever.",https://www.imdb.com/title/tt0026264/?ref_=sr_i_22
23. The Whole Town's Talking,1935,1h 33m,Approved,7.2,3.5K,,"A meek milquetoast clerk is mistaken for public enemy N° 1, and the notorious killer takes advantage of the situation.",https://www.imdb.com/title/tt0027214/?ref_=sr_i_23
24. She,1935,1h 41m,Approved,6.4,2K,,"A group of explorers search for the legendary ""flame of life"", a mysterious force that bestows immortality.",https://www.imdb.com/title/tt0026983/?ref_=sr_i_24
25. Alice Adams,1935,1h 39m,Approved,6.9,4.7K,,A working-class girl is thwarted and embarrassed in her attempts to move up socially by her gauche family and unstable father.,https://www.imdb.com/title/tt0026056/?ref_=sr_i_25
26. The Invisible Ray,1935,1h 20m,Approved,6.5,3.2K,,"A scientist becomes murderous after discovering, and being exposed to the radiation of, a powerful new element called Radium X.",https://www.imdb.com/title/tt0027800/?ref_=sr_i_26
27. David Copperfield,1935,2h 10m,Approved,7.3,4.9K,91,A gentle orphan discovers life and love in an indifferent adult world.,https://www.imdb.com/title/tt0026266/?ref_=sr_i_27
28. Mark of the Vampire,1935,1h,Approved,6.2,5.8K,,"When a nobleman is murdered, a professor of the occult blames vampires, but not all is what it seems.",https://www.imdb.com/title/tt0026685/?ref_=sr_i_28
29. Naughty Marietta,1935,1h 45m,Approved,6.5,1.6K,,"In order to avoid a prearranged marriage, a rebellious French princess sheds her identity and escapes to colonial New Orleans, where she finds an unlikely true love.",https://www.imdb.com/title/tt0026768/?ref_=sr_i_29
30. Becky Sharp,1935,1h 24m,Approved,5.8,1.4K,,"Against the backdrop of Napoleon's Waterloo campaign, an ambitious woman from a family of entertainers begins a destructive climb up the social ladder.",https://www.imdb.com/title/tt0026104/?ref_=sr_i_30
31. Sylvia Scarlett,1935,1h 35m,Approved,6.2,4.7K,,"When her father decides to flee to England, young Sylvia Scarlett must become Sylvester Scarlett and protect her father every step of the way, with the questionable help of plenty others.",https://www.imdb.com/title/tt0027067/?ref_=sr_i_31
32. Dante's Inferno,1935,1h 29m,Approved,6.6,964,,"Jim Carter moves in on the McWade's carnival concession which shows scenes from Dante's ""Inferno"". He makes it a going concern, marrying Betty along the way. An inspector calls the amusement pier unsafe but Carter bribes him. The pier collapses, leading to the inspector's suicide, injury to Pop McWade, trial for Carter, and Betty's leaving him. Carter starts over with an unsafe floating casino.",https://www.imdb.com/title/tt0026262/?ref_=sr_i_32
33. The Little Colonel,1935,1h 21m,PG,7.0,2K,,"In the post-Civil war south, a darling little girl attempts to restore the peace between her parents and her plantation owner grandfather.",https://www.imdb.com/title/tt0016029/?ref_=sr_i_33
34. The Lives of a Bengal Lancer,1935,1h 49m,Approved,7.0,3.4K,,Three British soldiers on the Northwest Frontier of India struggle against the enemy - and themselves.,https://www.imdb.com/title/tt0026643/?ref_=sr_i_34
35. Charlie Chan in Egypt,1935,1h 13m,Approved,6.6,2.2K,,"While investigating the theft of antiquities from an ancient tomb excavation, Charlie discovers the body of the expedition's leader concealed inside the mummy's wrappings.",https://www.imdb.com/title/tt0026197/?ref_=sr_i_35
36. Roberta,1935,1h 46m,Approved,7.0,3.8K,66,An American jazzman and his buddy woo a Russian princess and a fake countess in Paris.,https://www.imdb.com/title/tt0026942/?ref_=sr_i_36
37. The New Adventures of Tarzan,1935,4h 17m,Approved,5.3,442,,"Tarzan goes to Guatemala to find his lost friend, D'Arnot. On the way he helps Major Matling search Mayan ruins for hidden jewels and an idol containing the formula for a powerful explosive.",https://www.imdb.com/title/tt0026772/?ref_=sr_i_37
38. Curly Top,1935,1h 15m,G,6.8,2.2K,,"Wealthy Edward Morgan becomes charmed with a curly-haired orphan and her pretty older sister Mary and arranges to adopt both under the alias of ""Mr. Jones."" As he spends more time with them, he soon finds himself falling in love with Mary.",https://www.imdb.com/title/tt0026252/?ref_=sr_i_38
39. Peter Ibbetson,1935,1h 25m,Approved,6.9,2.8K,,A Victorian-era architect commissioned by the Duke of Towers to design his stables falls in love with the Duchess.,https://www.imdb.com/title/tt0026866/?ref_=sr_i_39
40. Ruggles of Red Gap,1935,1h 30m,Approved,7.6,4.7K,,An English valet brought to the American west assimilates into the American way of life.,https://www.imdb.com/title/tt0026955/?ref_=sr_i_40
41. Dangerous,1935,1h 19m,Approved,6.8,3.9K,,"An alcoholic actress who is considered a dangerous jinx is rehabilitated, but she then shows that she's as dangerous as ever.",https://www.imdb.com/title/tt0026261/?ref_=sr_i_41
42. Crime and Punishment,1935,1h 28m,Approved,6.9,2.4K,,Man is haunted by a murder he's committed.,https://www.imdb.com/title/tt0026246/?ref_=sr_i_42
43. The Case of the Curious Bride,1935,1h 20m,Approved,6.6,1.3K,,"Perry interrupts his vacation plans when an ex-girlfriend, now newly married, asks him to help her with murder and bigamy charges.",https://www.imdb.com/title/tt0026184/?ref_=sr_i_43
44. The Crusades,1935,2h 5m,Approved,6.5,1.4K,,King Richard and the Third Crusade (1190-1192) are given the DeMille treatment with more spectacle than history.,https://www.imdb.com/title/tt0026249/?ref_=sr_i_44
45. Charlie Chan's Secret,1935,1h 12m,Approved,6.9,1.8K,,"The heir to a huge fortune is presumed drowned, then shows up, is then murdered.",https://www.imdb.com/title/tt0027442/?ref_=sr_i_45
46. The Raven,1935,1h 1m,Approved,6.8,6.9K,44,A brilliant surgeon with a morbid obsession for instruments of torture grows dangerously obsessed with a young socialite whose life he's saved.,https://www.imdb.com/title/tt0026912/?ref_=sr_i_46
47. The Last Days of Pompeii,1935,1h 36m,Approved,6.4,1.3K,,"In the doomed Roman city, a gentle blacksmith becomes a corrupt gladiator, while his son leans toward Christianity.",https://www.imdb.com/title/tt0026605/?ref_=sr_i_47
48. Reckless,1935,1h 37m,Approved,6.4,1.6K,,Wealthy man Bob Harrison buys all theater seats to watch Mona Leslie's musical alone. He and her agent Ned Riley love her. Rivalry between the two men over Mona Leslie creates conflict.,https://www.imdb.com/title/tt0026914/?ref_=sr_i_48
49. The Good Fairy,1935,1h 38m,Approved,7.5,1.7K,,A naive girl just out of a cloistered orphanage finds that being a 'good fairy' to strangers makes life awfully complicated.,https://www.imdb.com/title/tt0026424/?ref_=sr_i_49
50. The Dawn Rider,1935,53m,Approved,5.1,1.4K,,"Just as John travels to visit his father, he witnesses his death and suffers a gun wound - a beautiful woman is kind enough to help him bring the killers to justice, but jealousy from another man may cause problems.",https://www.imdb.com/title/tt0026267/?ref_=sr_i_50
51. 'G' Men,1935,1h 25m,Approved,7.1,4.5K,,James Cagney helped jump-start the gangster genre as The Public Enemy. Outcries against movies that glorified underworld criminals put Cagney on the side of the law in 'G' Men.,https://www.imdb.com/title/tt0026393/?ref_=sr_i_51
52. Phantom Ship,1935,1h 2m,Approved,5.4,1.1K,,"During a horrific storm at sea, the crew realizes that there is a murderer among them who is killing them off one by one.",https://www.imdb.com/title/tt0026759/?ref_=sr_i_52
53. Annie Oakley,1935,1h 30m,Approved,6.6,2K,,A romanticized biography of the famous sharpshooter.,https://www.imdb.com/title/tt0026073/?ref_=sr_i_53
54. Barbary Coast,1935,1h 31m,Approved,6.7,2.2K,,"Mary Rutledge arrives from the East, finds her fiance dead, and goes to work at the roulette wheel of Louis Charnalis' Bella Donna, a rowdy gambling house in 1850s San Francisco.",https://www.imdb.com/title/tt0026097/?ref_=sr_i_54
55. The Farmer Takes a Wife,1935,1h 31m,Approved,6.4,507,,"Charming love story set on the Erie Canal in the mid-19th Century. A farmer works on the canal to earn money to buy a farm. He meets a cook on a canal boat, but she can't even consider leaving the exciting life on the canal for a banal one on a farm...",https://www.imdb.com/title/tt0026338/?ref_=sr_i_55
56. Charlie Chan in Shanghai,1935,1h 11m,Approved,6.9,1.7K,,"When a prominent official is murdered at a banquet honoring Charle Chan, the detective and son Lee team up to expose an opium-smuggling ring.",https://www.imdb.com/title/tt0026199/?ref_=sr_i_56
57. Front Page Woman,1935,1h 22m,Approved,6.5,1.8K,,"A woman reporter tries to prove she's just as good as any man, but runs into trouble along the way.",https://www.imdb.com/title/tt0026388/?ref_=sr_i_57
58. Broadway Melody of 1936,1935,1h 41m,Approved,6.7,2.2K,,"A Broadway producer is reluctant to hire his high school sweetheart for the leading role in a new show, so she decides to take advantage of a rumor started by a gossip columnist.",https://www.imdb.com/title/tt0026144/?ref_=sr_i_58
59. The Ghost Goes West,1935,1h 35m,Approved,6.7,2.2K,,"A haunted Scottish castle is dismantled and transported to Florida, bringing the family ghost along with it.",https://www.imdb.com/title/tt0026406/?ref_=sr_i_59
60. The Phantom Empire,1935,4h 5m,Approved,6.1,567,,"When the ancient continent of Mu sank beneath the ocean, some of its inhabitant survived in caverns beneath the sea. Cowboy singer Gene Autry stumbles upon the civilization, now buried beneath his own Radio Ranch. The Muranians have developed technology and weaponry such as television and ray guns. Their rich supply of radium draws unscrupulous speculators from the surface. The peaceful civilization of the Muranians is corrupted by the greed from above, and it becomes Autry's task to prevent all-out war, ideally without disrupting his regular radio show.",https://www.imdb.com/title/tt0026867/?ref_=sr_i_60
61. Riffraff,1935,1h 34m,Approved,6.2,1.2K,,"Charismatic tuna fisherman Dutch rises in union ranks but pride costs him job, marriage to cannery worker Hattie after failed strike. Despite deep love, they must overcome stubbornness.",https://www.imdb.com/title/tt0026932/?ref_=sr_i_61
62. China Seas,1935,1h 27m,Approved,6.9,3.1K,,"When earthy Dolly Portland is rejected by Captain Gaskell in favor of a socialite, she aids Jamesy McCardle, in league with Malay pirates, in his plot to seize Gaskell's ship.",https://www.imdb.com/title/tt0026205/?ref_=sr_i_62
63. Carnival in Flanders,1935,1h 35m,,7.4,1.5K,,Tells the story of the Spanish invasion of Flanders,https://www.imdb.com/title/tt0026564/?ref_=sr_i_63
64. Transatlantic Tunnel,1935,1h 34m,Approved,6.0,1.1K,,A team of international scientists and engineers attempts to build a tunnel under the ocean.,https://www.imdb.com/title/tt0027131/?ref_=sr_i_64
