Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
67. The Littlest Rebel,1935,1h 13m,PG,6.7,1.7K,,"Shirley Temple's father, a rebel officer, sneaks back to his rundown plantation to see his family and is arrested. A Yankee takes pity and sets up an escape. Everyone is captured and the officers are to be executed. Shirley and ""Bojangles"" Robinson beg President Lincoln to intercede.",https://www.imdb.com/title/tt0026641/?ref_=sr_i_67,"['Edwin J. Burke', 'Edward Peple', 'Harry Tugend']",['David Butler'],"['Shirley Temple', 'John Boles', 'Jack Holt', 'Karen Morley', 'Bill Robinson', ""Guinn 'Big Boy' Williams"", 'Willie Best', 'Frank McGlynn Sr.', 'Bessie Lyle', 'Hannah Washington']",,,,,"December 27, 1935",['United States'],"['20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA']",['Twentieth Century Fox'],"Awards, 4 wins total","['Comedy', 'Drama', 'Family', 'Musical', 'War']",['English']
68. The Lost City,1935,1h 20m,Approved,4.8,332,,"An evil scientist plots to take over the world from his base in Africa, where he has invented a machine that can cause earthquakes.",https://www.imdb.com/title/tt0026216/?ref_=sr_i_68,"['Zelma Carroll', 'George M. Merrick', 'Robert Dillon']",['Harry Revier'],"[""William 'Stage' Boyd"", 'Kane Richmond', 'Claudia Dell', 'Josef Swickard', 'Sam Baker', 'Eddie Fetherston', 'Billy Bletcher', 'Jerry Frank', ""George 'Gabby' Hayes"", 'William Millman']",,,,,"March 6, 1935",['United States'],"['Mack Sennett Studios - 1712 Glendale Blvd., Silver Lake, Los Angeles, California, USA (Studio)']",['Super Serial Productions Inc.'],,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","['French', 'English']"
69. The Black Room,1935,1h 8m,Approved,6.9,2.5K,,"Ignoring an ancient prophecy, evil brother Gregor seeks to maintain his feudal power on his his Tyrolean estate by murdering and impersonating his benevolent younger twin.",https://www.imdb.com/title/tt0026123/?ref_=sr_i_69,"['Arthur Strawn', 'Henry Myers']",['Roy William Neill'],"['Boris Karloff', 'Marian Marsh', 'Robert Allen', 'Thurston Hall', 'Katherine DeMille', 'John Buckler', 'Henry Kolker', 'Colin Tapley', 'Torben Meyer', 'John Beck']",,,,,"July 15, 1935",['United States'],"['Culver City, California, USA (Exterior Castle set and Exterior Tyrolean town at the RKO Forty Acres Backlot)']",['Columbia Pictures'],,['Horror'],['English']
70. Bonnie Scotland,1935,1h 20m,Approved,6.7,2.2K,,Stan and Ollie mistakenly enlist in the army and find themselves posted to the Northwest Frontier in India on a dangerous mission.,https://www.imdb.com/title/tt0026126/?ref_=sr_i_70,"['Frank Butler', 'Jefferson Moffitt', 'Oliver Hardy']",['James W. Horne'],"['Stan Laurel', 'Oliver Hardy', 'June Lang', 'William Janney', 'Anne Grey', 'Vernon Steele', 'James Finlayson', 'David Torrence', 'Maurice Black', 'Daphne Pollard']",,,,,"August 23, 1935",['United States'],"['Fryman Ranch, Laurel Canyon, Hollywood Hills, Los Angeles, California, USA (Scottish scenes)']",['Hal Roach Studios'],,['Comedy'],['English']
71. Magnificent Obsession,1935,1h 52m,Approved,6.8,1.2K,,"The life of spoiled rich Robert Merrick is saved through the use of a hospital's sole resuscitator, but because the medical device cannot be in two places at once, it results in the death of Dr. Hudson, a selfless, brilliant surgeon and generous philanthropist. Merrick falls for Hudson's widow Helen, although she holds him responsible for her husband's demise. One day, he insists on driving her home and makes a pass at her. She gets out of the car and is struck by another car, then goes blind. Merrick talks to a friend of Dr. Hudson who tells him that her husband had a philosophy: to help people, but never let it be known that you are the one helping them. Only then, he believed, could there be true reward in life. Merrick watches over Helen and visits her during her recuperation, concealing his identity and calling himself Dr. Robert. When he finds out that she is nearly penniless, he secretly pays for specialists to try to restore her vision. Finally, she travels to Paris and is told that her eyesight is gone forever. Robert follows her, confesses his true identity, and proposes marriage. She forgives him but leaves, not wanting to be a burden to him. Years later, Robert puts himself through school and becomes a brain surgeon. He learns that Helen urgently needs an operation, which he performs. When she awakens, her sight has miraculously returned.",https://www.imdb.com/title/tt0026667/?ref_=sr_i_71,"['Sarah Y. Mason', 'Victor Heerman', ""George O'Neil""]",['John M. Stahl'],"['Irene Dunne', 'Robert Taylor', 'Charles Butterworth', 'Betty Furness', 'Sara Haden', 'Ralph Morgan', 'Henry Armetta', 'Gilbert Emery', 'Arthur Treacher', 'Beryl Mercer']",,,,,"December 30, 1935",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Universal Pictures'],"Awards, 3 wins total","['Drama', 'Romance']","['English', 'French', 'German']"
72. The Gilded Lily,1935,1h 20m,Approved,6.8,864,,A stenographer becomes a famed entertainer and is courted by an English nobleman and an informal American reporter.,https://www.imdb.com/title/tt0026409/?ref_=sr_i_72,"['Claude Binyon', 'Jack Kirkland', 'Melville Baker']",['Wesley Ruggles'],"['Claudette Colbert', 'Fred MacMurray', 'Ray Milland', 'C. Aubrey Smith', 'Luis Alberni', 'Eddie Craven', 'Donald Meek', 'Charles Irwin', 'Forrester Harvey', 'Grace Bradley']",,,,,"January 25, 1935",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Awards, 1 win total","['Comedy', 'Romance']",['English']
73. The Murder Man,1935,1h 9m,Approved,6.8,1.3K,,"When a crooked businessman is fatally shot, a hotshot New York newspaper reporter specializing in murder stories narrows in on the dead man's associate.",https://www.imdb.com/title/tt0026739/?ref_=sr_i_73,"['Tim Whelan', 'John C. Higgins', 'Guy Bolton']",['Tim Whelan'],"['Spencer Tracy', 'James Stewart', 'Virginia Bruce', 'Lionel Atwill', 'Harvey Stephens', 'Robert Barrat', 'William Collier Sr.', 'Bobby Watson', 'William Demarest', 'John Sheehan']","$167,000 (estimated)",,,,"July 12, 1935",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Crime', 'Drama', 'Mystery', 'Romance']",['English']
74. The Desert Trail,1935,54m,Approved,5.2,1.1K,,Rodeo star John Scott and his gambler friend Kansas Charlie are wrongly accused of armed robbery. They leave town as fast as they can to go looking for their own suspects in Poker City.,https://www.imdb.com/title/tt0026273/?ref_=sr_i_74,['Lindsley Parsons'],['Lewis D. Collins'],"['John Wayne', 'Mary Kornman', 'Paul Fix', 'Eddy Chandler', 'Carmen Laroux', 'Lafe McKee', 'Al Ferguson', 'Henry Hall', 'Frank Ball', 'Frank Brownlee']",,,,,"April 22, 1935",['United States'],"['Santa Clarita, California, USA']",['Paul Malvern Productions'],,['Western'],['English']
75. The Triumph of Sherlock Holmes,1935,1h 15m,Approved,5.7,877,,"Holmes, retired to Sussex, is drawn into a last case when his arch enemy Moriarty arranges with an American gang to kill one John Douglas, a country gentleman with a mysterious past.",https://www.imdb.com/title/tt0027136/?ref_=sr_i_75,"['Arthur Conan Doyle', 'H. Fowler Mear', 'Cyril Twyford']",['Leslie S. Hiscott'],"['Arthur Wontner', 'Lyn Harding', 'Leslie Perrins', 'Jane Carr', 'Ian Fleming', 'Charles Mortimer', 'Minnie Rayner', 'Michael Shepley', 'Ben Welden', 'Roy Emerton']",,,,,"August 26, 1935",['United Kingdom'],,['Julius Hagen Productions'],,"['Crime', 'Mystery', 'Thriller']",['English']
76. Kind Lady,1935,1h 16m,Approved,6.9,676,,"Henry, a homeless artist, is invited in from the cold by Mary. Her kindness is exploited as Henry, his family and friends manipulate their way into living in her home. Mary tries to get rid of them, but they have their own scheme in mind.",https://www.imdb.com/title/tt0027845/?ref_=sr_i_76,"['Bernard Schubert', 'Edward Chodorov', 'Hugh Walpole']",['George B. Seitz'],"['Aline MacMahon', 'Basil Rathbone', 'Mary Carlisle', 'Frank Albertson', 'Dudley Digges', 'Doris Lloyd', 'Nola Luxford', 'Murray Kinnell', 'Eily Malyon', 'Justine Chase']",,,,,"December 6, 1935",['United States'],"['Church Alley, Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Psychological Drama', 'Soap Opera', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
77. Scrooge,1935,1h 18m,Approved,6.5,2.8K,,"Ebenezer Scrooge, a mean old miser, hasn't a good word for Christmas, though his impoverished clerk Bob Cratchit and nephew Fred are full of holiday spirit. On Christmas Eve, Scrooge is visited by spirits of the past, present, and future.",https://www.imdb.com/title/tt0026972/?ref_=sr_i_77,"['Charles Dickens', 'H. Fowler Mear']",['Henry Edwards'],"['Seymour Hicks', 'Donald Calthrop', 'Robert Cochran', 'Mary Glynne', 'Oscar Asche', 'Athene Seyler', 'Mary Lawson', 'Maurice Evans', 'Garry Marsh', 'Barbara Everest']",,,,,"November 30, 1935",['United Kingdom'],"['Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK (studio: produced at Twickenham Film Studios)']",['Julius Hagen Productions'],"Awards, 1 win & 1 nomination total","['Drama', 'Family', 'Fantasy', 'Holiday']",['English']
78. She Married Her Boss,1935,1h 25m,Approved,6.5,762,,"An efficient secretary at a department store marries her boss, but discovers that taking care of him at home is a lot different to taking care of him at work.",https://www.imdb.com/title/tt0026986/?ref_=sr_i_78,"['Sidney Buchman', 'Thyra Samter Winslow', 'Gregory La Cava']",['Gregory La Cava'],"['Claudette Colbert', 'Melvyn Douglas', 'Michael Bartlett', 'Raymond Walburn', 'Jean Dixon', 'Katharine Alexander', 'Edith Fellows', 'Clara Kimball Young', 'Grace Hayle', 'Charles Arnt']",,,,,"September 19, 1935",['United States'],,['Columbia Pictures'],"Awards, 1 win total","['Comedy', 'History', 'Mystery', 'Romance']",['English']
79. The Lone Wolf Returns,1935,1h 8m,Approved,6.7,232,,Michael Lanyard also known as the Lone Wolf once retired from stealing jewels but relapses back into his old habits when he is tempted by the emerald pendant of beautiful socialite Marcia Stewart. The trouble is that he falls for the belle and he soon gets more interested in getting the girl than the jewels that adorn her. What he wants now is to return the pendant but a rival gang interfere and force him to take part in a big-time caper.,https://www.imdb.com/title/tt0026646/?ref_=sr_i_79,"['Joseph Krumgold', 'Bruce Manning', 'Lionel Houser']",['Roy William Neill'],"['Melvyn Douglas', 'Gail Patrick', 'Tala Birell', 'Henry Mollison', 'Thurston Hall', 'Raymond Walburn', 'Douglass Dumbrille', 'Nana Bryant', 'Robert Middlemass', ""Robert Emmett O'Connor""]",,,,,"December 31, 1935",['United States'],,['Columbia Pictures'],,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Romance']",['English']
80. The Clairvoyant,1935,1h 21m,Approved,6.6,1.2K,,"A fake music-hall clairvoyant meets a woman, and suddenly his predictions seem to come true ...",https://www.imdb.com/title/tt0024989/?ref_=sr_i_80,"['Charles Bennett', 'Ernst Lothar', 'Bryan Edgar Wallace']",['Maurice Elvey'],"['Claude Rains', 'Fay Wray', 'Mary Clare', 'Ben Field', 'Jane Baxter', 'Athole Stewart', 'C. Denier Warren', 'Felix Aylmer', 'Donald Calthrop', 'Frank Cellier']",,,,,"July 15, 1935",['United Kingdom'],"['Gainsborough Studios, Islington, London, England, UK']",['Gaumont British Picture Corporation'],"Awards, 1 win total","['Drama', 'Mystery', 'Romance', 'Thriller']",['English']
81. The Wedding Night,1935,1h 23m,Approved,6.6,1.1K,,"Because his finances are low and he is seeking background for a new book, author Tony Barratt and his wife Dora return to his country home in Connecticut. While he is finding material for his book on the lives and customs of the local immigrant tobacco farmers, his wife returns to New York and, alas, his Japanese servant deserts him. He meets neighboring farm girl Manya Novak and hires her to cook his meals and clean his house. They soon fall in love, but following the customs of the old country, her father has entered a 'marriage bargain' for her to wed Fredrik Sobieski, a man not of her choosing.",https://www.imdb.com/title/tt0027189/?ref_=sr_i_81,"['Edwin H. Knopf', 'Edith Fitzgerald']",['King Vidor'],"['Gary Cooper', 'Anna Sten', 'Ralph Bellamy', 'Helen Vinson', 'Sig Ruman', 'Esther Dale', 'Leonid Snegoff', 'Eleanor Wesselhoeft', 'Milla Davenport', 'Agnes Anderson']",,,,,"March 8, 1935",['United States'],"['Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA (Studio)']",['The Samuel Goldwyn Company'],"Awards, 3 wins & 1 nomination total","['Drama', 'Romance']","['English', 'Polish']"
82. Stolen Harmony,1935,1h 20m,Approved,6.4,105,,"Bandleader Jack Conrad is impressed by prison inmate Ray Ferrera on saxophone. Conrad hires Ray to join his band and tour upon his release. Ray hooks up with Jean, a dancer in the show, and the two become a successful dance act. However, when an ex-inmate buddy of Ray's robs the tour bus, Ray is suspected of wrongdoing by Jack and the others in the group. After a gang of thugs hijacks the tour bus, Ray tries to use his street smarts to redeem his reputation.",https://www.imdb.com/title/tt0027043/?ref_=sr_i_82,"['Claude Binyon', 'Lewis R. Foster', 'Leon Gordon']",['Alfred L. Werker'],"['George Raft', 'Ben Bernie', 'Grace Bradley', 'Iris Adrian', 'Lloyd Nolan', 'Goodee Montgomery', 'Charles Arnt', 'Stanley Andrews', 'Earl Askam', 'Harry Bernard']",,,,,"April 20, 1935",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],,"['Crime', 'Musical', 'Romance']",['English']
83. Hop-a-Long Cassidy,1935,1h,Approved,6.7,425,,An evil ranch foreman tries to provoke a range war by playing two cattlemen against each other while helping a gang to rustle the cattle.,https://www.imdb.com/title/tt0026493/?ref_=sr_i_83,"['Clarence E. Mulford', 'Doris Schroeder', 'Harrison Jacobs']",['Howard Bretherton'],"['William Boyd', 'James Ellison', 'Paula Stone', ""George 'Gabby' Hayes"", 'Kenneth Thomson', 'Frank McGlynn Jr.', 'Charles Middleton', 'Robert Warwick', 'Willie Fung', 'Frank Campeau']","$85,000 (estimated)",,,,"August 23, 1935",['United States'],"['Alabama Hills, Lone Pine, California, USA']",['Harry Sherman Productions'],,"['Drama', 'Western']",['English']
84. Gold Diggers of 1935,1935,1h 35m,Approved,6.8,3.1K,,"Romantic antics abound among the guests at a luxury hotel, including a stage director, an eccentric millionaire, and the daughter of a financial backer.",https://www.imdb.com/title/tt0026421/?ref_=sr_i_84,"['Manuel Seff', 'Peter Milne', 'Robert Lord']",['Busby Berkeley'],"['Dick Powell', 'Adolphe Menjou', 'Gloria Stuart', 'Alice Brady', 'Hugh Herbert', 'Glenda Farrell', 'Frank McHugh', 'Joseph Cawthorn', 'Grant Mitchell', 'Dorothy Dare']",,,,,"March 15, 1935",['United States'],"['Stage 14, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['First National Pictures'],"Won 1 Oscar, 1 win & 1 nomination total","['Comedy', 'Musical', 'Romance']",['English']
85. The Big Broadcast of 1936,1935,1h 37m,,5.6,365,,"Spud Miller hopes to save his struggling radio station by winning a broadcast competition, with the help of the Radio Eye, an invention that can display live events from anywhere in the world.",https://www.imdb.com/title/tt0026113/?ref_=sr_i_85,"['Walter DeLeon', 'Francis Martin', 'Ralph Spence']",['Norman Taurog'],"['Jack Oakie', 'George Burns', 'Gracie Allen', 'Lyda Roberti', 'Wendy Barrie', 'Henry Wadsworth', 'C. Henry Gordon', 'Benny Baker', 'Bing Crosby', 'Ethel Merman']",,,,,"September 20, 1935",['United States'],"['Paramount Studios, Astoria, Queens, New York City, New York, USA (Paramount Astoria studio site)']",['Paramount Pictures'],"Nominated for 1 Oscar, 1 nomination total","['Slapstick', 'Comedy', 'Musical']",['English']
86. Black Fury,1935,1h 34m,Approved,6.4,1.1K,,An immigrant coal miner finds himself in the middle of a bitter labor dispute between the workers and the mine owners.,https://www.imdb.com/title/tt0026121/?ref_=sr_i_86,"['Abem Finkel', 'Carl Erickson', 'Michael A. Musmanno']",['Michael Curtiz'],"['Paul Muni', 'Karen Morley', 'William Gargan', 'Barton MacLane', 'John Qualen', 'J. Carrol Naish', 'Vince Barnett', 'Tully Marshall', ""Henry O'Neill"", 'Joseph Crehan']",,,,,"May 18, 1935",['United States'],"['Warner Ranch, Calabasas, California, USA (mine shaft scenes)']",['First National Pictures'],"Nominated for 1 Oscar, 2 wins & 2 nominations total","['Crime', 'Drama', 'Romance']",['English']
87. The Glass Key,1935,1h 20m,Approved,6.9,575,,"Ed Beaumont, a close friend and bodyguard to political boss Paul Madvig, faces a murder case, risking his life and reputation to uncover the killer.",https://www.imdb.com/title/tt0026416/?ref_=sr_i_87,"['Dashiell Hammett', 'Kathryn Scola', 'Kubec Glasmon']",['Frank Tuttle'],"['George Raft', 'Claire Dodd', 'Edward Arnold', 'Rosalind Keith', 'Charles Richman', 'Robert Gleckler', ""Guinn 'Big Boy' Williams"", 'Ray Milland', 'Tammany Young', 'Harry Tyler']",,,,,"June 15, 1935",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],,"['Film Noir', 'Crime', 'Drama', 'Mystery']",['English']
88. Star of Midnight,1935,1h 30m,Approved,6.7,1.9K,,"When a dancer disappears from a theater, her former lover asks lawyer Clay Dalzell to investigate, leading him on a trail of murder and deception.",https://www.imdb.com/title/tt0027040/?ref_=sr_i_88,"['Howard J. Green', 'Anthony Veiller', 'Edward Kaufman']",['Stephen Roberts'],"['William Powell', 'Ginger Rogers', 'Paul Kelly', 'Gene Lockhart', 'Ralph Morgan', 'Leslie Fenton', 'J. Farrell MacDonald', 'Russell Hopton', 'Vivien Oakland', ""Robert Emmett O'Connor""]","$280,000 (estimated)",,,,"April 19, 1935",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],"Awards, 2 wins total","['Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Mystery', 'Romance']",['English']
89. Westward Ho,1935,1h 1m,Approved,5.7,670,,As a youngster John Wyatt saw his parents killed and his brother kidnapped. On a wagon train heading West he meets his brother who is now a spy for the gang which originally did the dirty work. He and his brother both fall for Mary Gordon.,https://www.imdb.com/title/tt0027200/?ref_=sr_i_89,"['Robert Emmett Tansey', 'Lindsley Parsons']",['Robert N. Bradbury'],"['John Wayne', 'Sheila Bromley', 'Frank McGlynn Jr.', 'Jim Farley', 'Jack Curtis', 'Bradley Metcalfe', 'Dickie Jones', 'Mary MacLaren', 'Yakima Canutt', 'Hank Bell']","$35,000 (estimated)",,,,"August 19, 1935",['United States'],"['Alabama Hills, Lone Pine, California, USA']",['Paul Malvern Productions'],,"['Drama', 'Western']",['English']
90. Toni,1935,1h 24m,,7.2,2.2K,,"In the 1920s, the Provence is a magnet for immigrants seeking work in the quarries or in agriculture. Many mingle with locals and settle down permanently - like Toni, an Italian who has moved in with Marie, a Frenchwoman. Even a well-ordered existence is not immune from boredom, friendship, love, or enmity, and Toni gets entangled in a web of increasingly passionate relationships. For there is his best pal Fernand, but also Albert, his overbearing foreman; there is Sebastian, a steady Spanish peasant, but also Gabi, his young rogue relative; there is Marie, but there is also Josefa.",https://www.imdb.com/title/tt0025898/?ref_=sr_i_90,"['Jean Renoir', 'Jacques Levert', 'Carl Einstein']",['Jean Renoir'],"['Charles Blavette', 'Celia Montalván', 'Jenny Hélia', 'Édouard Delmont', 'Max Dalban', 'Michel Kovachevitch', 'Andrex', 'Paul Bozzi', 'Vincent Florio', 'Jacques Levert']",,,,,"November 4, 1936",['France'],"['Martigues, Bouches-du-Rhône, France (railway bridge, town)']",['Les Films Marcel Pagnol'],"Awards, 1 nomination total","['Crime', 'Drama', 'Romance']","['French', 'Italian', 'Spanish']"
91. The Pace That Kills,1935,1h 8m,PG,3.6,722,,"A drug dealer on the run from the law meets an innocent young girl and her brother and turns them into ""cocaine fiends.""",https://www.imdb.com/title/tt0028074/?ref_=sr_i_91,"['Lois January', 'Noel Madison', 'Sheila Bromley']","[""William A. O'Connor""]","['Lois January', 'Noel Madison', 'Sheila Bromley', 'Dean Benton', 'Lois Lindsay', 'Charles Delaney', 'Eddie Phillips', 'Frank Shannon', 'Fay Holden', 'Maury Peck']",,,,,December 1935,['United States'],"['Twin Barrels Drive-In Restaurant - 7228 Beverly Boulevard, Los Angeles, California, USA (drive-in restaurant - no longer extant)']",['Willis Kent Productions'],,"['Crime', 'Drama']",['English']
92. Merlusse,1935,1h 12m,,7.0,256,,"Merlusse is a teacher in an all-boys boarding school - pupils hate him since he smells, has a glass eye and is very strict. When Christmas Eve arrives most boys leave school to spend the holidays with their families but a small group of lonely boys is left behind with Merlusse as their overseer. Merlusse doesn't get along with the boys very well and they pull various tricks on him but on Christmas Morning boys wake to find a huge surprise waiting for them...",https://www.imdb.com/title/tt0026703/?ref_=sr_i_92,['Marcel Pagnol'],['Marcel Pagnol'],"['Henri Poupon', 'André Pollack', 'Annie Toinon', 'Thommeray', 'Jean Castan', 'Le Petit Jacques', ""d'Armans"", 'Fernand Bruno', 'Robert Aviérinos', 'Robert Chaux']",,,,,"March 16, 1938",['France'],"['Studios Marcel Pagnol, Marseille, France']",['Films Marcel Pagnol'],,"['Comedy', 'Drama']",['French']
93. Clive of India,1935,1h 34m,Approved,6.2,470,,"In the 1700s Clive, clerk of the East India Company, transfers and become a soldier. His leadership and gift for manipulation strengthen England's hold over India but his wealth is often threatened by the enemies he makes along the way.",https://www.imdb.com/title/tt0026221/?ref_=sr_i_93,"['W.P. Lipscomb', 'R.J. Minney']",['Richard Boleslawski'],"['Ronald Colman', 'Loretta Young', 'Colin Clive', 'Francis Lister', 'C. Aubrey Smith', 'Cesar Romero', 'Montagu Love', 'Lumsden Hare', 'Ferdinand Munier', 'Gilbert Emery']",,,,,"January 25, 1935",['United States'],,['20th Century Pictures'],"Awards, 2 wins total","['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Romance', 'War']",['English']
94. Private Worlds,1935,1h 24m,Unrated,6.4,422,,"The work of a progressive female psychiatrist and her colleague at a mental hospital is threatened by the arrival of a conservative new supervisor, who disapproves of both her methods and the fact that she is a woman in a ""man's field.""",https://www.imdb.com/title/tt0026893/?ref_=sr_i_94,"['Lynn Starling', 'Gregory La Cava', 'Gladys Unger']",['Gregory La Cava'],"['Claudette Colbert', 'Charles Boyer', 'Joan Bennett', 'Helen Vinson', 'Joel McCrea', 'Jean Rouverol', 'Esther Dale', ""Guinn 'Big Boy' Williams"", 'Dora Clement', 'Sam Godfrey']",,,,,"April 19, 1935",['United States'],"['General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA']","['Walter Wanger Productions', 'Paramount Pictures']","Nominated for 1 Oscar, 3 wins & 1 nomination total",['Drama'],['English']
95. Her Last Affaire,1935,1h 18m,,5.8,89,,"The wife of a politician is found dead at a country inn, where she had been seen with the politician's secretary, Alan. He is the immediate suspect but has a valid alibi.",https://www.imdb.com/title/tt0027733/?ref_=sr_i_95,"['Walter Ellis', 'Ian Dalrymple']",['Michael Powell'],"['Hugh Williams', 'Francis L. Sullivan', 'Viola Keats', 'Sophie Stewart', 'John Laurie', 'Googie Withers', 'Felix Aylmer', 'Cecil Parker', 'Henry Caine', 'Eliot Makeham']",,,,,"May 25, 1936",['United Kingdom'],,['New Ideal'],,['Drama'],['English']
96. False Pretenses,1935,1h 8m,Approved,5.8,187,,Problems develop when a girl borrows money from a friend so that she can impress a wealthy man who wants to marry her.,https://www.imdb.com/title/tt0026333/?ref_=sr_i_96,"['Betty Burbridge', 'Ewart Adamson']",['Charles Lamont'],"['Irene Ware', 'Sidney Blackmer', 'Betty Compson', 'Russell Hopton', 'Edward Gargan', 'Ernest Wood', 'Lucy Beaumont', 'Marshall Ruth', 'Dot Farley', 'John Picorri']",,,,,"October 22, 1935",['United States'],"['Mascot Studios, Hollywood, Los Angeles, California, USA (Studio)']",['Chesterfield Motion Pictures Corporation (I)'],,"['Comedy', 'Romance']",['English']
97. A Shot in the Dark,1935,1h 9m,Approved,5.4,257,,"The apparent hanging of a suicidal student is revealed to be murder, as he was already dead when the noose was placed around his neck, killed by a sharp needle that penetrated the back of his skull with great force.",https://www.imdb.com/title/tt0026991/?ref_=sr_i_97,"['Clifford Orr', 'Charles Belden']",['Charles Lamont'],"['Charles Starrett', 'Robert Warwick', 'Edward Van Sloan', 'Marion Shilling', 'Helen Jerome Eddy', 'Doris Lloyd', 'James Bush', 'Julian Madison', 'Eddie Tamblyn', 'Ralph Brooks']",,,,,"February 1, 1935",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA']",['Chesterfield Motion Pictures Corporation (I)'],,"['Mystery', 'Thriller']",['English']
98. Brewster's Millions,1935,1h 20m,Approved,7.3,89,,"Jack Brewster is a pennyless English lad who learns that he has inherited 6 million pounds sterling from a recently deceased relative. But soon learns that he must spend 500,000 pounds in 60 days to inherit the rest of the money, or forfeit the entire inheritance.",https://www.imdb.com/title/tt0023841/?ref_=sr_i_98,"['Arthur Wimperis', 'Donovan Pedelty', 'Clifford Grey']",['Thornton Freeland'],"['Jack Buchanan', 'Lili Damita', ""Nancy O'Neil"", 'Sydney Fairbrother', 'Ian McLean', 'Fred Emney', 'Allan Aynesworth', 'Lawrence Hanray', 'Dennis Hoey', 'Henry Wenman']",,,,,"April 5, 1935",['United Kingdom'],"['British and Dominions Studios, Elstree, Hertfordshire, England, UK (Studio)']","['Herbert Wilcox Productions', 'British & Dominions Film Corporation']",,"['Comedy', 'Musical']",['English']
99. The Riverside Murder,1935,1h 4m,,5.8,398,,Investor Robert Norman murdered before meeting. Police investigate. Journalist Claire Haines pursues story to impress editor. Intertwining narratives of crime solving and reporting unfold.,https://www.imdb.com/title/tt0026939/?ref_=sr_i_99,"['Selwyn Jepson', 'Stanislas-André Steeman']",['Albert Parker'],"['Basil Sydney', 'Judy Gunn', 'Zoe Davis', 'Alastair Sim', 'Reginald Tate', 'Ian Fleming', 'Tom Helmore', 'Martin Lewis', 'C.M. Hallard', 'Ernest Borrow']",,,,,"June 24, 1935",['United Kingdom'],"['Fox British studios, Wembley, London, England, UK (Studio, uncredited)']",['Fox Film Company'],,"['Crime', 'Mystery']",['English']
100. Princesse Tam-Tam,1935,1h 17m,Not Rated,6.3,583,,A French novelist passes off a African shepherdess as a princess.,https://www.imdb.com/title/tt0026891/?ref_=sr_i_100,"['Pepito Abatino', 'Yves Mirande']",['Edmond T. Gréville'],"['Josephine Baker', 'Albert Préjean', 'Robert Arnoux', 'Germaine Aussey', 'Georges Péclet', 'Viviane Romance', 'Jean Galland', 'Paul Demange', 'Marion Malville', 'Teddy Michaud']",,,,,"November 2, 1935",['France'],['Tunisia'],['Productions Arys'],,"['Satire', 'Comedy', 'Drama']",['French']
101. The Case of the Lucky Legs,1935,1h 17m,Approved,6.5,935,,"A con man who stages phony ""lucky legs"" beauty contests and leaves town with the money is found with a surgical knife in his heart by Mason.",https://www.imdb.com/title/tt0026185/?ref_=sr_i_101,"['Brown Holmes', 'Ben Markson', 'Jerome Chodorov']",['Archie Mayo'],"['Warren William', 'Genevieve Tobin', 'Patricia Ellis', 'Lyle Talbot', 'Allen Jenkins', 'Barton MacLane', 'Peggy Shannon', 'Porter Hall', 'Anita Kerry', 'Craig Reynolds']",,,,,"October 5, 1935",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['First National Pictures'],"Awards, 1 win total","['Comedy', 'Crime', 'Mystery']",['English']
