Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Avatar,2009,2h 42m,PG-13,7.9,1.4M,83,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,https://www.imdb.com/title/tt0499549/?ref_=sr_i_1
2. Transformers: Revenge of the Fallen,2009,2h 29m,PG-13,6.0,440K,35,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://www.imdb.com/title/tt1055369/?ref_=sr_i_2
3. Harry Potter and the Half-Blood Prince,2009,2h 33m,PG,7.6,624K,78,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",https://www.imdb.com/title/tt0417741/?ref_=sr_i_3
4. The Twilight Saga: New Moon,2009,2h 10m,PG-13,4.8,309K,44,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.",https://www.imdb.com/title/tt1259571/?ref_=sr_i_4
5. Up,2009,1h 36m,PG,8.3,1.2M,88,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",https://www.imdb.com/title/tt1049413/?ref_=sr_i_5
6. The Hangover,2009,1h 40m,R,7.7,881K,73,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,https://www.imdb.com/title/tt1119646/?ref_=sr_i_6
7. Star Trek,2009,2h 7m,PG-13,7.9,629K,82,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,https://www.imdb.com/title/tt0796366/?ref_=sr_i_7
8. The Blind Side,2009,2h 9m,PG-13,7.6,373K,53,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",https://www.imdb.com/title/tt0878804/?ref_=sr_i_8
9. Alvin and the Chipmunks: The Squeakquel,2009,1h 28m,PG,4.6,57K,41,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",https://www.imdb.com/title/tt1231580/?ref_=sr_i_9
10. Sherlock Holmes,2009,2h 8m,PG-13,7.6,688K,57,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,https://www.imdb.com/title/tt0988045/?ref_=sr_i_10
11. Monsters vs. Aliens,2009,1h 34m,PG,6.4,182K,56,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,https://www.imdb.com/title/tt0892782/?ref_=sr_i_11
12. Ice Age: Dawn of the Dinosaurs,2009,1h 34m,PG,6.9,274K,50,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",https://www.imdb.com/title/tt1080016/?ref_=sr_i_12
13. X-Men Origins: Wolverine,2009,1h 47m,PG-13,6.5,553K,40,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",https://www.imdb.com/title/tt0458525/?ref_=sr_i_13
