Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
22. Dishonored,1931,1h 31m,Approved,7.2,3.4K,,The Austrian Secret Service sends its most seductive agent to spy on the Russians.,https://www.imdb.com/title/tt0021800/?ref_=sr_i_22,"['Daniel Nathan Rubin', 'Josef von Sternberg']",['Josef von Sternberg'],"['Marlene Dietrich', 'Victor McLaglen', 'Gustav von Seyffertitz', 'Warner Oland', 'Lew Cody', 'Barry Norton', 'Max Barwyn', 'Blackie', 'B.F. Blinn', 'Allan Cavan']",,,$83,,"April 4, 1931",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Awards, 4 wins total","['Drama', 'Romance', 'War']",['English']
23. An American Tragedy,1931,1h 36m,Approved,6.4,1K,,"A poor factory worker employed by a wealthy uncle falls in love with a beautiful heiress, but his happiness and promising future are jeopardized by a previous affair with a coworker he impregnated.",https://www.imdb.com/title/tt0021607/?ref_=sr_i_23,"['Theodore Dreiser', 'Samuel Hoffenstein', 'Josef von Sternberg']",['Josef von Sternberg'],"['Phillips Holmes', 'Sylvia Sidney', 'Frances Dee', 'Irving Pichel', 'Frederick Burton', 'Claire McDowell', 'Wallace Middleton', 'Emmett Corrigan', 'Charles Middleton', 'Lucille La Verne']",,,,,"August 22, 1931",['United States'],"['Lake Arrowhead, San Bernardino National Forest, California, USA']",['Paramount Pictures'],"Awards, 4 wins total","['Crime', 'Drama', 'Romance']",['English']
24. City Streets,1931,1h 23m,Passed,7.0,2K,,Man joins a gang to free his girlfriend from prison.,https://www.imdb.com/title/tt0021750/?ref_=sr_i_24,"['Dashiell Hammett', 'Max Marcin', 'Oliver H.P. Garrett']",['Rouben Mamoulian'],"['Gary Cooper', 'Sylvia Sidney', 'Paul Lukas', ""William 'Stage' Boyd"", 'Wynne Gibson', 'Guy Kibbee', 'Stanley Fields', 'Betty Sinclair', 'Robert Homans', 'Barbara Leonard']",,,,,"April 18, 1931",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Awards, 4 wins total","['Film Noir', 'Crime', 'Drama', 'Romance']",['English']
25. Platinum Blonde,1931,1h 29m,Approved,6.7,3.8K,,"A young woman from a very rich family impulsively marries a reporter, but each assumes the other is the one whose lifestyle must change.",https://www.imdb.com/title/tt0022268/?ref_=sr_i_25,"['Harry Chandlee', 'Douglas W. Churchill', 'Robert Riskin']",['Frank Capra'],"['Jean Harlow', 'Loretta Young', 'Robert Williams', 'Halliwell Hobbes', 'Reginald Owen', 'Edmund Breese', 'Don Dillaway', 'Walter Catlett', 'Claud Allister', 'Louise Closser Hale']","£600,000 (estimated)",,,,"October 31, 1931",['United States'],"['Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['Columbia Pictures'],"Awards, 2 wins total","['Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Romance']",['English']
26. The Bitch,1931,1h 35m,Not Rated,7.5,5.1K,,"Maurice Legrand, a meek cashier married to a nagging wife, has a secret passion: he's a Sunday painter. He falls in love with Lulu, a young woman dominated by Dédé, the pimp who she works for. Dédé pushes Lulu into a relationship with him.",https://www.imdb.com/title/tt0021739/?ref_=sr_i_26,"['Georges de La Fouchardière', 'Jean Renoir', 'André Girard']",['Jean Renoir'],"['Michel Simon', 'Janie Marèse', 'Georges Flamant', 'Roger Gaillard', 'Romain Bouquet', 'Pierre Desty', 'Mlle Doryans', 'Lucien Mancini', 'Jane Pierson', 'Christian Argentin']",,,,,"November 20, 1931",['France'],"['Paris Studios Cinéma, Billancourt, Hauts-de-Seine, France (Studio)']",['Les Établissements Braunberger-Richebé'],,"['Legal Drama', 'Tragedy', 'Crime', 'Drama', 'Romance']",['French']
27. The Maltese Falcon,1931,1h 20m,Passed,6.8,3.4K,,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",https://www.imdb.com/title/tt0022111/?ref_=sr_i_27,"['Dashiell Hammett', 'Maude Fulton', 'Brown Holmes']",['Roy Del Ruth'],"['Bebe Daniels', 'Ricardo Cortez', 'Dudley Digges', 'Una Merkel', 'Robert Elliott', 'Thelma Todd', 'Otto Matieson', 'Walter Long', 'Dwight Frye', 'J. Farrell MacDonald']",,,,,"June 13, 1931",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],"Awards, 2 wins total","['Film Noir', 'Hard-boiled Detective', 'Police Procedural', 'Suspense Mystery', 'True Crime', 'Crime', 'Drama', 'Mystery', 'Romance']","['English', 'Chinese']"
28. The Front Page,1931,1h 41m,Approved,6.7,3.6K,76.0,A crusading newspaper editor tricks his retiring star reporter into covering one last case.,https://www.imdb.com/title/tt0021890/?ref_=sr_i_28,"['Ben Hecht', 'Charles MacArthur', 'Bartlett Cormack']",['Lewis Milestone'],"['Adolphe Menjou', ""Pat O'Brien"", 'Mary Brian', 'Edward Everett Horton', 'Walter Catlett', 'George E. Stone', 'Mae Clarke', 'Slim Summerville', 'Matt Moore', 'Frank McHugh']",,,,"$1,526,000","April 4, 1931",['United States'],"['Metropolitan Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA']",['The Caddo Company'],"Nominated for 3 Oscars, 4 wins & 3 nominations total","['Dark Comedy', 'Satire', 'Screwball Comedy', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",['English']
29. Five Star Final,1931,1h 29m,Not Rated,7.3,2.7K,,The City Editor of a sleazy tabloid goes against his own journalistic ethics to resurrect a twenty year old murder case - with tragic results.,https://www.imdb.com/title/tt0021873/?ref_=sr_i_29,"['Louis Weitzenkorn', 'Byron Morgan', 'Robert Lord']",['Mervyn LeRoy'],"['Edward G. Robinson', 'Marian Marsh', 'H.B. Warner', 'Anthony Bushell', 'George E. Stone', 'Frances Starr', 'Ona Munson', 'Boris Karloff', 'Aline MacMahon', 'Oscar Apfel']","$310,000 (estimated)",,,,"September 26, 1931",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['First National Pictures'],"Nominated for 1 Oscar, 3 wins & 1 nomination total","['Workplace Drama', 'Crime', 'Drama']",['English']
30. A Free Soul,1931,1h 33m,Passed,6.6,3.1K,,An alcoholic lawyer who successfully defended a notorious gambler on a murder charge objects when his free-spirited daughter becomes romantically involved with him.,https://www.imdb.com/title/tt0021885/?ref_=sr_i_30,"['Adela Rogers St. Johns', 'Becky Gardiner', 'Philip Dunning']",['Clarence Brown'],"['Norma Shearer', 'Leslie Howard', 'Lionel Barrymore', 'Clark Gable', 'James Gleason', 'Lucy Beaumont', 'Roscoe Ates', 'Ann Brody', 'Edward Brophy', 'Clarence Burton']","$529,000 (estimated)",,,,"June 20, 1931",['United States'],"['Yosemite National Park, California, USA (Jan, her father and Eddie go camping)']",['Metro-Goldwyn-Mayer (MGM)'],"Won 1 Oscar, 4 wins & 2 nominations total","['Crime', 'Drama', 'Romance']",['English']
31. The Skin Game,1931,1h 25m,TV-G,5.7,3.8K,48.0,An old traditional family and a modern family battle over land in a small English village and almost destroy each other.,https://www.imdb.com/title/tt0022395/?ref_=sr_i_31,"['John Galsworthy', 'Alfred Hitchcock', 'Alma Reville']",['Alfred Hitchcock'],"['Edmund Gwenn', 'Jill Esmond', 'C.V. France', 'Helen Haye', 'John Longden', 'Phyllis Konstam', 'Frank Lawton', 'Herbert Ross', 'Dora Gregory', 'Edward Chapman']",,,,,"June 20, 1931",['United Kingdom'],"['Elstree Studios, Borehamwood, Hertfordshire, England, UK (Studio, destroyed during World War II and later rebuilt)']",['British International Pictures (BIP)'],,['Drama'],['English']
32. Street Scene,1931,1h 20m,Approved,7.6,2.2K,,Twenty-four hours elapse on the stoop of a Hell's Kitchen tenement as a microcosm of the American melting pot interconnects during a summer heatwave.,https://www.imdb.com/title/tt0022436/?ref_=sr_i_32,['Elmer Rice'],['King Vidor'],"['Sylvia Sidney', 'William Collier Jr.', 'Estelle Taylor', 'Beulah Bondi', 'David Landau', 'Matt McHugh', 'Russell Hopton', 'Greta Granstedt', 'Eleanor Wesselhoeft', 'Allen Fox']","$584,000 (estimated)",,,,"September 5, 1931",['United States'],"['New York City, New York, USA (second unit)']","['The Samuel Goldwyn Company', 'Feature Productions']","Awards, 2 wins total","['Tragic Romance', 'Drama', 'Romance']",['English']
33. The Champ,1931,1h 26m,Approved,7.2,3.8K,,An alcoholic ex-boxer struggles to provide a good living for his son.,https://www.imdb.com/title/tt0021730/?ref_=sr_i_33,"['Wanda Tuchock', 'Don Marquis']",['King Vidor'],"['Wallace Beery', 'Jackie Cooper', 'Irene Rich', 'Roscoe Ates', 'Edward Brophy', 'Hale Hamilton', 'Jesse Scott', 'Marcia Mae Jones', 'Dannie Mac Grant', 'Frank Hagney']",,,,,"November 21, 1931",['United States'],"['Agua Caliente Racetrack, Baja California, Mexico']",['Metro-Goldwyn-Mayer (MGM)'],"Won 2 Oscars, 5 wins & 3 nominations total","['Boxing', 'Drama', 'Family', 'Sport']",['English']
34. Sporting Blood,1931,1h 22m,Passed,6.0,427,,"The saga of thoroughbred Tommy Boy, born in a rain puddle, and his various owners as he evolves into a a champion stakes horse.",https://www.imdb.com/title/tt0022425/?ref_=sr_i_34,"['Frederick Hazlitt Brennan', 'Charles Brabin', 'Willard Mack']",['Charles Brabin'],"['Clark Gable', 'Ernest Torrence', 'Madge Evans', 'Lew Cody', 'Marie Prevost', 'Hallam Cooley', 'J. Farrell MacDonald', 'John Larkin', 'Eugene Jackson', 'Tommy Boy']","$302,000 (estimated)",,,,"August 8, 1931",['United States'],"['Walnut Creek, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],,"['Drama', 'Romance', 'Sport']",['English']
35. Pardon Us,1931,56m,Approved,6.8,3K,,Two guys end up in prison after attempting to sell beer to a policeman during Prohibition.,https://www.imdb.com/title/tt0022251/?ref_=sr_i_35,"['H.M. Walker', 'Oliver Hardy', 'Stan Laurel']",['James Parrott'],"['Stan Laurel', 'Oliver Hardy', 'June Marlowe', 'Wilfred Lucas', 'James Finlayson', 'Walter Long', 'Tiny Sandford', 'Frank Austin', 'Chester A. Bachman', 'Eddie Baker']",,,,,"August 15, 1931",['United States'],"['Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA']",['Hal Roach Studios'],,"['Comedy', 'Crime', 'Drama', 'Musical']","['English', 'Italian']"
36. Dirigible,1931,1h 40m,Approved,6.3,787,,Jack Bradon is tasked to reach the South Pole with a dirigible.,https://www.imdb.com/title/tt0021799/?ref_=sr_i_36,"['Frank Wead', 'Jo Swerling']",['Frank Capra'],"['Jack Holt', 'Fay Wray', 'Ralph Graves', 'Hobart Bosworth', 'Roscoe Karns', 'Harold Goodwin', 'Clarence Muse', 'Emmett Corrigan', 'Richard Alexander', 'Bess Flowers']","$1,000,000 (estimated)",,,,"April 4, 1931",['United States'],"['San Gabriel Valley, California, USA (South Pole scenes)']",['Columbia Pictures'],"Awards, 2 wins total",['Adventure'],['English']
