Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. M,1931,1h 39m,Passed,8.3,176K,,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",https://www.imdb.com/title/tt0022100/?ref_=sr_i_1
2. City Lights,1931,1h 27m,G,8.5,206K,99,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",https://www.imdb.com/title/tt0021749/?ref_=sr_i_2
3. Marius,1931,2h 10m,Not Rated,7.8,2.7K,,Marius is faced with a choice whether to fulfill his passion by sailing the seas or stay and marry the woman he loves.,https://www.imdb.com/title/tt0022125/?ref_=sr_i_3
4. Frankenstein,1931,1h 10m,Approved,7.8,83K,91,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses.,https://www.imdb.com/title/tt0021884/?ref_=sr_i_4
5. Dracula,1931,1h 15m,Passed,7.4,62K,71,"Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night.",https://www.imdb.com/title/tt0021814/?ref_=sr_i_5
6. Dr. Jekyll and Mr. Hyde,1931,1h 38m,Approved,7.6,17K,88,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,https://www.imdb.com/title/tt0022835/?ref_=sr_i_6
7. Lonely Wives,1931,1h 25m,Passed,6.2,512,,A lonely husband whose wife has been away hires a lookalike impersonator to fill his place and fool his mother-in-law while he plays around with a pretty coquette. Confusion prevails when his wife returns that evening.,https://www.imdb.com/title/tt0022086/?ref_=sr_i_7
8. Night Nurse,1931,1h 12m,Passed,7.0,4.8K,,A nurse enlists the help of a petty criminal to foil a sinister plot to murder two children.,https://www.imdb.com/title/tt0022208/?ref_=sr_i_8
9. The Public Enemy,1931,1h 23m,Passed,7.6,24K,80,An Irish-American street punk tries to make it big in the world of organized crime.,https://www.imdb.com/title/tt0022286/?ref_=sr_i_9
10. Little Caesar,1931,1h 19m,Not Rated,7.2,15K,,A small-time criminal moves to a big city to seek bigger fortune.,https://www.imdb.com/title/tt0021079/?ref_=sr_i_10
11. The Black Camel,1931,1h 11m,Passed,6.6,1.7K,,The unsolved murder of a Hollywood actor several years earlier and an enigmatic psychic are the keys to help Charlie solve the Honolulu stabbing death of a beautiful actress.,https://www.imdb.com/title/tt0021668/?ref_=sr_i_11
12. Illicit,1931,1h 19m,Unrated,6.1,1.2K,,"A young couple lives together out of wedlock, but they find that they're ahead of their time.",https://www.imdb.com/title/tt0021992/?ref_=sr_i_12
13. Safe in Hell,1931,1h 13m,Passed,6.9,2.2K,57,"After accidentally killing the man who raped her and forced her into prostitution, a New Orleans woman flees to a Caribbean island. While she awaits her fiancé, the vicious local police chief sets his sights on her.",https://www.imdb.com/title/tt0022335/?ref_=sr_i_13
14. Cimarron,1931,2h 3m,Approved,5.8,7.3K,70,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,https://www.imdb.com/title/tt0021746/?ref_=sr_i_14
15. The Miracle Woman,1931,1h 30m,Passed,7.2,2.6K,,"After an unappreciated minister dies, his daughter loses her faith in God, prompting her to open a phony temple with a con man. Can the love of a blind aviator restore her faith and happiness?",https://www.imdb.com/title/tt0022153/?ref_=sr_i_15
16. The Galloping Ghost,1931,3h 46m,Passed,5.7,195,,"A gambling ring run out of the Mogul Taxi company is intent on fixing college football games. Football star Harold ""Red"" Grange is a target for the gamblers, whose thugs try to eliminate Grange from playing. Grange's buddy Buddy is himself vulnerable to blackmail, since he has broken team rules by marrying. The crooks use all their wiles to keep Grange and Buddy from leading their team to victory.",https://www.imdb.com/title/tt0021895/?ref_=sr_i_16
17. Monkey Business,1931,1h 17m,Approved,7.4,15K,74,"On a transatlantic crossing, The Marx Brothers get up to their usual antics and manage to annoy just about everyone on board the ship.",https://www.imdb.com/title/tt0022158/?ref_=sr_i_17
18. Svengali,1931,1h 21m,Approved,6.8,2.7K,,"Through hypnotism and telepathic mind control, a sinister music maestro controls the singing voice, but not the heart, of the woman he loves.",https://www.imdb.com/title/tt0022454/?ref_=sr_i_18
19. Mädchen in Uniform,1931,1h 27m,Passed,7.5,4K,,"At an all-girls boarding school, Manuela falls in love with a teacher, to terrific consequences.",https://www.imdb.com/title/tt0022183/?ref_=sr_i_19
20. Waterloo Bridge,1931,1h 21m,,7.4,3.3K,,A prostitute's self-loathing makes her reluctant to marry an idealistic soldier during World War I.,https://www.imdb.com/title/tt0022550/?ref_=sr_i_20
21. Tabu: A Story of the South Seas,1931,1h 26m,TV-PG,7.4,6.6K,,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",https://www.imdb.com/title/tt0022458/?ref_=sr_i_21
