Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Pandora's Box,1929,1h 49m,Not Rated,7.7,12K,,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,https://www.imdb.com/title/tt0018737/?ref_=sr_i_1
2. Man with a Movie Camera,1929,1h 8m,Not Rated,8.3,29K,96,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",https://www.imdb.com/title/tt0019760/?ref_=sr_i_2
3. The Broadway Melody,1929,1h 40m,Passed,5.5,8.5K,66,"A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",https://www.imdb.com/title/tt0019729/?ref_=sr_i_3
4. Blackmail,1929,1h 25m,Not Rated,6.9,13K,,"After killing a man in self-defense, a young woman is blackmailed by a witness to the killing.",https://www.imdb.com/title/tt0019702/?ref_=sr_i_4
5. The Valiant,1929,1h 6m,Approved,6.0,574,,"After killing an unknown man for an unknown reason, a mysterious drifter turns himself to the law under a false name, intending to protect his own family's honor. But when the news of his conviction breaks, the drifter's sister considers the possibility that the man is her long-lost brother.",https://www.imdb.com/title/tt0020543/?ref_=sr_i_5
6. Show of Shows,1929,2h 8m,Passed,5.7,489,,"In 1929, the studio gave the cinema its voice and offered audiences a chance to hear their favorite actors and actresses from the silent-screen era. For the first time, they can be heard in a gaudy, grandiose musical-comedy revue. But also appearing are actors and actresses from the first 'talkies', stars from Broadway, and, of course, German shepherd Rin-Tin-Tin. Frank Fay is the host of the more than 70 well-known stars who show various acts.",https://www.imdb.com/title/tt0020403/?ref_=sr_i_6
7. The Hollywood Revue of 1929,1929,2h 10m,Passed,5.7,2.4K,,An all-star revue featuring MGM contract players.,https://www.imdb.com/title/tt0019993/?ref_=sr_i_7
8. The Cocoanuts,1929,1h 36m,Approved,6.8,8.5K,69,"During the Florida land boom, The Marx Brothers run a hotel, auction off some land, thwart a jewel robbery, and generally act like themselves.",https://www.imdb.com/title/tt0019777/?ref_=sr_i_8
9. The Wolf of Wall Street,1929,1h 30m,Passed,6.6,65,,A ruthless stockbroker sells short in the copper business and ruins the life of his friends by ruining their finances.,https://www.imdb.com/title/tt0020596/?ref_=sr_i_9
10. Piccadilly,1929,1h 32m,Passed,7.1,1.9K,89,"A young Chinese woman working in the kitchen at a London dance club is given the chance to become the club's main act, which leads to a plot of betrayal, forbidden love, and murder.",https://www.imdb.com/title/tt0020269/?ref_=sr_i_10
11. Woman in the Moon,1929,1h 35m,Not Rated,7.2,4K,,A tenacious scientist blasts off for the moon in hopes of riches that may be found there.,https://www.imdb.com/title/tt0019901/?ref_=sr_i_11
12. Diary of a Lost Girl,1929,1h 19m,Not Rated,7.8,5K,,"After falling pregnant by a pharmacist and refusing to marry, a young woman is ejected from her home and sent to a strict girls' reform school.",https://www.imdb.com/title/tt0020475/?ref_=sr_i_12
13. Dynamite,1929,2h 9m,Passed,6.8,526,,"Wealthy Cynthia is in love with not-so-wealthy Roger, who is married to Marcia. The threesome is terribly modern about the situation, and Marcia will gladly divorce Roger if Cynthia agrees to a financial settlement. But Cynthia's wealth is in jeopardy because her trust fund will expire if she is not married by a certain date. To satisfy that condition, Cynthia arranges to marry Hagon Derk, who is condemned to die for a crime he didn't commit. She pays him so he can provide for his little sister. But at the last minute, Derk is freed when the true criminal is discovered. Expecting to be a rich widow, Cynthia finds herself married to a man she doesn't know--and doesn't want to know.",https://www.imdb.com/title/tt0019843/?ref_=sr_i_13
14. Ang mutya ng pamilihan,1929,,,7.1,12,,,https://www.imdb.com/title/tt0764834/?ref_=sr_i_14
15. The Canary Murder Case,1929,1h 22m,Approved,5.9,998,,"Nightclub singer 'the Canary' blackmails acquaintances, ends up murdered. Only witness also killed. Detective Philo Vance investigates to uncover her killer among numerous suspects she had exploited.",https://www.imdb.com/title/tt0019745/?ref_=sr_i_15
16. The Love Parade,1929,1h 47m,Passed,7.0,2.7K,,"The queen of mythical Sylvania marries a courtier, who finds his new life unsatisfying.",https://www.imdb.com/title/tt0020112/?ref_=sr_i_16
