Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Hunger Games: Catching Fire,2013,2h 26m,PG-13,7.5,744K,76,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,https://www.imdb.com/title/tt1951264/?ref_=sr_i_1
2. Iron Man 3,2013,2h 10m,PG-13,7.1,927K,62,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",https://www.imdb.com/title/tt1300854/?ref_=sr_i_2
3. Frozen,2013,1h 42m,PG,7.4,685K,75,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",https://www.imdb.com/title/tt2294629/?ref_=sr_i_3
4. Despicable Me 2,2013,1h 38m,PG,7.3,442K,62,"When a new criminal comes to town, the Anti-Villain League decides to hire Gru in order to fight him off. While Gru initially refuses, he eventually agrees after his aide goes back to his evil ways.",https://www.imdb.com/title/tt1690953/?ref_=sr_i_4
5. Man of Steel,2013,2h 23m,PG-13,7.1,831K,55,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,https://www.imdb.com/title/tt0770828/?ref_=sr_i_5
6. Gravity,2013,1h 31m,PG-13,7.7,879K,96,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",https://www.imdb.com/title/tt1454468/?ref_=sr_i_6
7. Monsters University,2013,1h 44m,G,7.2,407K,65,"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",https://www.imdb.com/title/tt1453405/?ref_=sr_i_7
8. The Hobbit: The Desolation of Smaug,2013,2h 41m,PG-13,7.8,729K,66,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",https://www.imdb.com/title/tt1170358/?ref_=sr_i_8
9. Fast & Furious 6,2013,2h 10m,PG-13,7.0,427K,61,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",https://www.imdb.com/title/tt1905041/?ref_=sr_i_9
10. Oz the Great and Powerful,2013,2h 10m,PG,6.3,218K,44,A small-time magician is swept away to an enchanted land and is forced into a power struggle among three witches.,https://www.imdb.com/title/tt1623205/?ref_=sr_i_10
11. Star Trek Into Darkness,2013,2h 12m,PG-13,7.7,503K,72,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",https://www.imdb.com/title/tt1408101/?ref_=sr_i_11
12. Thor: The Dark World,2013,1h 52m,PG-13,6.7,748K,54,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",https://www.imdb.com/title/tt1981115/?ref_=sr_i_12
13. World War Z,2013,1h 56m,PG-13,7.0,749K,63,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,https://www.imdb.com/title/tt0816711/?ref_=sr_i_13
14. The Croods,2013,1h 38m,PG,7.1,241K,55,"In the primeval era, Grug and his family risk the dangers of their surroundings to find a new dwelling place. Along the way, they meet a modern boy who woos them with his adventurous ways.",https://www.imdb.com/title/tt0481499/?ref_=sr_i_14
15. The Heat,2013,1h 57m,R,6.6,185K,60,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,https://www.imdb.com/title/tt2404463/?ref_=sr_i_15
16. We're the Millers,2013,1h 50m,R,7.0,504K,44,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,https://www.imdb.com/title/tt1723121/?ref_=sr_i_16
17. American Hustle,2013,2h 18m,R,7.2,509K,90,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",https://www.imdb.com/title/tt1800241/?ref_=sr_i_17
18. The Great Gatsby,2013,2h 23m,PG-13,7.2,618K,55,"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",https://www.imdb.com/title/tt1343092/?ref_=sr_i_18
19. The Conjuring,2013,1h 52m,R,7.5,581K,68,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,https://www.imdb.com/title/tt1457767/?ref_=sr_i_19
20. Identity Thief,2013,1h 51m,R,5.7,144K,35,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,https://www.imdb.com/title/tt2024432/?ref_=sr_i_20
21. Grown Ups 2,2013,1h 41m,PG-13,5.4,178K,19,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",https://www.imdb.com/title/tt2191701/?ref_=sr_i_21
22. The Wolverine,2013,2h 6m,PG-13,6.7,510K,61,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",https://www.imdb.com/title/tt1430132/?ref_=sr_i_22
23. Anchorman 2: The Legend Continues,2013,1h 59m,PG-13,6.3,197K,61,"With the 1970s behind him, Ron Burgundy, San Diego's former top-rated newsreader, returns to take New York City's first twenty-four-hour news channel by storm.",https://www.imdb.com/title/tt1229340/?ref_=sr_i_23
