Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. It Happened One Night,1934,1h 45m,Approved,8.1,116K,87,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,https://www.imdb.com/title/tt0025316/?ref_=sr_i_1
2. Murder on the Blackboard,1934,1h 11m,Approved,6.7,925,,"A pretty young music teacher is bludgeoned to death in Hildegarde's school, where she's reunited with Oscar, but the autopsy report says she was dying from poison too.",https://www.imdb.com/title/tt0025532/?ref_=sr_i_2
3. The Thin Man,1934,1h 31m,TV-PG,7.9,34K,86,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",https://www.imdb.com/title/tt0025878/?ref_=sr_i_3
4. The Man Who Knew Too Much,1934,1h 15m,Approved,6.7,22K,77,An ordinary British couple vacationing in Switzerland suddenly find themselves embroiled in a case of international intrigue when their daughter is kidnapped by spies plotting a political assassination.,https://www.imdb.com/title/tt0025452/?ref_=sr_i_4
5. The Secret Bride,1934,1h 4m,Approved,6.1,706,,"A governor's daughter and state attorney secretly marry amid corruption allegations. As political schemes unfold and true identities emerge, they face choosing between the governor's career and saving a life.",https://www.imdb.com/title/tt0026973/?ref_=sr_i_5
6. L'Atalante,1934,1h 29m,Not Rated,7.7,18K,,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,https://www.imdb.com/title/tt0024844/?ref_=sr_i_6
7. The Count of Monte Cristo,1934,1h 53m,Approved,7.4,3.5K,,"After greedy men have Edmond Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them.",https://www.imdb.com/title/tt0025004/?ref_=sr_i_7
8. Imitation of Life,1934,1h 51m,Approved,7.5,5.9K,72,"A struggling widow and her daughter take in a Black housekeeper and her fair-skinned daughter; the two women start a successful business but face familial, identity, and racial issues along the way.",https://www.imdb.com/title/tt0025301/?ref_=sr_i_8
9. March of the Wooden Soldiers,1934,1h 17m,Approved,7.1,7.9K,,"Opposing the evil Barnaby, Stannie Dum and Ollie Dee try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",https://www.imdb.com/title/tt0024852/?ref_=sr_i_9
10. Tarzan and His Mate,1934,1h 44m,Passed,7.2,5.7K,,"The idyllic life of Tarzan and Jane is challenged by men on safari who come seeking ivory, and come seeking Jane as well.",https://www.imdb.com/title/tt0025862/?ref_=sr_i_10
11. The Black Cat,1934,1h 5m,Not Rated,6.9,14K,,American honeymooners in Hungary become trapped in the home of a Satan-worshipping priest when the bride is taken there for medical help following a road accident.,https://www.imdb.com/title/tt0024894/?ref_=sr_i_11
12. Cleopatra,1934,1h 40m,Approved,6.8,4.9K,,"The man-hungry Queen of Egypt leads Julius Caesar and Marc Antony astray, amid scenes of DeMillean splendor.",https://www.imdb.com/title/tt0024991/?ref_=sr_i_12
13. Of Human Bondage,1934,1h 23m,Approved,7.0,8.7K,,"A young man finds himself attracted to a cold, unfeeling waitress who might ultimately destroy them both.",https://www.imdb.com/title/tt0025586/?ref_=sr_i_13
14. The Gay Divorcee,1934,1h 47m,Approved,7.4,9K,80,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,https://www.imdb.com/title/tt0025164/?ref_=sr_i_14
15. A Lost Lady,1934,1h 1m,Approved,6.0,577,,"Two days before Marian and Ned are to be married, he is killed by the husband of a woman he was seeing on the side. Marian becomes withdrawn and they send her to the Canadian Rockies for rest. While on a walk, she accidentally falls off a ledge and twists her ankle. She is found and rescued by Dan Forrester and his dog Sandy. He visits Marian every day even though she is still bitter. When it is time to go, he asks her to marry him and she accepts even though she will never love again. Back home in Chicago, Dan dotes on Marian and even builds a house in the country for his 'perfect wife'. Everything is going well until Marian meets a brash young transport owner named Frank. She rejects his advances, but he persists. When Dan leaves on business, Frank entertains her every day and Marian realizes that she may find love again after all.",https://www.imdb.com/title/tt0025422/?ref_=sr_i_15
16. The Scarlet Pimpernel,1934,1h 37m,Approved,7.3,4.9K,,"A noblewoman discovers her husband is The Scarlet Pimpernel, a vigilante who rescues aristocrats from the blade of the guillotine.",https://www.imdb.com/title/tt0025748/?ref_=sr_i_16
17. The Lost Patrol,1934,1h 13m,Approved,6.8,3.8K,,"A dozen British soldiers, lost in a Mesopotamian desert during World War I, are menaced by unseen Arab enemies.",https://www.imdb.com/title/tt0025423/?ref_=sr_i_17
18. The Scarlet Empress,1934,1h 44m,Approved,7.5,7.5K,,"A German noblewoman enters into a loveless marriage with the dim-witted, unstable heir to the Russian throne, then plots to oust him from power.",https://www.imdb.com/title/tt0025746/?ref_=sr_i_18
19. Thirty Day Princess,1934,1h 14m,Approved,6.7,1.3K,,"A European princess arrives in New York City to secure a much-needed loan for her country. She contracts the mumps, and an actress who looks exactly like her is hired to impersonate her.",https://www.imdb.com/title/tt0025880/?ref_=sr_i_19
20. Gambling Lady,1934,1h 6m,Approved,6.5,1.2K,,"Lady Lee, gambler's daughter, plies her trade while pondering the proposal of a social-register suitor.",https://www.imdb.com/title/tt0025161/?ref_=sr_i_20
21. Treasure Island,1934,1h 50m,Approved,7.1,3.3K,,Young Jim Hawkins is torn between his loyalty to his benefactors and his affection for lovable rogue Long John Silver in their struggle to recover a buried pirate treasure.,https://www.imdb.com/title/tt0025907/?ref_=sr_i_21
22. The Painted Veil,1934,1h 25m,Approved,6.5,1.8K,,"A wife neglected by her husband, a medical researcher in China, falls in love with a dashing diplomatic attaché.",https://www.imdb.com/title/tt0025617/?ref_=sr_i_22
23. Death Takes a Holiday,1934,1h 19m,Approved,6.9,2.5K,53,"The Grim Reaper takes the form of a Prince in an attempt to relate to humans and, along the way, also learns what it is to love.",https://www.imdb.com/title/tt0025037/?ref_=sr_i_23
24. Manhattan Melodrama,1934,1h 33m,Approved,7.1,5K,,The friendship between two orphans endures even though they grow up on opposite sides of the law and fall in love with the same woman.,https://www.imdb.com/title/tt0025464/?ref_=sr_i_24
25. The Merry Widow,1934,1h 39m,Passed,7.2,3.4K,,"When a small kingdom's main taxpayer leaves for Paris, its king dispatches a dashing count to win back her allegiance.",https://www.imdb.com/title/tt0025493/?ref_=sr_i_25
26. Twentieth Century,1934,1h 31m,Approved,7.3,7.5K,,"A flamboyant Broadway impresario who has fallen on hard times tries to get his former lover, now a Hollywood diva, to return and resurrect his failing career.",https://www.imdb.com/title/tt0025919/?ref_=sr_i_26
27. The Barretts of Wimpole Street,1934,1h 49m,Passed,6.9,2.2K,,"Elizabeth Barrett's tyrannical father has forbidden any of his family to marry. Nevertheless, Elizabeth falls in love with the poet Robert Browning.",https://www.imdb.com/title/tt0024865/?ref_=sr_i_27
28. Search for Beauty,1934,1h 18m,Approved,6.0,778,,Three con artists dupe two Olympians into serving as editors of a new health and beauty magazine which is only a front for salacious stories and pictures.,https://www.imdb.com/title/tt0025755/?ref_=sr_i_28
29. Maniac,1934,51m,Not Rated,3.7,2.8K,,A former vaudevillian gifted at impersonation assists a mad scientist in reanimating corpses and soon goes mad himself.,https://www.imdb.com/title/tt0025465/?ref_=sr_i_29
30. Anne of Green Gables,1934,1h 18m,Approved,7.0,1.5K,,A romantic teenage girl is adopted by a pair of elderly siblings in turn-of-the-century Canada.,https://www.imdb.com/title/tt0024831/?ref_=sr_i_30
31. It's a Gift,1934,1h 8m,Approved,7.1,5.9K,,"A henpecked New Jersey grocer makes plans to move to California to grow oranges, despite the resistance of his overbearing wife.",https://www.imdb.com/title/tt0025318/?ref_=sr_i_31
32. Man of Aran,1934,1h 16m,Not Rated,7.1,2.4K,,"In this blend of documentary and fictional narrative from pioneering filmmaker Robert Flaherty, the everyday trials of life on Ireland's unforgiving Aran Islands are captured with attention to naturalistic beauty and historical detail.",https://www.imdb.com/title/tt0025456/?ref_=sr_i_32
33. Bad Seed,1934,1h 17m,,6.1,1.1K,,"After his father sells his car, Henri ""borrows"" a stranger's car in order to make a date with a young woman. This act sees him fall foul of a gang of car thieves but after some discussion he joins their gang.",https://www.imdb.com/title/tt0025480/?ref_=sr_i_33
34. Success at Any Price,1934,1h 14m,Approved,6.4,373,,"After his brother's 1927 murder, Joe leaves street life for business. Ambitious and rude, he pursues success and his boss's girlfriend Aggie, climbing the corporate ladder only to learn money can't buy happiness.",https://www.imdb.com/title/tt0025844/?ref_=sr_i_34
35. Sadie McKee,1934,1h 33m,Approved,6.8,1.7K,,"A working girl's fortunes improve when she marries into money, but happiness is not so easily won.",https://www.imdb.com/title/tt0025740/?ref_=sr_i_35
36. Murder at the Vanities,1934,1h 29m,Passed,6.5,1K,,"A homicide detective with an eye for the ladies, investigating a murder in Earl Carroll's Vanities, allows the music revue to continue during the investigation.",https://www.imdb.com/title/tt0025529/?ref_=sr_i_36
37. Black Moon,1934,1h 8m,Approved,5.9,870,,"Young girl escapes voodoo sacrifice of parents on tropical island. Years later, compelled to return with family. Locals revere her as voodoo goddess, driving her insane, leading to family's demise.",https://www.imdb.com/title/tt0024895/?ref_=sr_i_37
38. A Story of Floating Weeds,1934,1h 26m,Not Rated,7.6,3.6K,,A kabuki actor's mistress hatches a jealous plot to bring down her lover's son.,https://www.imdb.com/title/tt0025929/?ref_=sr_i_38
39. Les Misérables,1934,4h 41m,Not Rated,8.3,2.1K,,"The lives of numerous people over the course of 20 years in 19th century France, weaved together by the story of an ex-convict named Jean Valjean on the run from an obsessive police inspector, who pursues him for only a minor offense.",https://www.imdb.com/title/tt0025509/?ref_=sr_i_39
40. The Trail Beyond,1934,54m,Approved,5.3,1.1K,,Rod Drew hunts for a missing girl and finds himself in a fight over a goldmine as well.,https://www.imdb.com/title/tt0025903/?ref_=sr_i_40
41. Dames,1934,1h 31m,Approved,7.0,2.5K,,"A multimillionaire decides to boycott ""filthy"" forms of entertainment such as Broadway shows.",https://www.imdb.com/title/tt0025028/?ref_=sr_i_41
42. Now and Forever,1934,1h 21m,Approved,6.5,1.2K,,"A swindler and his girlfriend take in his young daughter, who has been living with the family of his deceased wife.",https://www.imdb.com/title/tt0025580/?ref_=sr_i_42
43. Bright Eyes,1934,1h 25m,PG,7.2,2.6K,,"An orphaned girl is taken in by a snobbish family at the insistence of their rich, crotchety uncle, even as her devoted aviator godfather fights for custody.",https://www.imdb.com/title/tt0024914/?ref_=sr_i_43
44. The House of Rothschild,1934,1h 28m,Passed,6.5,1.4K,,The wealthy Rothschild family undergoes prejudice from the anti-Semitic society they live within.,https://www.imdb.com/title/tt0025272/?ref_=sr_i_44
45. The Rise of Catherine the Great,1934,1h 35m,Not Rated,6.3,772,,"Straightforward biography of the Russian Empress, up to her assumption of the throne.",https://www.imdb.com/title/tt0024962/?ref_=sr_i_45
46. Charlie Chan in London,1934,1h 19m,Approved,6.9,2.2K,,"Charlie visits a wealthy country home in England. Suspects in the murder range from a housekeeper, to a stableman, to a lawyer.",https://www.imdb.com/title/tt0024968/?ref_=sr_i_46
47. The Case of the Howling Dog,1934,1h 14m,Approved,6.9,1.1K,,An agitated and desperate man spares no expense in insisting that Mason represent him against a neighbor's howling dog and act as executor of his will.,https://www.imdb.com/title/tt0024958/?ref_=sr_i_47
48. Viva Villa!,1934,1h 55m,Passed,6.3,1.7K,,"After enacting revenge on the overseer who murdered his father, Pancho Villa becomes a bandit, earning the respect of the poor by brutally attacking the wealthy.",https://www.imdb.com/title/tt0025948/?ref_=sr_i_48
49. Judge Priest,1934,1h 20m,Approved,6.2,2.6K,,"Judge Priest, a proud Confederate veteran, uses common sense and considerable humanity to dispense justice in a small town in the Post-Bellum Kentucky.",https://www.imdb.com/title/tt0025335/?ref_=sr_i_49
50. Born to Be Bad,1934,1h 2m,Approved,6.1,1.3K,,An immoral mother blackmails a wealthy businessman after he accidentally hits her delinquent son with his truck.,https://www.imdb.com/title/tt0024906/?ref_=sr_i_50
51. The Goddess,1934,1h 25m,TV-PG,7.6,2.6K,,"Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China.",https://www.imdb.com/title/tt0195256/?ref_=sr_i_51
52. Heat Lightning,1934,1h 3m,Passed,7.1,1.1K,,Two killers stop at Olga's gas station alongside a California highway.,https://www.imdb.com/title/tt0025228/?ref_=sr_i_52
53. Little Miss Marker,1934,1h 20m,Approved,6.9,1.5K,68,Bookie Sorrowful Jones receives a little girl as an IOU.,https://www.imdb.com/title/tt0025410/?ref_=sr_i_53
54. The Murder Party,1934,1h 1m,,5.9,215,,"A major newspaper publisher dies in suspicious circumstances during a parlour game at a dinner party. The publishers secretary is the obvious suspect, but the Inspector isn't so sure ...",https://www.imdb.com/title/tt0025564/?ref_=sr_i_54
55. 'Neath the Arizona Skies,1934,52m,Approved,5.1,1.2K,,"A cowboy escorts a little girl, whose mother made her the heir of a cash-able oil company, and must protect her from an outlaw as they search for the girl's father.",https://www.imdb.com/title/tt0024805/?ref_=sr_i_55
56. The Road to Ruin,1934,1h 2m,Passed,4.8,417,,"A young girl gets involved with a crowd that smokes marijuana, drinks and has sex. She winds up an alcoholic, pregnant drug addict and is forced to get an abortion.",https://www.imdb.com/title/tt0025725/?ref_=sr_i_56
57. Hollywood Party,1934,1h 8m,Approved,5.9,1.2K,,"Jimmy Durante's movie star Schnarzan faces competition when Baron Munchausen arrives with real man-eating lions. Durante hosts a party to use the lions in his next film, but his rival tries to buy the lions first, leading to a conflict.",https://www.imdb.com/title/tt0025263/?ref_=sr_i_57
58. The Lucky Texan,1934,55m,Passed,5.6,1.4K,,"Jerry Mason, a young Texan, and Jake Benson, an old rancher, become partners and strike it rich with a gold mine. They then find their lives complicated by bad guys and a woman.",https://www.imdb.com/title/tt0025440/?ref_=sr_i_58
59. Our Daily Bread,1934,1h 20m,Approved,7.0,2.3K,,A group of down-on-their-luck workers combine their abilities to make a Gallafentian-style commune... and bread!,https://www.imdb.com/title/tt0025610/?ref_=sr_i_59
60. Sex Madness,1934,57m,Not Rated,2.9,1K,,"This exploitation film belongs to the social guidance genre of quasi-documentary narratives, which exhort young adults to follow particular moral and social prescriptions related to sexuality and drug use.",https://www.imdb.com/title/tt0147467/?ref_=sr_i_60
61. Blue Steel,1934,52m,Passed,5.3,1.8K,,U.S. marshal John Carruthers observes a robbery and Sheriff Jake thinks he may be the culprit. Meanwhile the town's leading citizen is planning to rob everybody blind.,https://www.imdb.com/title/tt0024902/?ref_=sr_i_61
62. Murder in the Private Car,1934,1h 3m,Passed,6.2,734,,A sleuth has to figure out who is threatening an heiress while she's aboard a train.,https://www.imdb.com/title/tt0024359/?ref_=sr_i_62
63. Wonder Bar,1934,1h 24m,Passed,6.5,766,,"Harry and Inez are dance partners at Wonder Bar. Inez loves Harry, but he's in love with Liane, a wealthy businessman's wife.",https://www.imdb.com/title/tt0026007/?ref_=sr_i_63
64. Fashions of 1934,1934,1h 18m,Approved,6.6,2.1K,,"When the Manhattan investment firm of Sherwood Nash goes broke, he joins forces with his partner Snap and fashion designer Lynn Mason to provide discount shops with cheap copies of Paris couture dresses.",https://www.imdb.com/title/tt0025101/?ref_=sr_i_64
65. The Star Packer,1934,53m,Approved,5.1,1.4K,,A gang working for The Shadow is terrorizing the town. John Travers decides to take on the job of sheriff and do something about it.,https://www.imdb.com/title/tt0025830/?ref_=sr_i_65
