Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Kramer vs. Kramer,1979,1h 45m,PG,7.8,160K,77,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",https://www.imdb.com/title/tt0079417/?ref_=sr_i_1
2. Apocalypse Now,1979,2h 27m,R,8.4,738K,94,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,https://www.imdb.com/title/tt0078788/?ref_=sr_i_2
3. The Amityville Horror,1979,1h 57m,R,6.2,47K,28,Newlyweds and their children battle a demonic presence in their home.,https://www.imdb.com/title/tt0078767/?ref_=sr_i_3
4. Rocky II,1979,1h 59m,PG,7.3,239K,61,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch.",https://www.imdb.com/title/tt0079817/?ref_=sr_i_4
5. Alien,1979,1h 57m,R,8.5,1M,89,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",https://www.imdb.com/title/tt0078748/?ref_=sr_i_5
6. Star Trek: The Motion Picture,1979,2h 23m,G,6.4,99K,50,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",https://www.imdb.com/title/tt0079945/?ref_=sr_i_6
7. 10,1979,2h 2m,R,6.2,20K,68,A Hollywood composer endures a mid-life crisis and becomes infatuated with a newly married woman honeymooning at a Mexican resort.,https://www.imdb.com/title/tt0078721/?ref_=sr_i_7
8. The Jerk,1979,1h 34m,R,7.1,66K,61,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",https://www.imdb.com/title/tt0079367/?ref_=sr_i_8
9. Moonraker,1979,2h 6m,PG,6.3,112K,66,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",https://www.imdb.com/title/tt0079574/?ref_=sr_i_9
10. The Muppet Movie,1979,1h 35m,G,7.6,41K,74,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",https://www.imdb.com/title/tt0079588/?ref_=sr_i_10
11. The Electric Horseman,1979,2h 1m,PG,6.4,11K,64,"A rodeo star past his prime steals his company's horse and rides into the desert, accompanied by a feisty reporter.",https://www.imdb.com/title/tt0079100/?ref_=sr_i_11
12. The China Syndrome,1979,2h 2m,PG,7.4,34K,81,A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.,https://www.imdb.com/title/tt0078966/?ref_=sr_i_12
13. Love at First Bite,1979,1h 36m,PG,6.1,6.7K,62,"After being evicted from his castle in Transylvania, Count Dracula and his assistant Renfield travel to New York to find a woman who the Count believes is the reincarnation of the woman he has loved for all eternity.",https://www.imdb.com/title/tt0079489/?ref_=sr_i_13
14. Meatballs,1979,1h 34m,PG,6.2,25K,60,Wacky hijinks of counselors and campers at a less-than-average summer camp.,https://www.imdb.com/title/tt0079540/?ref_=sr_i_14
15. Escape from Alcatraz,1979,1h 52m,PG,7.6,154K,76,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",https://www.imdb.com/title/tt0079116/?ref_=sr_i_15
16. The Main Event,1979,1h 52m,PG,5.6,3.4K,,A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn't fond of.,https://www.imdb.com/title/tt0079510/?ref_=sr_i_16
17. Manhattan,1979,1h 36m,R,7.8,150K,83,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,https://www.imdb.com/title/tt0079522/?ref_=sr_i_17
18. All That Jazz,1979,2h 3m,R,7.8,37K,72,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",https://www.imdb.com/title/tt0078754/?ref_=sr_i_18
19. The Black Stallion,1979,1h 58m,G,7.4,15K,84,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue.",https://www.imdb.com/title/tt0078872/?ref_=sr_i_19
20. The Black Hole,1979,1h 38m,PG,5.9,29K,52,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",https://www.imdb.com/title/tt0078869/?ref_=sr_i_20
21. Starting Over,1979,1h 45m,R,6.4,3.4K,64,"A divorced man falls in love, but somehow he can't get over his ex-wife. This affects his love life in comic ways. Based on Dan Wakefield's novel.",https://www.imdb.com/title/tt0079948/?ref_=sr_i_21
22. And Justice for All,1979,1h 59m,R,7.4,42K,58,"A lawyer is forced to defend a judge, while defending other clients, and trying to find punishment for the guilty and provide justice for the innocent.",https://www.imdb.com/title/tt0078718/?ref_=sr_i_22
23. 1941,1979,1h 58m,PG,5.8,37K,34,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,https://www.imdb.com/title/tt0078723/?ref_=sr_i_23
24. The Champ,1979,2h 1m,PG,6.8,9.6K,38,"Billy Flynn is an ex-champion boxer who was KO'd by booze and gambling. When the wealthy, estranged mother of his young son begins trying to lure the boy away from him, Flynn must return to the ring to provide for his child.",https://www.imdb.com/title/tt0078950/?ref_=sr_i_24
25. Being There,1979,2h 10m,PG,7.9,80K,83,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",https://www.imdb.com/title/tt0078841/?ref_=sr_i_25
26. The Rose,1979,2h 5m,R,7.0,9.5K,67,The tragic life of a self-destructive female rock star who struggles to deal with the constant pressures of her career and the demands of her ruthless business manager.,https://www.imdb.com/title/tt0079826/?ref_=sr_i_26
27. Going in Style,1979,1h 37m,PG,7.1,4.3K,65,Three friends living on the dole decide to rob a bank.,https://www.imdb.com/title/tt0079219/?ref_=sr_i_27
28. North Dallas Forty,1979,1h 59m,R,6.9,6.2K,80,A satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the team family are bitterly resented by his disciplinarian coaches.,https://www.imdb.com/title/tt0079640/?ref_=sr_i_28
29. The Warriors,1979,1h 33m,R,7.5,115K,65,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,https://www.imdb.com/title/tt0080120/?ref_=sr_i_29
30. Norma Rae,1979,1h 54m,PG,7.3,13K,61,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,https://www.imdb.com/title/tt0079638/?ref_=sr_i_30
31. Buck Rogers in the 25th Century,1979,1h 29m,PG,6.5,7.2K,,20th century astronaut Buck Rogers emerges out of 500 years of suspended animation into the 25th century where Earth is nearly devastated by nuclear warfare and now threatened by alien invaders.,https://www.imdb.com/title/tt0077278/?ref_=sr_i_31
32. When a Stranger Calls,1979,1h 37m,R,6.4,15K,58,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again.",https://www.imdb.com/title/tt0080130/?ref_=sr_i_32
33. The Apple Dumpling Gang Rides Again,1979,1h 28m,G,6.0,3.4K,37,"The adventures of two idiotic outlaw wannabees, Amos and Theodore.",https://www.imdb.com/title/tt0078790/?ref_=sr_i_33
34. Monty Python's Life of Brian,1979,1h 34m,R,8.0,428K,77,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",https://www.imdb.com/title/tt0079470/?ref_=sr_i_34
35. Dracula,1979,1h 49m,R,6.5,12K,67,"In 1913, the charming, seductive and sinister vampire Count Dracula travels to England in search of an immortal bride.",https://www.imdb.com/title/tt0079073/?ref_=sr_i_35
36. Tess,1979,3h 6m,PG,7.3,19K,82,A strong-willed young peasant girl attracts the affection of two men.,https://www.imdb.com/title/tt0080009/?ref_=sr_i_36
37. The Seduction of Joe Tynan,1979,1h 48m,R,6.1,1.9K,,"A Senator leads opposition to a Supreme Court nominee, straining friendships and family ties while pursuing career advancement. His relationship with a researcher adds further complications.",https://www.imdb.com/title/tt0079875/?ref_=sr_i_37
38. Prophecy,1979,1h 42m,PG,5.6,6.5K,41,"A government health inspector is dispatched to assess the damage a logging company is causing to a patch of forest claimed by Native Americans, and comes face to face with true terror wreaking havoc in the woods.",https://www.imdb.com/title/tt0079758/?ref_=sr_i_38
39. Breaking Away,1979,1h 41m,PG,7.7,26K,91,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,https://www.imdb.com/title/tt0078902/?ref_=sr_i_39
40. Hair,1979,2h 1m,PG,7.5,42K,68,"Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside.",https://www.imdb.com/title/tt0079261/?ref_=sr_i_40
41. More American Graffiti,1979,1h 50m,PG,5.4,5.3K,44,"Told in four different New Year's Eves in the mid 1960s, John, Terry, Debbie, Steve and Laurie deal with adulthood, the Vietnam war, peace rallies, and relationships.",https://www.imdb.com/title/tt0079576/?ref_=sr_i_41
42. Roller Boogie,1979,1h 43m,PG,4.7,2.2K,34,Skaters band together to keep their roller-disco open.,https://www.imdb.com/title/tt0079822/?ref_=sr_i_42
43. The Concorde... Airport '79,1979,1h 53m,PG,4.5,7.2K,39,"A supersonic airborne disaster. In order to survive a flight headed for the Moscow Olympics, passengers of the Concorde must endure aerial acrobatics to dodge missiles and survive a device that decompresses the plane.",https://www.imdb.com/title/tt0078740/?ref_=sr_i_43
44. Phantasm,1979,1h 29m,R,6.6,43K,72,"Newly orphaned teenager Mike Pearson, his older brother Jody, and their friends face off against a mysterious grave robber known as the Tall Man, who employs a lethal arsenal of unearthly weapons in their southern California town.",https://www.imdb.com/title/tt0079714/?ref_=sr_i_44
45. The Promise,1979,1h 37m,PG,6.4,872,42,"A corporate heir's mother pays for his disfigured girlfriend's plastic surgery, on one condition.",https://www.imdb.com/title/tt0079756/?ref_=sr_i_45
46. The Onion Field,1979,2h 6m,R,6.8,6K,57,"LA cop Ian Campbell is killed in the onion fields outside of Bakersfield. But legal loopholes could keep his kidnappers Greg Powell and Jimmy Smith from receiving justice, and his partner Karl Hettinger is haunted by survivor's guilt.",https://www.imdb.com/title/tt0079668/?ref_=sr_i_46
47. The Frisco Kid,1979,1h 59m,PG,6.3,12K,38,"A Polish rabbi wanders through the Old West on his way to lead a synagogue in San Francisco. On the way, he is nearly burned at the stake by Native Americans and almost killed by outlaws.",https://www.imdb.com/title/tt0079180/?ref_=sr_i_47
48. Mad Max,1979,1h 28m,R,6.8,237K,73,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.",https://www.imdb.com/title/tt0079501/?ref_=sr_i_48
49. Meteor,1979,1h 48m,PG,5.1,8.8K,27,The U.S. must join forces with the U.S.S.R. in order to destroy a gigantic asteroid heading straight for Earth.,https://www.imdb.com/title/tt0079550/?ref_=sr_i_49
50. The Fish That Saved Pittsburgh,1979,1h 42m,PG,5.3,1.3K,40,"The Pittsburgh, Pennsylvania basketball team is hopeless. Could they become winners with help from an astrologer and some new astrologically-compatible players?",https://www.imdb.com/title/tt0079154/?ref_=sr_i_50
51. Bloodline,1979,1h 56m,R,4.6,2K,,"When her father is murdered, a pharmaceutical heiress becomes the next target of an unknown killer amid the international jet set.",https://www.imdb.com/title/tt0078879/?ref_=sr_i_51
52. The Prisoner of Zenda,1979,1h 48m,PG,5.2,1.4K,,"In order to save King Rudolph of Ruritania from assassins and murderous usurpers, the kingdom hires a look-a-like London cabby to impersonate the Monarch.",https://www.imdb.com/title/tt0079753/?ref_=sr_i_52
53. Agatha,1979,1h 45m,PG,6.2,3.8K,,"In December 1926, mystery writer Dame Agatha Christie's husband Colonel Archie Christie asks for a divorce. She leaves her car and goes missing for eleven days. US reporter Wally Stanton searches for her in this speculative story.",https://www.imdb.com/title/tt0078736/?ref_=sr_i_53
54. Americathon,1979,1h 26m,PG,4.5,992,,"In a story told in narrative flashbacks, young TV consultant Eric McMerkin is hired by President Chet Roosevelt of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans.",https://www.imdb.com/title/tt0078766/?ref_=sr_i_54
55. Running,1979,1h 42m,PG,5.9,855,,American marathon runner Michael Andropolis sets his heart on representing his country at the Olympic games. Meanwhile his marriage has fallen apart and his children have no respect for him. He sets out on his task with determination and hope that his success will resolve his personal problems.,https://www.imdb.com/title/tt0079832/?ref_=sr_i_55
56. Cuba,1979,2h 2m,R,5.6,3.1K,49,A British mercenary arrives in pre-Revolution Cuba to help train General Batista's Army against Castro's guerrillas while he also romances a former lover now married to an unscrupulous plantation owner.,https://www.imdb.com/title/tt0079013/?ref_=sr_i_56
57. Butch and Sundance: The Early Days,1979,1h 55m,PG,5.7,1.8K,,A prequel of sorts to Butch Cassidy and the Sundance Kid (1969) which chronicles the two outlaws' lives in the years before the events portrayed in the 1969 movie.,https://www.imdb.com/title/tt0078919/?ref_=sr_i_57
58. Players,1979,2h,PG,4.2,345,,A rising tennis star falls for an older woman engaged with a wealthy man she doesn't love. Will he become the next John McEnroe? Will she choose love over financial security?,https://www.imdb.com/title/tt0079723/?ref_=sr_i_58
