Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Cinderella,1950,1h 14m,G,7.3,180K,85,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",https://www.imdb.com/title/tt0042332/?ref_=sr_i_1
2. Sunset Boulevard,1950,1h 50m,Approved,8.4,247K,94,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,https://www.imdb.com/title/tt0043014/?ref_=sr_i_2
3. All About Eve,1950,2h 18m,Approved,8.2,144K,98,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,https://www.imdb.com/title/tt0042192/?ref_=sr_i_3
4. Rashomon,1950,1h 28m,Not Rated,8.2,188K,98,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",https://www.imdb.com/title/tt0042876/?ref_=sr_i_4
5. Gun Crazy,1950,1h 27m,Approved,7.6,16K,74,Two disturbed young people release their fascination with guns through a crime spree.,https://www.imdb.com/title/tt0042530/?ref_=sr_i_5
6. No Man of Her Own,1950,1h 38m,Approved,7.4,3.1K,,"A pregnant woman adopts the identity of a railroad-crash victim and starts a new life with the woman's wealthy in-laws, but is soon blackmailed by her devious ex.",https://www.imdb.com/title/tt0041694/?ref_=sr_i_6
7. Stage Fright,1950,1h 51m,Approved,7.0,17K,62,A struggling actress tries to help a friend prove his innocence after he's accused of murdering the husband of a high-society entertainer.,https://www.imdb.com/title/tt0042994/?ref_=sr_i_7
8. The Daughter of Rosie O'Grady,1950,1h 44m,Approved,6.5,621,,An Irish horsecar driver's daughter meets New York showman Tony Pastor and goes into vaudeville.,https://www.imdb.com/title/tt0042382/?ref_=sr_i_8
9. The Asphalt Jungle,1950,1h 52m,Approved,7.8,31K,85,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",https://www.imdb.com/title/tt0042208/?ref_=sr_i_9
10. Harvey,1950,1h 44m,Approved,7.9,59K,,"A whimsical man is thought to be insane due to his insistence that he is best friends with an invisible, humanoid rabbit, but he may be wiser than anyone knows.",https://www.imdb.com/title/tt0042546/?ref_=sr_i_10
11. Winchester '73,1950,1h 32m,Approved,7.6,23K,83,A cowboy's obsession with a stolen rifle leads to a bullet-ridden odyssey through the American West.,https://www.imdb.com/title/tt0043137/?ref_=sr_i_11
12. Nancy Goes to Rio,1950,1h 40m,Approved,6.4,658,,"A mother and daughter compete over the same singing role and, unbeknownst to each other, the same man.",https://www.imdb.com/title/tt0042779/?ref_=sr_i_12
13. In a Lonely Place,1950,1h 34m,Approved,7.9,37K,,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",https://www.imdb.com/title/tt0042593/?ref_=sr_i_13
14. Rio Grande,1950,1h 45m,Approved,7.0,18K,,"A cavalry officer posted on the Rio Grande is confronted with murderous raiding Apaches, a son who's a risk-taking recruit and his wife from whom he has been separated for many years.",https://www.imdb.com/title/tt0042895/?ref_=sr_i_14
15. Treasure Island,1950,1h 36m,Approved,6.9,10K,89,The treasure seeking adventures of young Jim Hawkins and pirate captain Long John Silver.,https://www.imdb.com/title/tt0043067/?ref_=sr_i_15
16. The Damned Don't Cry,1950,1h 43m,Approved,7.1,3.9K,,A New York socialite climbs the ladder of success man by man until a life among rich gangsters gives her what she thought she always wanted.,https://www.imdb.com/title/tt0042376/?ref_=sr_i_16
17. The Gunfighter,1950,1h 25m,Approved,7.7,14K,94,"Notorious gunfighter Jimmy Ringo rides into town to find his true love, who doesn't want to see him. He hasn't come looking for trouble, but trouble finds him around every corner.",https://www.imdb.com/title/tt0042531/?ref_=sr_i_17
18. A Woman of Distinction,1950,1h 25m,,6.6,613,,College dean Susan meets British professor Alec who has her keepsake. Press agent Teddy falsely creates a romance story around them which spirals out of control despite their efforts to quash it.,https://www.imdb.com/title/tt0043141/?ref_=sr_i_18
19. King Solomon's Mines,1950,1h 43m,Approved,6.7,7.3K,69,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,https://www.imdb.com/title/tt0042646/?ref_=sr_i_19
20. Father of the Bride,1950,1h 32m,Approved,7.1,13K,76,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",https://www.imdb.com/title/tt0042451/?ref_=sr_i_20
21. Born Yesterday,1950,1h 43m,Approved,7.5,13K,,"While in Washington to lobby for favorable legislation, a garbage tycoon hires a reporter to teach his ex-showgirl mistress proper etiquette to better fit in with high society, but she ends up learning more than he bargained for.",https://www.imdb.com/title/tt0042276/?ref_=sr_i_21
22. Caged,1950,1h 37m,Approved,7.6,5.1K,,"A gentle, naive, pregnant 19-year-old widow is slowly, inexorably ground down by the hardened criminals, sadistic guards, and matron at a woman's prison. Will she be the same person when her sentence is up?",https://www.imdb.com/title/tt0042296/?ref_=sr_i_22
