Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Passion of Joan of Arc,1928,1h 54m,Passed,8.1,64K,98,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",https://www.imdb.com/title/tt0019254/?ref_=sr_i_1
2. The Cameraman,1928,1h 16m,Passed,8.0,14K,,"Hopelessly in love with a woman working at MGM Studios, a clumsy man attempts to become a motion-picture cameraman to be close to the object of his desire.",https://www.imdb.com/title/tt0018742/?ref_=sr_i_2
"3. Steamboat Bill, Jr.",1928,1h 10m,Not Rated,7.8,17K,,The effete son of a cantankerous riverboat captain comes to join his father's crew.,https://www.imdb.com/title/tt0019421/?ref_=sr_i_3
4. The Circus,1928,1h 12m,G,8.1,37K,90,The Tramp finds work and the girl of his dreams at a circus.,https://www.imdb.com/title/tt0018773/?ref_=sr_i_4
5. The Man Who Laughs,1928,1h 50m,Not Rated,7.6,8.6K,,"When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.",https://www.imdb.com/title/tt0019130/?ref_=sr_i_5
6. The Crowd,1928,1h 38m,Not Rated,8.1,9.6K,,"The life of a man and woman together in a large, impersonal metropolis through their hopes, struggles, and downfalls.",https://www.imdb.com/title/tt0018806/?ref_=sr_i_6
7. The Docks of New York,1928,1h 16m,Not Rated,7.5,5.3K,,A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.,https://www.imdb.com/title/tt0018839/?ref_=sr_i_7
8. Show People,1928,1h 23m,Passed,7.6,4.1K,,A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.,https://www.imdb.com/title/tt0019379/?ref_=sr_i_8
9. Noah's Ark,1928,2h 15m,Passed,6.6,994,,"The Biblical story of Noah and the Great Flood, with a parallel story of soldiers in the First World War.",https://www.imdb.com/title/tt0020223/?ref_=sr_i_9
10. The Fall of the House of Usher,1928,1h 12m,Not Rated,7.2,4.8K,,"Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death.",https://www.imdb.com/title/tt0018770/?ref_=sr_i_10
11. In Old Arizona,1928,1h 35m,Passed,5.5,1.4K,,"A charming, happy-go-lucky bandit in old Arizona plays cat-and-mouse with the sheriff trying to catch him while he romances a local beauty.",https://www.imdb.com/title/tt0020018/?ref_=sr_i_11
12. Spies,1928,1h 30m,Not Rated,7.5,4.1K,,The mastermind behind a ubiquitous spy operation learns of a dangerous romance between a Russian lady in his employ and a dashing agent from the government's secret service.,https://www.imdb.com/title/tt0019415/?ref_=sr_i_12
13. The Racket,1928,1h 24m,Passed,6.6,1.7K,,An honest police captain vows to bring down a powerful bootlegger who is protected by corrupt politicians and judges.,https://www.imdb.com/title/tt0019304/?ref_=sr_i_13
14. The Last Warning,1928,1h 29m,,6.8,887,,"A producer decides to reopen a theater, that had been closed five years previously when one of the actors was murdered during a performance, by staging a production of the same play with the remaining members of the original cast.",https://www.imdb.com/title/tt0020080/?ref_=sr_i_14
15. Easy Virtue,1928,1h 20m,Not Rated,5.4,3.2K,,A recently divorced woman hides her scandalous past from her new husband and his family.,https://www.imdb.com/title/tt0017843/?ref_=sr_i_15
16. A Woman of Affairs,1928,1h 38m,Passed,7.1,1.8K,,"When two childhood sweethearts are kept from marrying, misery ensues.",https://www.imdb.com/title/tt0019591/?ref_=sr_i_16
17. White Shadows in the South Seas,1928,1h 28m,Passed,6.8,1K,,"An alcoholic doctor on a Polynesian island, disgusted by white exploitation of the natives, finds himself marooned on a pristinely beautiful island.",https://www.imdb.com/title/tt0019574/?ref_=sr_i_17
18. The Farmer's Wife,1928,2h 9m,Not Rated,5.8,3.3K,,"After his daughter weds, a middle-aged widower with a profitable farm decides to remarry, but he has problems choosing a suitable mate.",https://www.imdb.com/title/tt0018876/?ref_=sr_i_18
19. The Divine Lady,1928,1h 39m,Not Rated,6.1,987,,"The story of the romance between Emma, Lady Hamilton, and British war hero Admiral Horatio Nelson.",https://www.imdb.com/title/tt0019824/?ref_=sr_i_19
20. A Daughter of Destiny,1928,1h 48m,,6.2,467,,"A scientist with an interest in genetics impregnates a sex worker with the seed of a hanged murderer. The sex worker gives birth to a child who has no concept of love, whom the scientist adopts.",https://www.imdb.com/title/tt0017621/?ref_=sr_i_20
21. The Wedding March,1928,1h 53m,Passed,7.3,2K,,"A young impoverished aristocrat falls in love with an inn-keepers daughter, but has to marry money.",https://www.imdb.com/title/tt0019558/?ref_=sr_i_21
22. The Wind,1928,1h 35m,Not Rated,8.0,7.5K,,"A frail young woman from the East moves in with her cousin in the West, where she causes tension within the family and is slowly driven mad.",https://www.imdb.com/title/tt0019585/?ref_=sr_i_22
23. Craig's Wife,1928,1h 10m,,5.8,14,,"A cold, calculating woman marries a wealthy man for his money, then uses her position to further her own ambitions for money and power.",https://www.imdb.com/title/tt0018800/?ref_=sr_i_23
