Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. The Passion of Joan of Arc,1928,1h 54m,Passed,8.1,64K,98.0,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",https://www.imdb.com/title/tt0019254/?ref_=sr_i_1,"['Joseph Delteil', 'Carl Theodor Dreyer']",['Carl Theodor Dreyer'],"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna']",,"$6,408","$22,731","$21,877","October 25, 1928",['France'],"['Boulogne-Billancourt, Hauts-de-Seine, France (Studio)']",['Société générale des films'],"Awards, 4 wins & 1 nomination total","['Legal Drama', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Biography', 'Drama', 'History']","['None', 'French', 'Latin']"
2. The Cameraman,1928,1h 16m,Passed,8.0,14K,,"Hopelessly in love with a woman working at MGM Studios, a clumsy man attempts to become a motion-picture cameraman to be close to the object of his desire.",https://www.imdb.com/title/tt0018742/?ref_=sr_i_2,"['Clyde Bruckman', 'Lew Lipton', 'Joseph Farnham']","['Edward Sedgwick', 'Buster Keaton']","['Buster Keaton', 'Marceline Day', 'Harold Goodwin', 'Sidney Bracey', 'Harry Gribbon', 'Richard Alexander', 'Edward Brophy', 'Ray Cooke', 'Vernon Dent', 'Gertrude Ederle']",,,$698,,"September 22, 1928",['United States'],"['Venice Municipal Plunge, Venice Pier, Ocean Walk Front at Washington Boulevard, Venice, Los Angeles, California, USA (pool scenes)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 1 win total","['Slapstick', 'Comedy', 'Drama', 'Family', 'Romance']","['None', 'English']"
"3. Steamboat Bill, Jr.",1928,1h 10m,Not Rated,7.8,17K,,The effete son of a cantankerous riverboat captain comes to join his father's crew.,https://www.imdb.com/title/tt0019421/?ref_=sr_i_3,"['Carl Harbaugh', 'Buster Keaton']","['Charles Reisner', 'Buster Keaton']","['Buster Keaton', 'Tom McGuire', 'Ernest Torrence', 'Tom Lewis', 'Marion Byron', 'James T. Mack', 'Ford West']",,,,,"May 20, 1928",['United States'],"['Sacramento River, California, USA']","['Buster Keaton Productions', 'Joseph M. Schenck Productions']","Awards, 1 win & 1 nomination total","['Action', 'Comedy', 'Drama', 'Family', 'Romance']",['English']
4. The Circus,1928,1h 12m,G,8.1,37K,90.0,The Tramp finds work and the girl of his dreams at a circus.,https://www.imdb.com/title/tt0018773/?ref_=sr_i_4,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Merna Kennedy', 'Al Ernest Garcia', 'Harry Crocker', 'George Davis', 'Henry Bergman', 'Tiny Sandford', 'John Rand', 'Steve Murphy', 'Albert Austin']","$900,000 (estimated)",,"$31,718",,"January 29, 1928",['United States'],"['Glendale, California, USA (ending exterior scenes - the circus wagons depart south on Verdugo Rd. from Glenoaks Blvd.)']",['Charles Chaplin Productions'],"Awards, 3 wins total","['Slapstick', 'Comedy', 'Family', 'Romance']","['None', 'English']"
5. The Man Who Laughs,1928,1h 50m,Not Rated,7.6,8.6K,,"When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.",https://www.imdb.com/title/tt0019130/?ref_=sr_i_5,"['Victor Hugo', 'J. Grubb Alexander', 'Walter Anthony']",['Paul Leni'],"['Mary Philbin', 'Conrad Veidt', 'Julius Molnar', 'Olga Baclanova', 'Brandon Hurst', 'Cesare Gravina', 'Stuart Holmes', 'Sam De Grasse', 'George Siegmann', 'Josephine Crowell']",,,"$4,347",,"November 4, 1928",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",['English']
6. The Crowd,1928,1h 38m,Not Rated,8.1,9.6K,,"The life of a man and woman together in a large, impersonal metropolis through their hopes, struggles, and downfalls.",https://www.imdb.com/title/tt0018806/?ref_=sr_i_6,"['King Vidor', 'John V.A. Weaver', 'Joseph Farnham']",['King Vidor'],"['Eleanor Boardman', 'James Murray', 'Bert Roach', 'Estelle Clark', 'Daniel G. Tomlinson', 'Dell Henderson', 'Lucy Beaumont', 'Freddie Burke Frederick', 'Alice Mildred Puter', 'John D. Bloss']",,,,,"March 3, 1928",['United States'],"['Coney Island, Brooklyn, New York City, New York, USA (nighttime establishing exterior shots)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 2 Oscars, 4 wins & 2 nominations total","['Workplace Drama', 'Drama', 'Romance']",['None']
7. The Docks of New York,1928,1h 16m,Not Rated,7.5,5.3K,,A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.,https://www.imdb.com/title/tt0018839/?ref_=sr_i_7,"['Jules Furthman', 'John Monk Saunders', 'Julian Johnson']",['Josef von Sternberg'],"['George Bancroft', 'Betty Compson', 'Olga Baclanova', 'Clyde Cook', 'Mitchell Lewis', 'Gustav von Seyffertitz', 'Richard Alexander', 'May Foster', 'George Irving', 'John Kelly']",,,,,"September 29, 1928",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Awards, 7 wins total","['Film Noir', 'Crime', 'Drama', 'Romance']",['English']
8. Show People,1928,1h 23m,Passed,7.6,4.1K,,A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.,https://www.imdb.com/title/tt0019379/?ref_=sr_i_8,"['Agnes Christine Johnston', 'Laurence Stallings', 'Ralph Spence']",['King Vidor'],"['Marion Davies', 'William Haines', 'Dell Henderson', 'Paul Ralli', 'Tenen Holtz', 'Harry Gribbon', 'Sidney Bracey', 'Polly Moran', 'Albert Conti', 'Renée Adorée']",,,,"$1,100,000","October 20, 1928",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Cosmopolitan Productions']","Awards, 2 wins total","['Satire', 'Comedy', 'Romance']",[]
9. Noah's Ark,1928,2h 15m,Passed,6.6,994,,"The Biblical story of Noah and the Great Flood, with a parallel story of soldiers in the First World War.",https://www.imdb.com/title/tt0020223/?ref_=sr_i_9,"['Darryl F. Zanuck', 'Anthony Coldeway', 'De Leon Anthony']","['Michael Curtiz', 'Darryl F. Zanuck']","['Dolores Costello', ""George O'Brien"", 'Noah Beery', 'Louise Fazenda', ""Guinn 'Big Boy' Williams"", 'Paul McAllister', 'Myrna Loy', 'Anders Randolf', 'Armand Kaliz', 'William V. Mong']","$1,005,000 (estimated)",,,,"August 23, 1929",['United States'],"['Garden of the Gods, Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA']",['Warner Bros.'],"Awards, 3 wins total","['Period Drama', 'Drama', 'War']",['English']
10. The Fall of the House of Usher,1928,1h 12m,Not Rated,7.2,4.8K,,"Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death.",https://www.imdb.com/title/tt0018770/?ref_=sr_i_10,"['Edgar Allan Poe', 'Luis Buñuel', 'Jean Epstein']",['Jean Epstein'],"['Jean Debucourt', 'Marguerite Gance', 'Charles Lamy', 'Fournez-Goffard', 'Luc Dartagnan', 'Abel Gance', 'Halma', 'Pierre Hot', 'Pierre Kefer']",,,,,"October 5, 1928",['France'],"['Studios Eclair, Epinay-sur-Seine, Seine-Saint-Denis, France (Studio)']",['Films Jean Epstein'],,"['Drama', 'Fantasy', 'Horror']",['None']
