Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. Flaming Youth,1923,1h 30m,Passed,7.1,109,,An ingenue becomes a bob-haired flapper and enters into a ménage-à-trois with her mother's lover amid the sexual revolution of the Jazz Age.,https://www.imdb.com/title/tt0014045/?ref_=sr_i_11,"['Samuel Hopkins Adams', 'Harry O. Hoyt']",['John Francis Dillon'],"['Colleen Moore', 'Milton Sills', 'Elliott Dexter', 'Sylvia Breamer', 'Myrtle Stedman', 'Betty Francisco', 'Phillips Smalley', 'Walter McGrail', 'Ben Lyon', 'George Barraud']",,,,,"November 12, 1923",['United States'],,['John McCormick Productions'],"Awards, 1 win total",['Drama'],"['None', 'English']"
12. Why Worry?,1923,1h 3m,TV-G,7.3,2.1K,,A hypochondriac vacations in the tropics for the fresh air - and finds himself in the middle of a revolution instead.,https://www.imdb.com/title/tt0014611/?ref_=sr_i_12,"['Sam Taylor', 'Ted Wilde', 'Tim Whelan']","['Fred C. Newmeyer', 'Sam Taylor']","['Harold Lloyd', 'Jobyna Ralston', 'John Aasen', 'Wally Howe', 'Jim Mason', 'Leo White', 'Gaylord Lloyd', 'Mark Jones', 'William Gillespie', 'Sam Lufkin']","$220,626 (estimated)",,,,"September 9, 1923",['United States'],"['Venice Beach, Venice, Los Angeles, California, USA']",['Hal Roach Studios'],,"['Adventure', 'Comedy', 'Family', 'Romance']","['None', 'English']"
13. Warning Shadows,1923,1h 30m,Unrated,6.6,1.2K,,A wealthy man invites the local wealthy bachelors over for a puppet show about men who covet another man's wife. The puppeteer is actually a witch and gives the men nightmares about what could happen if they date the lady of the house.,https://www.imdb.com/title/tt0013579/?ref_=sr_i_13,"['Albin Grau', 'Arthur Robison', 'Rudolf Schneider']",['Arthur Robison'],"['Fritz Kortner', 'Ruth Weyher', 'Gustav von Wangenheim', 'Eugen Rex', 'Max Gülstorff', 'Ferdinand von Alten', 'Fritz Rasp', 'Karl Platen', 'Lilli Herder', 'Alexander Granach']",,,,,"November 29, 2016",['Germany'],,['Pan-Film'],,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance']","['None', 'German']"
14. The White Sister,1923,2h 23m,,6.9,585,,"A young woman becomes a nun when she believes her sweetheart has been killed, then things get complicated when he returns alive.",https://www.imdb.com/title/tt0014605/?ref_=sr_i_14,"['Francis Marion Crawford', 'George V. Hobart', 'Charles E. Whittaker']",['Henry King'],"['Lillian Gish', 'Ronald Colman', 'Gail Kane', 'J. Barney Sherry', 'Charles Lane', 'Juliette La Violette', 'Gustavo Serena', 'Alfredo Bertone', 'Roman Ibanez', 'Alfredo Martinelli']",,,,"$657,532","January 12, 1925",['United States'],['Algeria (desert scenes)'],['Inspiration Pictures'],"Awards, 2 wins & 1 nomination total","['Drama', 'Romance']",['English']
15. Little Old New York,1923,1h 50m,Passed,6.3,1.1K,,An Irish girl comes to America disguised as a boy to claim a fortune left to her brother who has died.,https://www.imdb.com/title/tt0014205/?ref_=sr_i_15,"['Rida Johnson Young', 'Luther Reed']",['Sidney Olcott'],"['Marion Davies', 'Harrison Ford', 'Courtenay Foote', 'Mahlon Hamilton', 'Sam Hardy', 'Andrew Dillon', 'George Barraud', 'Norval Keedwell', 'Riley Hatch', 'Charles Kennedy']",,,,"$2,400,000","November 4, 1923",['United States'],"['Jackson Studio - 723 Forrest Avenue, Bronx, New York City, New York, USA (studio - used after fire)']",['Cosmopolitan Productions'],"Awards, 2 wins total","['Comedy', 'Romance']",['English']
16. Scaramouche,1923,2h 4m,Passed,7.1,724,,"When a nobleman murders his best friend, a lawyer becomes a revolutionary with his heart set on vengeance.",https://www.imdb.com/title/tt0014440/?ref_=sr_i_16,"['Rafael Sabatini', 'Willis Goldbeck']",['Rex Ingram'],"['Lloyd Ingraham', 'Alice Terry', 'Ramon Novarro', 'Lewis Stone', 'Julia Swayne Gordon', 'William Humphrey', 'Otto Matieson', 'George Siegmann', 'Bowditch M. Turner', 'James A. Marcus']","$858,723 (estimated)",,,,February 1924,['United States'],"['Ren-Mar Studios - 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA']",['Metro Pictures Corporation'],"Awards, 2 wins & 1 nomination total","['Action', 'Drama', 'Romance']","['None', 'English', 'French']"
17. Rosita,1923,1h 30m,Passed,6.5,501,,"Rosita, a peasant singer in Seville, captures the attention of the King.",https://www.imdb.com/title/tt0014416/?ref_=sr_i_17,"['Edward Knoblock', 'Norbert Falk', 'Philippe Dumanoir']","['Ernst Lubitsch', 'Raoul Walsh']","['Mary Pickford', 'Holbrook Blinn', 'Irene Rich', 'George Walsh', 'Charles Belcher', 'Frank Leigh', 'Mathilde Comont', 'George Periolat', 'Bert Sprotte', 'Snitz Edwards']",,,,,"September 3, 1923",['United States'],"['Balboa Park - 1549 El Prado, San Diego, California, USA (photographs)']",['Mary Pickford Company'],"Awards, 3 wins total","['Comedy', 'Romance']",['English']
18. Merry-Go-Round,1923,1h 50m,,6.5,475,,A nobleman posing as a necktie salesman falls in love with the daughter of a circus puppeteer although he is already married to the daughter of his country's war minister.,https://www.imdb.com/title/tt0013386/?ref_=sr_i_18,"['Finis Fox', 'Harvey Gates', ""Mary O'Hara""]","['Rupert Julian', 'Erich von Stroheim']","['Norman Kerry', 'Mary Philbin', 'Cesare Gravina', 'Edith Yorke', 'George Hackathorne', 'George Siegmann', 'Dale Fuller', 'Lillian Sylvester', 'Spottiswoode Aitken', 'Dorothy Wallace']",,,,,"September 3, 1923",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],"Awards, 3 wins total",['Drama'],['English']
19. The Shock,1923,1h 36m,Passed,6.4,576,,"A gang of blackmailers sends a cripple to San Francisco to expose a banker they have been blackmailing. However, the cripple meets and falls in love with the banker's daughter.",https://www.imdb.com/title/tt0014463/?ref_=sr_i_19,"['Charles Kenyon', 'William Dudley Pelley']",['Lambert Hillyer'],"['Lon Chaney', 'Virginia Valli', 'Jack Mower', 'William Welsh', 'Henry A. Barrows', 'Christine Mayo', 'Harry De Vere', 'John Beck', 'Walter Long', 'Pat Harmon']","$90,220 (estimated)",,,,"June 10, 1923",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],,"['Crime', 'Drama', 'Horror']",['English']
20. The Blue Lagoon,1923,1h 20m,,5.3,44,,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.",https://www.imdb.com/title/tt0210575/?ref_=sr_i_20,"['William Bowden', 'Henry De Vere Stacpoole']","['William Bowden', 'Dick Cruikshanks']","['Molly Adair', 'Arthur Pusey', 'Doreen Wonfor', 'Val Chard', 'Dick Cruikshanks']",,,,,"September 19, 1923","['United Kingdom', 'South Africa']","['KwaZulu-Natal, South Africa (locations)']",['African Film Productions'],,['Drama'],['English']
21. Hollywood,1923,1h 20m,Passed,6.8,95,,"Angela comes to Hollywood with only two things: her dream to become a movie star, and Grandpa. She leaves Grandma, an aunt, her brother, and her longtime boyfriend back in Centerville. Despite seeing major movie stars around every corner and knocking on every casting office door in town, at the end of her first day she is still unemployed. To her horror, when she arrives back at their hotel, she finds that Grandpa has been cast in a movie by William DeMille and quickly becomes a star during the ensuing weeks. Her family, worried that Angela and Grandpa are getting into trouble, come to Hollywood to drag them back home. In short order Aunt, Grandma, brother, boyfriend, and even the parrot become superstars, but Angela is still unemployed.",https://www.imdb.com/title/tt0014137/?ref_=sr_i_21,"['Frank Condon', 'Thomas J. Geraghty']",['James Cruze'],"['Hope Drown', 'Luke Cosgrave', 'George K. Arthur', 'Ruby Lafayette', 'Harris Gordon', 'Bess Flowers', 'Eleanor Lawson', 'King Zany', ""Roscoe 'Fatty' Arbuckle"", 'Richard Arlen']","$202,000 (estimated)",,,,"August 11, 1923",['United States'],"['Egyptian Theatre - 6712 Hollywood Boulevard, Hollywood, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 2 wins total","['Comedy', 'Drama']","['None', 'English']"
22. Drifting,1923,1h 24m,,6.6,134,,"In Shanghai, an American girl smuggling opium is put under surveillance by an American agent disguised as a mining engineer. The two fall in love, and she determines to get out of the drug business, but she is afraid of the man who is the head of the drug ring for which she worked.",https://www.imdb.com/title/tt0014003/?ref_=sr_i_22,"['Daisy H. Andrews', 'Gardner Bradford', 'Tod Browning']",['Tod Browning'],"['Priscilla Dean', 'Matt Moore', 'Wallace Beery', 'J. Farrell MacDonald', 'Rose Dione', 'Edna Tichenor', 'William V. Mong', 'Anna May Wong', 'Bruce Guerin', 'Marie De Albert']",,,,,"August 26, 1923",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],,['Drama'],"['None', 'English']"
23. The White Rose,1923,1h 40m,,6.1,239,,"Joseph, a wealthy young Southern aristocrat, graduates from a seminary; before he takes charge of his assigned parish, he decides to go out and see what ""the real world"" is all about. He winds up in New Orleans and becomes attracted to Bessie, a poor, unsophisticated orphan girl. One thing leads to another, and before long Bessie discovers that she is pregnant by Joseph.",https://www.imdb.com/title/tt0014604/?ref_=sr_i_23,['D.W. Griffith'],['D.W. Griffith'],"['Mae Marsh', 'Carol Dempster', 'Ivor Novello', 'Neil Hamilton', 'Lucille La Verne', 'Porter Strong', 'Jane Thomas', 'Kate Bruce', 'Erville Alderson', 'Herbert Sutch']","$650,000 (estimated)",,,,"May 21, 1923",['United States'],"['Bayou Teche, Louisiana, USA']",['D.W. Griffith Productions'],"Awards, 2 wins total","['Drama', 'Romance']",['English']
24. Crown of Thorns,1923,1h 42m,,6.2,109,,"By the director of Cabinet of Dr.Caligari, this is the Passion embedded in a contemporary story. An anarchist jailed for an attempted assassination is told the Passion story by the prison chaplain, who seeks to convince him that it is better to sacrifice ones own life than take the life of ones enemy. The framing story, taken from a novel, is believed to have been intended to give the Biblical story an anti-Bolshevist propaganda function. In any case, it was added without the knowledge of the actors in the Passion story, who included some of the major stars of the period Asta Nielsen as Mary Magdalene, Henny Porten as Mary, Grigori Chmara as Jesus, and Werner Krauss as Pontius Pilate -bampfa.berkeley.edu",https://www.imdb.com/title/tt0014146/?ref_=sr_i_24,"['Peter Rosegger', 'Robert Wiene']",['Robert Wiene'],"['Gregori Chmara', 'Henny Porten', 'Asta Nielsen', 'Werner Krauss', 'Emanuel Reicher', 'Alexander Granach', 'Theodor Becker', 'Robert Taube', 'Bruno Ziener', 'Hans Heinrich von Twardowski']",,,,,"March 27, 1934",['Germany'],"['Atelier Staaken, Berlin, Germany (Studio)']",['Neumann-Filmproduktion'],,['Drama'],['None']
25. The Faithful Heart,1923,1h 27m,Not Rated,7.4,1.5K,,"Marie wants to escape from her job and also from her lover, Paul, an unemployed drunk. She dreams of going off with Jean, a dockworker. The two men quarrel and fight over Marie on two occasions, but Paul retains a hold over her. Marie has a baby who falls ill and as time goes on Jean and a crippled neighbor try to help the child. Paul nearly causes the death of the child whilst in a drunken stupor and in a final struggle that occurs, the crippled woman seizes Paul's gun and shoots him dead.",https://www.imdb.com/title/tt0013933/?ref_=sr_i_25,"['Jean Epstein', 'Marie Epstein']",['Jean Epstein'],"['Léon Mathot', 'Gina Manès', 'Edmond Van Daële', 'Claude Benedict', 'Madame Maufroy', 'Marie Epstein', 'Madeleine Erickson']",,,,,"November 23, 1923",['France'],"['Manosque, Alpes-de-Haute-Provence, France']",['Pathé Consortium Cinéma'],,"['Drama', 'Romance']","['None', 'French']"
26. The Spanish Dancer,1923,1h 43m,,6.7,119,,A love story between Don Cesar de Bazan and a beautiful Gypsy dancer.,https://www.imdb.com/title/tt0014499/?ref_=sr_i_26,"['Beulah Marie Dix', 'Philippe Dumanoir', 'Victor Hugo']",['Herbert Brenon'],"['Pola Negri', 'Antonio Moreno', 'Wallace Beery', 'Kathlyn Williams', 'Gareth Hughes', 'Adolphe Menjou', 'Edward Kipling', 'Anne Shirley', 'Charles A. Stevenson', 'Robert Agnew']",,,,"$314,765","November 4, 1923",['United States'],"['Lasky Studio - 1520 Vine Street, Hollywood, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 3 wins total","['Drama', 'History', 'Romance']","['None', 'English']"
27. Bella Donna,1923,1h,,7.3,38,,"Bella Donna, a seductive woman snares Nigel Armine into marriage and he takes her to Egypt to live. Tired of her simple husband, Bella becomes involved with brutish Baroudi.",https://www.imdb.com/title/tt0013867/?ref_=sr_i_27,"['Ouida Bergère', 'James B. Fagan', 'Robert Hichens']",['George Fitzmaurice'],"['Pola Negri', 'Conway Tearle', 'Conrad Nagel', 'Adolphe Menjou', 'Claude King', 'Lois Wilson', 'Macey Harlam', 'Robert Schable', 'Antonio Corsi']",,,,,"April 1, 1923",['United States'],"['Lasky Studio - 1520 Vine Street, Hollywood, Los Angeles, California, USA']",['Famous Players-Lasky Corporation'],"Awards, 2 wins total","['Drama', 'Romance']","['None', 'English']"
28. The Street,1923,1h 14m,,6.8,521,,"Presents two distinct plot lines until the two eventually merge: the first is that of the bored middle-aged man seeking a departure from monotony in his life; the second is that of the blind man and the little boy, his grandson, who are interdependent. None of the characters have been given names and are therefore referred to only by description. The city is an expressionistic nightmare, a dangerous and chaotic place.",https://www.imdb.com/title/tt0014516/?ref_=sr_i_28,"['Karl Grune', 'Carl Mayer', 'Julius Urgiss']",['Karl Grune'],"['Anton Edthofer', 'Aud Egede-Nissen', 'Leonhard Haskel', 'Lucie Höflich', 'Eugen Klöpfer', 'Max Schreck']",,,,,"September 5, 1927",['Germany'],,['Stern-Film'],,"['Drama', 'Horror']","['None', 'German']"
29. Black Oxen,1923,1h 20m,,5.8,257,,"A Manhattan playboy falls in love with a mysterious European woman whom he notices as an exact double for a famous socialite who disappeared at the turn of the century. At first, he thinks it's just pure coincidence, as the beautiful young woman he's currently romancing is much younger than the woman who vanished years before, but he soon starts to believe that it's not such a coincidence after all.",https://www.imdb.com/title/tt0014721/?ref_=sr_i_29,"['Walter Anthony', 'Gertrude Atherton', 'Frank Lloyd']",['Frank Lloyd'],"['Corinne Griffith', 'Conway Tearle', 'Tom Ricketts', 'Tom Guise', 'Clara Bow', 'Kate Lester', 'Harry Mestayer', 'Lincoln Stedman', 'Claire McDowell', 'Alan Hale']",,,,,January 1924,['United States'],,['Frank Lloyd Productions'],"Awards, 2 wins total","['Drama', 'Fantasy', 'Romance']","['None', 'English']"
30. Crime and Punishment,1923,2h 15m,,6.7,395,,"Student Raskolnikow, who has written an article about laws and crime, proposing the thesis, that un-ordinary people can commit crimes if their actions are necessary for the benefit of mankind, murders an old woman, who operates a crooked loaning house, as well as her sister, who made the mistake of visiting her at the wrong time. He is suspected of the crime, but somebody else confesses to the murder. Meanwhile, he has fallen in love with Sonja, the street-walking daughter of an ex-official who was fired because of drinking. Raskolnikow's sister is engaged with an arrogant official, who dislikes him, because Raskolnikow gave Sonja 25 Rubel for her father's funeral. When Raskolnikow tells him his opinion of his behaviour against the poor, he tries to show he's a good guy also to the public and showing that Sonja is also a thief at the same time by framing her of a theft of 100 Rubels. But after this, Raskolnikow finds out that Sonja was a very close friend of his second victim.",https://www.imdb.com/title/tt0014397/?ref_=sr_i_30,"['Fyodor Dostoevsky', 'Robert Wiene']",['Robert Wiene'],"['Gregori Chmara', 'Elisabeta Skulskaja', 'Alla Tarasova', 'Andrei Zhilinsky', 'Mikhail Tarkhanov', 'Mariya Germanova', 'Maria Kryshanovskaya', 'Polycarpe Pavloff', 'Toma', 'Petr Sharov']",,,,,"October 31, 1924",['Germany'],,"['Leonardo-Film', 'Neumann-Filmproduktion']",,['Drama'],['None']
31. Woman to Woman,1923,1h 22m,Passed,6.9,91,,"David Compton leaves his expectant French girlfriend Louise Boucher, a dancer at the Moulin Rouge, for the war where he loses his memory. Building a new life from scratch after the war, he gets married in London. Louise, now a mother, thinks him dead. She becomes a famous dancer under the name Deloryse but falls gravely ill. One night, as David is in the audience of her show, he recovers his memory. After she learns that David is married to another woman, Louise puts her son in the care of David's new wife and, accepting a dancing job at a party, she dies there of exhaustion and sorrow.",https://www.imdb.com/title/tt0015508/?ref_=sr_i_31,"['Graham Cutts', 'Alfred Hitchcock', 'Michael Morton']",['Graham Cutts'],"['Betty Compson', 'Clive Brook', 'Josephine Earle', 'Marie Ault', 'Myrtle Peter', 'A. Harding Steerman', 'Tom Coventry', 'Aubrey Fitzgerald', 'Donald Searle', 'Madge Tree']",,,,,"February 4, 1924",['United Kingdom'],"['Aldwych Theatre, 49 Aldwych, Westminster, Greater London, England, UK (on location)']","['Balcon, Freedman & Saville']",,"['Drama', 'Romance']","['None', 'English']"
32. The Extra Girl,1923,1h 8m,Not Rated,6.6,1.2K,,"A small town girl dreams of movie stardom. A switched photo wins her a movie contract. However, when she arrives Hollywood, she is assigned to the props department. Her parents visit and invest some money with a very shifty individual.",https://www.imdb.com/title/tt0014029/?ref_=sr_i_32,"['Bernard McConville', 'Mack Sennett']",['F. Richard Jones'],"['Mabel Normand', 'Ralph Graves', 'George Nichols', 'Anna Dodge', 'Vernon Dent', 'Ramsey Wallace', 'Charlotte Mineau', 'Mary Mason', 'Max Davidson', 'Louise Carver']",,,,,"October 28, 1923",['United States'],"['Mack Sennett Studios - 1712 Glendale Blvd., Silver Lake, Los Angeles, California, USA (Studio)']",['Mack Sennett Comedies'],,"['Romantic Comedy', 'Comedy', 'Romance']",['English']
33. Penrod and Sam,1923,1h 24m,,7.0,76,,"Penrod and his gang don't want to let neighborhood ""goodie-goodie"" Georgie Bassett into their club, but Penrod's father pressures him to allow the boy in because his parents are wealthy and prominent members of the town. Finally the boys agree to let Georgie join, but first they demand that he undergo an ""initiation"", and they're determined to make it one that Georgie won't soon forget.",https://www.imdb.com/title/tt0014353/?ref_=sr_i_33,"['Louis D. Lighton', 'Hope Loring', 'Booth Tarkington']",['William Beaudine'],"['Ben Alexander', 'Joe Butterworth', 'Buddy Messinger', 'Newton Hall', 'Gertrude Messinger', 'Joe McCray', 'Eugene Jackson', 'Rockliffe Fellowes', 'Gladys Brockwell', 'Mary Philbin']",,,,,"June 18, 1923",['United States'],"['Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['J.K. McDonald Productions'],"Awards, 1 win total","['Comedy', 'Drama']",['English']
34. The Bright Shawl,1923,1h 20m,Passed,6.1,65,,"Set in 1850s Cuba, Charles Abbott is a wealthy adventurer who is in love with Narcissa but instead pursues La Clavel to obtain information about the Spanish. He becomes implicated in the death of his friend Escobar, brother of Narcissa.",https://www.imdb.com/title/tt0013892/?ref_=sr_i_34,"['Edmund Goulding', 'Joseph Hergesheimer']",['John S. Robertson'],"['Richard Barthelmess', 'Dorothy Gish', 'Jetta Goudal', 'William Powell', 'Mary Astor', 'George Beranger', 'Edward G. Robinson', 'Margaret Seddon', 'Anders Randolf', 'Luis Alberni']",,,,,"April 22, 1923",['United States'],"['Havana, Cuba']",['Inspiration Pictures'],"Awards, 3 wins total","['Adventure', 'Drama']",['None']
35. The Nortull Gang,1923,1h 16m,,6.5,187,,"About a group of office girls hardships in the male world set in 1907. A collective fighting for female solidarity, civil rights and the conflict between love and work.",https://www.imdb.com/title/tt0014320/?ref_=sr_i_35,"['Hjalmar Bergman', 'Elin Wägner']",['Per Lindberg'],"['Tora Teje', 'Inga Tidblad', 'Renée Björling', 'Linnéa Hillberg', 'Egil Eide', 'Tollie Zellman', 'Olav Riégo', 'Stina Berg', 'Lili Ziedner', 'Lauritz Falk']",,,,,"December 26, 1923",['Sweden'],"['Bonnierateljén, Kungsholmen, Stockholm, Sweden (Studio)']",['Bonnierfilm'],,['Comedy'],['None']
