Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Greatest Show on Earth,1952,2h 32m,Approved,6.5,17K,76,"The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.",https://www.imdb.com/title/tt0044672/?ref_=sr_i_1
2. Singin' in the Rain,1952,1h 43m,G,8.3,271K,99,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,https://www.imdb.com/title/tt0045152/?ref_=sr_i_2
3. Umberto D.,1952,1h 29m,Not Rated,8.2,29K,92,An elderly man and his dog struggle to survive on his government pension in Rome.,https://www.imdb.com/title/tt0045274/?ref_=sr_i_3
4. Ikiru,1952,2h 23m,Not Rated,8.3,95K,92,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,https://www.imdb.com/title/tt0044741/?ref_=sr_i_4
5. The White Sheik,1952,1h 23m,Not Rated,7.2,7.2K,,"During a day of their honeymoon, newlyweds are separated by the city's lust and the desires it produces.",https://www.imdb.com/title/tt0044000/?ref_=sr_i_5
6. Fanfan la Tulipe,1952,1h 42m,Not Rated,7.1,3.6K,69,Swashbuckling adventures of young army recruit Fanfan la Tulipe during the reign of King Louis XV in 18th Century France.,https://www.imdb.com/title/tt0044602/?ref_=sr_i_6
7. Sudden Fear,1952,1h 50m,Approved,7.5,8K,,"After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her, he plots with his mistress to murder her.",https://www.imdb.com/title/tt0045205/?ref_=sr_i_7
8. Forbidden Games,1952,1h 26m,Not Rated,8.0,14K,,"A young French girl orphaned in a German air attack is befriended by the son of a poor farmer, and together they try to come to terms with the realities of death.",https://www.imdb.com/title/tt0043686/?ref_=sr_i_8
9. The Quiet Man,1952,2h 9m,Approved,7.7,44K,85,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",https://www.imdb.com/title/tt0045061/?ref_=sr_i_9
10. High Noon,1952,1h 25m,PG,7.9,113K,89,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train.",https://www.imdb.com/title/tt0044706/?ref_=sr_i_10
