Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Avengers: Endgame,2019,3h 1m,PG-13,8.4,1.3M,78,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",https://www.imdb.com/title/tt4154796/?ref_=sr_i_1
2. The Lion King,2019,1h 58m,PG,6.8,281K,55,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",https://www.imdb.com/title/tt6105098/?ref_=sr_i_2
3. Star Wars: Episode IX - The Rise of Skywalker,2019,2h 21m,PG-13,6.4,514K,53,The surviving Resistance faces the First Order once again.,https://www.imdb.com/title/tt2527338/?ref_=sr_i_3
4. Frozen II,2019,1h 43m,PG,6.8,206K,64,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",https://www.imdb.com/title/tt4520988/?ref_=sr_i_4
5. Toy Story 4,2019,1h 40m,G,7.6,295K,84,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",https://www.imdb.com/title/tt1979376/?ref_=sr_i_5
6. Captain Marvel,2019,2h 3m,PG-13,6.8,634K,64,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,https://www.imdb.com/title/tt4154664/?ref_=sr_i_6
7. Spider-Man: Far from Home,2019,2h 9m,PG-13,7.4,591K,69,"Peter Parker, the beloved superhero Spider-Man, faces four destructive elemental monsters while on holiday in Europe. Soon, he receives help from Mysterio, a fellow hero with mysterious origins.",https://www.imdb.com/title/tt6320628/?ref_=sr_i_7
8. Aladdin,2019,2h 8m,PG,6.9,301K,53,"Aladdin, a kind thief, woos Jasmine, the princess of Agrabah, with the help of Genie. When Jafar, the grand vizier, tries to usurp the king, Jasmine, Aladdin and Genie must stop him from succeeding.",https://www.imdb.com/title/tt6139732/?ref_=sr_i_8
9. Joker,2019,2h 2m,R,8.3,1.6M,59,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",https://www.imdb.com/title/tt7286456/?ref_=sr_i_9
10. Jumanji: The Next Level,2019,2h 3m,PG-13,6.6,301K,58,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",https://www.imdb.com/title/tt7975244/?ref_=sr_i_10
11. It Chapter Two,2019,2h 49m,R,6.5,322K,58,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",https://www.imdb.com/title/tt7349950/?ref_=sr_i_11
12. Us,2019,1h 56m,R,6.8,363K,81,"In order to get away from their busy lives, the Wilson family takes a vacation to Santa Cruz, California. At night, four strangers break into Adelaide's childhood home. The family is shocked to find out that the intruders look like them.",https://www.imdb.com/title/tt6857112/?ref_=sr_i_12
13. Fast & Furious Presents: Hobbs & Shaw,2019,2h 17m,PG-13,6.5,247K,60,Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,https://www.imdb.com/title/tt6806448/?ref_=sr_i_13
14. John Wick: Chapter 3 - Parabellum,2019,2h 10m,R,7.4,449K,73,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",https://www.imdb.com/title/tt6146586/?ref_=sr_i_14
15. Knives Out,2019,2h 10m,PG-13,7.9,812K,82,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",https://www.imdb.com/title/tt8946378/?ref_=sr_i_15
16. How to Train Your Dragon: The Hidden World,2019,1h 44m,PG,7.4,162K,71,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",https://www.imdb.com/title/tt2386490/?ref_=sr_i_16
17. 1917,2019,1h 59m,R,8.2,722K,78,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://www.imdb.com/title/tt8579674/?ref_=sr_i_17
18. The Secret Life of Pets 2,2019,1h 26m,PG,6.4,73K,55,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",https://www.imdb.com/title/tt5113040/?ref_=sr_i_18
19. Pokémon: Detective Pikachu,2019,1h 44m,PG,6.5,190K,53,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",https://www.imdb.com/title/tt5884052/?ref_=sr_i_19
20. Once Upon a Time... in Hollywood,2019,2h 41m,R,7.6,900K,84,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",https://www.imdb.com/title/tt7131622/?ref_=sr_i_20
21. Shazam!,2019,2h 12m,PG-13,7.0,398K,71,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,https://www.imdb.com/title/tt0448115/?ref_=sr_i_21
22. Ford v Ferrari,2019,2h 32m,PG-13,8.1,517K,81,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://www.imdb.com/title/tt1950186/?ref_=sr_i_22
23. Dumbo,2019,1h 52m,PG,6.3,85K,51,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",https://www.imdb.com/title/tt3861390/?ref_=sr_i_23
24. Maleficent: Mistress of Evil,2019,1h 59m,PG,6.6,125K,43,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",https://www.imdb.com/title/tt4777008/?ref_=sr_i_24
25. Glass,2019,2h 9m,PG-13,6.6,291K,43,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",https://www.imdb.com/title/tt6823368/?ref_=sr_i_25
26. Godzilla: King of the Monsters,2019,2h 12m,PG-13,6.0,219K,48,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",https://www.imdb.com/title/tt3741700/?ref_=sr_i_26
27. Little Women,2019,2h 15m,PG,7.8,265K,91,"19th century Massachusetts. While the March sisters - Jo, Meg, Amy, and Beth - enter the threshold of womanhood, they go through many ups and downs in life and endeavor to make important decisions that can affect their future.",https://www.imdb.com/title/tt3281548/?ref_=sr_i_27
28. The Lego Movie 2: The Second Part,2019,1h 47m,PG,6.5,81K,65,"It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild.",https://www.imdb.com/title/tt3513498/?ref_=sr_i_28
29. Hustlers,2019,1h 50m,R,6.3,110K,79,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients.",https://www.imdb.com/title/tt5503686/?ref_=sr_i_29
30. The Addams Family,2019,1h 26m,PG,5.8,47K,46,The Addams family face-off against a crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.,https://www.imdb.com/title/tt1620981/?ref_=sr_i_30
31. Downton Abbey,2019,2h 2m,PG,7.4,67K,64,The Crawleys and their servants prepare to host King George V and Queen Mary at Downton Abbey.,https://www.imdb.com/title/tt6398184/?ref_=sr_i_31
