Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Spider-Man 3,2007,2h 19m,PG-13,6.3,665K,59,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",https://www.imdb.com/title/tt0413300/?ref_=sr_i_1
2. Shrek the Third,2007,1h 33m,PG,6.1,346K,58,"Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.",https://www.imdb.com/title/tt0413267/?ref_=sr_i_2
3. Transformers,2007,2h 24m,PG-13,7.1,694K,61,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",https://www.imdb.com/title/tt0418279/?ref_=sr_i_3
4. Pirates of the Caribbean: At World's End,2007,2h 49m,PG-13,7.1,716K,50,"Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman.",https://www.imdb.com/title/tt0449088/?ref_=sr_i_4
5. Harry Potter and the Order of the Phoenix,2007,2h 18m,PG-13,7.5,662K,71,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",https://www.imdb.com/title/tt0373889/?ref_=sr_i_5
6. I Am Legend,2007,1h 41m,PG-13,7.2,845K,65,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",https://www.imdb.com/title/tt0480249/?ref_=sr_i_6
7. The Bourne Ultimatum,2007,1h 55m,PG-13,8.0,670K,85,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,https://www.imdb.com/title/tt0440963/?ref_=sr_i_7
8. National Treasure: Book of Secrets,2007,2h 4m,PG,6.5,261K,48,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,https://www.imdb.com/title/tt0465234/?ref_=sr_i_8
9. Alvin and the Chipmunks,2007,1h 32m,PG,5.3,99K,39,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,https://www.imdb.com/title/tt0952640/?ref_=sr_i_9
10. Ratatouille,2007,1h 51m,G,8.1,877K,96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://www.imdb.com/title/tt0382932/?ref_=sr_i_10
11. The Simpsons Movie,2007,1h 27m,PG-13,7.3,357K,80,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",https://www.imdb.com/title/tt0462538/?ref_=sr_i_11
12. Wild Hogs,2007,1h 40m,PG-13,5.9,125K,27,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",https://www.imdb.com/title/tt0486946/?ref_=sr_i_12
13. Knocked Up,2007,2h 9m,R,6.9,391K,85,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",https://www.imdb.com/title/tt0478311/?ref_=sr_i_13
14. Juno,2007,1h 36m,PG-13,7.4,561K,81,"Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child.",https://www.imdb.com/title/tt0467406/?ref_=sr_i_14
15. Rush Hour 3,2007,1h 31m,PG-13,6.2,190K,44,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.",https://www.imdb.com/title/tt0293564/?ref_=sr_i_15
16. Live Free or Die Hard,2007,2h 8m,PG-13,7.1,428K,69,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,https://www.imdb.com/title/tt0337978/?ref_=sr_i_16
17. Fantastic Four: Rise of the Silver Surfer,2007,1h 32m,PG,5.6,285K,45,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,https://www.imdb.com/title/tt0486576/?ref_=sr_i_17
18. American Gangster,2007,2h 37m,R,7.8,470K,76,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",https://www.imdb.com/title/tt0765429/?ref_=sr_i_18
19. Enchanted,2007,1h 47m,PG,7.1,223K,75,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",https://www.imdb.com/title/tt0461770/?ref_=sr_i_19
20. Bee Movie,2007,1h 31m,PG,6.1,187K,54,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey and subsequently decides to sue them.",https://www.imdb.com/title/tt0389790/?ref_=sr_i_20
