Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Moana,1926,1h 25m,Not Rated,6.8,781,,Filmmaker Robert J. Flaherty presents a docufictional account of a family living in a Samoan village in the early 1920s.,https://www.imdb.com/title/tt0017162/?ref_=sr_i_1
2. The General,1926,1h 18m,Passed,8.1,102K,,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",https://www.imdb.com/title/tt0017925/?ref_=sr_i_2
3. Battling Butler,1926,1h 17m,Passed,7.0,4.1K,,A love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.,https://www.imdb.com/title/tt0016630/?ref_=sr_i_3
4. Faust,1926,1h 47m,Not Rated,8.1,17K,,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,https://www.imdb.com/title/tt0016847/?ref_=sr_i_4
5. The Great Gatsby,1926,1h 20m,Passed,,,,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbour, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",https://www.imdb.com/title/tt0016938/?ref_=sr_i_5
6. A Page of Madness,1926,1h 10m,Not Rated,7.3,4.9K,,A man takes a job at an asylum with hopes of freeing his imprisoned wife.,https://www.imdb.com/title/tt0017048/?ref_=sr_i_6
7. Flesh and the Devil,1926,1h 52m,Passed,7.6,4.8K,,Childhood friends are torn apart when one of them marries the woman the other fiercely loves.,https://www.imdb.com/title/tt0016884/?ref_=sr_i_7
8. The Scarlet Letter,1926,1h 55m,Passed,7.6,2.1K,,"After having a child out of wedlock, a young Puritan woman is pressured to reveal the name of her lover.",https://www.imdb.com/title/tt0017350/?ref_=sr_i_8
9. The Holy Mountain,1926,1h 40m,,6.6,1K,,"Diotima meets Karl in the mountains where they fall in love and have an affair. When Karl's friend, Vigo, meets her, he mistakenly believes she is in love with him. Karl then believes that she is betraying him with his friend.",https://www.imdb.com/title/tt0016953/?ref_=sr_i_9
10. The Sorrows of Satan,1926,1h 30m,Passed,6.2,322,,"Geoffrey, a young and impoverished writer, is desperately in love with Mavis, who lives at his boardinghouse and is also pursuing a writing career. Unable to marry her because of his poverty, in his anger he curses God for abandoning him. Soon Geoffrey meets Prince Lucio de Rimanez, a wealthy, urbane gentleman who informs Geoffrey that he has inherited a fortune, but that he must place himself in the Prince's hands in order to enjoy the fruits of his inheritance. What Geoffrey doesn't know is that Prince Lucio is actually Satan, who is using Geoffrey as an experiment to show God that he can corrupt anybody.",https://www.imdb.com/title/tt0017419/?ref_=sr_i_10
11. Tell It to the Marines,1926,1h 43m,Passed,7.1,1.7K,,A gruff Marine sergeant and a handsome new recruit compete for the affection of a nurse.,https://www.imdb.com/title/tt0018471/?ref_=sr_i_11
12. So This Is Paris,1926,1h,Passed,7.1,839,,"Georgette lives in Paris with her unexciting, effeminate husband, Maurice. Suzanne lives across the street, spending her time reading romance novels, while dreaming of someone more exciting than her own lackluster spouse, Paul. Both women happen across the other's husband, and they begin their dream affairs. Four people, each cheating on their spouse, none of them aware that their own spouse is cheating - who will tire of the 'excitement' first, and how?",https://www.imdb.com/title/tt0017409/?ref_=sr_i_12
13. The Strong Man,1926,1h 15m,Passed,6.6,1K,,"A meek Belgian soldier, fighting in World War I, receives a letter and a photo from ""Mary Brown"", an American girl he has never met. After the war, he travels to America searching for her.",https://www.imdb.com/title/tt0017437/?ref_=sr_i_13
14. Mantrap,1926,1h 11m,Passed,6.8,474,,"A sexy young manicurist living with her older backwoodsman husband in a small Canadian town finds herself attracted to a young, rich and famous divorce lawyer who comes to town on vacation.",https://www.imdb.com/title/tt0017119/?ref_=sr_i_14
15. The Sea Beast,1926,2h 16m,,6.3,228,,"This silent movie is based on Melville's classic Moby Dick. Ahab and his brother compete for the affections of minister's daughter Esther. But the great white whale has been eluding the harpooners, bearing many scars of failed attacks. Can our hero Ahab succeed where others have perished?",https://www.imdb.com/title/tt0017354/?ref_=sr_i_15
16. Nana,1926,2h 30m,Not Rated,6.6,1K,,"When the vivacious and beautiful Nana bombs at the Théâtre des Variétés, she embarks on the life of a courtesan, using her allure and charisma to entice and pleasure men.",https://www.imdb.com/title/tt0017196/?ref_=sr_i_16
17. Kid Boots,1926,1h 17m,Passed,6.9,227,,"A salesman is helped out of a jam with an angry customer by a wealthy playboy. In return, he agrees to help the playboy get a divorce from his wife, only to find himself falling for the girlfriend of the customer who got him in trouble in the first place.",https://www.imdb.com/title/tt0017028/?ref_=sr_i_17
18. Old Ironsides,1926,1h 51m,Passed,6.9,328,,An American fighting ship battles Barbary pirates in the Mediterranean in the 18th century.,https://www.imdb.com/title/tt0017226/?ref_=sr_i_18
19. Love 'Em and Leave 'Em,1926,1h 16m,Passed,6.1,288,,"The tale of two sisters with the older one pledged to look after the younger one that transpires between a department store, NYC's Central Park and a boarding house. THe older one is the sweet, old-fashioned type and the younger is a jazz-age flapper who takes whatever falls her way. Mame, the older, goes on vacation and returns home to find that her kid sister, Janie, has vamped her way into the arms of Mame's intended.",https://www.imdb.com/title/tt0017082/?ref_=sr_i_19
20. The Student of Prague,1926,1h 50m,,6.9,821,,"For Balduin, going out to beer parties with his fellow students and fighting out disputes at the tip of the sword have lost their charms. He wants to find love; but how would he, a penniless student, ever dare looking up to any woman worth of loving? Absorbed in his dreary thoughts and indifferent to the advances of Lyduschka, Balduin is unexpectedly offered a fortune by the mysterious money-lender Scapinelli - but on a strange condition...",https://www.imdb.com/title/tt0017438/?ref_=sr_i_20
