link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
https://www.imdb.com/title/tt0046183/?ref_=sr_i_1,"['J.M. Barrie', 'Ted Sears', 'Erdman Penner']","['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']","['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried', 'Bill Thompson', 'Heather Angel', 'Paul Collins', 'Tommy Luske', 'Candy Candido', 'Tom Conway', 'Roland Dupree']","$4,000,000 (estimated)","$957,256","$87,405,849","$87,404,651","February 5, 1953",['United States'],"['Walt Disney Studios - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Animation Studios', 'Walt Disney Productions']","Awards, 2 wins & 2 nominations total","['Fairy Tale', 'Hand-Drawn Animation', 'Swashbuckler', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Musical']","['English', 'American Sign Language']"
https://www.imdb.com/title/tt0046247/?ref_=sr_i_2,"['Philip Dunne', 'Gina Kaus', 'Lloyd C. Douglas']",['Henry Koster'],"['Richard Burton', 'Jean Simmons', 'Victor Mature', 'Michael Rennie', 'Jay Robinson', 'Dean Jagger', 'Torin Thatcher', 'Richard Boone', 'Betta St. John', 'Jeff Morrow']","$5,000,000 (estimated)",,"$36,010,866","$36,000,000","December 4, 1953",['United States'],"['Corriganville, Ray Corrigan Ranch, Simi Valley, California, USA']",['Twentieth Century Fox'],"Won 2 Oscars, 7 wins & 6 nominations total","['Epic', 'Period Drama', 'Political Drama', 'Sword & Sandal', 'Drama', 'History', 'Romance']",['English']
https://www.imdb.com/title/tt0045888/?ref_=sr_i_3,"['Crane Wilbur', 'Charles Belden']",['André De Toth'],"['Vincent Price', 'Frank Lovejoy', 'Phyllis Kirk', 'Carolyn Jones', 'Paul Picerni', 'Roy Roberts', 'Angela Clarke', 'Paul Cavanagh', 'Dabbs Greer', 'Charles Bronson']","$1,000,000 (estimated)",,"$23,750,319","$23,750,000","April 25, 1953",['United States'],"['Stage 12, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']","['Bryan Foy Productions', 'Warner Bros.']","Awards, 1 win & 3 nominations total",['Horror'],['English']
https://www.imdb.com/title/tt0046022/?ref_=sr_i_4,"['Louise de Vilmorin', 'Marcel Achard', 'Max Ophüls']",['Max Ophüls'],"['Charles Boyer', 'Danielle Darrieux', 'Vittorio De Sica', 'Jean Debucourt', 'Jean Galland', 'Mireille Perrey', 'Paul Azaïs', 'Josselin', 'Hubert Noël', 'Lia Di Leo']",,"$15,409","$135,636","$130,561","July 19, 1954","['France', 'Italy']","['Saint-Étienne-du-Mont, Place Sainte-Geneviève, Paris 5, Paris, France']","['Franco London Films', 'Indusfilms', 'Rizzoli Film']","Nominated for 1 Oscar, 1 nomination total","['Period Drama', 'Drama', 'Romance']","['French', 'Turkish']"
https://www.imdb.com/title/tt0046521/?ref_=sr_i_5,"['Federico Fellini', 'Ennio Flaiano', 'Tullio Pinelli']",['Federico Fellini'],"['Alberto Sordi', 'Franco Fabrizi', 'Franco Interlenghi', 'Leopoldo Trieste', 'Riccardo Fellini', 'Leonora Ruffo', 'Jean Brochard', 'Claude Farell', 'Carlo Romano', 'Enrico Viarisio']",,"$14,790","$148,421","$116,428","November 7, 1956","['Italy', 'France']","['Florence, Tuscany, Italy (masquerade ball inside the Goldoni theater)']","['Peg-Films', 'Cité Films']","Nominated for 1 Oscar, 4 wins & 3 nominations total","['Dark Comedy', 'Satire', 'Comedy', 'Drama']",['Italian']
https://www.imdb.com/title/tt0045793/?ref_=sr_i_6,"['Daniel Taradash', 'James Jones']",['Fred Zinnemann'],"['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed', 'Frank Sinatra', 'Philip Ober', 'Mickey Shaughnessy', 'Harry Bellaver', 'Ernest Borgnine', 'Jack Warden']","$1,650,000 (estimated)","$18,176","$36,416","$36,416","August 28, 1953",['United States'],"[""Halona Beach Cove, O'ahu, Hawaii, USA (Warden and Karen's kissing in the surf scene)""]",['Columbia Pictures'],"Won 8 Oscars, 26 wins & 9 nominations total","['Drama', 'Romance', 'War']",['English']
https://www.imdb.com/title/tt0046004/?ref_=sr_i_7,"['Ray Ashley', 'Morris Engel', 'Ruth Orkin']","['Ray Ashley', 'Morris Engel', 'Ruth Orkin']","['Richard Brewster', 'Winifred Cushing', 'Jay Williams', 'Will Lee', 'Charlie Moss', 'Tommy DeCanio', 'Richie Andrusco', 'Ruth Orkin']","$30,000 (estimated)","$9,040","$162,373","$29,505","December 16, 1953",['United States'],"['Coney Island, Brooklyn, New York City, New York, USA']",['Little Fugitive Production Company'],"Nominated for 1 Oscar, 4 wins & 3 nominations total","['Drama', 'Family']",['English']
https://www.imdb.com/title/tt0046268/?ref_=sr_i_8,"['Georges Arnaud', 'Henri-Georges Clouzot', 'Jérôme Géronimi']",['Henri-Georges Clouzot'],"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'William Tubbs', 'Darío Moreno', 'Jo Dest', 'Antonio Centa', 'Luis De Lima']",,"$7,633","$22,326","$21,228","February 16, 1955","['France', 'Italy']","['Bouches-du-Rhône, France']","['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Filmsonor', 'Vera Films']","Won 1 BAFTA Award, 6 wins & 1 nomination total","['Psychological Drama', 'Survival', 'Adventure', 'Drama', 'Thriller']","['French', 'English', 'Spanish', 'German', 'Italian', 'Russian']"
https://www.imdb.com/title/tt0045361/?ref_=sr_i_9,"['Luis Buñuel', 'Luis Alcoriza', 'Mercedes Pinto']",['Luis Buñuel'],"['Arturo de Córdova', 'Delia Garcés', 'Aurora Walker', 'Carlos Martínez Baena', 'Manuel Dondé', 'Rafael Banquells', 'Fernando Casanova', 'José Pidal', 'Roberto Meyer', 'Luis Beristáin']",,"$7,892","$16,843","$16,843","July 9, 1953",['Mexico'],"['Estudios Tepeyac, Mexico City, Distrito Federal, Mexico (Studio)']",['Producciones Tepeyac'],"Awards, 1 nomination total","['Drama', 'Romance']",['Spanish']
https://www.imdb.com/title/tt0045981/?ref_=sr_i_10,['Jacques Deval'],['Jean-Pierre Melville'],"['Juliette Gréco', 'Philippe Lemaire', 'Yvonne Sanson', 'Irene Galter', 'Daniel Cauchy', 'Jacques Deval', 'Robert Dalban', 'Fernand Sardou', 'Claude Borelli', 'Roland Lesaffre']",,"$5,166","$15,552","$15,552","July 26, 1953","['France', 'Italy']","['Paris Studios Cinéma, Billancourt, Hauts-de-Seine, France (Studio)']","['Daunia Film', 'Jad Films', 'Lux Compagnie Cinématographique de France']",,['Drama'],['French']
