Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Third Man,1949,1h 44m,Approved,8.1,189K,97,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",https://www.imdb.com/title/tt0041959/?ref_=sr_i_1
2. Stray Dog,1949,2h 2m,Not Rated,7.8,20K,,"During a sweltering summer, a rookie homicide detective seeks advice from a seasoned colleague while trying to track down his stolen Colt pistol.",https://www.imdb.com/title/tt0041699/?ref_=sr_i_2
3. Kind Hearts and Coronets,1949,1h 46m,Approved,8.0,41K,,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,https://www.imdb.com/title/tt0041546/?ref_=sr_i_3
4. The Small Back Room,1949,1h 46m,Approved,7.1,3.5K,,"As the Germans drop explosive booby-traps on Britain in 1943, the embittered expert who'll have to disarm them fights a private battle with alcohol.",https://www.imdb.com/title/tt0041886/?ref_=sr_i_4
5. Late Spring,1949,1h 50m,Not Rated,8.2,20K,93,"Several people try to talk 27-year-old Noriko into marrying, but all she wants is to keep on caring for her widowed father.",https://www.imdb.com/title/tt0041154/?ref_=sr_i_5
6. Rendezvous in July,1949,1h 52m,,7.0,475,,Hopes and love and ambitions and friendship in a group of young jazz-loving Parisians.,https://www.imdb.com/title/tt0041800/?ref_=sr_i_6
7. The Fighting Kentuckian,1949,1h 40m,Approved,6.4,3.7K,,"In 1818 Alabama, French settlers are pitted against greedy land-grabber Blake Randolph but Kentucky militiaman John Breen, who's smitten with French gal Fleurette De Marchand, comes to the settlers' aid.",https://www.imdb.com/title/tt0041361/?ref_=sr_i_7
8. She Wore a Yellow Ribbon,1949,1h 44m,Approved,7.2,20K,87,"Captain Nathan Brittles, on the eve of retirement, takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled.",https://www.imdb.com/title/tt0041866/?ref_=sr_i_8
9. Samson and Delilah,1949,2h 14m,Approved,6.8,9.3K,,"When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret.",https://www.imdb.com/title/tt0041838/?ref_=sr_i_9
10. Twelve O'Clock High,1949,2h 12m,Approved,7.7,16K,,A tough-as-nails general takes over a B-17 bomber unit suffering from low morale and whips them into fighting shape.,https://www.imdb.com/title/tt0041996/?ref_=sr_i_10
11. Cover Up,1949,1h 23m,Approved,6.6,1.6K,,"An insurance company investigator goes to a small town to probe into a case of supposed suicide. The natives are not very cooperative and some turn hostile, leading to suspicion of foul play.",https://www.imdb.com/title/tt0041263/?ref_=sr_i_11
12. The Heiress,1949,1h 55m,Approved,8.1,18K,,A naive young woman falls for a handsome young man her emotionally abusive father suspects is only a fortune hunter.,https://www.imdb.com/title/tt0041452/?ref_=sr_i_12
13. Little Women,1949,2h 2m,Approved,7.2,8.6K,61,The four daughters of a New England family fight for happiness during and after the Civil War.,https://www.imdb.com/title/tt0041594/?ref_=sr_i_13
14. All the King's Men,1949,1h 50m,Approved,7.4,17K,,The rise and fall of a grass-roots rural politician who eventually becomes mired in the sort of political corruption he vehemently railed against on his way to the governor's mansion.,https://www.imdb.com/title/tt0041113/?ref_=sr_i_14
15. White Heat,1949,1h 54m,Approved,8.1,37K,89,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,https://www.imdb.com/title/tt0042041/?ref_=sr_i_15
16. The Fountainhead,1949,1h 54m,Approved,7.0,11K,,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",https://www.imdb.com/title/tt0041386/?ref_=sr_i_16
17. The Blue Lagoon,1949,1h 41m,Approved,6.4,680,,"During the Victorian period, two children are shipwrecked on a tropical island in the South Pacific and fall in love while growing up together.",https://www.imdb.com/title/tt0041190/?ref_=sr_i_17
18. Shockproof,1949,1h 19m,Approved,6.5,2.6K,,"A parole officer falls in love with his client, a ravishing blonde who served time for murder, and he's determined to help her go straight despite her interfering criminal boyfriend.",https://www.imdb.com/title/tt0041871/?ref_=sr_i_18
19. Temptations,1949,1h 8m,,5.2,42,,"A psychic goes to the home of a woman who wants him to contact her dead fiancée, even though she has already remarried. Later, she ends up murdered. Soon the psychic points the finger at her jealous husband. Intriguing British thriller that leans a bit toward horror themes. [From 16mm print]",https://www.imdb.com/title/tt0041626/?ref_=sr_i_19
20. On the Town,1949,1h 38m,Approved,7.3,19K,71,Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.,https://www.imdb.com/title/tt0041716/?ref_=sr_i_20
21. Adam's Rib,1949,1h 41m,Approved,7.4,24K,87,Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.,https://www.imdb.com/title/tt0041090/?ref_=sr_i_21
22. Too Late for Tears,1949,1h 39m,Approved,7.3,6.2K,,"Through a fluke circumstance, a ruthless woman stumbles across a suitcase filled with $60,000, and is determined to hold onto it even if it means murder.",https://www.imdb.com/title/tt0041968/?ref_=sr_i_22
23. Sands of Iwo Jima,1949,1h 40m,Approved,7.0,12K,75,"Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.",https://www.imdb.com/title/tt0041841/?ref_=sr_i_23
24. D.O.A.,1949,1h 23m,Approved,7.2,14K,,"Frank Bigelow, told he's been poisoned and has only a few days to live, tries to find out who killed him and why.",https://www.imdb.com/title/tt0042369/?ref_=sr_i_24
25. The Adventures of Ichabod and Mr. Toad,1949,1h 8m,Approved,6.8,19K,74,"An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow"".",https://www.imdb.com/title/tt0041094/?ref_=sr_i_25
26. A Letter to Three Wives,1949,1h 43m,Approved,7.7,11K,,"A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands - but she does not say which one.",https://www.imdb.com/title/tt0041587/?ref_=sr_i_26
27. Mighty Joe Young,1949,1h 34m,Approved,7.0,6K,61,A young woman who has raised a giant gorilla from an infant brings him to Hollywood years later seeking her fortune.,https://www.imdb.com/title/tt0041650/?ref_=sr_i_27
28. Impact,1949,1h 51m,Approved,7.0,5.1K,,"A unfaithful wife plots with her lover to kill her husband, but the lover is accidentally killed instead. The husband stays in hiding and lets his wife be charged with conspiracy.",https://www.imdb.com/title/tt0041503/?ref_=sr_i_28
29. Criss Cross,1949,1h 24m,Approved,7.4,10K,,An armored truck driver and his ex-wife conspire with a gang to have his own truck robbed on the route.,https://www.imdb.com/title/tt0041268/?ref_=sr_i_29
30. Batman and Robin,1949,4h 23m,Approved,5.9,2.2K,,"Second serial featuring the comic book character Batman. In it, Batman, together with his sidekick Robin, face off against the Wizard, a hooded villain with an electronic device that remotely controls vehicles.",https://www.imdb.com/title/tt0041162/?ref_=sr_i_30
