Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. 42nd Street,1933,1h 29m,Approved,7.3,13K,83.0,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",https://www.imdb.com/title/tt0024034/?ref_=sr_i_11,"['Rian James', 'James Seymour', 'Bradford Ropes']",['Lloyd Bacon'],"['Warner Baxter', 'Bebe Daniels', 'George Brent', 'Ruby Keeler', 'Guy Kibbee', 'Una Merkel', 'Ginger Rogers', 'Ned Sparks', 'Dick Powell', 'Allen Jenkins']","$439,000 (estimated)",,"$1,800",,"March 11, 1933",['United States'],"['Stage 2, Vitagraph Studios - 4151 Prospect Avenue, Los Angeles, California, USA (theater interiors)']",['Warner Bros.'],"Nominated for 2 Oscars, 3 wins & 2 nominations total","['Comedy', 'Drama', 'Musical', 'Romance']",['English']
12. The Ghost Camera,1933,1h 6m,,6.2,536,,"Photograph taken at murder scene, camera tossed from castle lands in chemist John Gray's car. After developing film, he becomes amateur sleuth seeking woman in photograph, investigating murder as evidence.",https://www.imdb.com/title/tt0024054/?ref_=sr_i_12,"['Joseph Jefferson Farjeon', 'H. Fowler Mear']",['Bernard Vorhaus'],"['Henry Kendall', 'John Mills', 'Victor Stanley', 'George Merritt', 'Felix Aylmer', 'Fred Groves', 'Davina Craig', 'Ida Lupino', 'Charles Paton', 'Tom Shenton']",,,,,"June 23, 1934",['United Kingdom'],"['Corfe Castle, Dorset, England, UK (Represents Norman Arches, Merefield)']",['Julius Hagen Productions'],,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",['English']
13. Gold Diggers of 1933,1933,1h 37m,Passed,7.7,9.5K,,"A wealthy composer rescues unemployed Broadway performers with a new play, but insists on remaining anonymous.",https://www.imdb.com/title/tt0024069/?ref_=sr_i_13,"['Erwin Gelsey', 'James Seymour', 'David Boehm']",['Mervyn LeRoy'],"['Warren William', 'Joan Blondell', 'Aline MacMahon', 'Ruby Keeler', 'Dick Powell', 'Guy Kibbee', 'Ned Sparks', 'Ginger Rogers', 'Robert Agnew', 'Loretta Andrews']","$433,000 (estimated)",,$105,,"May 27, 1933",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],"Nominated for 1 Oscar, 4 wins & 1 nomination total","['Classic Musical', 'Showbiz Drama', 'Comedy', 'Drama', 'Musical']",['English']
14. Little Women,1933,1h 55m,Passed,7.2,8.2K,92.0,A chronicle of the lives of sisters growing up in 19th-century New England.,https://www.imdb.com/title/tt0024264/?ref_=sr_i_14,"['Louisa May Alcott', 'Sarah Y. Mason', 'Victor Heerman']",['George Cukor'],"['Katharine Hepburn', 'Joan Bennett', 'Paul Lukas', 'Edna May Oliver', 'Jean Parker', 'Frances Dee', 'Henry Stephenson', 'Douglass Montgomery', 'John Lodge', 'Spring Byington']","$424,000 (estimated)",,,,"November 24, 1933",['United States'],"['Providencia Ranch, Hollywood Hills, Los Angeles, California, USA (exterior of March house)']",['RKO Radio Pictures'],"Won 1 Oscar, 7 wins & 4 nominations total","['Holiday Romance', 'Drama', 'Family', 'Romance', 'War']","['English', 'German']"
15. The Private Life of Henry VIII,1933,1h 37m,Passed,7.0,5.1K,,King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,https://www.imdb.com/title/tt0024473/?ref_=sr_i_15,"['Lajos Biró', 'Arthur Wimperis']",['Alexander Korda'],"['Charles Laughton', 'Robert Donat', 'Franklin Dyall', 'Miles Mander', 'Lawrence Hanray', 'William Austin', 'John Loder', 'Claud Allister', 'Gibb McLaughlin', 'Sam Livesey']","£60,000 (estimated)",,,,"September 21, 1933",['United Kingdom'],"['Hampton Court Palace, East Molesey, Surrey, England, UK (Exterior shots)']",['London Film Productions'],"Won 1 Oscar, 4 wins & 1 nomination total","['Period Drama', 'Biography', 'Drama', 'History']","['English', 'German']"
16. The Testament of Dr. Mabuse,1933,2h 2m,Not Rated,7.9,14K,,A criminal mastermind uses hypnosis to rule the rackets after death.,https://www.imdb.com/title/tt0023563/?ref_=sr_i_16,"['Norbert Jacques', 'Fritz Lang', 'René Sti']",['Fritz Lang'],"['Rudolf Klein-Rogge', 'Otto Wernicke', 'Thomy Bourdelle', 'Gustav Diessl', 'Rudolf Schündler', 'Jim Gérald', 'Oskar Höcker', 'Theo Lingen', 'Monique Rolland', 'Maurice Maillot']",,,"$27,690",,"March 19, 1943","['Germany', 'France']","['Berlin, Germany']","['Nero-Film AG', 'Nero Films']",,"['Crime', 'Mystery', 'Thriller']","['German', 'French']"
17. Roman Scandals,1933,1h 32m,Approved,6.6,859,,"A kind-hearted young man is thrown out of his corrupt home town of West Rome, Oklahoma. He falls asleep and dreams that he is back in the days of olden Rome, where he gets mixed up with court intrigue and a murder plot against the Emperor.",https://www.imdb.com/title/tt0024507/?ref_=sr_i_17,"['George S. Kaufman', 'Robert E. Sherwood', 'William Anthony McGuire']",['Frank Tuttle'],"['Eddie Cantor', 'Ruth Etting', 'Gloria Stuart', 'Edward Arnold', 'David Manners', 'Verree Teasdale', 'Alan Mowbray', 'Jack Rutherford', 'Willard Robertson', 'Lee Kohlmar']","$1,000,000 (estimated)",,,,"December 29, 1933",['United States'],"['United Artists Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA']",['The Samuel Goldwyn Company'],"Awards, 2 wins total","['Comedy', 'Fantasy', 'Musical', 'Romance']",['English']
18. The Story of Temple Drake,1933,1h 10m,Not Rated,7.1,2K,,"A wealthy but neurotic Southern belle finds herself trapped in the hideout of a gang of vicious bootleggers. The gang's leader lusts after her, and is determined not to let anything stand in the way of his having her.",https://www.imdb.com/title/tt0024617/?ref_=sr_i_18,"['Oliver H.P. Garrett', 'William Faulkner', 'Maurine Dallas Watkins']",['Stephen Roberts'],"['Miriam Hopkins', 'William Gargan', 'Jack La Rue', 'Florence Eldridge', 'Guy Standing', 'Irving Pichel', 'Jobyna Howland', 'William Collier Jr.', 'Elizabeth Patterson', 'James Eagles']",,,,,December 1933,['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA']",['Paramount Pictures'],,"['Crime', 'Drama']",['English']
19. Brief Moment,1933,1h 9m,Passed,6.3,405,,"A dissolute rich society boy marries a worldly nightclub singer, and she begins to have a wholly unexpected effect on him.",https://www.imdb.com/title/tt0023842/?ref_=sr_i_19,"['S.N. Behrman', 'Brian Marlow', 'Edith Fitzgerald']",['David Burton'],"['Carole Lombard', 'Gene Raymond', 'Donald Cook', 'Monroe Owsley', 'Arthur Hohl', 'Irene Ware', 'Theresa Maxwell Conover', 'Reginald Mason', 'Jameson Thomas', 'Florence Britton']",,,,,"September 29, 1933",['United States'],,['Columbia Pictures'],,"['Drama', 'Music', 'Romance']",['English']
20. Queen Christina,1933,1h 39m,Approved,7.5,8.9K,,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.",https://www.imdb.com/title/tt0024481/?ref_=sr_i_20,"['H.M. Harwood', 'Salka Viertel', 'Margaret P. Levino']",['Rouben Mamoulian'],"['Greta Garbo', 'John Gilbert', 'Ian Keith', 'Lewis Stone', 'Elizabeth Young', 'C. Aubrey Smith', 'Reginald Owen', 'Georges Renavent', 'David Torrence', 'Gustav von Seyffertitz']","$1,114,000 (estimated)",,,,"February 9, 1934",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 3 wins & 1 nomination total","['Period Drama', 'Political Drama', 'Romantic Epic', 'Tragic Romance', 'Biography', 'Drama', 'History', 'Romance']","['English', 'Spanish']"
21. Ever in My Heart,1933,1h 8m,Passed,6.6,857,,World War I brings tribulations to an American woman married to a German.,https://www.imdb.com/title/tt0023992/?ref_=sr_i_21,"['Bertram Millhauser', 'Beulah Marie Dix']",['Archie Mayo'],"['Barbara Stanwyck', 'Otto Kruger', 'Ralph Bellamy', 'Ruth Donnelly', 'Laura Hope Crews', 'Frank Albertson', 'Ronnie Cosby', 'Clara Blandick', 'Elizabeth Patterson', 'Willard Robertson']","$243,000 (estimated)",,,,"October 28, 1933",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Drama', 'Romance', 'War']","['English', 'German']"
22. Cavalcade,1933,1h 52m,Approved,5.8,6.3K,73.0,"A portrayal of the triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridgeses, from 1899 to 1933.",https://www.imdb.com/title/tt0023876/?ref_=sr_i_22,"['Noël Coward', 'Reginald Berkeley']",['Frank Lloyd'],"['Diana Wynyard', 'Clive Brook', ""Una O'Connor"", 'Herbert Mundin', 'Beryl Mercer', 'Irene Browne', 'Tempe Pigott', 'Merle Tottenham', 'Frank Lawton', 'Ursula Jeans']","$1,180,280 (estimated)",,,,"April 15, 1933",['United States'],"['Fox Movietone City, Westwood, Los Angeles, California, USA']",['Fox Film Corporation'],"Won 3 Oscars, 9 wins & 2 nominations total","['Period Drama', 'Tragic Romance', 'Drama', 'Romance', 'War']",['English']
23. Dinner at Eight,1933,1h 51m,Approved,7.5,9.4K,,"As an aspiring New York socialite prepares for a lavish dinner party, her guests find themselves consumed by a tangle of business, romantic, and personal crises - all of which come to a head on the big night.",https://www.imdb.com/title/tt0023948/?ref_=sr_i_23,"['Frances Marion', 'Herman J. Mankiewicz', 'George S. Kaufman']",['George Cukor'],"['Marie Dressler', 'John Barrymore', 'Wallace Beery', 'Jean Harlow', 'Lionel Barrymore', 'Lee Tracy', 'Edmund Lowe', 'Billie Burke', 'Madge Evans', 'Jean Hersholt']","$435,000 (estimated)",,,,"January 12, 1934",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 6 wins total",['Drama'],['English']
24. Morning Glory,1933,1h 14m,Passed,6.4,3.4K,,"When a naively innocent, aspiring actress arrives on the Broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.",https://www.imdb.com/title/tt0024353/?ref_=sr_i_24,"['Howard J. Green', 'Zoe Akins']",['Lowell Sherman'],"['Katharine Hepburn', 'Douglas Fairbanks Jr.', 'Adolphe Menjou', 'Mary Duncan', 'C. Aubrey Smith', 'Don Alvarado', 'Fred Santley', 'Richard Carle', 'Tyler Brooke', 'Geneva Mitchell']","$239,000 (estimated)",,,,"August 18, 1933",['United States'],"['Times Square, Manhattan, New York City, New York, USA (establishing shot, archive footage)']",['RKO Radio Pictures'],"Won 1 Oscar, 3 wins total","['Drama', 'Romance']",['English']
25. Zero for Conduct,1933,47m,Not Rated,7.2,9.7K,,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",https://www.imdb.com/title/tt0024803/?ref_=sr_i_25,['Jean Vigo'],['Jean Vigo'],"['Jean Dasté', 'Robert le Flon', 'Louis Lefebvre', 'Du Verron', 'Delphin', 'Léon Larive', 'Madame Émile', 'Louis de Gonzague', 'Raphaël Diligent', 'Gilbert Pruchon']",,,,,"June 21, 1947",['France'],"['Gare de Belleville-Villette, Belleville, Paris 19, Paris, France']","['Franfilmdis', 'Argui-Film']","Awards, 1 win total","['Political Drama', 'Drama']",['French']
26. Footlight Parade,1933,1h 44m,G,7.5,6.3K,80.0,"Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.",https://www.imdb.com/title/tt0024028/?ref_=sr_i_26,"['Manuel Seff', 'James Seymour', 'Robert Lord']",['Lloyd Bacon'],"['James Cagney', 'Joan Blondell', 'Ruby Keeler', 'Dick Powell', 'Frank McHugh', 'Guy Kibbee', 'Ruth Donnelly', 'Hugh Herbert', 'Claire Dodd', 'Gordon Westcott']","$703,000 (estimated)",,,,"October 21, 1933",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],"Awards, 3 wins total","['Classic Musical', 'Comedy', 'Musical', 'Romance']","['English', 'French']"
27. Dancing Lady,1933,1h 32m,Approved,6.8,2.8K,,An attractive dancer is rescued from jail by a rich man who helps her to have her first big opportunity at a musical play on Broadway.,https://www.imdb.com/title/tt0023926/?ref_=sr_i_27,"['Allen Rivkin', 'P.J. Wolfson', 'James Warner Bellah']",['Robert Z. Leonard'],"['Joan Crawford', 'Clark Gable', 'Franchot Tone', 'May Robson', 'Winnie Lightner', 'Fred Astaire', 'Robert Benchley', 'Ted Healy', 'Arthur Jarrett', 'Grant Mitchell']","$923,055 (estimated)",,,,"November 24, 1933",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 3 wins total","['Slapstick', 'Comedy', 'Musical', 'Romance']",['English']
28. She Done Him Wrong,1933,1h 6m,Passed,6.3,7.3K,,"In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",https://www.imdb.com/title/tt0024548/?ref_=sr_i_28,"['Mae West', 'Harvey F. Thew', 'John Bright']",['Lowell Sherman'],"['Mae West', 'Cary Grant', 'Owen Moore', 'Gilbert Roland', 'Noah Beery', 'David Landau', 'Rafaela Ottiano', 'Dewey Robinson', 'Rochelle Hudson', 'Tammany Young']","$200,000 (estimated)",,,,"February 9, 1933",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Paramount Pictures'],"Nominated for 1 Oscar, 5 wins & 1 nomination total","['Romantic Comedy', 'Comedy', 'Drama', 'History', 'Musical', 'Romance']",['English']
29. I'm No Angel,1933,1h 27m,Passed,6.9,4.1K,,Circus performer Tira seeks a better life pursuing the company of wealthy New York men with improbable comic complications along the way.,https://www.imdb.com/title/tt0024166/?ref_=sr_i_29,"['Mae West', 'Lowell Brentano']",['Wesley Ruggles'],"['Mae West', 'Cary Grant', 'Gregory Ratoff', 'Edward Arnold', 'Ralf Harolde', 'Kent Taylor', 'Gertrude Michael', 'Russell Hopton', 'Dorothy Peterson', 'William B. Davidson']","$225,000 (estimated)",,$159,,"October 6, 1933",['United States'],"['Jungleland, Thousand Oaks, California, USA']",['Paramount Pictures'],"Awards, 2 wins total","['Comedy', 'Music', 'Romance']",['English']
30. Lady for a Day,1933,1h 36m,Approved,7.4,4.9K,,"A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.",https://www.imdb.com/title/tt0024240/?ref_=sr_i_30,"['Robert Riskin', 'Damon Runyon']",['Frank Capra'],"['Warren William', 'May Robson', 'Guy Kibbee', 'Glenda Farrell', 'Ned Sparks', 'Walter Connolly', 'Jean Parker', 'Nat Pendleton', 'Barry Norton', 'Halliwell Hobbes']","$300,000 (estimated)",,,,"September 13, 1933",['United States'],"['Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['Columbia Pictures'],"Nominated for 4 Oscars, 2 wins & 4 nominations total","['Farce', 'Comedy', 'Drama']","['English', 'Spanish']"
31. Gabriel Over the White House,1933,1h 26m,Passed,6.4,1.5K,,A political hack becomes President during the height of the Depression and undergoes a metamorphosis into an incorruptible statesman after a near-fatal accident.,https://www.imdb.com/title/tt0024044/?ref_=sr_i_31,"['Carey Wilson', 'Bertram Bloch', 'T.F. Tweed']",['Gregory La Cava'],"['Walter Huston', 'Karen Morley', 'Franchot Tone', 'Arthur Byron', 'Dickie Moore', 'C. Henry Gordon', 'David Landau', 'Samuel S. Hinds', 'William Pawley', 'Jean Parker']",,,,,"March 31, 1933",['United States'],"['Palos Verdes Estates, California, USA (Lee Highway to Arlington Cemetery)']","['Metro-Goldwyn-Mayer (MGM)', 'Cosmopolitan Productions']","Awards, 2 wins total","['Drama', 'Fantasy', 'Romance']","['Italian', 'French', 'Japanese', 'English']"
32. Flying Down to Rio,1933,1h 29m,Passed,6.6,4.2K,72.0,A bandleader woos a Latin flame who is already engaged to his employer.,https://www.imdb.com/title/tt0024025/?ref_=sr_i_32,"['Cyril Hume', 'H.W. Hanemann', 'Erwin Gelsey']",['Thornton Freeland'],"['Dolores Del Río', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers', 'Fred Astaire', 'Blanche Friderici', 'Walter Walker', 'Etta Moten', ""Roy D'Arcy"", 'Maurice Black']","$462,000 (estimated)",,,,"December 29, 1933",['United States'],"['Rio de Janeiro, Rio de Janeiro, Brazil']",['RKO Radio Pictures'],"Nominated for 1 Oscar, 1 win & 2 nominations total","['Classic Musical', 'Romantic Comedy', 'Comedy', 'Musical', 'Romance']","['English', 'Portuguese']"
33. Female,1933,1h,Passed,6.7,2K,,"Alison Drake, the tough-minded executive of an automobile factory, succeeds in the man's world of business until she meets an independent design engineer.",https://www.imdb.com/title/tt0024008/?ref_=sr_i_33,"['Gene Markey', 'Kathryn Scola', 'Donald Henderson Clarke']","['Michael Curtiz', 'William Dieterle', 'William A. Wellman']","['Ruth Chatterton', 'George Brent', 'Lois Wilson', 'Johnny Mack Brown', 'Ruth Donnelly', 'Ferdinand Gottschalk', 'Phillip Reed', 'Gavin Gordon', 'Kenneth Thomson', 'Huey White']","$286,000 (estimated)",,,,"November 11, 1933",['United States'],"['Ennis House - 2607 Glendower Avenue, Los Feliz, Los Angeles, California, USA (exterior of house)']",['First National Pictures'],,"['Screwball Comedy', 'Comedy', 'Drama', 'Romance']",['English']
34. Sons of the Desert,1933,1h 8m,Passed,7.5,9.9K,,"When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",https://www.imdb.com/title/tt0024601/?ref_=sr_i_34,"['Frank Craven', 'Oliver Hardy', 'Jack Barty']",['William A. Seiter'],"['Stan Laurel', 'Oliver Hardy', 'Charley Chase', 'Mae Busch', 'Dorothy Christy', 'Lucien Littlefield', 'Charita Alden', 'Ernie Alexander', 'Jimmy Aubrey', 'Eddie Baker']",,,,,"December 29, 1933",['United States'],"['Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA (Studio)']",['Hal Roach Studios'],"Awards, 1 win total","['Buddy Comedy', 'Farce', 'Slapstick', 'Comedy', 'Family']",['English']
35. Ex-Lady,1933,1h 7m,Unrated,6.3,1.7K,,"Although free spirit Helen Bauer does not believe in marriage, she consents to marry Don, but his infidelities cause her to also take on a lover.",https://www.imdb.com/title/tt0023993/?ref_=sr_i_35,"['Edith Fitzgerald', 'Robert Riskin', 'David Boehm']",['Robert Florey'],"['Bette Davis', 'Gene Raymond', 'Frank McHugh', 'Monroe Owsley', 'Claire Dodd', 'Kay Strozzi', 'Ferdinand Gottschalk', 'Alphonse Ethier', 'Bodil Rosing', 'George Beranger']","$93,000 (estimated)",,,,"May 15, 1933",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['Warner Bros.'],,"['Comedy', 'Drama']","['English', 'Italian', 'Spanish']"
