Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. King Kong,1933,1h 40m,Approved,7.9,93K,92,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.",https://www.imdb.com/title/tt0024216/?ref_=sr_i_1
2. The Invisible Man,1933,1h 11m,Approved,7.6,42K,87,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",https://www.imdb.com/title/tt0024184/?ref_=sr_i_2
3. Mystery of the Wax Museum,1933,1h 17m,Passed,6.8,7.2K,,The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,https://www.imdb.com/title/tt0024368/?ref_=sr_i_3
4. Peg o' My Heart,1933,1h 27m,Approved,6.5,1.6K,,"A young woman living in an Irish fishing village inherits her late grandfather's estate, but is forced to spend three years in England training to be a proper lady to collect the fortune.",https://www.imdb.com/title/tt0024433/?ref_=sr_i_4
5. Ecstasy,1933,1h 22m,TV-MA,6.6,2.9K,,"Eva has just got married to an older gentleman. She leaves him, and one day, she meets a young man, and they fall in love. Fate brings the husband together with the young lover that has taken Eva from him.",https://www.imdb.com/title/tt0022867/?ref_=sr_i_5
6. Duck Soup,1933,1h 9m,Approved,7.7,64K,93,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.",https://www.imdb.com/title/tt0023969/?ref_=sr_i_6
7. Alice in Wonderland,1933,1h 16m,Approved,6.3,2.8K,54,In Victorian England a bored young girl dreams that she has entered a fantasy world called Wonderland populated by even more fantastic characters.,https://www.imdb.com/title/tt0023753/?ref_=sr_i_7
8. Design for Living,1933,1h 31m,Passed,7.4,8.2K,,"A woman cannot decide between two men who love her, and the trio agree to try living together in a platonic friendly relationship.",https://www.imdb.com/title/tt0023940/?ref_=sr_i_8
9. Ladies They Talk About,1933,1h 9m,Approved,6.6,2K,,"Attractive Nan, member of a bank-robbery gang, goes to prison thanks to evangelist Dave Slade...who loves her.",https://www.imdb.com/title/tt0024238/?ref_=sr_i_9
10. Baby Face,1933,1h 11m,Approved,7.5,8.6K,,"A young woman, sexually exploited all her life, decides to turn the tables and exploit the hapless men at a big city bank by gleefully seducing her way to the top.",https://www.imdb.com/title/tt0023775/?ref_=sr_i_10
11. 42nd Street,1933,1h 29m,Approved,7.3,13K,83,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",https://www.imdb.com/title/tt0024034/?ref_=sr_i_11
12. The Ghost Camera,1933,1h 6m,,6.2,536,,"Photograph taken at murder scene, camera tossed from castle lands in chemist John Gray's car. After developing film, he becomes amateur sleuth seeking woman in photograph, investigating murder as evidence.",https://www.imdb.com/title/tt0024054/?ref_=sr_i_12
13. Gold Diggers of 1933,1933,1h 37m,Passed,7.7,9.5K,,"A wealthy composer rescues unemployed Broadway performers with a new play, but insists on remaining anonymous.",https://www.imdb.com/title/tt0024069/?ref_=sr_i_13
14. Little Women,1933,1h 55m,Passed,7.2,8.2K,92,A chronicle of the lives of sisters growing up in 19th-century New England.,https://www.imdb.com/title/tt0024264/?ref_=sr_i_14
15. The Private Life of Henry VIII,1933,1h 37m,Passed,7.0,5.1K,,King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,https://www.imdb.com/title/tt0024473/?ref_=sr_i_15
16. The Testament of Dr. Mabuse,1933,2h 2m,Not Rated,7.9,14K,,A criminal mastermind uses hypnosis to rule the rackets after death.,https://www.imdb.com/title/tt0023563/?ref_=sr_i_16
17. Roman Scandals,1933,1h 32m,Approved,6.6,859,,"A kind-hearted young man is thrown out of his corrupt home town of West Rome, Oklahoma. He falls asleep and dreams that he is back in the days of olden Rome, where he gets mixed up with court intrigue and a murder plot against the Emperor.",https://www.imdb.com/title/tt0024507/?ref_=sr_i_17
18. The Story of Temple Drake,1933,1h 10m,Not Rated,7.1,2K,,"A wealthy but neurotic Southern belle finds herself trapped in the hideout of a gang of vicious bootleggers. The gang's leader lusts after her, and is determined not to let anything stand in the way of his having her.",https://www.imdb.com/title/tt0024617/?ref_=sr_i_18
19. Brief Moment,1933,1h 9m,Passed,6.3,405,,"A dissolute rich society boy marries a worldly nightclub singer, and she begins to have a wholly unexpected effect on him.",https://www.imdb.com/title/tt0023842/?ref_=sr_i_19
20. Queen Christina,1933,1h 39m,Approved,7.5,8.9K,,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.",https://www.imdb.com/title/tt0024481/?ref_=sr_i_20
21. Ever in My Heart,1933,1h 8m,Passed,6.6,857,,World War I brings tribulations to an American woman married to a German.,https://www.imdb.com/title/tt0023992/?ref_=sr_i_21
22. Cavalcade,1933,1h 52m,Approved,5.8,6.3K,73,"A portrayal of the triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridgeses, from 1899 to 1933.",https://www.imdb.com/title/tt0023876/?ref_=sr_i_22
23. Dinner at Eight,1933,1h 51m,Approved,7.5,9.4K,,"As an aspiring New York socialite prepares for a lavish dinner party, her guests find themselves consumed by a tangle of business, romantic, and personal crises - all of which come to a head on the big night.",https://www.imdb.com/title/tt0023948/?ref_=sr_i_23
24. Morning Glory,1933,1h 14m,Passed,6.4,3.4K,,"When a naively innocent, aspiring actress arrives on the Broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.",https://www.imdb.com/title/tt0024353/?ref_=sr_i_24
25. Zero for Conduct,1933,47m,Not Rated,7.2,9.7K,,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",https://www.imdb.com/title/tt0024803/?ref_=sr_i_25
26. Footlight Parade,1933,1h 44m,G,7.5,6.3K,80,"Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.",https://www.imdb.com/title/tt0024028/?ref_=sr_i_26
27. Dancing Lady,1933,1h 32m,Approved,6.8,2.8K,,An attractive dancer is rescued from jail by a rich man who helps her to have her first big opportunity at a musical play on Broadway.,https://www.imdb.com/title/tt0023926/?ref_=sr_i_27
28. She Done Him Wrong,1933,1h 6m,Passed,6.3,7.3K,,"In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",https://www.imdb.com/title/tt0024548/?ref_=sr_i_28
29. I'm No Angel,1933,1h 27m,Passed,6.9,4.1K,,Circus performer Tira seeks a better life pursuing the company of wealthy New York men with improbable comic complications along the way.,https://www.imdb.com/title/tt0024166/?ref_=sr_i_29
30. Lady for a Day,1933,1h 36m,Approved,7.4,4.9K,,"A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.",https://www.imdb.com/title/tt0024240/?ref_=sr_i_30
31. Gabriel Over the White House,1933,1h 26m,Passed,6.4,1.5K,,A political hack becomes President during the height of the Depression and undergoes a metamorphosis into an incorruptible statesman after a near-fatal accident.,https://www.imdb.com/title/tt0024044/?ref_=sr_i_31
32. Flying Down to Rio,1933,1h 29m,Passed,6.6,4.2K,72,A bandleader woos a Latin flame who is already engaged to his employer.,https://www.imdb.com/title/tt0024025/?ref_=sr_i_32
33. Female,1933,1h,Passed,6.7,2K,,"Alison Drake, the tough-minded executive of an automobile factory, succeeds in the man's world of business until she meets an independent design engineer.",https://www.imdb.com/title/tt0024008/?ref_=sr_i_33
34. Sons of the Desert,1933,1h 8m,Passed,7.5,9.9K,,"When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",https://www.imdb.com/title/tt0024601/?ref_=sr_i_34
35. Ex-Lady,1933,1h 7m,Unrated,6.3,1.7K,,"Although free spirit Helen Bauer does not believe in marriage, she consents to marry Don, but his infidelities cause her to also take on a lover.",https://www.imdb.com/title/tt0023993/?ref_=sr_i_35
36. Employees' Entrance,1933,1h 15m,Passed,7.2,1.7K,,A working girl is menaced by her tyrannical employer.,https://www.imdb.com/title/tt0023986/?ref_=sr_i_36
37. Bombshell,1933,1h 36m,Passed,7.1,3.3K,81,"A glamorous film star rebels against the studio, her pushy press agent and a family of hangers-on.",https://www.imdb.com/title/tt0023825/?ref_=sr_i_37
38. Christopher Strong,1933,1h 18m,Approved,6.3,1.8K,,A famous female flier and a member of Parliament drift into a potentially disastrous affair.,https://www.imdb.com/title/tt0023891/?ref_=sr_i_38
39. The Vampire Bat,1933,1h 5m,Passed,5.8,3.2K,,"When corpses drained of blood begin to show up in a European village, vampirism is suspected to be responsible.",https://www.imdb.com/title/tt0024727/?ref_=sr_i_39
40. Man's Castle,1933,1h 18m,Approved,7.1,2.1K,,"Charming vagabond Bill takes young, unemployed Trina into his depression camp cabin. Later, just as he convinces showgirl Fay La Rue to support him, Trina discovers she's pregnant.",https://www.imdb.com/title/tt0024302/?ref_=sr_i_40
41. The Ghoul,1933,1h 20m,Approved,5.8,3.5K,,An Egyptologist returns from the dead to take revenge on those who have violated his tomb.,https://www.imdb.com/title/tt0024055/?ref_=sr_i_41
42. Murders in the Zoo,1933,1h 2m,Approved,6.4,1.9K,,A monomaniacal zoologist is pathologically jealous of his beautiful but unfaithful wife Evelyn and will not stop short of murder to keep her.,https://www.imdb.com/title/tt0024360/?ref_=sr_i_42
43. Son of Kong,1933,1h 10m,Passed,5.6,5.5K,50,"The showman who brought Kong to New York returns to Skull Island and finds Kong's son, a spunky 12-footer with a winning personality and his dad's awesome strength.",https://www.imdb.com/title/tt0024593/?ref_=sr_i_43
44. The Sin of Nora Moran,1933,1h 5m,Passed,6.7,891,,"A young woman with a difficult past is sentenced for a murder she didn't commit, but revealing the truth could hurt people she loves.",https://www.imdb.com/title/tt0024561/?ref_=sr_i_44
45. White Woman,1933,1h 8m,Approved,6.1,428,,"A nightclub singer marries the rich owner of a rubber plantation. When she returns with him to his estate in Malaysia, she finds out that he is cruel, vicious and insanely jealous. She and the plantation's overseer develop a mutual attraction, but are terrified at what will happen if her husband finds out.",https://www.imdb.com/title/tt0024771/?ref_=sr_i_45
46. The Kennel Murder Case,1933,1h 13m,Approved,6.8,4.3K,,"Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.",https://www.imdb.com/title/tt0024210/?ref_=sr_i_46
47. A Man's Head,1933,1h 30m,,7.1,730,,"Willy is broke and his mistress always wants more money. A stranger in a pub agrees to murder his aunt, but everything will not go as planned. Maigret will try to separate fact and fiction.",https://www.imdb.com/title/tt0024710/?ref_=sr_i_47
48. Supernatural,1933,1h 5m,Approved,6.2,1K,,"A serial black widow murderess returns to life in the body of a young woman to exact revenge on a former lover, a phony spiritualist who betrayed her.",https://www.imdb.com/title/tt0024631/?ref_=sr_i_48
49. Torch Singer,1933,1h 11m,Passed,6.7,841,,"When she can't support her illegitimate child, an abandoned young woman puts her up for adoption and pursues a career as a torch singer.",https://www.imdb.com/title/tt0024685/?ref_=sr_i_49
50. State Fair,1933,1h 39m,Approved,6.7,1.2K,,"An Iowa family finds adventure, love, and heartbreak when they spend a week at the state fair.",https://www.imdb.com/title/tt0024610/?ref_=sr_i_50
51. The Devil's Brother,1933,1h 30m,Passed,7.1,2.1K,,Two wannabe bandits join the service of a dashing nobleman who secretly masquerades as notorious outlaw Fra Diavolo.,https://www.imdb.com/title/tt0023943/?ref_=sr_i_51
52. Wild Boys of the Road,1933,1h 8m,Approved,7.5,2.5K,,"In the depths of the Depression, two teenage boys strike out on their own in order to help their struggling parents and find life on the road tougher than expected.",https://www.imdb.com/title/tt0024772/?ref_=sr_i_52
