Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Girl on the Bridge,1951,1h 16m,Not Rated,6.9,256,,"An elderly watchmaker stops a beautiful young blonde from committing suicide by throwing herself off a bridge. They eventually marry, and things go well until a man from the woman's somewhat unsavory past shows up and attempts to blackmail her.",https://www.imdb.com/title/tt0043588/?ref_=sr_i_1
2. An American in Paris,1951,1h 54m,Approved,7.1,38K,83,Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,https://www.imdb.com/title/tt0043278/?ref_=sr_i_2
3. The Tales of Hoffmann,1951,2h 8m,Approved,7.1,4.3K,76,"A melancholy poet reflects on three women he loved and lost in the past: a mechanical performing doll, a Venetian courtesan, and the consumptive daughter of a celebrated composer.",https://www.imdb.com/title/tt0044103/?ref_=sr_i_3
4. Diary of a Country Priest,1951,1h 35m,Not Rated,7.7,13K,,A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment.,https://www.imdb.com/title/tt0042619/?ref_=sr_i_4
5. Othello,1951,1h 30m,Approved,7.5,9.8K,,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio when in reality, it is all part of the scheme of a bitter Ensign named Iago.",https://www.imdb.com/title/tt0045251/?ref_=sr_i_5
6. Strangers on a Train,1951,1h 41m,PG,7.9,145K,88,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,https://www.imdb.com/title/tt0044079/?ref_=sr_i_6
7. Pandora and the Flying Dutchman,1951,2h 4m,Approved,6.9,5K,81,A seductive woman falls in love with a mysterious ship's captain.,https://www.imdb.com/title/tt0043899/?ref_=sr_i_7
8. The Lavender Hill Mob,1951,1h 18m,Approved,7.5,16K,90,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,https://www.imdb.com/title/tt0044829/?ref_=sr_i_8
9. Olivia,1951,1h 28m,,6.9,886,,"Late nineteenth century in a finishing school for young girls near in France, the principal, the fascinating Miss Julie, sows confusion in the heart of the newcomer, Olivia.",https://www.imdb.com/title/tt0042803/?ref_=sr_i_9
10. The Man in the White Suit,1951,1h 25m,Approved,7.2,11K,,"An altruistic chemist invents a fabric which resists wear and stain as a boon to humanity, but big business and labor realize it must be suppressed for economic reasons.",https://www.imdb.com/title/tt0044876/?ref_=sr_i_10
