Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Lawrence of Arabia,1962,3h 47m,PG,8.3,327K,100,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",https://www.imdb.com/title/tt0056172/?ref_=sr_i_1
2. Dr. No,1962,1h 50m,PG,7.2,185K,78,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,https://www.imdb.com/title/tt0055928/?ref_=sr_i_2
3. The Manchurian Candidate,1962,2h 6m,PG-13,7.9,82K,94,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,https://www.imdb.com/title/tt0056218/?ref_=sr_i_3
4. To Kill a Mockingbird,1962,2h 9m,Approved,8.3,342K,88,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,https://www.imdb.com/title/tt0056592/?ref_=sr_i_4
5. Mafioso,1962,1h 45m,Not Rated,7.6,3.1K,88,"When a good-natured factory supervisor living in Milan with his Northern wife returns to his native Sicily, a decades'-old oath forces him to fulfill a nightmarish obligation.",https://www.imdb.com/title/tt0056210/?ref_=sr_i_5
6. The Trial,1962,1h 59m,Not Rated,7.6,25K,,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges.",https://www.imdb.com/title/tt0057427/?ref_=sr_i_6
7. Le Doulos,1962,1h 48m,Not Rated,7.7,13K,,A burglar betraying other criminals prepares for a big heist with a trusted friend who might be as untrustworthy as he.,https://www.imdb.com/title/tt0054821/?ref_=sr_i_7
8. How the West Was Won,1962,2h 44m,G,7.1,24K,56,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads.",https://www.imdb.com/title/tt0056085/?ref_=sr_i_8
9. Le combat dans l'île,1962,1h 44m,PG-13,6.5,954,,"After an unsuccessful assassination, a terrorist and his wife hide on a remote island in the house of a friend who doesn't suspect anything.",https://www.imdb.com/title/tt0054758/?ref_=sr_i_9
10. Sanjuro,1962,1h 36m,Not Rated,8.0,43K,83,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",https://www.imdb.com/title/tt0056443/?ref_=sr_i_10
11. Vivre sa vie,1962,1h 25m,Not Rated,7.8,36K,,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,https://www.imdb.com/title/tt0056663/?ref_=sr_i_11
12. Ivan's Childhood,1962,1h 35m,Not Rated,8.0,41K,,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",https://www.imdb.com/title/tt0056111/?ref_=sr_i_12
