Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Barbie,2023,1h 54m,PG-13,6.8,601K,80,"Barbie and Ken are having the time of their lives in the seemingly perfect world of Barbie Land. However, when they get a chance to go to the outside world, they soon discover the joys and perils of living among regular humans.",https://www.imdb.com/title/tt1517268/?ref_=sr_i_1
2. The Super Mario Bros. Movie,2023,1h 32m,PG,7.0,264K,46,"Brooklyn plumbers Mario and Luigi are warped to the magical Mushroom Kingdom, and Mario must team up with Princess Peach, Toad, and Donkey Kong to save Luigi from the evil Bowser.",https://www.imdb.com/title/tt6718170/?ref_=sr_i_2
3. Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5,444K,86,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",https://www.imdb.com/title/tt9362722/?ref_=sr_i_3
4. Guardians of the Galaxy Vol. 3,2023,2h 30m,PG-13,7.9,422K,64,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",https://www.imdb.com/title/tt6791350/?ref_=sr_i_4
5. Oppenheimer,2023,3h,R,8.3,869K,90,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://www.imdb.com/title/tt15398776/?ref_=sr_i_5
6. The Little Mermaid,2023,2h 15m,PG,7.2,167K,59,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,https://www.imdb.com/title/tt5971474/?ref_=sr_i_6
7. Wonka,2023,1h 56m,PG,7.0,175K,66,"With dreams of opening a shop in a city renowned for its chocolate, a young and poor Willy Wonka discovers that the industry is run by a cartel of greedy chocolatiers.",https://www.imdb.com/title/tt6166392/?ref_=sr_i_7
8. Ant-Man and the Wasp: Quantumania,2023,2h 4m,PG-13,6.0,248K,48,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?",https://www.imdb.com/title/tt10954600/?ref_=sr_i_8
9. John Wick: Chapter 4,2023,2h 49m,R,7.6,372K,78,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",https://www.imdb.com/title/tt10366206/?ref_=sr_i_9
10. Sound of Freedom,2023,2h 11m,PG-13,7.6,129K,36,The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from traffickers.,https://www.imdb.com/title/tt7599146/?ref_=sr_i_10
11. Taylor Swift: The Eras Tour,2023,2h 49m,PG-13,8.0,24K,82,"Experience the Eras Tour concert, performed by the one and only Taylor Swift.",https://www.imdb.com/title/tt28814949/?ref_=sr_i_11
12. Indiana Jones and the Dial of Destiny,2023,2h 34m,PG-13,6.5,218K,58,Archaeologist Indiana Jones races against time to retrieve a legendary artifact that can change the course of history.,https://www.imdb.com/title/tt1462764/?ref_=sr_i_12
13. Mission: Impossible - Dead Reckoning Part One,2023,2h 43m,PG-13,7.6,282K,81,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,https://www.imdb.com/title/tt9603212/?ref_=sr_i_13
14. The Hunger Games: The Ballad of Songbirds & Snakes,2023,2h 37m,PG-13,6.7,155K,54,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,https://www.imdb.com/title/tt10545296/?ref_=sr_i_14
15. Transformers: Rise of the Beasts,2023,2h 7m,PG-13,6.0,120K,42,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.",https://www.imdb.com/title/tt5090568/?ref_=sr_i_15
16. Creed III,2023,1h 56m,PG-13,6.7,99K,73,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.",https://www.imdb.com/title/tt11145118/?ref_=sr_i_16
17. Elemental,2023,1h 41m,PG,7.0,148K,58,"Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together.",https://www.imdb.com/title/tt15789038/?ref_=sr_i_17
18. Fast X,2023,2h 21m,PG-13,5.7,133K,56,Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,https://www.imdb.com/title/tt5433140/?ref_=sr_i_18
19. Five Nights at Freddy's,2023,1h 49m,PG-13,5.4,110K,33,"A troubled security guard begins working at Freddy Fazbear's Pizza. During his five nights on the job, he realizes that something is wrong with the pizzeria and pretty soon finds the truth about its animatronics.",https://www.imdb.com/title/tt4589218/?ref_=sr_i_19
20. Migration,2023,1h 23m,PG,6.6,39K,56,A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,https://www.imdb.com/title/tt6495056/?ref_=sr_i_20
21. Aquaman and the Lost Kingdom,2023,2h 4m,PG-13,5.6,105K,42,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",https://www.imdb.com/title/tt9663764/?ref_=sr_i_21
22. Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,1h 39m,PG,7.2,72K,74,The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,https://www.imdb.com/title/tt8589698/?ref_=sr_i_22
23. Scream VI,2023,2h 2m,R,6.4,136K,61,The survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.,https://www.imdb.com/title/tt17663992/?ref_=sr_i_23
24. The Flash,2023,2h 24m,PG-13,6.6,231K,55,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.",https://www.imdb.com/title/tt0439572/?ref_=sr_i_24
25. Trolls Band Together,2023,1h 31m,PG,6.0,18K,53,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",https://www.imdb.com/title/tt14362112/?ref_=sr_i_25
26. Dungeons & Dragons: Honor Among Thieves,2023,2h 14m,PG-13,7.2,257K,72,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",https://www.imdb.com/title/tt2906216/?ref_=sr_i_26
27. The Equalizer 3,2023,1h 49m,R,6.8,143K,58,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",https://www.imdb.com/title/tt17024450/?ref_=sr_i_27
28. Anyone But You,2023,1h 43m,R,6.1,141K,52,"After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",https://www.imdb.com/title/tt26047818/?ref_=sr_i_28
29. The Nun II,2023,1h 50m,R,5.6,69K,47,"1956 in France, a priest is horribly murdered. An evil is spreading. Once again, Sister Irene comes face-to-face with Valak, the demon nun.",https://www.imdb.com/title/tt10160976/?ref_=sr_i_29
30. The Marvels,2023,1h 45m,PG-13,5.5,146K,50,"Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.",https://www.imdb.com/title/tt10676048/?ref_=sr_i_30
31. Meg 2: The Trench,2023,1h 56m,PG-13,5.0,91K,40,"A research team's journey into the depths of the ocean turns into chaos when a mining operation forces them into a battle for survival, facing off against Megalodons and relentless environmental marauders.",https://www.imdb.com/title/tt9224104/?ref_=sr_i_31
32. Insidious: The Red Door,2023,1h 47m,PG-13,5.5,57K,45,The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,https://www.imdb.com/title/tt13405778/?ref_=sr_i_32
33. Blue Beetle,2023,2h 7m,PG-13,5.9,107K,61,"An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle.",https://www.imdb.com/title/tt9362930/?ref_=sr_i_33
34. Killers of the Flower Moon,2023,3h 26m,R,7.6,279K,89,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",https://www.imdb.com/title/tt5537002/?ref_=sr_i_34
35. Haunted Mansion,2023,2h 3m,PG-13,6.0,47K,47,"A single mom named Gabbie hires a tour guide, a psychic, a priest and a historian to help exorcise her newly bought mansion after discovering it is inhabited by ghosts.",https://www.imdb.com/title/tt1695843/?ref_=sr_i_35
36. Evil Dead Rise,2023,1h 36m,R,6.5,154K,69,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",https://www.imdb.com/title/tt13345606/?ref_=sr_i_36
37. The Exorcist: Believer,2023,1h 51m,R,4.8,46K,39,"When two girls disappear into the woods and return three days later with no memory of what happened to them, the father of one girl seeks out Chris MacNeil, who's been forever altered by what happened to her daughter fifty years ago.",https://www.imdb.com/title/tt12921446/?ref_=sr_i_37
38. PAW Patrol: The Mighty Movie,2023,1h 28m,PG,5.9,5.8K,49,"A magical meteor falls in Adventure City and gives the PAW Patrol superpowers, transforming them into the Mighty Pups. But they face their most powerful challenge when Humdinger teams up with a mad scientist to steal their powers.",https://www.imdb.com/title/tt15837338/?ref_=sr_i_38
39. Cocaine Bear,2023,1h 35m,R,5.9,119K,54,"An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.",https://www.imdb.com/title/tt14209916/?ref_=sr_i_39
