Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. Independence Day,1996,2h 25m,PG-13,7.0,624K,59,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",https://www.imdb.com/title/tt0116629/?ref_=sr_i_1
2. Twister,1996,1h 53m,PG-13,6.6,243K,68,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,https://www.imdb.com/title/tt0117998/?ref_=sr_i_2
3. Mission: Impossible,1996,1h 50m,PG-13,7.2,486K,59,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",https://www.imdb.com/title/tt0117060/?ref_=sr_i_3
4. Jerry Maguire,1996,2h 19m,R,7.3,297K,77,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",https://www.imdb.com/title/tt0116695/?ref_=sr_i_4
5. Ransom,1996,2h 1m,R,6.7,139K,61,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",https://www.imdb.com/title/tt0117438/?ref_=sr_i_5
6. 101 Dalmatians,1996,1h 43m,G,5.8,121K,50,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,https://www.imdb.com/title/tt0115433/?ref_=sr_i_6
7. The Rock,1996,2h 16m,R,7.4,368K,58,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",https://www.imdb.com/title/tt0117500/?ref_=sr_i_7
8. The Nutty Professor,1996,1h 35m,PG-13,5.7,127K,64,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,https://www.imdb.com/title/tt0117218/?ref_=sr_i_8
9. The Birdcage,1996,1h 57m,R,7.2,107K,71,"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing, conservative parents.",https://www.imdb.com/title/tt0115685/?ref_=sr_i_9
10. A Time to Kill,1996,2h 29m,R,7.5,189K,53,A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,https://www.imdb.com/title/tt0117913/?ref_=sr_i_10
11. The First Wives Club,1996,1h 43m,PG,6.5,56K,59,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",https://www.imdb.com/title/tt0116313/?ref_=sr_i_11
12. Phenomenon,1996,2h 3m,PG,6.4,86K,42,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",https://www.imdb.com/title/tt0117333/?ref_=sr_i_12
13. Scream,1996,1h 51m,R,7.4,414K,66,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",https://www.imdb.com/title/tt0117571/?ref_=sr_i_13
14. Eraser,1996,1h 55m,R,6.2,121K,56,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,https://www.imdb.com/title/tt0116213/?ref_=sr_i_14
15. The Hunchback of Notre Dame,1996,1h 31m,G,7.0,177K,74,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",https://www.imdb.com/title/tt0116583/?ref_=sr_i_15
16. Michael,1996,1h 45m,PG,5.7,46K,38,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,https://www.imdb.com/title/tt0117038/?ref_=sr_i_16
17. Star Trek: First Contact,1996,1h 51m,PG-13,7.6,135K,70,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,https://www.imdb.com/title/tt0117731/?ref_=sr_i_17
18. Space Jam,1996,1h 28m,PG,6.5,221K,57,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",https://www.imdb.com/title/tt0117705/?ref_=sr_i_18
19. The English Patient,1996,2h 42m,R,7.4,208K,86,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",https://www.imdb.com/title/tt0116209/?ref_=sr_i_19
20. Broken Arrow,1996,1h 48m,R,6.1,108K,61,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,https://www.imdb.com/title/tt0115759/?ref_=sr_i_20
21. Beavis and Butt-Head Do America,1996,1h 21m,PG-13,6.8,62K,64,"Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.",https://www.imdb.com/title/tt0115641/?ref_=sr_i_21
22. Jingle All the Way,1996,1h 29m,PG,5.8,123K,34,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",https://www.imdb.com/title/tt0116705/?ref_=sr_i_22
23. The Cable Guy,1996,1h 36m,PG-13,6.1,184K,56,A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,https://www.imdb.com/title/tt0115798/?ref_=sr_i_23
24. Courage Under Fire,1996,1h 56m,R,6.6,61K,77,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",https://www.imdb.com/title/tt0115956/?ref_=sr_i_24
25. Jack,1996,1h 53m,PG-13,5.8,66K,31,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",https://www.imdb.com/title/tt0116669/?ref_=sr_i_25
26. Executive Decision,1996,2h 13m,R,6.5,63K,62,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",https://www.imdb.com/title/tt0116253/?ref_=sr_i_26
27. Primal Fear,1996,2h 9m,R,7.7,258K,47,A high-profile murder intrigues a publicity hungry lawyer.,https://www.imdb.com/title/tt0117381/?ref_=sr_i_27
28. Tin Cup,1996,2h 15m,R,6.4,55K,60,A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,https://www.imdb.com/title/tt0117918/?ref_=sr_i_28
29. Sleepers,1996,2h 27m,R,7.5,244K,49,A reporter and a District Attorney help childhood friends who killed a sadistic guard.,https://www.imdb.com/title/tt0117665/?ref_=sr_i_29
30. DragonHeart,1996,1h 43m,PG-13,6.4,104K,49,"The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.",https://www.imdb.com/title/tt0116136/?ref_=sr_i_30
31. Up Close & Personal,1996,2h 4m,PG-13,6.1,16K,,"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",https://www.imdb.com/title/tt0118055/?ref_=sr_i_31
32. Evita,1996,2h 15m,PG,6.3,38K,45,"The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.",https://www.imdb.com/title/tt0116250/?ref_=sr_i_32
33. The Preacher's Wife,1996,2h 3m,PG,5.7,14K,,An angel comes to Earth to help a preacher save his church and his family.,https://www.imdb.com/title/tt0117372/?ref_=sr_i_33
