Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
11. Tol'able David,1921,1h 39m,,7.1,2K,,"When three thuggish men are responsible for the death of his father and the crippling of his brother, young David must choose between supporting his family or risking his life and exacting vengeance.",https://www.imdb.com/title/tt0012763/?ref_=sr_i_11,"['Joseph Hergesheimer', 'Edmund Goulding', 'Henry King']",['Henry King'],"['Richard Barthelmess', 'Gladys Hulette', 'Walter P. Lewis', 'Ernest Torrence', 'Ralph Yearsley', 'Forrest Robinson', 'Laurence Eddinger', 'Edmund Gurney', 'Warner Richmond', 'Marion Abbott']",,,,,"December 31, 1921",['United States'],"['Blue Grass, Virginia, USA']",['Inspiration Pictures'],"Awards, 3 wins total",['Drama'],['None']
12. Camille,1921,1h 12m,Passed,6.5,1.1K,,"A courtesan and an idealistic young man fall in love, only for her to give up the relationship at his status-conscious father's request.",https://www.imdb.com/title/tt0012027/?ref_=sr_i_12,"['Alexandre Dumas fils', 'June Mathis']",['Ray C. Smallwood'],"['Alla Nazimova', 'Rudolph Valentino', 'Rex Cherryman', 'Arthur Hoyt', 'Zeffie Tilbury', 'Patsy Ruth Miller', 'Elinor Oliver', 'William Orlamond', 'Consuelo Flowerton', 'Edward Connelly']",,,,,"September 26, 1921",['United States'],,['Nazimova Productions'],,"['Drama', 'Romance']","['None', 'English']"
13. The Love Light,1921,1h 29m,Unrated,6.4,433,,"Angela (Mary Pickford) maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor washed ashore.",https://www.imdb.com/title/tt0012408/?ref_=sr_i_13,['Frances Marion'],['Frances Marion'],"['Mary Pickford', 'Evelyn Dumo', 'Fred Thomson', 'Eddie Phillips', 'Albert Prisco', 'Raymond Bloomer', 'George Regas', 'Jean De Briac']",,,,"$690,965","January 9, 1921",['United States'],"['Point Lobos State Natural Reserve, California, USA']",['Mary Pickford Company'],,['Drama'],"['English', 'None', 'German']"
14. The Ace of Hearts,1921,1h 15m,Passed,6.8,1.4K,,Members of a secret anarchist group take revenge.,https://www.imdb.com/title/tt0011904/?ref_=sr_i_14,"['Gouverneur Morris', 'Ruth Wightman']",['Wallace Worsley'],"['Leatrice Joy', 'John Bowers', 'Lon Chaney', 'Hardee Kirkland', 'Raymond Hatton', 'Edwin Wallock', 'Roy Laidlaw', 'Cullen Landis']",,,,,"April 14, 1923",['United States'],"['Pinecrest, Tuolumne County, California, USA (Location)']",['Goldwyn Pictures Corporation'],"Awards, 2 wins & 2 nominations total","['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",['None']
15. The Conquering Power,1921,1h 29m,TV-G,6.8,565,,"After losing his father, a playboy moves in with his miserly uncle, who seeks to cheat him out of his inheritance.",https://www.imdb.com/title/tt0012068/?ref_=sr_i_15,"['June Mathis', 'Honoré de Balzac']",['Rex Ingram'],"['Alice Terry', 'Rudolph Valentino', 'Eric Mayne', 'Ralph Lewis', 'Carrie Daumery', 'Edward Connelly', 'George Atkinson', 'Willard Lee Hall', 'Mark Fenton', 'Bridgetta Clark']",,,,,"July 8, 1921",['United States'],,['Metro Pictures Corporation'],"Awards, 1 win total","['Jungle Adventure', 'Drama', 'Romance']","['None', 'English']"
16. Adventures of Tarzan,1921,1h 13m,Passed,5.6,178,,"When Jane is abducted by Arab slave traders, Tarzan comes to her rescue, only to see her kidnapped again by Queen La of Opar. To save Jane, Tarzan must battle both the queen's minions and William Clayton, who seeks Tarzan's family title.",https://www.imdb.com/title/tt0011908/?ref_=sr_i_16,"['Edgar Rice Burroughs', 'Robert F. Hill', 'Lillian Valentine']","['Robert F. Hill', 'Scott Sidney']","['Elmo Lincoln', 'Louise Lorraine', 'Scott Pembroke', 'Frank Whitson', 'Zip Monberg', 'Lillian Worth', 'Charles Gay', 'Charles Inslee', 'Maceo Bruce Sheffield', 'Fifi R. Lachoy']",,,,,"December 1, 1921",['United States'],"['Century Film Company Studios - 6101 Sunset Boulevard, Los Angeles, California, USA (Studio)']","['Great Western Producing Company', 'Numa Pictures Corporation', 'Weiss Brothers Artclass Pictures']",,"['Action', 'Adventure']","['None', 'English']"
17. Missing Husbands,1921,2h 52m,Not Rated,6.6,443,,"Two men, lost in the desert, meet Queen Antinea, ruler of Atlantis.",https://www.imdb.com/title/tt0010969/?ref_=sr_i_17,"['Pierre Benoît', 'Jacques Feyder']",['Jacques Feyder'],"['Jean Angelo', 'Georges Melchior', 'Marie-Louise Iribe', 'Stacia Napierkowska', 'Abd-el-Kader Ben Ali', 'Mohamed Ben Noui', 'Paul Franceschi', 'André Roanne', 'Genica Missirio', 'René Lorsay']","FRF1,800,000 (estimated)",,,,"May 28, 1921","['France', 'Belgium']",['Algeria'],"['International et Commercial de la Cinématographie (Thalman)', 'Société Générale pour le Développement', 'Thalman et Cie']",,"['Adventure', 'Fantasy', 'Mystery']","['None', 'French']"
18. The Blot,1921,1h 31m,Passed,6.7,728,,"Professor teaches unmotivated wealthy students. Neighbor Olsen is rich, Griggs family is poor. Olsen and Reverend Gates admire Amelia Griggs. Wealthy student Phil befriends Reverend, recognizes class divide, tries to help.",https://www.imdb.com/title/tt0011979/?ref_=sr_i_18,"['Lois Weber', 'Marion Orth']",['Lois Weber'],"['Philip Hubbard', 'Margaret McWade', 'Claire Windsor', 'Louis Calhern', 'Marie Walcamp', ""William H. O'Brien"", 'Gertrude Short', 'Larry Steers']",,,,,"September 4, 1921",['United States'],"['Cahuenga Branch - Los Angeles Public Library, 4591 Santa Monica Boulevard, Los Angeles, California, USA']",['Lois Weber Productions'],,"['Drama', 'Romance']","['None', 'English']"
19. Seven Years Bad Luck,1921,1h 2m,TV-G,7.1,1.4K,,"After breaking a mirror in his home, superstitious Max tries to avoid situations which could bring bad luck-- but in doing so, causes himself the worst luck imaginable.",https://www.imdb.com/title/tt0127834/?ref_=sr_i_19,['Max Linder'],['Max Linder'],"['Max Linder', 'Alta Allen', 'Betty K. Peterson', 'Ralph McCullough', 'Thelma Percy', 'Chance Ward', 'Hugh Saxon', 'C.E. Anderson', 'F.B. Crayne', 'Pudgy the Dog']",,,,,"February 6, 1921",['United States'],"['The Albert Llewellyn Cheney House, 15 Berkeley Square, Los Angeles, California, USA (demolished for the Santa Monica Freeway)']",['Max Linder Productions'],,"['Slapstick', 'Comedy']",['English']
20. Hamlet,1921,2h 11m,,7.0,540,,"Danish silent movie-star Asta Nielsen formed her own production company to make this film, in which new elements are combined with features (and a few lines) familiar from Shakespeare's version of the legend. The most important of these changes sees Hamlet made into a female character - a princess forced to masquerade as a man by her scheming mother; from this follows Hamlet's secret passion for Horatio and rivalry with Ophelia for his love. Queen Gertrude is here presented as conspiring in her first husband's murder, and the old king's ghost does not appear - young Hamlet merely hears a voice from the tomb and (apparently) dreams of him. In addition, Hamlet now kills Claudius (in a fire) immediately upon returning from Norway with an army led by old school- friend Fortinbras, and it falls to Gertrude to engineer Hamlet's death in the fencing match as well as kill herself by accidentally drinking the poisoned wine.",https://www.imdb.com/title/tt0012249/?ref_=sr_i_20,"['Erwin Gepard', 'William Shakespeare', 'Edward P. Vining']","['Svend Gade', 'Heinz Schall']","['Asta Nielsen', 'Paul Conradi', 'Mathilde Brandt', 'Eduard von Winterstein', 'Heinz Stieda', 'Hans Junkermann', 'Anton de Verdier', 'Lilly Jacobson', 'Fritz Achterberg']",,,,,"January 27, 1921",['Germany'],"['Jofa-Atelier, Johannisthal, Berlin, Germany']",['Art-Film GmbH'],,['Drama'],"['None', 'German']"
21. A Connecticut Yankee in King Arthur's Court,1921,1h 20m,,6.8,50,,"In 1921, a young man, having read Mark Twain's classic novel of the same title, dreams that he himself travels to King Arthur's court, where he has similar adventures and outwits his foes by means of very modern inventions including motorcycles and nitroglycerine.",https://www.imdb.com/title/tt0012067/?ref_=sr_i_21,"['Bernard McConville', 'Mark Twain']",['Emmett J. Flynn'],"['Harry Myers', 'Pauline Starke', 'Rosemary Theby', 'Charles Clary', 'William V. Mong', 'George Siegmann', 'Charles Gordon', 'Karl Formes', 'Herbert Fortier', 'Adele Farrington']",,,,"$143,500","March 14, 1921",['United States'],,['Fox Film Corporation'],,"['Adventure', 'Comedy', 'Fantasy']",['None']
22. The Affairs of Anatol,1921,1h 57m,Unrated,6.6,1.4K,,Socialite Anatol Spencer seeks a better relation than he has with his wife. He sets up the friend of his youth Emilie in an apartment and she two-times him; he comforts near-suicidal Annie and she robs him.,https://www.imdb.com/title/tt0011909/?ref_=sr_i_22,"['Arthur Schnitzler', 'Jeanie Macpherson']",['Cecil B. DeMille'],"['Wallace Reid', 'Gloria Swanson', 'Elliott Dexter', 'Bebe Daniels', 'Monte Blue', 'Wanda Hawley', 'Theodore Roberts', 'Agnes Ayres', 'Theodore Kosloff', 'Laura Anson']",,,,,"September 25, 1921",['United States'],,['Paramount Pictures'],"Awards, 1 win total","['Comedy', 'Drama']",['None']
23. Dracula's Death,1921,1h 5m,,7.0,146,,A girl has frightening visions after visiting an insane asylum where one of the inmates claims to be Drakula and she can not be sure whether they were a nightmare or real.,https://www.imdb.com/title/tt0240464/?ref_=sr_i_23,"['Michael Curtiz', 'Károly Lajthay', 'Bram Stoker']",['Károly Lajthay'],"['Paul Askonas', 'Margit Lux', 'Lene Myl', 'Dezsõ Kertész', 'Elemér Thury', 'Lajos Réthey', 'Aladár Ihász', 'Carl Goetz', 'Lajos Szalkai', 'Károly Hatvani']",,,,,February 1921,"['Hungary', 'Austria', 'France']",,['Corvin Film'],,"['Horror', 'Thriller']","['None', 'Hungarian']"
24. Little Lord Fauntleroy,1921,1h 52m,Passed,6.8,384,,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,https://www.imdb.com/title/tt0012397/?ref_=sr_i_24,"['Frances Hodgson Burnett', 'Bernard McConville']","['Alfred E. Green', 'Jack Pickford']","['Mary Pickford', 'Claude Gillingwater', 'Joseph J. Dowling', 'James A. Marcus', 'Kate Price', 'Fred Malatesta', 'Rose Dione', 'Arthur Thalasso', 'Colin Kenny', 'Emmett King']",,,"$1,108,882","$900,000","September 15, 1921",['United States'],,['Mary Pickford Company'],"Awards, 1 win total",['Drama'],['English']
"25. Mysteries of India, Part I: Truth",1921,2h,,6.7,421,,The unfaithful wife of a cruel Indian prince attempts to escape from his domination.,https://www.imdb.com/title/tt0012314/?ref_=sr_i_25,"['Thea von Harbou', 'Fritz Lang']",['Joe May'],"['Olaf Fønss', 'Mia May', 'Conrad Veidt', 'Erna Morena', 'Bernhard Goetzke', 'Lya De Putti', 'Paul Richter', 'Georg John', 'Max Adalbert', 'Louis Brody']",,,,,1922,['Germany'],"['May-Film-Gelände, Woltersdorf bei Erkner, Brandenburg, Germany (Studio)']",['May-Film'],,"['Adventure', 'Fantasy']","['None', 'German']"
26. Dream Street,1921,1h 42m,Passed,5.5,221,,Three men in London compete for the love of a dance-hall girl.,https://www.imdb.com/title/tt0012122/?ref_=sr_i_26,"['Thomas Burke', 'D.W. Griffith']",['D.W. Griffith'],"['Carol Dempster', 'Ralph Graves', 'Charles Emmett Mack', 'Edward Peil Sr.', 'Tyrone Power Sr.', 'William J. Ferguson', 'Porter Strong', 'George Neville', 'Charles Slattery', 'Morgan Wallace']",,,,,"April 12, 1921",['United States'],,['D.W. Griffith Productions'],,"['Comedy', 'Drama', 'Romance']",[]
27. Through the Back Door,1921,1h 29m,,6.8,221,,"When her mother remarries, a young Belgian girl is left behind with her nurse, but when Germany invades the country, she is sent to America to find her mother.",https://www.imdb.com/title/tt0012755/?ref_=sr_i_27,"['Gerald C. Duffy', 'Marion Fairfax']","['Alfred E. Green', 'Jack Pickford']","['Mary Pickford', 'Gertrude Astor', 'Wilfred Lucas', 'Helen Raymond', 'C. Norman Hammond', 'Elinor Fair', 'Adolphe Menjou', 'Peaches Jackson', 'Doreen Turner', 'John Harron']",,,,,"May 5, 1921",['United States'],,['Mary Pickford Company'],,"['Comedy', 'Drama']",['English']
28. The Nut,1921,1h 14m,Not Rated,6.5,309,,Eccentric inventor Charlie Jackson tries to interest wealthy investors in his girlfriend's plan to help children from poor neighborhoods.,https://www.imdb.com/title/tt0012513/?ref_=sr_i_28,"['Kenneth Davenport', 'Douglas Fairbanks', 'William Parker']",['Theodore Reed'],"['Douglas Fairbanks', 'Marguerite De La Motte', 'William Lowery', 'Gerald Pring', 'Morris Hughes', 'Barbara La Marr', 'Sidney De Gray', 'Frank Campeau', 'Jeanne Carpenter', 'Charles Stevens']",,,,,"March 6, 1921",['United States'],,['Douglas Fairbanks Pictures'],,"['Action', 'Comedy', 'Romance']",['English']
29. The Three Musketeers,1921,1h 59m,,6.9,1.2K,,"Cardinal Richelieu, engaged in intrigue at the court of Louis XIII, attempts to rule by threatening the queen, who is secretly in love with the Duke of Buckingham. From Gascony comes D'Artagnan to join the King's Musketeers in his quest for adventure. He wins the right to membership by proving his prowess with the sword and forms an eternal alliance with Athos, Porthos, and Aramis, the Three Musketeers. After many adventures, he embarks on a dangerous mission to England to recover a diamond brooch, a gift of the king, which the queen has given to Buckingham as a token of affection. He recovers it and returns in time to save the queen from the wrath of Louis, defeat the cardinal's intrigue, and win Constance, the queen's seamstress.",https://www.imdb.com/title/tt0012752/?ref_=sr_i_29,"['Alexandre Dumas', 'Edward Knoblock', 'Lotta Woods']",['Fred Niblo'],"['Douglas Fairbanks', 'Nigel De Brulier', 'George Siegmann', 'Eugene Pallette', 'Adolphe Menjou', 'Mary MacLaren', 'Thomas Holding', 'Marguerite De La Motte', 'Willis Robards', 'Boyd Irwin']",,,,"$3,270,000","August 28, 1921",['United States'],"['Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['Douglas Fairbanks Pictures'],"Awards, 1 win total","['Swashbuckler', 'Action', 'Adventure', 'Family', 'Romance']",['English']
"30. Mysteries of India, Part II: Above All Law",1921,1h 40m,,6.7,446,,Irene saves Herbert and the two help Princess Savitri flee the palace.,https://www.imdb.com/title/tt0012313/?ref_=sr_i_30,"['Thea von Harbou', 'Fritz Lang']",['Joe May'],"['Olaf Fønss', 'Mia May', 'Conrad Veidt', 'Erna Morena', 'Bernhard Goetzke', 'Lya De Putti', 'Paul Richter', 'Georg John', 'Max Adalbert', 'Louis Brody']",,,,,"October 2, 1922",['Germany'],,['May-Film'],,"['Adventure', 'Fantasy']","['None', 'German']"
31. A Small Town Idol,1921,1h 10m,Passed,6.4,79,,"Sam, a young man in a small town, is accused of being a thief. Unable to prove his innocence--and not knowing that he's being framed by a local villain to keep him away from pretty young Mary, the town beauty whom the villain wants for himself--he leaves town and goes to Hollywood to become an actor. He eventually returns home to town as a star, but once again finds himself the victim of the town villain, who this time abducts sweet young Mary. Sam must use all his acting skills to track down the villain and save Mary.",https://www.imdb.com/title/tt0012701/?ref_=sr_i_31,"['John Grey', 'Raymond Griffith', 'Mack Sennett']","['Erle C. Kenton', 'Mack Sennett']","['Ben Turpin', 'James Finlayson', 'Phyllis Haver', 'Bert Roach', 'Al Cooke', 'Charles Murray', 'Marie Prevost', 'Dot Farley', 'Eddie Gribbon', 'Kalla Pasha']","$350,000 (estimated)",,,,"February 13, 1921",['United States'],"['Mack Sennett Studios - 1712 Glendale Blvd., Silver Lake, Los Angeles, California, USA (Studio)']",['Mack Sennett Comedies'],,"['Action', 'Comedy', 'Romance']",['None']
32. Journey into the Night,1921,1h 21m,,6.2,536,,"Dr Eigil Borne is engaged to Hélène, a girl who is madly in love with him. At Hélène's birthday celebration, Eigil invites her to a cabaret, where he meets his other love, Lily, a passionate, fiery and funny dancer.",https://www.imdb.com/title/tt0011217/?ref_=sr_i_32,"['Harriet Bloch', 'Carl Mayer']",['F.W. Murnau'],"['Olaf Fønss', 'Erna Morena', 'Conrad Veidt', 'Gudrun Bruun Stephensen', 'Clementine Plessner']",,,,,"August 8, 1921","['Germany', 'Denmark']","['Cserépy-Atelier, Berlin, Germany']",['Goron Film'],,['Drama'],"['None', 'German']"
33. The Hope Diamond Mystery,1921,5h,Passed,6.5,55,,"The true story of Lord Francis Hope, who inherits the Hope Diamond and marries showgirl May Yohe'. Lord Francis Hope gambles away the family fortune and May Yohe' leaves him--another suspected curse of owning the Hope Diamond.",https://www.imdb.com/title/tt0012293/?ref_=sr_i_33,"['John B. Clymer', 'Charles W. Goddard', 'May Yohe']",['Stuart Paton'],"['Grace Darmond', 'Harry Carter', 'George Chesebro', 'Boris Karloff', 'Carmen Phillips', 'William Marion', 'Frank M. Seki', 'Harry Archer', 'Arthur Clayton', 'Ethel Shannon']",,,,,"February 19, 1921",['United States'],"['Arch Beach, Laguna Beach, California, USA']",['George Kleine Productions'],,"['Action', 'Adventure', 'Mystery', 'Thriller']",['English']
34. Fool's Paradise,1921,1h 49m,,7.0,91,,"In a Mexican border town Arthur befriends cantina girl Poll. She falls for him but he still loves the dancer Rosa. When the cigar Poll gives him explodes and blinds him, Arthur is duped into thinking Poll is Rosa and marries her. When his vision is surgically restored, he leaves for Siam to find Rosa.",https://www.imdb.com/title/tt0012181/?ref_=sr_i_34,"['Beulah Marie Dix', 'Sada Cowan', 'Leonard Merrick']",['Cecil B. DeMille'],"['Dorothy Dalton', 'Conrad Nagel', 'Mildred Harris', 'Theodore Kosloff', 'John Davidson', 'Julia Faye', 'Clarence Burton', 'Guy Oliver', 'Jacqueline Logan', 'Kamuela C. Searle']",,,,,"December 9, 1921",['United States'],,['Famous Players-Lasky Corporation'],,['Romance'],"['None', 'English', 'Spanish']"
35. The Mechanical Man,1921,26m,,5.9,299,,The story begins with a scientist creating a device shaped like a man that can be remote-controlled by a machine.,https://www.imdb.com/title/tt0337377/?ref_=sr_i_35,['André Deed'],['André Deed'],"['Giulia Costa', 'André Deed', 'Valentina Frascaroli', 'Mathilde Lambert', 'Gabriel Moreau', 'Ferdinando Vivas-May']",,,,,November 1921,['Italy'],,['Milano Film'],,"['Comedy', 'Horror', 'Sci-Fi']",['None']
36. A Tale of Two Worlds,1921,1h 10m,Passed,5.8,60,,"A white child is adopted and raised by a Chinese citizen and brought to San Francisco, where no one surmises that she is actually not Chinese.",https://www.imdb.com/title/tt0010859/?ref_=sr_i_36,"['Charles Kenyon', 'Gouverneur Morris', 'J.E. Nash']",['Frank Lloyd'],"['J. Frank Glendon', 'Leatrice Joy', 'Wallace Beery', 'E. Alyn Warren', 'Margaret McWade', 'Tôgô Yamamoto', 'Yutaka Abe', 'Louie Cheung', 'Chow Young', 'Etta Lee']",,,,,"March 13, 1921",['United States'],,['Goldwyn Pictures Corporation'],,['Drama'],['None']
37. Markens grøde,1921,1h 15m,,6.5,254,,"After the Nobel prize winning Knut Hamsun-novel, with it's criticism of industrialization, urbanizing and loss of values. The farmer Isak makes a farm out of barren soil, together with Inger and their two sons. She kills the third.",https://www.imdb.com/title/tt0011440/?ref_=sr_i_37,"['Knut Hamsun', 'Gunnar Sommerfeldt']",['Gunnar Sommerfeldt'],"['Amund Rydland', 'Karen Poulsen', 'Ragna Wettergreen', 'Gunnar Sommerfeldt', 'Inge Sommerfeldt', 'Almar Bjoernefjell', 'Sigurd Berg Bruland', 'Siljusson av Terna', 'Sivert Eliassen', 'Ernst Vaumund']","NOK250,000 (estimated)",,"$4,272",,"September 28, 1929",['Norway'],"['Rana, Norway']","['Christiana Film', 'Norrøna Film']",,['Drama'],['None']
38. The Sheik,1921,1h 26m,Passed,6.2,3.8K,,"A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert.",https://www.imdb.com/title/tt0012675/?ref_=sr_i_38,"['Edith Maude Hull', 'Monte M. Katterjohn']",['George Melford'],"['Rudolph Valentino', 'Agnes Ayres', 'Ruth Miller', 'George Waggner', 'Frank Butler', 'Charles Brinley', 'Lucien Littlefield', 'Adolphe Menjou', 'Walter Long', 'Sally Blane']",,,,"$3,270,000","November 20, 1921",['United States'],"['Guadalupe-Nipomo Dunes, California, USA']",['Paramount Pictures'],"Awards, 1 win total","['Adventure', 'Drama', 'Romance']",['English']
