Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
12. Tarzan the Ape Man,1932,1h 40m,Passed,6.9,8.5K,,"A trader and his daughter set off in search of the fabled graveyard of the elephants in deepest Africa, only to encounter a wild man raised by apes.",https://www.imdb.com/title/tt0023551/?ref_=sr_i_12,"['Edgar Rice Burroughs', 'Cyril Hume', 'Ivor Novello']",['W.S. Van Dyke'],"['Johnny Weissmuller', 'Neil Hamilton', 'C. Aubrey Smith', ""Maureen O'Sullivan"", 'Doris Lloyd', 'Forrester Harvey', 'Ivory Williams', 'Franz Balluck', 'Charles Becker', 'Burre Billingsley']","$652,675 (estimated)",,$72,,"April 2, 1932",['United States'],"['Silver Springs, Florida, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 2 wins & 1 nomination total","['Jungle Adventure', 'Action', 'Adventure', 'Romance']",['English']
"13. 20,000 Years in Sing Sing",1932,1h 18m,Approved,6.8,3.1K,,"Brash hoodlum Tom Connors enters Sing Sing prison cocksure of himself and disrespectful toward authority, but the tough but compassionate warden is able to effect change in him.",https://www.imdb.com/title/tt0023731/?ref_=sr_i_13,"['Lewis E. Lawes', 'Wilson Mizner', 'Brown Holmes']",['Michael Curtiz'],"['Spencer Tracy', 'Bette Davis', 'Arthur Byron', 'Lyle Talbot', 'Warren Hymer', 'Louis Calhern', 'Bull Anderson', 'Ward Bond', 'Spencer Charters', 'G. Pat Collins']",,,,,"December 24, 1932",['United States'],"['Sing Sing Penitentiary - 354 Hunter Street, Ossining, New York, USA (exteriors: interiors, mob scenes)']",['First National Pictures'],"Awards, 1 win total","['Film Noir', 'Crime', 'Drama']",['English']
14. I Am a Fugitive from a Chain Gang,1932,1h 32m,Approved,8.2,15K,,"A World War I veteran and aspiring engineer tries to re-enter civilian life. After being unwillingly caught up in a robbery, he suffers the intolerable conditions of a Southern chain gang, struggling to clear his name and prove his worth.",https://www.imdb.com/title/tt0023042/?ref_=sr_i_14,"['Robert E. Burns', 'Howard J. Green', 'Brown Holmes']",['Mervyn LeRoy'],"['Paul Muni', 'Glenda Farrell', 'Helen Vinson', 'Noel Francis', 'Preston Foster', 'Allen Jenkins', 'Berton Churchill', 'Edward Ellis', 'David Landau', 'Hale Hamilton']","$195,845 (estimated)",,,,"November 19, 1932",['United States'],"['Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA']",['Warner Bros.'],"Nominated for 3 Oscars, 6 wins & 3 nominations total","['Film Noir', 'Prison Drama', 'Tragedy', 'True Crime', 'Crime', 'Drama']",['English']
15. Grand Hotel,1932,1h 52m,Approved,7.3,22K,79.0,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,https://www.imdb.com/title/tt0022958/?ref_=sr_i_15,"['Vicki Baum', 'William Absalom Drake', 'Béla Balázs']",['Edmund Goulding'],"['Greta Garbo', 'John Barrymore', 'Joan Crawford', 'Wallace Beery', 'Lionel Barrymore', 'Lewis Stone', 'Jean Hersholt', 'Robert McWade', 'Purnell Pratt', 'Ferdinand Gottschalk']","$700,000 (estimated)",,$32,,"September 11, 1932",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],"Won 1 Oscar, 9 wins & 1 nomination total","['Tragic Romance', 'Drama', 'Romance']","['English', 'Russian']"
16. Vampyr,1932,1h 15m,Approved,7.4,22K,,A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,https://www.imdb.com/title/tt0023649/?ref_=sr_i_16,"['Sheridan Le Fanu', 'Christen Jul', 'Carl Theodor Dreyer']",['Carl Theodor Dreyer'],"['Julian West', 'Maurice Schutz', 'Rena Mandel', 'Sybille Schmitz', 'Jan Hieronimko', 'Henriette Gérard', 'Albert Bras', 'N. Babanini', 'Jane Mora', 'Georges Boidin']",,,,,"August 14, 1934","['Germany', 'France']","['Abbaye de Braye, Braye, Aisne, France (recreated cemetery)']",['Tobis Filmkunst'],"Awards, 1 win total","['Dark Fantasy', 'Supernatural Horror', 'Vampire Horror', 'Fantasy', 'Horror']","['German', 'English']"
17. Merrily We Go to Hell,1932,1h 23m,Passed,6.9,2.2K,,"A drunken newspaperman is rescued from his alcoholic haze by an heiress whose love sobers him up and encourages him to write a play, but he lapses back into dipsomania.",https://www.imdb.com/title/tt0023213/?ref_=sr_i_17,"['Edwin Justus Mayer', 'Cleo Lucas']",['Dorothy Arzner'],"['Sylvia Sidney', 'Fredric March', 'Adrianne Allen', ""Richard 'Skeets' Gallagher"", 'George Irving', 'Esther Howard', 'Florence Britton', 'Charles Coleman', 'Cary Grant', 'Kent Taylor']",,,,,"June 10, 1932",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA']",['Paramount Pictures'],"Awards, 3 wins total","['Comedy', 'Drama', 'Romance']",['English']
18. Shanghai Express,1932,1h 22m,Approved,7.3,11K,83.0,A notorious woman rides a train through a dangerous situation with a British captain she loved.,https://www.imdb.com/title/tt0023458/?ref_=sr_i_18,"['Jules Furthman', 'Harry Hervey']",['Josef von Sternberg'],"['Marlene Dietrich', 'Clive Brook', 'Anna May Wong', 'Warner Oland', 'Eugene Pallette', 'Lawrence Grant', 'Louise Closser Hale', 'Gustav von Seyffertitz', 'Emile Chautard', 'Sami Ayanoglu']",,,,,"February 12, 1932",['United States'],"['Santa Fe Railroad Depot - 1170 W. 3rd Street, San Bernardino, California, USA']",['Paramount Pictures'],"Won 1 Oscar, 2 wins & 2 nominations total","['Costume Drama', 'Film Noir', 'Tragic Romance', 'Adventure', 'Drama', 'Romance']","['English', 'French', 'Cantonese', 'German']"
19. The Most Dangerous Game,1932,1h 3m,Approved,7.1,15K,,"A psychotic big game hunter deliberately strands a luxury yacht on a remote island, where he begins to hunt its passengers for sport.",https://www.imdb.com/title/tt0023238/?ref_=sr_i_19,"['James Ashmore Creelman', 'Richard Connell']","['Irving Pichel', 'Ernest B. Schoedsack']","['Joel McCrea', 'Fay Wray', 'Leslie Banks', 'Robert Armstrong', 'Noble Johnson', 'Steve Clemente', 'William B. Davidson', ""Oscar 'Dutch' Hendrian"", 'James Flavin', 'Arnold Gray']","$218,869 (estimated)",,,,"September 16, 1932",['United States'],"['San Pedro Harbor, Long Beach, California, USA']","['Merian C. Cooper and Ernest Schoedsack', 'RKO Radio Pictures']","Awards, 2 wins total","['Action', 'Adventure', 'Horror', 'Thriller']","['English', 'Russian']"
20. The Sign of the Cross,1932,2h 5m,Approved,6.8,2.8K,,A Roman soldier becomes torn between his love for a Christian woman and his loyalty to Emperor Nero.,https://www.imdb.com/title/tt0023470/?ref_=sr_i_20,"['Waldemar Young', 'Sidney Buchman', 'Wilson Barrett']",['Cecil B. DeMille'],"['Fredric March', 'Claudette Colbert', 'Elissa Landi', 'Charles Laughton', 'Ian Keith', 'Arthur Hohl', 'Harry Beresford', 'Tommy Conlon', 'Ferdinand Gottschalk', 'Vivian Tobin']",,,,"$5,971,004","February 10, 1933",['United States'],"['Fresno, California, USA']",['Paramount Pictures'],"Nominated for 1 Oscar, 3 wins & 1 nomination total","['Drama', 'History']",['English']
21. Forbidden,1932,1h 25m,Approved,6.9,2.2K,,"A librarian takes a cruise and falls for an unobtainable man, a district attorney married to an invalid.",https://www.imdb.com/title/tt0022905/?ref_=sr_i_21,"['Frank Capra', 'Jo Swerling']",['Frank Capra'],"['Barbara Stanwyck', 'Adolphe Menjou', 'Ralph Bellamy', 'Dorothy Peterson', 'Thomas Jefferson', 'Myrna Fresholt', 'Charlotte Henry', 'Oliver Eckhardt', 'Henry Armetta', 'Jessie Arnold']",,,,,"January 9, 1932",['United States'],"['Laguna Beach, California, USA']",['Columbia Pictures'],"Awards, 1 nomination total","['Drama', 'Romance']","['English', 'French']"
22. The Purchase Price,1932,1h 8m,TV-PG,6.4,2K,,A torch singer becomes a farmer's mail-order bride.,https://www.imdb.com/title/tt0023362/?ref_=sr_i_22,"['Arthur Stringer', 'Robert Lord']",['William A. Wellman'],"['Barbara Stanwyck', 'George Brent', 'Lyle Talbot', 'Hardie Albright', 'David Landau', 'Murray Kinnell', 'Leila Bennett', 'Mae Busch', 'Nick Copeland', 'Mike Donlin']","$202,000 (estimated)",,,,"July 23, 1932",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Comedy', 'Drama']",['English']
23. A Farewell to Arms,1932,1h 20m,Approved,6.4,7.2K,,An American ambulance driver and an English nurse fall in love in Italy during World War I.,https://www.imdb.com/title/tt0022879/?ref_=sr_i_23,"['Benjamin Glazer', 'Oliver H.P. Garrett', 'Ernest Hemingway']",['Frank Borzage'],"['Gary Cooper', 'Helen Hayes', 'Adolphe Menjou', 'Mary Philips', 'Jack La Rue', 'Blanche Friderici', 'Mary Forbes', 'Gilbert Emery', 'Alice Adair', 'Henry Armetta']","$799,520 (estimated)",,,,"December 8, 1932",['United States'],"['Paramount Ranch - 2813 Cornell Road, Agoura, California, USA']",['Paramount Pictures'],"Won 2 Oscars, 7 wins & 2 nominations total","['Drama', 'Romance', 'War']","['English', 'Italian', 'Latin', 'French']"
24. Murders in the Rue Morgue,1932,1h 1m,Passed,6.3,5.7K,,"A mad scientist seeks to mingle human blood with that of an ape, and resorts to kidnapping women for his experiments.",https://www.imdb.com/title/tt0023249/?ref_=sr_i_24,"['Edgar Allan Poe', 'Robert Florey', 'Tom Reed']",['Robert Florey'],"['Bela Lugosi', 'Sidney Fox', 'Leon Ames', 'Bert Roach', 'Betty Ross Clarke', 'Brandon Hurst', ""D'Arcy Corrigan"", 'Noble Johnson', 'Arlene Francis', 'Ted Billings']","$190,000 (estimated)",,,,"February 21, 1932",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],"Awards, 2 wins total","['Crime', 'Horror', 'Mystery', 'Romance']","['English', 'Danish', 'German', 'Italian']"
25. Blonde Venus,1932,1h 33m,Passed,7.1,6K,,A cabaret singer takes up with a millionaire to pay for her gravely-ill husband's operation.,https://www.imdb.com/title/tt0022698/?ref_=sr_i_25,"['Jules Furthman', 'S.K. Lauren', 'Josef von Sternberg']",['Josef von Sternberg'],"['Marlene Dietrich', 'Cary Grant', 'Herbert Marshall', 'Dickie Moore', 'Gene Morgan', 'Rita La Roy', ""Robert Emmett O'Connor"", 'Sidney Toler', 'Morgan Wallace', 'Eric Alden']",,,,,"September 23, 1932",['United States'],"['Paramount Ranch - 2813 Cornell Road, Agoura, California, USA']",['Paramount Pictures'],,['Drama'],"['English', 'French', 'German']"
26. White Zombie,1932,1h 9m,Passed,6.2,12K,,"A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.",https://www.imdb.com/title/tt0023694/?ref_=sr_i_26,"['Garnett Weston', 'William B. Seabrook']",['Victor Halperin'],"['Bela Lugosi', 'Madge Bellamy', 'Joseph Cawthorn', 'Robert Frazer', 'John Harron', 'Brandon Hurst', 'George Burr MacAnnan', 'Frederick Peters', 'Annette Stone', 'John T. Prince']","$50,000 (estimated)",,,,"August 4, 1932",['United States'],"['RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA (Studio)']",['Victor & Edward Halperin Productions'],,"['Supernatural Horror', 'Zombie Horror', 'Horror']",['English']
27. Doctor X,1932,1h 16m,Unrated,6.4,4.5K,,A wisecracking New York reporter intrudes on a research scientist's quest to unmask The Moon Killer.,https://www.imdb.com/title/tt0022827/?ref_=sr_i_27,"['Robert Tasker', 'Earl Baldwin', 'Howard Warren Comstock']",['Michael Curtiz'],"['Lionel Atwill', 'Fay Wray', 'Lee Tracy', 'Preston Foster', 'John Wray', 'Harry Beresford', 'Arthur Edmund Carewe', 'Leila Bennett', 'Robert Warwick', 'George Rosener']",,,"$1,294,920","$882,900","August 27, 1932",['United States'],"['Laguna Beach, California, USA (beach scene)']",['First National Pictures'],"Awards, 1 nomination total","['B-Horror', 'Monster Horror', 'Psychological Horror', 'Psychological Thriller', 'Slapstick', 'Whodunnit', 'Comedy', 'Crime', 'Horror', 'Mystery']",['English']
28. Penguin Pool Murder,1932,1h 10m,Passed,6.9,1.5K,,Shady stockbroker and abusive husband Gerald Parker is found dead in the penguin pool of a NYC aquarium after being knocked cold by his wife's boyfriend.,https://www.imdb.com/title/tt0023327/?ref_=sr_i_28,"['Willis Goldbeck', 'Stuart Palmer', 'Lowell Brentano']",['George Archainbaud'],"['Edna May Oliver', 'Robert Armstrong', 'James Gleason', 'Mae Clarke', 'Donald Cook', 'Edgar Kennedy', 'Clarence Wilson', 'James Donlan', 'Gustav von Seyffertitz', 'William Le Maire']",,,,,"December 9, 1932",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (courtroom)']",['RKO Radio Pictures'],"Awards, 2 wins total","['Bumbling Detective', 'Screwball Comedy', 'Whodunnit', 'Comedy', 'Drama', 'Mystery', 'Romance']",['English']
29. So Big!,1932,1h 21m,Unrated,6.8,1.9K,,"After Selina's father dies, she's offered a job as a teacher in a small town and a new chapter of her life begins.",https://www.imdb.com/title/tt0023491/?ref_=sr_i_29,"['Edna Ferber', 'J. Grubb Alexander', 'Robert Lord']",['William A. Wellman'],"['Barbara Stanwyck', 'George Brent', 'Dickie Moore', 'Bette Davis', 'Mae Madison', 'Hardie Albright', 'Alan Hale', 'Earle Foxe', 'Robert Warwick', 'Dorothy Peterson']","$228,000 (estimated)",,,,"April 30, 1932",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Drama', 'Romance']",['English']
30. Thirteen Women,1932,1h 13m,Approved,6.2,2.1K,,A young woman plots astrological revenge on schoolgirls from her past.,https://www.imdb.com/title/tt0023582/?ref_=sr_i_30,"['Tiffany Thayer', 'Bartlett Cormack', 'Samuel Ornitz']",['George Archainbaud'],"['Irene Dunne', 'Ricardo Cortez', 'Jill Esmond', 'Myrna Loy', 'Mary Duncan', 'Kay Johnson', 'Florence Eldridge', 'C. Henry Gordon', 'Peg Entwistle', 'Harriet Hagman']","$125,000 (estimated)",,,,"September 16, 1932",['United States'],"['La Grande Station, Downtown, Los Angeles, California, USA (train station)']",['RKO Radio Pictures'],,"['Psychological Horror', 'Supernatural Horror', 'Crime', 'Drama', 'Horror', 'Mystery']",['English']
31. The Bitter Tea of General Yen,1932,1h 28m,Approved,6.9,4.6K,,A Chinese warlord and an engaged Christian missionary fall in love.,https://www.imdb.com/title/tt0023814/?ref_=sr_i_31,"['Grace Zaring Stone', 'Edward E. Paramore Jr.']",['Frank Capra'],"['Barbara Stanwyck', 'Nils Asther', 'Toshia Mori', 'Walter Connolly', 'Gavin Gordon', 'Lucien Littlefield', 'Richard Loo', 'Helen Jerome Eddy', 'Emmett Corrigan', 'Jessie Arnold']",,,,,"January 6, 1933",['United States'],"['San Fernando Valley, Los Angeles, California, USA']",['Columbia Pictures'],"Awards, 2 wins total","['Political Drama', 'Steamy Romance', 'Drama', 'Romance', 'War']","['English', 'Mandarin', 'French']"
32. The Blood of a Poet,1932,55m,Not Rated,7.2,7.7K,67.0,"Told in four episodes - an unnamed artist is transported through a mirror into another dimension, where he travels through various bizarre scenarios.",https://www.imdb.com/title/tt0021331/?ref_=sr_i_32,['Jean Cocteau'],['Jean Cocteau'],"['Enrique Rivero', 'Lee Miller', 'Pauline Carton', 'Odette Talazac', 'Jean Desbordes', 'Fernand Dichamps', 'Lucien Jager', 'Féral Benga', 'Barbette', 'Jean Cocteau']",,,,,"May 20, 2010",['France'],,['Vicomte de Noailles'],"Awards, 1 win total",['Fantasy'],"['French', 'Vietnamese']"
33. Red Dust,1932,1h 23m,Passed,7.2,5.1K,66.0,The owner of a rubber plantation becomes involved with the new wife of one of his employees.,https://www.imdb.com/title/tt0023382/?ref_=sr_i_33,"['John Lee Mahin', 'Wilson Collison', 'Donald Ogden Stewart']",['Victor Fleming'],"['Clark Gable', 'Jean Harlow', 'Gene Raymond', 'Mary Astor', 'Donald Crisp', 'Tully Marshall', 'Forrester Harvey', 'Willie Fung']","$408,000 (estimated)",,,,"October 22, 1932",['United States'],"['Stage 6, Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 4 wins total","['Comedy', 'Drama', 'Romance']",['English']
34. Love Me Tonight,1932,1h 44m,Passed,7.5,4.9K,,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",https://www.imdb.com/title/tt0023158/?ref_=sr_i_34,"['Samuel Hoffenstein', 'George Marion Jr.', 'Waldemar Young']",['Rouben Mamoulian'],"['Maurice Chevalier', 'Jeanette MacDonald', 'Charles Ruggles', 'Charles Butterworth', 'Myrna Loy', 'C. Aubrey Smith', 'Elizabeth Patterson', 'Ethel Griffies', 'Blanche Friderici', 'Joseph Cawthorn']",,,,,"August 18, 1932",['United States'],"['Paramount Ranch - 2813 Cornell Road, Agoura, California, USA']",['Paramount Pictures'],"Awards, 4 wins total","['Comedy', 'Musical', 'Romance']",['English']
35. Three on a Match,1932,1h 3m,Passed,7.1,4.5K,,"Although Vivian Revere is seemingly the most successful of a trio of reunited schoolmates, she throws it away by descending into a life of debauchery and drugs.",https://www.imdb.com/title/tt0023590/?ref_=sr_i_35,"['Lucien Hubbard', 'Kubec Glasmon', 'John Bright']",['Mervyn LeRoy'],"['Joan Blondell', 'Ann Dvorak', 'Bette Davis', 'Warren William', 'Lyle Talbot', 'Humphrey Bogart', 'Allen Jenkins', 'Edward Arnold', 'Hardie Albright', 'Virginia Davis']","$444,000 (estimated)",,,,"October 29, 1932",['United States'],"['Echo Park Lake, Los Angeles, California, USA (exterior scenes)']",['First National Pictures'],,"['Crime', 'Drama', 'Romance']",['English']
36. Rasputin and the Empress,1932,2h 1m,Approved,6.5,1.3K,,"A prince plots to kill the mad monk Rasputin for the good of the czar, the czarina and Russia.",https://www.imdb.com/title/tt0023374/?ref_=sr_i_36,"['Charles MacArthur', 'Lenore J. Coffee', 'John Colton']","['Richard Boleslawski', 'Charles Brabin']","['John Barrymore', 'Ethel Barrymore', 'Lionel Barrymore', 'Ralph Morgan', 'Tad Alexander', 'Diana Wynyard', 'C. Henry Gordon', 'Edward Arnold', 'Luis Alberni', 'Mary Alden']","$1,022,000 (estimated)",,,,"March 24, 1933",['United States'],"['St. Petersburg, Russia (archive footage)']",['Metro-Goldwyn-Mayer (MGM)'],"Nominated for 1 Oscar, 4 wins & 1 nomination total","['Biography', 'Drama', 'History']","['English', 'German', 'French', 'Russian']"
