Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Old Dark House,1932,1h 12m,Approved,7.0,14K,,"Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when they stumble upon the Femm family estate.",https://www.imdb.com/title/tt0023293/?ref_=sr_i_1
2. Fanny,1932,2h 5m,Not Rated,7.8,2K,,"After Fanny's boyfriend leaves her and sails away, she finds out she's pregnant.",https://www.imdb.com/title/tt0022877/?ref_=sr_i_2
3. Roar of the Dragon,1932,1h 9m,Passed,6.2,286,,"Westerners shelter at an inn in bandit-plagued Manchuria. Captain Carson leads them while pursuing a romance with a woman claimed by bandit leader Voronsky, facing threats from outside and tensions within.",https://www.imdb.com/title/tt0023407/?ref_=sr_i_3
4. Freaks,1932,1h 4m,Not Rated,7.8,53K,80,"A circus' beautiful trapeze artist Cleopatra agrees to marry Hans the leader of side-show performers, but Hans' deformed friends discover that she is only marrying him for his inheritance. So they seek revenge.",https://www.imdb.com/title/tt0022913/?ref_=sr_i_4
5. Movie Crazy,1932,1h 24m,Passed,7.1,1.7K,,"After a mix-up with his application photograph, an aspiring actor is invited to a test screening and goes off to Hollywood.",https://www.imdb.com/title/tt0023241/?ref_=sr_i_5
6. What Price Hollywood?,1932,1h 28m,Passed,7.0,2.8K,,The career of a waitress takes off when she meets an amiable drunken Hollywood director.,https://www.imdb.com/title/tt0023686/?ref_=sr_i_6
7. Scarface,1932,1h 33m,PG,7.7,32K,90,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",https://www.imdb.com/title/tt0023427/?ref_=sr_i_7
8. -But the Flesh Is Weak,1932,1h 17m,Passed,5.5,316,,"Max Clement and his father rely on wealthy women's generosity. Max pursues Lady Joan but falls for Rosine Brown at Joan's house. After winning Rosine's hand, his father's gambling debt forces him to consider marrying Joan instead.",https://www.imdb.com/title/tt0022731/?ref_=sr_i_8
9. Trouble in Paradise,1932,1h 23m,Approved,7.9,17K,,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,https://www.imdb.com/title/tt0023622/?ref_=sr_i_9
10. The Mummy,1932,1h 13m,TV-14,7.0,32K,,A resurrected Egyptian mummy searches Cairo for the girl he believes to be his long-lost princess.,https://www.imdb.com/title/tt0023245/?ref_=sr_i_10
11. Island of Lost Souls,1932,1h 10m,Passed,7.3,12K,,"A mad doctor conducts ghastly genetic experiments on a remote island in the South Seas, much to the fear and disgust of the shipwrecked sailor who finds himself trapped there.",https://www.imdb.com/title/tt0024188/?ref_=sr_i_11
12. Tarzan the Ape Man,1932,1h 40m,Passed,6.9,8.5K,,"A trader and his daughter set off in search of the fabled graveyard of the elephants in deepest Africa, only to encounter a wild man raised by apes.",https://www.imdb.com/title/tt0023551/?ref_=sr_i_12
"13. 20,000 Years in Sing Sing",1932,1h 18m,Approved,6.8,3.1K,,"Brash hoodlum Tom Connors enters Sing Sing prison cocksure of himself and disrespectful toward authority, but the tough but compassionate warden is able to effect change in him.",https://www.imdb.com/title/tt0023731/?ref_=sr_i_13
14. I Am a Fugitive from a Chain Gang,1932,1h 32m,Approved,8.2,15K,,"A World War I veteran and aspiring engineer tries to re-enter civilian life. After being unwillingly caught up in a robbery, he suffers the intolerable conditions of a Southern chain gang, struggling to clear his name and prove his worth.",https://www.imdb.com/title/tt0023042/?ref_=sr_i_14
15. Grand Hotel,1932,1h 52m,Approved,7.3,22K,79,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,https://www.imdb.com/title/tt0022958/?ref_=sr_i_15
16. Vampyr,1932,1h 15m,Approved,7.4,22K,,A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,https://www.imdb.com/title/tt0023649/?ref_=sr_i_16
17. Merrily We Go to Hell,1932,1h 23m,Passed,6.9,2.2K,,"A drunken newspaperman is rescued from his alcoholic haze by an heiress whose love sobers him up and encourages him to write a play, but he lapses back into dipsomania.",https://www.imdb.com/title/tt0023213/?ref_=sr_i_17
