Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. L'Age d'Or,1930,1h 3m,Not Rated,7.2,15K,,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.",https://www.imdb.com/title/tt0021577/?ref_=sr_i_1
2. All Quiet on the Western Front,1930,2h 32m,Approved,8.1,70K,91,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",https://www.imdb.com/title/tt0020629/?ref_=sr_i_2
3. The Big Trail,1930,2h 5m,Passed,7.2,4.7K,,Breck Coleman leads hundreds of settlers in covered wagons from the Mississippi River to their destiny out West.,https://www.imdb.com/title/tt0020691/?ref_=sr_i_3
4. Hell's Angels,1930,2h 7m,Passed,7.3,6.3K,,Brothers Monte and Ray leave Oxford to join the Royal Flying Corps. Ray loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in still another man's arms.,https://www.imdb.com/title/tt0020960/?ref_=sr_i_4
5. Ladies of Leisure,1930,1h 39m,Approved,6.6,1.7K,,An upper-crust artist hires a 'party girl' as a model; romance follows.,https://www.imdb.com/title/tt0021040/?ref_=sr_i_5
6. Monte Carlo,1930,1h 30m,Passed,6.7,1.5K,,"A countess flees to Monte Carlo on the day of her wedding, where she is courted by a count posing as a hairdresser.",https://www.imdb.com/title/tt0021153/?ref_=sr_i_6
7. The Blue Angel,1930,1h 44m,Passed,7.6,17K,90,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,https://www.imdb.com/title/tt0020697/?ref_=sr_i_7
8. Animal Crackers,1930,1h 37m,G,7.4,16K,77,Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,https://www.imdb.com/title/tt0020640/?ref_=sr_i_8
9. Morocco,1930,1h 32m,Approved,7.0,7.9K,,"A cabaret singer and a Legionnaire fall in love, but their relationship is complicated by the results of his womanizing and the appearance of a rich man who wants her for himself.",https://www.imdb.com/title/tt0021156/?ref_=sr_i_9
10. Murder!,1930,1h 32m,TV-PG,6.3,7.4K,,"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",https://www.imdb.com/title/tt0021165/?ref_=sr_i_10
11. Westfront 1918,1930,1h 15m,Not Rated,7.3,2.6K,,A group of German solders fight on the front line in France at the end of World War I.,https://www.imdb.com/title/tt0021542/?ref_=sr_i_11
